sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:possible_english_name,matchScore,mappingStatus,conceptId,comment
4558X,HAEMORRHOIDES ALIA DEFINITA,43,,Unspecified hemorrhoids with other complication,0.7255279421806335,UNCHECKED,195562,
1911X,"AIVOJEN OTSALOHKON SYÖPÄ,EI HISTOLOGISTA VAHVISTUST",13,,Malignant neoplasm of frontal lobe,0.1055421456694603,UNCHECKED,4161667,
6331A,GRAVIDITAS ECTOPICA (EXTRAUTERINA) TUBARIA,989,,Tubal pregnancy,0.32081958651542664,APPROVED,199076,
4960A,BRONCHO-OBSTRUCTIO CHRONICA NUD,43,,"Chronic airway obstruction, not elsewhere classified",0.5020534992218018,UNCHECKED,4340371,
8208X,"FRACTURA COLLI FEMORIS NUD, NON COMPLICATA",28,,Closed fracture of unspecified part of neck of femur,0.38558217883110046,UNCHECKED,376973,
1930B,CARCINOMA FOLLICULARE THYREOIDEAE,13,,Malignant neoplasm of thyroid gland,0.6188114285469055,UNCHECKED,4111010,
6202X,CYSTA OVARII ALIA/NUD,982,,Other and unspecified ovarian cyst,0.34558284282684326,APPROVED,197610,
0093A,RIPULI EPÄILTY TARTUNTATAUTIPERÄISEKSI,981,,Diarrhea of presumed infectious origin,0.13807624578475952,APPROVED,197484,
1930X,NEOPLASMA MALIGNUM THYREOIDEAE  EI HISTOL VAHV,13,,Malignant neoplasm of thyroid gland,0.27835944294929504,UNCHECKED,4315809,
8212X,FRACTURA FEMORIS PARTIS ALTER.INFERIORIS NON COMPLI,28,,"Fracture of lower end of femur, closed",0.3662799000740051,UNCHECKED,44809230,
5310A,"ULCUS VENTRIC CURVAT MINOR ET ANGULAE,KOMPLISOITUM",43,,Acute gastric ulcer with hemorrhage,0.21671070158481598,UNCHECKED,4089462,
6256A,NAISEN STRESSI-INKONTINENSSI,940,,"Stress incontinence, female",0.27037128806114197,APPROVED,195007,
5813A,"\"\"MINIMAL CHANGE GLOMERULONEPHRITIS\"\"",43,,Nephrotic syndrome with lesion of minimal change glomerulonephritis,0.6819861531257629,UNCHECKED,4260398,
2114A,ADENOMA VILLOSUM  RECTI ET CANALIS ANALIS,13,,Benign neoplasm of rectum and anal canal,0.34616345167160034,UNCHECKED,4210003,
8472A,"DISTORSIO,DISTENSIO/RUPT. MUSCULI REGIONIS LUMBALIS",28,,Sprain of lumbar,0.2517632246017456,UNCHECKED,136788,
0092A,RIPULI TARTUNTATAUTIPERÄINEN,937,,Infectious diarrhea,0.1635279506444931,APPROVED,198337,
7840A,CEPHALALGIA,935,,Headache,1.0,APPROVED,378253,
5988X,STRICTURA URETHRAE ALIA DEFINITA,43,,Other specified causes of urethral stricture,0.5433419346809387,UNCHECKED,195590,
6440B,PARTUS PRAEMATURUS,931,,Threatened premature labor,0.3945351839065552,APPROVED,4273560,
2114B,ADENOMA TUBULOVILLOSUM RECTI ET CANALIS ANALIS,13,,Benign neoplasm of rectum and anal canal,0.6003870368003845,UNCHECKED,40489919,
8510E,"CONTUSIO CEREBRI NON COMP,>24 H KESTÄNYT TAJUTTOMUU",28,,Cortex (cerebral) contusion without mention of open intracranial wound,0.2514569163322449,UNCHECKED,4019347,
6171A,ENDOMETRIOSIS OVARII,921,,Endometriosis of ovary,0.8167580962181091,APPROVED,199881,
8362A,RUPTURA MENISCI SEU CARTILAGINIS ALIA,43,,"Other tear of cartilage or meniscus of knee, current",0.40494072437286377,UNCHECKED,4183876,
8700A,LACERATIO CUTIS PALPEBRAE OCULI/REG. PERIOCULARIS,28,,Laceration of skin of eyelid and periocular area,0.3120109438896179,UNCHECKED,4292059,
2115X,"NEOPLASMA BENIGNUM ALIUD HEPATIS, VESIC FELLEAE ET",13,,Benign neoplasm of liver and biliary passages,0.37908005714416504,UNCHECKED,4093781,
6441A,"LABORES INHIBITI (\"\"FALSE LABOUR\"\")",920,,Other threatened labor,0.35859671235084534,APPROVED,4062557,
9248X,CONTUSIO LOCO MULTIPLICI,43,,"Contusion of multiple sites, not elsewhere classified",0.6036885976791382,UNCHECKED,433071,
2163A,"KASVOJEN IHON BEN KASVAIN,NAEVUS PIGMENTOSUS",42,,Benign neoplasm of skin of other and unspecified parts of face,0.44205906987190247,UNCHECKED,4296637,
9952A,"LÄÄKKEEN, BIOL VAIK AIN TARK MÄÄR EPÄSUOT VAIK",28,,"Other and unspecified adverse effect of drug, medicinal and biological substance",0.136642724275589,UNCHECKED,4023038,
2139X,NEOPLASMA BENIGNUM OSSIUM ET CARTILAG ARTICUL NUD,13,,"Benign neoplasm of bone and articular cartilage, site unspecified",0.535563588142395,UNCHECKED,4134290,
2953E,"PARANOIDISTYYPPINEN SKITSOFRENIA,KROONINEN AKUUTTI",902,,Paranoid type schizophrenia,0.18926902115345,APPROVED,437243,
9974A,MAHASUOLIKANAVAN KOMPLIKAATIO,28,,Digestive system complications,0.2020702213048935,UNCHECKED,433128,
2168A,"IHON BEN KASV MUUALLA,NAEVUS PIGMENTOSUS",13,,Benign neoplasm of other specified sites of skin,0.45998743176460266,UNCHECKED,4296637,
2370A,NEOPL DEF AL HYPOPHYS ET DUCT CRANIOPHARYNGICI,42,,Neoplasm of uncertain behavior of pituitary gland and craniopharyngeal duct,0.5643736720085144,UNCHECKED,4130062,
0701A,HEPATITIS A SINE COMATE HEPATICO,27,,Viral hepatitis A without mention of hepatic coma,0.6393886804580688,UNCHECKED,4223947,
7819X,SYMPTOMATA ALIA SYSTEMATIS NERVORUM ET MUSCULOSCEL,900,,Other symptoms involving nervous and musculoskeletal systems,0.46494415402412415,APPROVED,443200,
7819X,SYMPTOMATA ALIA SYSTEMATIS NERVORUM ET MUSCULOSCEL,900,,Other symptoms involving nervous and musculoskeletal systems,0.46494415402412415,APPROVED,137379,
3015A,HUOMIONHAKUINEN PERSOONALLISUUS,42,,Histrionic personality disorder,0.21470995247364044,UNCHECKED,4100666,
3599X,MYOPATIA NUD,42,,"Myopathy, unspecified",0.5816304087638855,UNCHECKED,137275,
1369X,MORBI INFECTIOSI ET PARASITARII NUD,27,,Unspecified infectious and parasitic diseases,0.41705432534217834,UNCHECKED,432251,
2550B,SYNDROMA CUSHING E HYPERFUNCTIO GLAN SUPRARENALI,13,,Cushing's syndrome,0.5103527903556824,UNCHECKED,4028924,
3690A,AMAUROSIS,42,,"Profound vision impairment, both eyes",1.0,APPROVED,4290687,
8450B,"DISTORSIO,DISTENSIO/RUPT. LIGAMENTI LATERALIS TARSI",893,,Ankle sprain,0.2740636169910431,APPROVED,4016695,
2754B,HYPERCALCURIA,13,,Disorders of calcium metabolism,1.0,APPROVED,4215809,
3724A,PTERYGIUM,42,,Pterygium,1.0,APPROVED,375552,
1370A,"HENGITYSELINTUBERKUL JÄLKITILA,TUBERKULOOSIARPI",27,,Late effects of respiratory or unspecified tuberculosis,0.2014700472354889,UNCHECKED,441775,
6000A,HYPERPLASIA PROSTATAE,872,,Hypertrophy (benign) of prostate,0.7756287455558777,APPROVED,197032,
7231A,CERVICALGIA,866,,Cervicalgia,1.0,APPROVED,24134,
1370X,"HENGITYSELINTUBERKUL JÄLKITILA,MUU JÄLKITILA",27,,Late effects of respiratory or unspecified tuberculosis,0.1694292426109314,UNCHECKED,441775,
2776B,OEDEMA ANGIONEUROTICUM HEREDITARIUM (HANE),13,,Other deficiencies of circulating enzymes,0.6190905570983887,UNCHECKED,4307793,
4330A,OCCL/STENOS ART.VERTEBRAL. SEU BASILAR. CUM INFARCT,42,,Occlusion and stenosis of basilar artery,0.3662649393081665,UNCHECKED,763004,
5901A,PYELONEPHRITIS ACUTA,865,,Acute pyelonephritis,0.8634969592094421,APPROVED,4280571,
4580A,HYPOTONIA ORTHOSTATICA,42,,Orthostatic hypotension,0.731514573097229,UNCHECKED,4160024,
1533A,"NEOPL MALIG COLI SIGM,INVASIIVINEN KARSINOOMA",27,,Malignant neoplasm of sigmoid colon,0.20488740503787994,UNCHECKED,37016439,
2811A,"ANAEMIA E DEFICIENTIA VITAMINI B12, ALIA",13,,Other vitamin B12 deficiency anemia,0.5875533819198608,UNCHECKED,42536530,
4750B,PERITONSILLITIS ABSCEDENS,852,,Peritonsillar abscess,0.7195006608963013,APPROVED,440751,
4619X,SINUITIS ACUTA NUD,42,,"Acute sinusitis, unspecified",0.40079084038734436,UNCHECKED,260123,
2819X,ANAEMIA E DEFICIENTIA NUD,13,,Unspecified deficiency anemia,0.5834456086158752,UNCHECKED,434622,
2165X,"VARTALON IHON BEN KASVAIN,TARK MÄÄRITT HYVÄNLAAT KA",27,,"Benign neoplasm of skin of trunk, except scrotum",0.1400471031665802,UNCHECKED,4314802,
4784B,GRANULOMA LARYNGIS,42,,Polyp of vocal cord or larynx,0.7103984951972961,UNCHECKED,4218291,
4931A,INTRINSIC ASTHMA SINE EXACERBATIONE,843,,Intrinsic asthma,0.8575555086135864,APPROVED,252658,
2839X,ANAEMIA HAEMOLYTICA ACQUISATA NUD,13,,"Acquired hemolytic anemia, unspecified",0.6573432087898254,UNCHECKED,440979,
5228A,CYSTA RADICULARIS,42,,Radicular cyst,0.6898903846740723,UNCHECKED,138181,
2383A,NEOPLASMA NON DEFINITUM MAMMMAE,27,,Neoplasm of uncertain behavior of breast,0.30904996395111084,UNCHECKED,4240035,
2849X,ANAEMIA APLASTICA NUD,13,,"Aplastic anemia, unspecified",0.6577337384223938,UNCHECKED,137829,
7261X,MUU TAI TARKEMMIN MÄÄRITTELEM KIERTÄJÄKALVOSINSDR,843,,Rotator cuff syndrome of shoulder and allied disorders,0.13607358932495117,APPROVED,4164922,
5585A,ILEITIS TERMINALIS ACUTA,42,,Other and unspecified noninfectious gastroenteritis and colitis,0.6717767715454102,UNCHECKED,4342654,
2532A,PANHYPOPITUITARISMUS,27,,Panhypopituitarism,0.9189552664756775,APPROVED,30365,
2883X,"EOSINOPHILIA, NUD",13,,Eosinophilia,0.7138046026229858,UNCHECKED,4304002,
8360A,RUPTURA MENISCI MEDIALIS,837,,"Tear of medial cartilage or meniscus of knee, current",0.5237066149711609,APPROVED,4116323,
5770E,PANCREATITIS ACUTA ALCOHOLICAHAEMORRHAGICA,42,,Acute pancreatitis,0.6334491968154907,UNCHECKED,4185268,
4431A,THROMBANGIITIS OBLITERANS (MORBUS BéRGER),27,,Thromboangiitis obliterans [Buerger's disease],0.5448561310768127,UNCHECKED,312939,
2928X,"SYNDR PSYCHOORGANICUM EX USU MEDICAMENTORUM,ALIA",13,,Other specified drug-induced mental disorders,0.3222002387046814,UNCHECKED,373995,
2961C,"VAKAVA MASENNUSTILA,KESKIVAIKEA",832,,"Manic disorder, recurrent episode",0.1953766793012619,APPROVED,36717092,
5246A,PURENNAN FYSIOLOGISET HÄIRIÖT,27,,Temporomandibular joint disorders,0.1756572276353836,UNCHECKED,4185060,
3661A,CATARACTA SENILIS,829,,Senile cataract,0.7001610398292542,APPROVED,381295,
6391A,INFECTIO POST ABORTUM SEU GRAVIDITATEM ECTOPICAM,42,,Delayed or excessive hemorrhage following abortion or ectopic and molar pregnancies,0.3033767640590668,UNCHECKED,4077373,
5322F,"ULCUS BULBI,ARPI TAI PARANTUNUT",27,,Acute duodenal ulcer with hemorrhage and perforation,0.27973872423171997,UNCHECKED,4173943,
2962F,"PSYCHOSIS BIPOLARIS MANICA,LÄHES OIREETON,OSIT REMI",13,,"Major depressive disorder, single episode",0.29421645402908325,UNCHECKED,436073,
7151E,"OSTEOARTHROSIS PRIMARIA, LONKKANIVEL",827,,"Osteoarthrosis, localized, primary",0.5046477317810059,APPROVED,4079749,
7151E,"OSTEOARTHROSIS PRIMARIA, LONKKANIVEL",827,,"Osteoarthrosis, localized, primary",0.5046477317810059,APPROVED,72993,
7151E,"OSTEOARTHROSIS PRIMARIA, LONKKANIVEL",827,,"Osteoarthrosis, localized, primary",0.5046477317810059,APPROVED,4115379,
3072A,"NYKIMISHÄIRIÖ, MÄÄRITTELEMÄTÖN",13,,Tics,0.12160465121269226,UNCHECKED,4161417,
6558A,"MUU SIKIÖVAURIO, ÄIDIN TUTK/HOITO,RASKAUDEN AIKANA",42,,"Other known or suspected fetal abnormality, not elsewhere classified, affecting management of mother",0.10411731898784637,UNCHECKED,36717395,
4779A,RHINITIS ALLERGICA,825,,"Allergic rhinitis, cause unspecified",0.8153665065765381,APPROVED,257007,
3592A,MORBI MYOTONICI,13,,Myotonic disorders,0.5860080718994141,UNCHECKED,4142183,
5500B,"HERNIA INGUINALIS CUM GANGRAENA,LATERALIS (SCROT)",27,,"Inguinal hernia, with gangrene",0.4021916091442108,UNCHECKED,194679,
3762A,EXOPHTALMUS E,13,,Endocrine exophthalmos,0.5627458095550537,UNCHECKED,436700,
6662A,HAEMORRHAGIA POST PARTUM TARDA ET SECUNDARIA,42,,Delayed and secondary postpartum hemorrhage,0.5114096999168396,UNCHECKED,443929,
5621D,DIVERTICULOSIS COLI PERFORATA,27,,Diverticula of colon,0.7292526960372925,UNCHECKED,4173243,
3763A,EXOPHTALMUS NONENDOCRINUS,13,,Other exophthalmic conditions,0.584820568561554,UNCHECKED,4077943,
2959A,"ERILAISTUMATON SKITSOFRENIA,TARKEMMIN MÄÄRITTELEMÄT",817,,Unspecified schizophrenia,0.19568730890750885,APPROVED,4008566,
5651B,FISTULA ANORECTALIS,27,,Anal fistula,0.8234148025512695,APPROVED,193807,
6939X,DERMARITIS E CAUSA INTERNA NUD,42,,Dermatitis due to unspecified substance taken internally,0.36869776248931885,UNCHECKED,37395580,
4379X,MORBUS CEREBROVASCULARIS NUD,13,,Unspecified cerebrovascular disease,0.5688645243644714,UNCHECKED,381591,
6423A,"HYPERTENSIO GRAVIDARUM, ENNEN SYNNYTYSTÄ",813,,Transient hypertension of pregnancy,0.4003710448741913,APPROVED,4030872,
7423A,HYDROCEPHALUS CONGENITUS,42,,Congenital hydrocephalus,0.8221691846847534,APPROVED,438244,
4591A,SYNDROMA POSTPHLEBITICUM,13,,Postphlebitic syndrome,0.8874027729034424,APPROVED,4070679,
4660A,BRONCHITIS ACUTA,794,,Acute bronchitis,0.7979611158370972,APPROVED,260139,
5822B,"GLOMERULONEPHRITIS CHRONICA MESANGIOCAP,NEFR SDR",27,,Chronic glomerulonephritis with lesion of membranoproliferative glomerulonephritis,0.5480992197990417,UNCHECKED,433257,
7454A,DEFECTUS SEPTI VENTRICULORUM NUD,42,,Ventricular septal defect,0.5054242610931396,UNCHECKED,434462,
4783A,PARALYSIS PLICAE VOCALIS UNILATERALIS,13,,Paralysis of vocal cords or larynx,0.5435767769813538,UNCHECKED,260130,
6320A,"ABORTUS INHIBITUS (\"\"MISSED ABORTION\"\")",786,,Missed abortion,0.3150450885295868,APPROVED,76482,
6150B,"ENDOMETRITIS, ENDOMYOMETR ET PERIMETR AC, CUM \"\"IUD\"\"",27,,"Acute inflammatory diseases of uterus, except cervix",0.34981611371040344,UNCHECKED,4339120,
7810A,MOTUS ABNORMIS INVOLUNTARIUS,42,,Abnormal involuntary movements,0.5625991225242615,UNCHECKED,376229,
4340A,THROMBOSIS CEREBRI,785,,Cerebral thrombosis,0.8493265509605408,APPROVED,441874,
4958X,ALVEOLITIS ALLERGICA ALIA DEFINITA,13,,Other specified allergic alveolitis and pneumonitis,0.7253714203834534,UNCHECKED,444084,
7849C,KUORSAUS,785,,Other symptoms involving head and neck,0.30503880977630615,APPROVED,4248728,
6476A,VIROSES ALIAE IN  GRAVIDITATE,27,,"Other viral diseases complicating pregnancy, childbirth, or the puerperium",0.36235564947128296,UNCHECKED,4158202,
V260A,HEDELMÖITTYMISKYVYN PALAUTTAMINEN,42,,Tuboplasty or vasoplasty after previous sterilization,0.13305559754371643,UNCHECKED,43021225,
5311B,"ULCUS VENTRICULI ANTRI,VUOTAVA",13,,Acute gastric ulcer with perforation,0.3114132583141327,UNCHECKED,4241463,
6487A,MORBUS SYSTEMATIS MUSCULOSCELETALIS IN GRAVIDITATE,27,,"Bone and joint disorders of back, pelvis, and lower limbs of mother, complicating pregnancy, childbirth, or the puerperium",0.4412752091884613,UNCHECKED,4244662,
1800A,NEOPLASMA MALIGNUM ENDOCERVICIS UTERI,41,,Malignant neoplasm of endocervix,0.5290531516075134,UNCHECKED,4095156,
5600A,INVAGINATIO INTESTINI TENUIS,13,,Intussusception,0.5937986969947815,UNCHECKED,197034,
0088X,ENTERITIS PER ORGANISMATA ALIA (NONBACT.NONVIR),784,,"Intestinal infection due to other organism, not elsewhere classified",0.3285311162471771,APPROVED,4230249,
5761A,CHOLANGITIS SUPPURATIVA,13,,Cholangitis,0.8821403980255127,APPROVED,4289018,
6370A,RESIDUA POST ABORTUM,778,,Unspecified abortion complicated by genital tract and pelvic infection,0.553013026714325,APPROVED,45768717,
6588A,"MUU AMNIONONTELON TAI MEMBRAANIEN HÄIRIÖ,RASK AIK",27,,Other problems associated with amniotic cavity and membranes,0.26055869460105896,UNCHECKED,4128850,
2963D,"PSYCHOSIS BIPOLARIS DEPRESSIVA,VAIKEA-ASTEINEN",41,,"Major depressive disorder, recurrent episode",0.39728474617004395,UNCHECKED,435520,
3120A,KÄYTÖSHÄIRIÖ,41,,"Undersocialized conduct disorder, aggressive type",0.10807812958955765,UNCHECKED,4274964,
6173B,ENDOMETRIOSIS RETROUTERINA,777,,Endometriosis of pelvic peritoneum,0.720553457736969,APPROVED,433527,
6148X,MUU LANTION ELIMEN TULEHDUSSAIRAUS,13,,Other specified inflammatory disease of female pelvic organs and tissues,0.156370148062706,UNCHECKED,4186437,
6638X,COMPLICATIONES FUNICULI UMBILICALIS ALIA DEFINITA,27,,Other umbilical cord complications during labor and delivery,0.46164512634277344,UNCHECKED,435325,
4210A,BACTERICAENDOCARDITIS SUBACUTA BACTERICA,41,,Acute and subacute bacterial endocarditis,0.6895579695701599,UNCHECKED,4249899,
6232A,STRICTURA SEU ATRESIA VAGINAE,13,,Stricture or atresia of vagina,0.6013457775115967,UNCHECKED,198483,
4511A,PHLEBITIS/THROMBOPHLEB. PROFUNDA EXTREM. INFERIORUM,775,,Phlebitis and thrombophlebitis of deep vessels of lower extremities,0.5068642497062683,APPROVED,77310,
6827A,CELLULITIS PEDIS DIGITI EXCEPTIS,27,,"Cellulitis and abscess of foot, except toes",0.5957353711128235,UNCHECKED,76492,
5260A,CYSTA EVOLUTIONIS DENTIUM,41,,Developmental odontogenic cysts,0.34170031547546387,UNCHECKED,4236758,
V230A,RISKIRASKAUDEN SEURANTA,766,,Supervision of high-risk pregnancy with history of infertility,0.3077867329120636,APPROVED,45765728,
7079X,ULCUS CHRONICUS CUTIS NUD,27,,Chronic ulcer of unspecified site,0.3912019431591034,UNCHECKED,4288677,
6567A,"CONDITIO PLACENTAE ALIA, RASKAUDEN AIKANA",13,,Other placental conditions affecting management of mother,0.38824427127838135,UNCHECKED,198488,
7266D,TENDINITIS SEU APICITIS PATELLAE,27,,Enthesopathy of knee,0.4177401661872864,UNCHECKED,4147145,
2953C,"PARANOIDISTYYPPINEN SKITSOFRENIA,KROONINEN",762,,Paranoid type schizophrenia,0.21902494132518768,APPROVED,436944,
5501B,"HERNIA INGUINALIS CUM OBSTRUCTIONE,LATERALIS (SCROT",41,,"Inguinal hernia, with obstruction, without mention of gangrene",0.4453093111515045,UNCHECKED,4025663,
6580B,"OLIGOHYDRAMNION, SYNNYTYKSEN AIKANA",13,,Oligohydramnios,0.5397735238075256,UNCHECKED,434111,
7298X,MUU PEHMYTOSIEN SAIRAUS,27,,Other musculoskeletal symptoms referable to limbs,0.17863211035728455,UNCHECKED,4176128,
5965D,"\"\"URGE INCONTINENCE\"\"",41,,Other functional disorders of bladder,0.371064156293869,UNCHECKED,193326,
2200A,NEOPLASMA BENIGNUM OVARII,752,,Benign neoplasm of ovary,0.6055063009262085,APPROVED,199764,
6651B,RUPTURA UTERI INTRA PARTUM,13,,Rupture of uterus during labor,0.5493645071983337,UNCHECKED,444066,
7490C,PALATOSCHISIS SUBMUCOSAE,27,,Cleft palate,0.6047021746635437,UNCHECKED,135923,
6010A,PROSTATITIS ACUTA,41,,Acute prostatitis,0.7408052086830139,UNCHECKED,193522,
6810A,PANARITIUM DIGITORUM MANUS,13,,Cellulitis and abscess of finger,0.3952956795692444,UNCHECKED,36683539,
7800A,COMA ET STUPOR,27,,Alteration of consciousness,0.7433154582977295,UNCHECKED,4229897,
6145A,PELVEOPERITONITIS,41,,"Acute or unspecified pelvic peritonitis, female",0.6721528768539429,UNCHECKED,37312675,
4402A,ARTERIOSCLEROSIS ARTERIAE EXTREMITATIS INFERIORIS,741,,Atherosclerosis of native arteries of the extremities,0.6520849466323853,APPROVED,37312134,
6261A,HYPOMENORRHOEA,41,,Scanty or infrequent menstruation,1.0,APPROVED,4275882,
7941A,POIKKEAVA ELEKTRONYSTAGMOGRAMMI,27,,Nonspecific abnormal results of function study of peripheral nervous system and special senses,0.4375658929347992,UNCHECKED,4236827,
4600A,NASOPHARYNGITIS ACUTA,738,,Acute nasopharyngitis [common cold],0.8481557965278625,APPROVED,4197268,
7235A,TORTICOLLIS,41,,"Torticollis, unspecified",1.0,APPROVED,440814,
6925X,DERMATITIS ARTEFACTA EX ALIMENTIS NUD,13,,Contact dermatitis and other eczema due to food in contact with skin,0.7109268307685852,UNCHECKED,133285,
7090H,TATOVATHIO,13,,Dyschromia,0.36164551973342896,UNCHECKED,196753,
3004A,KROONINEN MASENTUNEISUUS,735,,Dysthymic disorder,0.2431519776582718,APPROVED,4103574,
8072A,FRACTURA STERNI,41,,Closed fracture of sternum,0.6217734217643738,UNCHECKED,4302740,
8203B,"FRACTURA COLLI FEMORIS SUBTROCHANTERICA,NON COMPLIC",27,,"Pertrochanteric fracture of femur, open",0.5289395451545715,UNCHECKED,4135748,
0788X,VIROSES ALIA DEFINITA,40,,Other specified diseases due to viruses and Chlamydiae,0.3316744863986969,UNCHECKED,4100985,
7118E,"ARTHRITIS POSTINFECTIOSA ALIA,  LONKKANIVEL",13,,Arthropathy associated with other infectious and parasitic diseases,0.3752949833869934,UNCHECKED,4262590,
4930B,EXTRINSIC ASTHMA CUM EXACERBATIONE,732,,Extrinsic asthma,0.8162032961845398,APPROVED,257581,
8850A,AMPUTATIO TRAUMATICA POLLICIS (TOT/PART)NON COMPLIC,27,,"Traumatic amputation of thumb (complete)(partial), without mention of complication",0.353287011384964,UNCHECKED,4096479,
6271A,METRORRHAGIA POSTMENOPAUSALIS,728,,Postmenopausal bleeding,0.6914690136909485,APPROVED,195321,
7152K,"OSTEORTHROSIS SECUNDARIA,MUU NIVEL",13,,"Osteoarthrosis, localized, secondary",0.28943777084350586,UNCHECKED,80180,
2551A,HYPERALDOSTERONISMUS (SYNDROMA CONN),40,,Hyperaldosteronism,0.5956671833992004,UNCHECKED,195213,
0780A,MOLLUSCUM CONTAGIOSUM,26,,Molluscum contagiosum,0.9019037485122681,APPROVED,4345460,
6146A,ADHESIONES PELVEOPERITONEI,726,,"Pelvic peritoneal adhesions, female (postoperative) (postinfection)",0.6420811414718628,APPROVED,37110264,
7188D,"MB ARTICULI, LIGAM ET CARTILAG AL DEF,KÄSI",13,,"Other joint derangement, not elsewhere classified",0.25670307874679565,UNCHECKED,4344141,
2962B,"PSYCHOSIS BIPOLARIS MANICA,LIEVÄASTEINEN",40,,"Major depressive disorder, single episode",0.32578688859939575,UNCHECKED,436073,
2270A,NEOPLASMA BENIGNUM GLANDULAE SUPRARENALIS,26,,Benign neoplasm of adrenal gland,0.4698200523853302,UNCHECKED,195498,
4111X,"PITKITTYNYT ANGINA PECTORIS -KOHTAUS,MÄÄRITTELEMÄT",717,,Intermediate coronary syndrome,0.26866668462753296,APPROVED,321318,
3432B,"CP-OIREYHTYMÄ,DYSTONIA TETRAPLEGICA",26,,Congenital quadriplegia,0.2761906385421753,UNCHECKED,374914,
2964D,"PSYCHOSIS BIPOLARIS CIRCULARIS,VAIKEA-ASTEINEN",40,,"Bipolar I disorder, most recent episode (or current) manic",0.3559076189994812,UNCHECKED,436073,
7224B,DEGENERATIO DISCI INTERVERTEBRALIS CERVICALIS INST,13,,Degeneration of cervical intervertebral disc,0.7354670166969299,UNCHECKED,314131,
2951C,"HEBEFREENISTYYPPINEN SKITSOFRENIA,KROONINEN",709,,Disorganized type schizophrenia,0.173458069562912,APPROVED,440368,
3555A,SYNDROMA CANALIS TARSALIS,26,,Tarsal tunnel syndrome,0.5307645797729492,UNCHECKED,40481157,
7266A,BURSITIS PEDIS ANSERINI,13,,Enthesopathy of knee,0.6594052314758301,UNCHECKED,442792,
3099X,MUUNLAISINA OIREINA ILMENEVÄ SOPEUTUMISHÄIRIÖ,40,,Unspecified adjustment reaction,0.12167223542928696,UNCHECKED,4297336,
9694A,MYRKYTYS:BENTSODIATSEPIINIT,704,,Poisoning by benzodiazepine-based tranquilizers,0.1779496818780899,APPROVED,434819,
3881A,TRAUMA ACUSTICUM,26,,Noise effects on inner ear,0.6061734557151794,UNCHECKED,440921,
3152A,KIRJOITTAMISEN ERITYISVAIKEUS,40,,Other specific developmental learning difficulties,0.1744474321603775,UNCHECKED,197684,
6170A,ENDOMETRIOSIS UTERI,703,,Endometriosis of uterus,0.8221182823181152,APPROVED,200461,
7276A,RUPTURA NONTRAUM BICIPITIS BRACHII,13,,"Rupture of tendon, nontraumatic",0.5422127842903137,UNCHECKED,76201,
3369X,MYELOPATHIA NUD,40,,Unspecified disease of spinal cord,0.6463032960891724,UNCHECKED,135526,
4378X,MORBUS CERBROVASCULARIS ALIA DEFINITA,26,,Other ill-defined cerebrovascular disease,0.46646782755851746,UNCHECKED,761061,
7545A,TALIPES VARUS CONGENITUS,13,,"Varus deformities of feet, congenital",0.8590152263641357,APPROVED,438250,
6424A,"PRAE-ECLAMPSIA  LEVIS, ENNEN SYNNYTYSTÄ",702,,Mild or unspecified pre-eclampsia,0.43515050411224365,APPROVED,314090,
4643A,EPIGLOTTITIS ACUTA,26,,Acute epiglottitis,0.8368679285049438,APPROVED,4141503,
4643A,EPIGLOTTITIS ACUTA,26,,Acute epiglottitis,0.8368679285049438,APPROVED,4105773,
6400A,ABORTUS IMMINENS,687,,Threatened abortion,0.4377504289150238,APPROVED,440457,
5198X,MORBI ALII ORGANORUM RESPIRATIONIS,40,,"Other diseases of respiratory system, not elsewhere classified",0.37524452805519104,UNCHECKED,4134410,
7630A,"PERÄTILA SYNNYTYKSESSÄ,HAITTA SIKIÖLLE",13,,Breech delivery and extraction affecting fetus or newborn,0.13448947668075562,UNCHECKED,4221110,
5276A,MUCOCELE GLANDULAE SALIVARIUM,26,,Mucocele of salivary gland,0.6796145439147949,UNCHECKED,24977,
2040A,LEUCHAEMIA LYMPHATICA ACUTA,678,,"Lymphoid leukemia, acute",0.4457566738128662,APPROVED,134305,
2040A,LEUCHAEMIA LYMPHATICA ACUTA,678,,"Lymphoid leukemia, acute",0.4457566738128662,APPROVED,4030260,
5321A,"ULCUS PYLORI ,KOMPLISOITUMATON",40,,Acute duodenal ulcer with perforation,0.29406818747520447,UNCHECKED,4117776,
5322X,"ULCUS BULBI,MUU",26,,Acute duodenal ulcer with hemorrhage and perforation,0.3465637266635895,UNCHECKED,4173943,
7860A,DYSPNOEA,678,,Dyspnea and respiratory abnormalities,1.0,APPROVED,312437,
7672A,"TRAUMA IN PARTU,FRACTURA CLAVICULAE",13,,Fracture of clavicle due to birth trauma,0.32694268226623535,UNCHECKED,4237458,
7806A,FEBRIS,668,,Fever and other physiologic disturbances of temperature regulation,0.8267457485198975,APPROVED,437663,
7718A,SEPSIS NEONATORUM,13,,Other infection specific to the perinatal period,1.0,APPROVED,133594,
5512A,HERNIA VENTRALIS CUM GANGRAENA,40,,Ventral hernia with gangrene,0.5086445212364197,UNCHECKED,194394,
5698C,PERFORATIO INTESTINALIS,26,,Other specified disorders of intestine,0.7755575180053711,APPROVED,193242,
