code,name_fi,name_en,name_se,valid_start_date,valid_end_date,name_en_source
S20.0,Rinnan tai rintarauhasen ruhje,Contusion of breast,Krosskada i bröst och bröstkörtel,1900-01-01,2020-12-31,THL
S20.1,Muu tai määrittämätön pinnallinen rinnan tai rintarauhasen vamma,Other and unspecified superficial injuries of breast,Annan eller icke specificerad ytlig skada i bröst och bröstkörtel,1900-01-01,2020-12-31,THL
S20.2,Rintakehän ruhje,Contusion of thorax,Krosskada på bröstkorgen,1900-01-01,2020-12-31,THL
S20.3,Muu pinnallinen rintakehän etuseinän vamma,Other superficial injuries of front wall of thorax,Annan ytlig skada på bröstkorgens främre vägg,1900-01-01,2020-12-31,THL
S20.4,Muu pinnallinen rintakehän takaseinän vamma,Other superficial injuries of back wall of thorax,Annan ytlig skada på bröstkorgens bakre vägg,1900-01-01,2020-12-31,THL
S20.7,Useat pinnalliset rintakehän vammat,Multiple superficial injuries of thorax,Multipla ytliga skador i bröstregionen,1900-01-01,2020-12-31,THL
S20.8,Muun tai määrittämättömän rintakehän osan pinnallinen vamma,Superficial injury of other and unspecified parts of thorax,Ytlig skada på annan eller icke specificerad del av bröstregionen,1900-01-01,2020-12-31,THL
S21,Rintakehän haava,Open wound of thorax,Öppet sår på bröstet,1900-01-01,2020-12-31,THL
S21.0,Rintarauhasen haava,Open wound of breast,Öppet sår i bröstkörtel,1900-01-01,2020-12-31,THL
S21.1,Rintakehän etuseinämän haava,Open wound of front wall of thorax,Öppet sår i bröstkorgens främre vägg,1900-01-01,2020-12-31,THL
S21.2,Rintakehän takaseinän haava,Open wound of back wall of thorax,Öppet sår i bröstkorgens bakre vägg,1900-01-01,2020-12-31,THL
S21.7,Useat rintakehän seinämän haavat,Multiple open wounds of thoracic wall,Multipla öppna sår i bröstkorgsväggen,1900-01-01,2020-12-31,THL
S21.8,Rintakehän muun osan haava,Open wound of other parts of thorax,Öppet sår i annan specificerad del av bröstregionen,1900-01-01,2020-12-31,THL
S21.9,Määrittämättömän rintakehän osan haava,"Open wound of thorax, part unspecified","Öppet sår i bröstregion, med icke specificerad lokalisation",1900-01-01,2020-12-31,THL
S22,"Kylkiluun (kylkiluiden), rintalastan ja/tai selkärangan rintakehäosan (rintarangan) murtuma","Fracture of rib(s), sternum and thoracic spine","Fraktur av revben, bröstbenet och bröstkotpelaren",1900-01-01,2020-12-31,THL
S22.0,Rintanikaman murtuma,Fracture of thoracic vertebra,Fraktur på bröstkota,1900-01-01,2020-12-31,THL
S22.1,Useat rintarangan murtumat,Multiple fractures of thoracic spine,Multipla frakturer på bröstkotpelaren,1900-01-01,2020-12-31,THL
S22.2,Rintalastan murtuma,Fracture of sternum,Fraktur på sternum,1900-01-01,2020-12-31,THL
S22.3,Kylkiluun murtuma,Fracture of rib,Fraktur på revben,1900-01-01,2020-12-31,THL
S22.4,Useat kylkiluunmurtumat,Multiple fractures of ribs,Multipla frakturer på revben,1900-01-01,2020-12-31,THL
S22.5,Varstarinta,Flail chest,Delvis instabil bröstkorg,1900-01-01,2020-12-31,THL
S22.8,Rintakehän luuston muun osan murtuma,Fracture of other parts of bony thorax,Fraktur på annan specificerad del av ben i bröstregionen,1900-01-01,2020-12-31,THL
S22.9,Määrittämättömän rintakehän luuston osan murtuma,"Fracture of bony thorax, part unspecified",Fraktur på ben i bröstregionen med icke specificerad lokalisation,1900-01-01,2020-12-31,THL
S23,"Rintakehän alueen nivelten tai siteiden sijoiltaanmeno, nyrjähdys ja/tai venähdys","Dislocation, sprain and strain of joints and ligaments of thorax",Luxation och distorsion av bröstkorgens leder och ligament,1900-01-01,2020-12-31,THL
S23.0,Rintarangan nikamavälilevyn traumaattinen repeämä,Traumatic rupture of thoracic intervertebral disc,Traumatisk ruptur av torakal intervertebraldisk,1900-01-01,2020-12-31,THL
S23.1,Rintanikaman sijoiltaanmeno,Dislocation of thoracic vertebra,Luxation av bröstkota,1900-01-01,2020-12-31,THL
S23.2,Muun tai määrittämättömän rintakehän osan sijoiltaanmeno,Dislocation of other and unspecified parts of thorax,Luxation i annan eller icke specificerad del av bröstkorgen,1900-01-01,2020-12-31,THL
S23.3,Rintarangan nyrjähdys tai venähdys,Sprain and strain of thoracic spine,Distorsion i bröstkotpelaren,1900-01-01,2020-12-31,THL
S23.4,Kylkiluiden ja/tai rintalastan nyrjähdys tai venähdys,Sprain and strain of ribs and sternum,Distorsion i revben och sternum,1900-01-01,2020-12-31,THL
S23.5,Rintakehän muun tai määrittämättömän osan nyrjähdys tai venähdys,Sprain and strain of other and unspecified parts of thorax,Distorsion i annan eller icke specificerad del av bröstkorgen,1900-01-01,2020-12-31,THL
S24,Rintakehän alueen hermojen ja selkäytimen vammat,Injury of nerves and spinal cord at thorax level,Skada på nerver och ryggmärg i bröstregionen,1900-01-01,2020-12-31,THL
S24.0,Selkäytimen rintakehäosan vamma ja turpoaminen,Concussion and oedema of thoracic spinal cord,Klämskada och ödem i torakala delen av ryggmärgen,1900-01-01,2020-12-31,THL
S24.1,Muu tai määrittämätön selkäytimen rintakehäosan vamma,Other and unspecified injuries of thoracic spinal cord,Annan eller icke specificerad skada av torakala delen av ryggmärgen,1900-01-01,2020-12-31,THL
S24.2,Rintarangan hermojuurivamma,Injury of nerve root of thoracic spine,Skada på nervrot i torakalkotpelaren,1900-01-01,2020-12-31,THL
S24.3,Rintakehän ääreishermon vamma,Injury of peripheral nerves of thorax,Skada på perifer nerv i bröstkorgen,1900-01-01,2020-12-31,THL
S24.4,Rintakehän sympaattisten hermojen vamma,Injury of thoracic sympathetic nerves,Skada på torakala sympatiska nerver,1900-01-01,2020-12-31,THL
S24.5,Muun rintakehän hermon vamma,Injury of other nerves of thorax,Skada på annan specificerad nerv i bröstkorgen,1900-01-01,2020-12-31,THL
S24.6,Määrittämättömän rintakehän hermon vamma,Injury of unspecified nerve of thorax,Skada på icke specificerad nerv i bröstkorgen,1900-01-01,2020-12-31,THL
S25,Rintakehän verisuonien vamma,Injury of blood vessels of thorax,Skada på blodkärl i bröstkorgen,1900-01-01,2020-12-31,THL
S25.0,Rinta-aortan vamma,Injury of thoracic aorta,Skada på bröstaorta,1900-01-01,2020-12-31,THL
S25.1,Käden ja pään valtimorungon ja/tai solisvaltimon vamma,Injury of innominate or subclavian artery,Skada på arteria anonyma eller subclavia,1900-01-01,2020-12-31,THL
S25.2,Yläonttolaskimon vamma,Injury of superior vena cava,Skada på vena cava superior,1900-01-01,2020-12-31,THL
S25.3,Käsivarren ja pään laskimon ja/tai solislaskimon vamma,Injury of innominate or subclavian vein,Skada på vena anonyma eller subclavia,1900-01-01,2020-12-31,THL
S25.4,Keuhkoverisuonien vamma,Injury of pulmonary blood vessels,Skada på lungkärl,1900-01-01,2020-12-31,THL
S25.5,Kylkivälisuonten vamma,Injury of intercostal blood vessels,Skada på interkostalkärl,1900-01-01,2020-12-31,THL
S25.7,Useiden rintakehän verisuonien vamma,Injury of multiple blood vessels of thorax,Skada på multipla blodkärl i bröstkorgen,1900-01-01,2020-12-31,THL
S25.8,Muun rintakehän verisuonen vamma,Injury of other blood vessels of thorax,Skada på annan specificerad blodkärl i bröstkorgen,1900-01-01,2020-12-31,THL
S25.9,Määrittämättömän rintakehän verisuonen vamma,Injury of unspecified blood vessel of thorax,Skada på icke specificerat blodkärl i bröstkorgen,1900-01-01,2020-12-31,THL
S26,Sydämen vamma,Injury of heart,Skada på hjärtat,1900-01-01,2020-12-31,THL
S26.0,Sydämen vamma ja verenvuoto sydänpussiin (hemoperikardium),Injury of heart with haemopericardium,Skada på hjärtat med hemoperikardium,1900-01-01,2020-12-31,THL
S26.8,Muu sydämen vamma,Other injuries of heart,Annan specificerad skada på hjärtat,1900-01-01,2020-12-31,THL
S26.9,Määrittämätön sydämen vamma,"Injury of heart, unspecified","Skada på hjärtat, ospecificerad",1900-01-01,2020-12-31,THL
S27,Muiden tai määrittämättömien rintaontelon elinten vamma,Injury of other and unspecified intrathoracic organs,Skada på andra och icke specificerade organ i brösthålan,1900-01-01,2020-12-31,THL
S27.0,Traumaattinen ilmarinta,Traumatic pneumothorax,Traumatisk pneumotorax,1900-01-01,2020-12-31,THL
S27.1,Traumaattinen veririnta,Traumatic haemothorax,Traumatisk hemotorax,1900-01-01,2020-12-31,THL
S27.2,Traumaattinen veri-ilmarinta,Traumatic haemopneumothorax,Traumatisk hemopneumotorax,1900-01-01,2020-12-31,THL
S27.3,Muu keuhkon vamma,Other injuries of lung,Annan skada på lunga,1900-01-01,2020-12-31,THL
S27.4,Keuhkoputkien vamma,Injury of bronchus,Skada på bronk,1900-01-01,2020-12-31,THL
S27.5,Henkitorven rintakehäosan vamma,Injury of thoracic trachea,Skada på torakala delen av trakea,1900-01-01,2020-12-31,THL
S27.6,Keuhkopussin vamma,Injury of pleura,Skada på pleuran,1900-01-01,2020-12-31,THL
S27.7,Useat rintakehän sisäelinten vammat,Multiple injuries of intrathoracic organs,Multipla skador på intratorakala organ,1900-01-01,2020-12-31,THL
S27.8,Muun rintakehän sisäelimen vamma,Injury of other specified intrathoracic organs,Skada på annat specificerat intratorakalt organ,1900-01-01,2020-12-31,THL
S27.9,Määrittämättömän rintakehän sisäelimen vamma,Injury of unspecified intrathoracic organ,"Skada på intratorakalt organ, ospecificerat",1900-01-01,2020-12-31,THL
S28,Rintakehän murskavamma tai rintakehän osan typistyminen,Crushing injury of thorax and traumatic amputation of part of thorax,Klämskada på bröstkorgen och traumatisk amputation av del av bröstkorgen,1900-01-01,2020-12-31,THL
S28.0,Rintakehän murskavamma,Crushed chest,Krossad bröstkorg,1900-01-01,2020-12-31,THL
S28.1,Rintakehän osan typistyminen,Traumatic amputation of part of thorax,Traumatisk amputation av del av torax,1900-01-01,2020-12-31,THL
S29,Muut tai määrittämättömät rintakehän vammat,Other and unspecified injuries of thorax,Andra och icke specificerade skador på bröstkorgen,1900-01-01,2020-12-31,THL
S29.0,Rintakehän alueen lihas- ja/tai jännevamma,Injury of muscle and tendon at thorax level,Skada på muskel och sena på bröstkorgsnivå,1900-01-01,2020-12-31,THL
S29.7,Useat rintakehän vammat,Multiple injuries of thorax,Multipla skador i bröstkorgen,1900-01-01,2020-12-31,THL
S29.8,Muu rintakehävamma,Other specified injuries of thorax,Annan specificerad skada i bröstkorgen,1900-01-01,2020-12-31,THL
S29.9,Määrittämätön rintakehävamma,Unspecified injury of thorax,Icke specificerad skada i bröstkorgen,1900-01-01,2020-12-31,THL
S30-S39,"Vatsan, alaselän, lannerangan ja lantion vammat","Injuries to the abdomen, lower back, lumbar spine and pelvis","Skador i buken, nedre delen av ryggen, ländkotpelaren och bäckenet",1900-01-01,2020-12-31,THL
S30,"Vatsan, alaselän ja/tai lantion pinnallinen vamma","Superficial injury of abdomen, lower back and pelvis","Ytlig skada på buken, nedre delen av ryggen och bäckenet",1900-01-01,2020-12-31,THL
S30.0,Alaselän ja/tai lantion ruhje,Contusion of lower back and pelvis,Kontusion på nedre delen av ryggen och bäckenet,1900-01-01,2020-12-31,THL
S30.1,Vatsanpeitteiden ruhje,Contusion of abdominal wall,Kontusion på bukväggen,1900-01-01,2020-12-31,THL
S30.2,Ulkoisten sukupuolielinten ruhje,Contusion of external genital organs,Kontusion på yttre könsorganen,1900-01-01,2020-12-31,THL
S30.7,"Useat vatsan, alaselän ja/tai lantion pinnalliset vammat","Multiple superficial injuries of abdomen, lower back and pelvis","Multipla ytliga skador på buken, nedre delen av ryggen och bäckenet",1900-01-01,2020-12-31,THL
S30.8,"Muu vatsan, alaselän tai lantion pinnallinen vamma","Other superficial injuries of abdomen, lower back and pelvis","Annan ytlig skada på buken, nedre delen av ryggen och bäckenet",1900-01-01,2020-12-31,THL
S30.9,"Vatsan, alaselän ja/tai lantion määrittämätön pinnallinen vamma","Superficial injury of abdomen, lower back and pelvis, part unspecified","Ytlig skada på buken, nedre delen av ryggen och bäckenet med icke specificerad lokalisation",1900-01-01,2020-12-31,THL
S31,"Vatsan, alaselän tai lantion haava","Open wound of abdomen, lower back and pelvis","Sårskada på buken, nedre delen av ryggen och bäckenet",1900-01-01,2020-12-31,THL
S31.0,Alaselän ja/tai lantion haava,Open wound of lower back and pelvis,Sårskada på nedre delen av ryggen och bäckenet,1900-01-01,2020-12-31,THL
S31.1,Vatsanpeitteiden haava,Open wound of abdominal wall,Sårskada på bukväggen,1900-01-01,2020-12-31,THL
S31.2,Siittimen haava,Open wound of penis,Sårskada på penis,1900-01-01,2020-12-31,THL
S31.3,Kivespussin [ja kiveksen/kivesten] haava,Open wound of scrotum and testes,Sårskada på skrotum och testiklar,1900-01-01,2020-12-31,THL
S31.4,Emättimen ja/tai ulkosynnyttimien haava,Open wound of vagina and vulva,Sårskada på vagina och vulva,1900-01-01,2020-12-31,THL
S31.5,Muun tai määrittämättömän ulkoisen sukupuolielimen haava,Open wound of other and unspecified external genital organs,Sårskada på annat och icke specificerat yttre könsorgan,1900-01-01,2020-12-31,THL
S31.7,"Useat vatsan, alaselän ja/tai lantion haavat","Multiple open wounds of abdomen, lower back and pelvis","Multipla sårskador på buken, nedre delen av ryggen och bäckenet",1900-01-01,2020-12-31,THL
S31.8,Muun tai määrittämättömän vatsan osan haava,Open wound of other and unspecified parts of abdomen,Sårskada på annan eller icke specificerad del av buken,1900-01-01,2020-12-31,THL
S32,Lannerangan tai lantion murtuma,Fracture of lumbar spine and pelvis,Fraktur på ländkotpelaren och bäckenet,1900-01-01,2020-12-31,THL
S32.0,Lannenikaman murtuma,Fracture of lumbar vertebra,Fraktur på ländkota,1900-01-01,2020-12-31,THL
S32.1,Ristiluun murtuma,Fracture of sacrum,Fraktur på sakrum,1900-01-01,2020-12-31,THL
S32.2,Häntäluun murtuma,Fracture of coccyx,Fraktur på coccyx,1900-01-01,2020-12-31,THL
S32.3,Suoliluun murtuma,Fracture of ilium,Fraktur på ilium,1900-01-01,2020-12-31,THL
S32.4,Lonkkamaljan murtuma,Fracture of acetabulum,Fraktur på acetabulum,1900-01-01,2020-12-31,THL
S32.5,Häpyluun murtuma,Fracture of pubis,Fraktur på os pubis,1900-01-01,2020-12-31,THL
S32.7,Useat lannerangan ja/tai lantion murtumat,Multiple fractures of lumbar spine and pelvis,Multipla frakturer på ländkotpelaren och bäckenet,1900-01-01,2020-12-31,THL
S32.8,Muun tai määrittämättömän lannerangan tai lantion osan murtuma,Fracture of other and unspecified parts of lumbar spine and pelvis,Fraktur på annan eller icke specificerad del av ländkotpelaren och bäckenet,1900-01-01,2020-12-31,THL
S33,"Lannerangan ja/tai lantion nivelten tai siteiden sijoiltaanmeno, nyrjähdys ja/tai venähdys","Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis",Luxation och distorsion i leder och ligament i lumbalkotpelaren och bäckenet,1900-01-01,2020-12-31,THL
S33.0,Lannerangan nikamavälilevyn traumaattinen repeämä,Traumatic rupture of lumbar intervertebral disc,Traumatisk ruptur av intervertebraldisk i lumbalregionen,1900-01-01,2020-12-31,THL
S33.1,Lannenikaman sijoiltaanmeno,Dislocation of lumbar vertebra,Luxation i ländkota,1900-01-01,2020-12-31,THL
S33.2,Risti-suoliluunivelen tai risti-häntäluunivelen sijoiltaanmeno,Dislocation of sacroiliac and sacrococcygeal joint,Luxation i sakroiliakaleden och leden mellan sakrum och coccyx,1900-01-01,2020-12-31,THL
S33.3,Lannerangan ja/tai lantion muun tai määrittämättömän osan sijoiltaanmeno,Dislocation of other and unspecified parts of lumbar spine and pelvis,Luxation i annan eller icke specificerad del av ländkotpelaren eller bäckenet,1900-01-01,2020-12-31,THL
S33.4,Häpyliitoksen traumaattinen repeämä,Traumatic rupture of symphysis pubis,Traumatisk ruptur av symfysen,1900-01-01,2020-12-31,THL
S33.5,Lannerangan nyrjähdys,Sprain and strain of lumbar spine,Distorsion i ländkotpelaren,1900-01-01,2020-12-31,THL
S33.6,Risti-suoliluunivelen nyrjähdys tai venähdys,Sprain and strain of sacroiliac joint,Distorsion i sakroiliakaleden,1900-01-01,2020-12-31,THL
S33.7,Muun tai määrittämättömän lannerangan tai lantion osan nyrjähdys tai venähdys,Sprain and strain of other and unspecified parts of lumbar spine and pelvis,Distorsion i annan eller icke specificerad del av ländkotpelaren och bäckenet,1900-01-01,2020-12-31,THL
S34,"Vatsan, alaselän ja/tai lantion alueen hermojen tai selkäytimen lanneosan vamma","Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level","Skada på nerver och lumbala delen av ryggmärgen på buknivå, bäckennivå och nedre delen av ryggen",1900-01-01,2020-12-31,THL
S34.0,Selkäytimen lanneosan vamma ja turpoaminen,Concussion and oedema of lumbar spinal cord,Klämskada och ödem i ryggmärgens lumbaldel,1900-01-01,2020-12-31,THL
S34.1,Muu selkäytimen lanneosan vamma,Other injury of lumbar spinal cord,Annan skada på ryggmärgens lumbaldel,1900-01-01,2020-12-31,THL
S34.2,Lanne- ja alaselän hermojuurivamma,Injury of nerve root of lumbar and sacral spine,Skada på nervrot i lumbal- och sakralkotpelaren,1900-01-01,2020-12-31,THL
S34.3,Cauda equina -alueen vamma,Injury of cauda equina,Skada på cauda equina,1900-01-01,2020-12-31,THL
S34.4,Lanne-ristipunoksen vamma,Injury of lumbosacral plexus,Skada på lumbosakralplexus,1900-01-01,2020-12-31,THL
S34.5,Lanne- tai ristirangan alueen tai lantion sympaattisten hermojen vamma,"Injury of lumbar, sacral and pelvic sympathetic nerves",Skada på sympatiska nerver i lumbal- eller sakralregionen eller bäckenet,1900-01-01,2020-12-31,THL
S34.6,"Vatsan, alaselän ja/tai lantion alueen ääreishermovamma","Injury of peripheral nerve(s) of abdomen, lower back and pelvis","Skada på perifera nerver i bålen, nedre delen av ryggen och bäckenet",1900-01-01,2020-12-31,THL
S34.8,"Muun tai määrittämättömän vartalon, alaselän ja/tai lantion hermon vamma","Injury of other and unspecified nerves at abdomen, lower back and pelvis level","Skada på annan eller icke specificerad nerv på buknivå, bäckennivå och nedre delen av ryggen",1900-01-01,2020-12-31,THL
S35,"Vatsan, alaselän ja/tai lantion alueen verisuonivamma","Injury of blood vessels at abdomen, lower back and pelvis level","Skada på blodkärl på buknivå, bäckennivå och nedre delen av ryggen",1900-01-01,2020-12-31,THL
S35.0,Vatsa-aortan vamma,Injury of abdominal aorta,Skada på bukaorta,1900-01-01,2020-12-31,THL
S35.1,Alaonttolaskimon vamma,Injury of inferior vena cava,Skada på vena cava inferior,1900-01-01,2020-12-31,THL
S35.2,Sisusvaltimorungon vamma tai suolilievevaltimon vamma,Injury of coeliac or mesenteric artery,Skada på arteria coeliaca eller arteria mesenterica,1900-01-01,2020-12-31,THL
S35.3,Porttilaskimon tai pernalaskimon vamma,Injury of portal or splenic vein,Skada på vena porta,1900-01-01,2020-12-31,THL
S35.4,Munuaisen verisuonivamma,Injury of renal blood vessels,Skada på njurkärl,1900-01-01,2020-12-31,THL
S35.5,Lonkkaverisuonien vamma,Injury of iliac blood vessels,Skada på iliakakärl,1900-01-01,2020-12-31,THL
S35.7,"Vatsan, alaselän ja/tai lantion useiden verisuonien vamma","Injury of multiple blood vessels at abdomen, lower back and pelvis level","Skada på multipla blodkärl på buknivå, bäckennivå och nedre delen av ryggen",1900-01-01,2020-12-31,THL
S35.8,"Vatsan, alaselän ja/tai lantion muun verisuonen vamma","Injury of other blood vessels at abdomen, lower back and pelvis level","Skada på annat blodkärl på buknivå, bäckennivå och nedre delen av ryggen",1900-01-01,2020-12-31,THL
S35.9,"Vatsan, alaselän ja/tai lantion määrittämättömän verisuonen vamma","Injury of unspecified blood vessel at abdomen, lower back and pelvis level","Skada på icke specificerat blodkärl på buknivå, bäckennivå och nedre delen av ryggen",1900-01-01,2020-12-31,THL
S36,Vatsansisäisten elinten vamma,Injury of intra-abdominal organs,Skada på organ i bukhålan,1900-01-01,2020-12-31,THL
S36.0,Pernan vamma,Injury of spleen,Skada på mjälten,1900-01-01,2020-12-31,THL
S36.1,Maksan ja/tai sappirakon vamma,Injury of liver or gallbladder,Skada på levern eller gallblåsan,1900-01-01,2020-12-31,THL
S36.2,Haiman vamma,Injury of pancreas,Skada på bukspottskörteln,1900-01-01,2020-12-31,THL
S36.3,Mahalaukun vamma,Injury of stomach,Skada på magsäcken,1900-01-01,2020-12-31,THL
S36.4,Ohutsuolen vamma,Injury of small intestine,Skada på tunntarmen,1900-01-01,2020-12-31,THL
S36.5,Umpisuolen ja/tai koolonin vamma,Injury of colon,Skada på tjocktarmen eller blindtarmen,1900-01-01,2020-12-31,THL
S36.6,Peräsuolen vamma,Injury of rectum,Skada på rektum,1900-01-01,2020-12-31,THL
S36.7,Useiden vatsaontelon elinten vamma,Injury of multiple intra-abdominal organs,Skada på multipla organ i buken,1900-01-01,2020-12-31,THL
S36.8,Muun vatsaontelon elimen vamma,Injury of other intra-abdominal organs,Skada på annan specificerad organ i buken,1900-01-01,2020-12-31,THL
S36.9,Määrittämättömän vatsaontelon elimen vamma,Injury of unspecified intra-abdominal organ,Skada på icke specificerat organ i buken,1900-01-01,2020-12-31,THL
S37,Lantion elinten ja/tai virtsaelinten vamma,Injury of urinary and pelvic organs,Skada på urin- och bäckenorganen,1900-01-01,2020-12-31,THL
S37.0,Munuaisvamma,Injury of kidney,Skada på njure,1900-01-01,2020-12-31,THL
S37.1,Virtsanjohdinvamma,Injury of ureter,Skada på uretär,1900-01-01,2020-12-31,THL
S37.2,Virtsarakkovamma,Injury of bladder,Skada på urinblåsan,1900-01-01,2020-12-31,THL
S37.3,Virtsaputkivamma,Injury of urethra,Skada på uretra,1900-01-01,2020-12-31,THL
S37.4,Munasarjavamma,Injury of ovary,Skada på äggstock,1900-01-01,2020-12-31,THL
S37.5,Munanjohdinvamma,Injury of fallopian tube,Skada på äggledare,1900-01-01,2020-12-31,THL
S37.6,Kohtuvamma,Injury of uterus,Skada på livmodern,1900-01-01,2020-12-31,THL
S37.7,Useiden lantion elinten vamma,Injury of multiple pelvic organs,Skada på multipla bäckenorgan,1900-01-01,2020-12-31,THL
S37.8,Muun lantion elimen vamma,Injury of other pelvic organs,Skada på annat specificerat bäckenorgan,1900-01-01,2020-12-31,THL
S37.9,Määrittämättömän lantion elimen vamma,Injury of unspecified pelvic organ,Skada på icke specificerat bäckenorgan,1900-01-01,2020-12-31,THL
S38,"Vatsan, alaselän tai lantion murskavamma ja/tai typistyminen","Crushing injury and traumatic amputation of part of abdomen, lower back and pelvis","Klämskador och traumatisk amputation av del av buken, nedre delen av ryggen och bäckenet",1900-01-01,2020-12-31,THL
S38.0,Ulkoisten sukupuolielinten murskavamma,Crushing injury of external genital organs,Klämskada på yttre könsorganen,1900-01-01,2020-12-31,THL
S38.1,"Muun tai määrittämättömän vatsan, alaselän ja/tai lantion osan murskavamma","Crushing injury of other and unspecified parts of abdomen, lower back and pelvis","Klämskada på annan eller icke specificerad del av buken, nedre delen av ryggen och bäckenet",1900-01-01,2020-12-31,THL
S38.2,Ulkoisten sukupuolielinten typistyminen,Traumatic amputation of external genital organs,Traumatisk amputation av yttre könsorgan,1900-01-01,2020-12-31,THL
S38.3,"Muun tai määrittämättömän vatsan, alaselän tai lantion osan typistyminen","Traumatic amputation of other and unspecified parts of abdomen, lower back and pelvis","Traumatisk avskärning av annan eller icke specificerad del av buken, nedre delen av ryggen och bäckenet",1900-01-01,2020-12-31,THL
S39,"Muut tai määrittämättömät vatsan, alaselän tai lantion vammat","Other and unspecified injuries of abdomen, lower back and pelvis","Andra och icke specificerade skador på buken, nedre delen av ryggen och bäckenet",1900-01-01,2020-12-31,THL
S39.0,"Vatsan, alaselän ja/tai lantion lihas- ja/tai jännevamma","Injury of muscle and tendon of abdomen, lower back and pelvis","Skada på muskel och sena i buken, nedre delen av ryggen och bäckenet",1900-01-01,2020-12-31,THL
S39.6,Vatsaontelon elinten ja samanaikainen lantion elinten vamma,Injury of intra-abdominal organ(s) with pelvic organ(s),Samtidig skada på organ i buken och bäckenet,1900-01-01,2020-12-31,THL
S39.7,"Muut useat vatsan, alaselän ja/tai lantion vammat","Other multiple injuries of abdomen, lower back and pelvis","Andra multipla skador på buken, nedre delen av ryggen och bäckenet",1900-01-01,2020-12-31,THL
S39.8,"Muu vatsan, alaselän tai lantion vamma","Other specified injuries of abdomen, lower back and pelvis","Annan specificerad skada på buken, nedre delen av ryggen och bäckenet",1900-01-01,2020-12-31,THL
S39.9,"Määrittämätön vatsan, alaselän ja/tai lantion alueen vamma","Unspecified injury of abdomen, lower back and pelvis","Icke specificerad skada på buken, nedre delen av ryggen och bäckenet",1900-01-01,2020-12-31,THL
S40-S49,Hartianseudun ja olkavarren vammat,Injuries to the shoulder and upper arm,Skador på skuldra och överarm,1900-01-01,2020-12-31,THL
S40,Pinnallinen hartianseudun ja/tai olkavarren vamma,Superficial injury of shoulder and upper arm,Ytlig skada på skuldra och överarm,1900-01-01,2020-12-31,THL
S40.0,Hartianseudun ja/tai olkavarren ruhje,Contusion of shoulder and upper arm,Krosskada på skuldra och överarm,1900-01-01,2020-12-31,THL
S40.7,Useat pinnalliset hartianseudun ja olkavarren vammat,Multiple superficial injuries of shoulder and upper arm,Multipla ytliga skador på skuldra och överarm,1900-01-01,2020-12-31,THL
S40.8,Muu pinnallinen hartianseudun tai olkavarren vamma,Other superficial injuries of shoulder and upper arm,Annan specificerad ytlig skada på skuldra och överarm,1900-01-01,2020-12-31,THL
S40.9,Määrittämätön pinnallinen hartianseudun tai olkavarren vamma,"Superficial injury of shoulder and upper arm, unspecified",Icke specificead ytlig skada på skuldra och överarm,1900-01-01,2020-12-31,THL
S41,Hartianseudun ja/tai olkavarren haava,Open wound of shoulder and upper arm,Sårskada på skuldra och överarm,1900-01-01,2020-12-31,THL
S41.0,Hartianseudun haava,Open wound of shoulder,Sårskada på skuldra,1900-01-01,2020-12-31,THL
S41.1,Olkavarren haava,Open wound of upper arm,Sårskada på överarm,1900-01-01,2020-12-31,THL
S41.7,Useat hartianseudun ja/tai olkavarren haavat,Multiple open wounds of shoulder and upper arm,Multipla sårskador på skuldra och överarm,1900-01-01,2020-12-31,THL
S41.8,Muun tai määrittämättömän hartianseudun osan haava,Open wound of other and unspecified parts of shoulder girdle,Sårskada på annan eller icke specificerad del av skuldergördeln,1900-01-01,2020-12-31,THL
S42,Hartianseudun tai olkavarren murtuma,Fracture of shoulder and upper arm,Fraktur på skuldra och överarm,1900-01-01,2020-12-31,THL
S42.0,Solisluun murtuma,Fracture of clavicle,Nyckelbensfraktur,1900-01-01,2020-12-31,THL
S42.1,Lapaluun murtuma,Fracture of scapula,Skulderbladsfraktur,1900-01-01,2020-12-31,THL
S42.2,Olkaluun yläosan murtuma,Fracture of upper end of humerus,Fraktur på övre delen av humerus,1900-01-01,2020-12-31,THL
S42.3,Olkaluun varren murtuma,Fracture of shaft of humerus,Fraktur på humerusskaftet,1900-01-01,2020-12-31,THL
S42.4,Olkaluun alaosan murtuma,Fracture of lower end of humerus,Fraktur på nedre delen av humerus,1900-01-01,2020-12-31,THL
S42.7,"Useat solisluun, lapaluun ja/tai olkaluun murtumat","Multiple fractures of clavicle, scapula and humerus","Multipla frakturer på nyckelben, skulderblad och humerus",1900-01-01,2020-12-31,THL
S42.8,Muun hartianseudun tai olkavarren osan murtuma,Fracture of other parts of shoulder and upper arm,Fraktur på annan specificerad del av skulderblad eller överarm,1900-01-01,2020-12-31,THL
S42.9,Määrittämätön hartianseudun murtuma,"Fracture of shoulder girdle, part unspecified",Fraktur på skuldergördel med icke specificerad lokalisation,1900-01-01,2020-12-31,THL
S43,"Hartianseudun (hartiakaaren) nivelten ja siteiden sijoiltaanmeno, nyrjähdys ja/tai venähdys","Dislocation, sprain and strain of joints and ligaments of shoulder girdle",Luxation och distorsion i leder och ligament i skuldergördeln,1900-01-01,2020-12-31,THL
