code,name_en_source,name_fi,name_en,better_name_en
T84.7,THL,"Muusta endoproteesista, implantista tai siirteestä aiheutunut infektio ja/tai tulehdusreaktio","Infection and inflammatory reaction due to other internal orthopaedic prosthetic devices, implants and grafts",
T84.8,THL,"Endoproteesista, implantista tai siirteestä aiheutunut muu komplikaatio","Other complications of internal orthopaedic prosthetic devices, implants and grafts",
T84.9,THL,Implantista tai siirteestä aiheutunut määrittämätön komplikaatio,"Unspecified complication of internal orthopaedic prosthetic device, implant and graft",
T85,THL,"Muista sisäisistä proteeseista, laitteista, implanteista tai siirteistä aiheutuneet komplikaatiot","Complications of other internal prosthetic devices, implants and grafts",
T85.0,THL,Aivokammiosuntin mekaaninen komplikaatio,Mechanical complication of ventricular intracranial (communicating) shunt,
T85.1,THL,Hermojärjestelmään implantoidun sähköstimulaattorin mekaaninen komplikaatio,Mechanical complication of implanted electronic stimulator of nervous system,
T85.2,THL,Tekomykiön mekaaninen komplikaatio,Mechanical complication of intraocular lens,
T85.3,THL,"Silmän muusta proteesilaitteesta, istutteesta tai siirteestä aiheutunut mekaaninen komplikaatio","Mechanical complication of other ocular prosthetic devices, implants and grafts",
T85.4,THL,Rintaproteesista tai -istutteesta aiheutunut mekaaninen komplikaatio,Mechanical complication of breast prosthesis and implant,
T85.5,THL,"Ruuansulatuskanavan sisäisen proteesin, implantin, istutteen tai siirteen mekaaninen komplikaatio","Mechanical complication of gastrointestinal prosthetic devices, implants and grafts",
T85.6,THL,"Muusta sisäisestä proteesista, laitteesta, istutteesta tai siirteestä aiheutunut mekaaninen komplikaatio","Mechanical complication of other specified internal prosthetic devices, implants and grafts",
T85.7,THL,"Muusta sisäisestä proteesilaitteesta, istutteesta tai siirteestä aiheutunut infektio tai tulehdusreaktio","Infection and inflammatory reaction due to other internal prosthetic devices, implants and grafts",
T85.8,THL,"Muualla luokittamattomat sisäisestä proteesista, laitteesta, istutteesta tai siirteestä aiheutuneet muut komplikaatiot","Other complications of internal prosthetic devices, implants and grafts, not elsewhere classified",
T85.9,THL,"Sisäisen proteesilaitteen, istutteen tai siirteen määrittämätön komplikaatio","Unspecified complication of internal prosthetic device, implant and graft",
T86,THL,Siirrettyjen elinten tai kudosten vajaatoiminta tai hyljintä,Failure and rejection of transplanted organs and tissues,
T86.0,THL,Luuydinsiirteen hyljintä,Bone-marrow transplant rejection,
T86.1,THL,Munuaissiirteen vajaatoiminta tai hyljintä,Kidney transplant failure and rejection,
T86.2,THL,Sydänsiirteen vajaatoiminta tai hyljintä,Heart transplant failure and rejection,
T86.3,THL,Sydän-keuhkosiirteen vajaatoiminta tai hyljintä,Heart-lung transplant failure and rejection,
T86.4,THL,Maksasiirteen vajaatoiminta tai hyljintä,Liver transplant failure and rejection,
T86.8,THL,Muun siirretyn elimen tai kudoksen vajaatoiminta tai hyljintä,Failure and rejection of other transplanted organs and tissues,
T86.9,THL,Määrittämättömän siirretyn elimen tai kudoksen vajaatoiminta tai hyljintä,Failure and rejection of unspecified transplanted organ and tissue,
T86.9+N16.5,THL,Määrittämättömän siirteen hyljintään liittyvä tubulointerstitiaalinen munuaissairaus,Renal tubulo-interstitial disorder in transplant rejection,
T87,THL,Uudelleenkiinnitysleikkaukselle ja amputaatiolle ominaiset komplikaatiot,Complications peculiar to reattachment and amputation,
T87.0,THL,Uudelleen kiinnitetyn yläraajan (tai sen osan) komplikaatiot,Complications of reattached (part of) upper extremity,
T87.1,THL,Uudelleen kiinnitetyn alaraajan (tai sen osan) komplikaatiot,Complications of reattached (part of) lower extremity,
T87.2,THL,Muun uudelleen kiinnitetyn kehonosan komplikaatiot,Complications of other reattached body part,
T87.3,THL,Amputaatiotyngän neurooma,Neuroma of amputation stump,
T87.4,THL,Amputaatiotyngän infektio,Infection of amputation stump,
T87.5,THL,Amputaatiotyngän kuolio,Necrosis of amputation stump,
T87.6,THL,Muu tai määrittämätön amputaatiotyngän komplikaatio,Other and unspecified complications of amputation stump,
T88,THL,Muut muualla luokittamattomat kirurgisen ja muun lääketieteellisen hoidon komplikaatiot,"Other complications of surgical and medical care, not elsewhere classified",
T88.0#,THL,Immunisaation jälkeen ilmenevä infektio,Infection following immunization,
T88.1#,THL,Muut muualla luokittamattomat immunisaation jälkeen ilmenevät komplikaatiot,"Other complication following immunization, not elsewhere classified",
T88.2#,THL,Anestesiasta aiheutunut sokki,Shock due to anaesthesia,
T88.3#,THL,Anestesiasta aiheutunut vaarallinen kuumereaktio,Malignant hyperthermia due to anaesthesia,
T88.4,THL,Epäonnistunut tai vaikea intubaatio,Failed or difficult intubation,
T88.5,THL,Muu anestesiakomplikaatio,Other complications of anaesthesia,
T88.6#,THL,Ohjeen mukaan annetusta oikeasta lääkeaineesta aiheutunut anafylaktinen sokki,Anaphylactic shock due to adverse effect of correct drug or medicament properly administered,
T88.7#,THL,Määrittämätön lääkeaineen haittavaikutus,Unspecified adverse effect of drug or medicament,
T88.8,THL,Muualla luokittamattomat muut määritetyt kirurgisen tai muun lääketieteellisen hoidon komplikaatiot,"Other specified complications of surgical and medical care, not elsewhere classified",
T88.9,THL,Määrittämätön kirurgisen tai muun lääketieteellisen hoidon komplikaatio,"Complication of surgical and medical care, unspecified",
T90,THL,Pään vammojen myöhäisvaikutukset,Sequelae of injuries of head,
T90.0,THL,Pinnallisen päävamman myöhäisvaikutukset,Sequelae of superficial injury of head,
T90.1,THL,Pään haavan myöhäisvaikutukset,Sequelae of open wound of head,
T90.2,THL,Kallon ja/tai kasvoluiden murtuman myöhäisvaikutukset,Sequelae of fracture of skull and facial bones,
T90.3,THL,Aivohermovamman myöhäisvaikutukset,Sequelae of injury of cranial nerves,
T90.4,THL,Silmävamman ja/tai silmäkuoppavamman myöhäisvaikutukset,Sequelae of injury of eye and orbit,
T90.5,THL,Kallonsisäisen vamman myöhäisvaikutukset,Sequelae of intracranial injury,
T90.8,THL,Muun päävamman myöhäisvaikutukset,Sequelae of other specified injuries of head,
T90.9,THL,Määrittämättömän päävamman myöhäisvaikutukset,Sequelae of unspecified injury of head,
T91,THL,Kaulan ja vartalon vammojen myöhäisvaikutukset,Sequelae of injuries of neck and trunk,
T91.0,THL,Kaulan tai vartalon haavan tai pinnallisen vamman myöhäisvaikutukset,Sequelae of superficial injury and open wound of neck and trunk,
T91.1,THL,Selkärankamurtuman myöhäisvaikutukset,Sequelae of fracture of spine,
T91.2,THL,Rintakehän ja/tai lantion muun murtuman myöhäisvaikutukset,Sequelae of other fracture of thorax and pelvis,
T91.3,THL,Selkäydinvamman myöhäisvaikutukset,Sequelae of injury of spinal cord,
T91.4,THL,Rintakehän elinten vammojen myöhäisvaikutukset,Sequelae of injury of intrathoracic organs,
T91.5,THL,Vatsaontelon ja/tai lantion elinten vammojen myöhäisvaikutukset,Sequelae of injury of intra-abdominal and pelvic organs,
T91.8,THL,Muiden määritettyjen kaula- ja/tai vartalovammojen myöhäisvaikutukset,Sequelae of other specified injuries of neck and trunk,
T91.9,THL,Määrittämättömän kaula- ja/tai vartalovamman myöhäisvaikutukset,Sequelae of unspecified injury of neck and trunk,
T92,THL,Yläraajavammojen myöhäisvaikutukset,Sequelae of injuries of upper limb,
T92.0,THL,Yläraajan haavan myöhäisvaikutukset,Sequelae of open wound of upper limb,
T92.1,THL,Kyynär- tai olkavarren murtuman myöhäisvaikutukset,Sequelae of fracture of arm,
T92.2,THL,Ranteen ja/tai käden alueen murtuman myöhäisvaikutukset,Sequelae of fracture at wrist and hand level,
T92.3,THL,"Yläraajan sijoiltaanmenon, nyrjähdyksen ja/tai venähdyksen myöhäisvaikutukset","Sequelae of dislocation, sprain and strain of upper limb",
T92.4,THL,Yläraajan hermovamman myöhäisvaikutukset,Sequelae of injury of nerve of upper limb,
T92.5,THL,Yläraajan lihas- ja/tai jännevamman myöhäisvaikutukset,Sequelae of injury of muscle and tendon of upper limb,
T92.6,THL,Yläraajan murskavamman ja/tai amputoitumisen myöhäisvaikutukset,Sequelae of crushing injury and traumatic amputation of upper limb,
T92.8,THL,Muun yläraajavamman myöhäisvaikutukset,Sequelae of other specified injuries of upper limb,
T92.9,THL,Määrittämättömän yläraajavamman myöhäisvaikutukset,Sequelae of unspecified injury of upper limb,
T93,THL,Alaraajavammojen myöhäisvaikutukset,Sequelae of injuries of lower limb,
T93.0,THL,Alaraajan haavan myöhäisvaikutukset,Sequelae of open wound of lower limb,
T93.1,THL,Reisiluunmurtuman myöhäisvaikutukset,Sequelae of fracture of femur,
T93.2,THL,Muun alaraajamurtuman myöhäisvaikutukset,Sequelae of other fractures of lower limb,
T93.3,THL,"Alaraajan sijoiltaanmenon, nyrjähdyksen ja/tai venähdyksen myöhäisvaikutukset","Sequelae of dislocation, sprain and strain of lower limb",
T93.4,THL,Alaraajan hermovamman myöhäisvaikutukset,Sequelae of injury of nerve of lower limb,
T93.5,THL,Alaraajan lihas- ja/tai jännevamman myöhäisvaikutukset,Sequelae of injury of muscle and tendon of lower limb,
T93.6,THL,Alaraajan murskavamman ja/tai amputoitumisen myöhäisvaikutukset,Sequelae of crushing injury and traumatic amputation of lower limb,
T93.8,THL,Muun alaraajavamman myöhäisvaikutukset,Sequelae of other specified injuries of lower limb,
T93.9,THL,Määrittämättömän alaraajavamman myöhäisvaikutukset,Sequelae of unspecified injury of lower limb,
T94,THL,Useisiin tai määrittämättömiin kehonosiin kohdistuneiden vammojen myöhäisvaikutukset,Sequelae of injuries involving multiple and unspecified body regions,
T94.0,THL,Useisiin kehonosiin kohdistuneiden vammojen myöhäisvaikutukset,Sequelae of injuries involving multiple body regions,
T94.1,THL,Kehonosaltaan määrittämättömien vammojen myöhäisvaikutukset,"Sequelae of injuries, not specified by body region",
T95,THL,"Palovammojen, syöpymien ja paleltumavammojen myöhäisvaikutukset","Sequelae of burns, corrosions and frostbite",
T95.0,THL,"Pään tai kaulan palovamman, syöpymän tai paleltumavamman myöhäisvaikutukset","Sequelae of burn, corrosion and frostbite of head and neck",
T95.1,THL,"Vartalon palovamman, syöpymän tai paleltumavamman myöhäisvaikutukset","Sequelae of burn, corrosion and frostbite of trunk",
T95.2,THL,"Yläraajan palovamman, syöpymän tai paleltumavamman myöhäisvaikutukset","Sequelae of burn, corrosion and frostbite of upper limb",
T95.3,THL,"Alaraajan palovamman, syöpymän tai paleltumavamman myöhäisvaikutukset","Sequelae of burn, corrosion and frostbite of lower limb",
T95.4,THL,Ainoastaan ihoalueen laajuuden suhteen luokiteltavissa olevan palovamman tai syöpymän myöhäisvaikutukset,Sequelae of burn and corrosion classifiable only according to extent of body surface involved,
T95.8,THL,"Muun palovamman, syöpymän tai paleltumavamman myöhäisvaikutukset","Sequelae of other specified burn, corrosion and frostbite",
T95.9,THL,"Määrittämättömän palovamman, syöpymän tai paleltumavamman myöhäisvaikutukset","Sequelae of unspecified burn, corrosion and frostbite",
T96#,THL,"Huumeista, lääkeaineista ja biologisista aineista aiheutuneiden myrkytysten myöhäisvaikutukset","Sequelae of poisoning by drugs, medicaments and biological substances",
T97,THL,Muun pääasiallisesti ei-lääketieteellisen aineen myrkkyvaikutusten myöhäisvaikutukset,Sequelae of toxic effects of substances chiefly nonmedicinal as to source,
T98,THL,Muiden tai määrittämättömien ulkoisten syiden myöhäisvaikutukset,Sequelae of other and unspecified effects of external causes,
T98.0,THL,Kehoon sen luonnollisten aukkojen kautta tunkeutuneiden vierasesineiden myöhäisvaikutukset,Sequelae of effects of foreign body entering through natural orifice,
T98.1,THL,Muun tai määrittämättömän ulkoisen syyn myöhäisvaikutukset,Sequelae of other and unspecified effects of external causes,
T98.2,THL,Eräiden ulkoisen vamman varhaisten komplikaatioiden myöhäisvaikutukset,Sequelae of certain early complications of trauma,
T98.3,THL,Kirurgisen tai muun lääketieteellisen hoidon muualla luokittamattomien komplikaatioiden myöhäisvaikutukset,"Sequelae of complications of surgical and medical care, not elsewhere classified",
U04,THL,Vakava äkillinen hengitystieoireyhtymä [SARS],Severe acute respiratory syndrome [SARS],
U04.9,THL,"Vakava äkillinen hengitystieoireyhtymä [SARS], määrittämätön","Severe acute respiratory syndrome [SARS], unspecified",
U06,THL,Zikavirusinfektio,Zika virus disease,
U06.9,THL,"Zikavirusinfektio, määrittämätön","Zika virus disease, unspecified",
U07,Google,Lyhyellä varoitusajalla käyttöön otettava luokka,Category to be introduced at short notice,
U07.1,THL,2019-nCoV-viruksen aiheuttama äkillinen hengitystietulehdus,2019-nCoV acute respiratory disease,
U80,THL,Resistenssi penisilliinille sekä samansukuisille antibiooteille,Agent resistant to penicillin and related antibiotics,
U80.0,THL,Resistenssi penisilliinille,Penicillin resistant agent,
U80.1,THL,Resistenssi metisilliinille,Methicillin resistant agent,
U80.8,THL,Resistenssi muulle penisilliinin sukuiselle antibiootille,Agent resistant to other penicillin-related antibiotic,
U81,THL,Resistenssi vankomysiinille sekä samansukuisille antibiooteille,Agent resistant to vancomycin and related antibiotics,
U81.0,THL,Resistenssi vankomysiinille,Vancomycin resistant agent,
U81.8,THL,Resistenssi muulle vankomysiinin sukuiselle antibiootille,Agent resistant to other vancomycin-related antibiotic,
U88,THL,Resistenssi usealle antibiootille,Agent resistant to multiple antibiotics,
U89,THL,Resistenssi muulle tai määrittämättömälle antibiootille,Agent resistant to other and unspecified antibiotics,
U89.8,THL,Resistenssi muulle määritellylle yksittäiselle antibiootille,Agent resistant to other single specified antibiotic,
U89.9,THL,Resistenssi määrittämättömälle antibiootille,Agent resistant to unspecified antibiotic,
W00,THL,Kaatuminen jää- tai lumikelillä,Fall on same level involving ice and snow,
W01,THL,Kaatuminen samalla tasolla,Fall on same level,
W06,Google,Putoaminen vuoteesta,Falling out of bed,
W09,Google,Kaatuminen tai putoaminen leikkikenttävälineeltä,Falling or falling from a playground equipment,
W10,THL,Kaatuminen tai putoaminen portailla tai portailta,Fall on and from stairs and steps,
W11,THL,Putoaminen tikapuilla tai tikapuilta,Fall on and from ladder,
W16,THL,Sukeltaminen tai hyppääminen veteen seurauksena muu vaurio kuin hukkuminen,Diving or jumping into water causing injury other than drowning or submersion,
W17,THL,Putoaminen,Other fall from one level to another,
W19,THL,Määrittämätön kaatuminen tai putoaminen,Unspecified fall,
W20,Google,"Kaatuvan, putoavan tai sinkoutuvan esineen osuman aiheuttamat tapaturmat","Accidents caused by a collision, falling or ejected object",
W22,THL,Esineisiin törmääminen tai esineen osuminen henkilöön,Striking against or struck by other objects,
W23,Google,Jääminen puristuksiin tai murskatuksi joutuminen esineiden sisään tai väliin,Being pinched or crushed inside or between objects,
W24,THL,Muualla luokittamattomiin nosto- ja siirtolaitteisiin liittyvät tapaturmat,"Contact with lifting and transmission devices, not elsewhere classified",
W25,THL,Terävään lasiin liittyvä tapaturma,Contact with sharp glass,
W26,Google,"Veitseen, puukkoon, tikariin tai miekkaan liittyvä tapaturma","Accident involving a knife, knife, dagger or sword",
W27,THL,Moottoroimattomaan käsityökaluun liittyvä tapaturma,Contact with nonpowered hand tool,
W31,THL,Moottoroituihin laitteisiin tai koneisiin liittyvä tapaturma,Contact with machinery,
W32,Google,Käsituliaseen laukaukseen liittyvä tapaturma,Accident involving a handgun shot,
W33,Google,"Kiväärin, haulikon tai muun suurikokoisen tuliaseen laukaukseen liittyvä tapaturma","Accident involving the firing of a rifle, shotgun or other large firearm",
W34,THL,Muiden tai määrittämättömien tulisaseiden laukaukseen liittyvä tapaturma,Discharge from other and unspecified firearms,
W38,THL,Paineenalaisten laitteiden räjähtäminen tai repeytyminen,Explosion and rupture of other specified pressurized devices,
W39,THL,Ilotulitteiden aiheuttama tapaturma,Discharge of firework,
W40,THL,Muu räjähdystapaturma,Explosion of other materials,
W41,THL,Altistuminen korkeapainesuihkulle,Exposure to high-pressure jet,
W42,THL,Altistuminen melulle,Exposure to noise,
W43,THL,Altistuminen värinälle,Exposure to vibration,
W44,THL,Vierasesineen tunkeutuminen silmään tai luonnolliseen aukkoon tai niiden läpi,Foreign body entering into or through eye or natural orifice,
W45,THL,Vierasesineen tunkeutuminen ihon läpi,Foreign body or object entering through skin,
W46,THL,Hypodermiseen neulaan liittyvä tapaturma (neulanpistotapaturma),Contact with hypodermic needle,
W49,THL,Altistuminen muille tai määrittämättömille elottomille mekaanisille voimille,Exposure to other and unspecified inanimate mechanical forces,
W52,THL,Ihmisen tai ihmisten tahattomasti tuottama vahinko,"Crushed, pushed or stepped on by crowd or human stampede",
W55,THL,Nisäkkään purema tai kolhaisu,Bitten or struck by other mammals,
W57,THL,Myrkyttömän hyönteisen tai muun myrkyttömän niveljalkaisen purema tai pisto,Bitten or stung by nonvenomous insect and other nonvenomous arthropods,
W64,THL,Altistuminen muille tai määrittämättömille elävien olentojen aiheuttamille mekaanisille voimille,Exposure to other and unspecified animate mechanical forces,
W68,THL,Veteen vajoaminen tai hukkuminen uima-altaassa tai kylpyammeessa,Drowning and submersion in swimming-pool or bath,
W69,THL,Veteen vajoaminen tai hukkuminen luonnonvesistössä,Drowning and submersion while in natural water,
W71,THL,Vajoaminen jäihin,Drowning to ice,
W74,THL,Muu tai määrittämätön veteen vajoaminen tai hukkuminen,Unspecified drowning and submersion,
W76,THL,Tapaturmainen tukehtuminen tai kuristuminen,Other accidental hanging and strangulation,
W78,THL,Mahan sisällön henkeen vetäminen,Inhalation of gastric contents,
W79,THL,Ruuan aiheuttama hengitysteiden tukkeutuminen,Inhalation and ingestion of food causing obstruction of respiratory tract,
W80,THL,Hengitysteiden tukkiutumista aiheuttavien muiden esineiden tai aineiden sisäänhengittäminen tai nieleminen,Inhalation and ingestion of other objects causing obstruction of respiratory tract,
W84,THL,Muu tai määrittämätön hengitystä vaikeuttava tekijä,Unspecified threat to breathing,
W85,THL,Altistuminen korkeajännitteiselle sähkönsiirtolinjalle,Exposure to electric transmission lines,
W86,THL,Altistuminen muulle sähkövirralle,Exposure to other specified electric current,
W91,THL,Altistuminen säteilylle,Exposure to unspecified type of radiation,
W92,Google,Altistuminen ihmisen aikaansaamalle voimakkaalle kuumuudelle,Exposure to intense man-made heat,
W93,THL,Altistuminen ihmisen aikaansaamalle voimakkaalle kylmyydelle,Exposure to excessive cold of man-made origin,
W94,THL,Altistuminen korkealle tai matalalle ilmanpaineelle sekä ilmanpaineen muutoksille,Exposure to high and low air pressure and changes in air pressure,
W99,THL,Altistuminen muille tai määrittämättömille ihmisen aikaansaamille ympäristötekijöille,Exposure to other and unspecified man-made environmental factors,
X00,THL,Altistuminen kontrolloimattomalle tulelle rakennuksessa tai rakennelmassa,Exposure to uncontrolled fire in building or structure,
X01,THL,Altistuminen kontrolloimattomalle tulelle muualla kuin rakennuksessa tai rakennelmassa,"Exposure to uncontrolled fire, not in building or structure",
X03,THL,Altistuminen kontrolloidulle tulelle,"Exposure to controlled fire, not in building or structure",
X04,THL,Altistuminen tulenarkojen aineiden syttymiselle,Exposure to ignition of highly flammable material,
X06,THL,Vaatteiden tai varusteiden palaminen ja/tai sulaminen,Exposure to ignition or melting of other clothing and apparel,
X09,THL,"Altistuminen muulle määrittämättömälle savulle, tulelle tai liekeille","Exposure to unspecified smoke, fire and flames",
X12,THL,Altistuminen kuumille nesteille tai ruualle,Contact with other hot fluids,
X14,THL,"Altistuminen kuumalle ilmalle, kaasulle tai höyrylle",Contact with hot air and gases,
X18,THL,Kosketus muihin kuumiin esineisiin,Contact with other hot metals,
X19,THL,Altistuminen muuhun tai määrittämättömään kuumuuteen tai kosketus muihin kuumiin aineisiin,Contact with other and unspecified heat and hot substances,
X20,THL,Kosketus myrkyllisiin käärmeisiin tai liskoihin,Contact with venomous snakes and lizards,
X27,THL,Kosketus muihin määritettyihin myrkyllisiin eläimiin,Contact with other specified venomous animals,
X28,THL,Kosketus myrkyllisiin kasveihin,Contact with other specified venomous plants,
X30,THL,Altistuminen luonnolliselle kuumuudelle,Exposure to excessive natural heat,
X31,THL,Altistuminen voimakkaalle luonnolliselle kylmyydelle,Exposure to excessive natural cold,
X32,THL,Altistuminen auringonvalolle,Exposure to sunlight,
X33,THL,Altistuminen salamaniskulle,Victim of lightning,
X39,THL,Altistuminen muille tai määrittämättömille luonnonvoimille,Exposure to other and unspecified forces of nature,
X44,THL,Lääkkeiden tai lääkkeenomaisten aineiden aiheuttama myrkytystapaturma tai muu altistuminen,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",
X45,THL,Myrkytystapaturma tai muu altistuminen alkoholeille,Accidental poisoning by and exposure to alcohol,
X46,THL,Myrkytystapaturma tai muu altistuminen orgaanisille liuottimille tai halogenoiduille hiilivedyille tai niiden höyryille,Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,
X47,THL,Myrkytystapaturma tai muu altistuminen muille kaasuille tai höyryille,Accidental poisoning by and exposure to other gases and vapours,
X48,THL,Myrkytystapaturma tai muu altistuminen torjunta-aineille,Accidental poisoning by and exposure to pesticides,
X49,THL,Myrkytystapaturma tai muu altistuminen muille tai määrittämättömille kemikaaleille tai vahingollisille aineille,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,
X50,THL,Ylirasitus tai rasittavat tai toistuvat liikkeet,Overexertion and strenuous or repetitive movements,
X57,THL,Muu tai määrittämätön ulkoinen tekijä tai puute sairauden tai vamman syynä,Unspecified privation,
X58,THL,Muu määritetty tapaturma,Exposure to other specified factors,
X59,THL,Muu määrittämätön tapaturma,Exposure to unspecified factor,
V01,THL,Jalankulkijan polkupyörätapaturma,Pedestrian injured in collision with pedal cycle,
V01.0,THL,Jalankulkijan polkupyörätapaturma liikennealueen ulkopuolella,Pedestrian injured in collision with pedal cycle nontraffic accident,
V01.1,THL,Jalankulkijan polkupyörätapaturma liikennealueella,Pedestrian injured in collision with pedal cycle traffic accident,
V01.9,THL,Jalankulkijan polkupyörätapaturma määrittämättömässä paikassa,Pedestrian injured in collision with pedal cycle unspecified whether traffic or nontraffic accident,
V02,THL,Jalankulkijan liikennetapaturma kaksi- tai kolmipyöräisen moottoriajoneuvon kanssa,Pedestrian injured in collision with two- or three-wheeled motor vehicle,
V02.0,THL,Jalankulkijan liikennetapaturma kaksi- tai kolmipyöräisen moottoriajoneuvon kanssa liikennealueen ulkopuolella,Pedestrian injured in collision with two- or three-wheeled motor vehicle nontraffic accident,
V02.1,THL,Jalankulkijan liikennetapaturma kaksi- tai kolmipyöräisen moottoriajoneuvon kanssa liikennealueella,Pedestrian injured in collision with two- or three-wheeled motor vehicle traffic accident,
V02.9,THL,Jalankulkijan liikennetapaturma kaksi- tai kolmipyöräisen moottoriajoneuvon kanssa määrittämätön paikka,Pedestrian injured in collision with two- or three-wheeled motor vehicle unspecified whether traffic or nontraffic accident,
V03,THL,Jalankulkijan liikennetapaturma henkilöauton tai pakettiauton kanssa,"Pedestrian injured in collision with car, pick-up truck or van",
V03.0,THL,Jalankulkijan liikennetapaturma henkilöauton tai pakettiauton kanssa liikennealueen ulkopuolella,"Pedestrian injured in collision with car, pick-up truck or van nontraffic accident",
V03.1,THL,Jalankulkijan liikennetapaturma henkilöauton tai pakettiauton kanssa liikennealueella,"Pedestrian injured in collision with car, pick-up truck or van traffic accident",
V03.9,THL,Jalankulkijan liikennetapaturma henkilöauton tai pakettiauton kanssa määrittämätön paikka,"Pedestrian injured in collision with car, pick-up truck or van unspecified whether traffic or nontraffic accident",
V04,THL,Jalankulkijan liikennetapaturma kuorma- tai linja-auton kanssa,Pedestrian injured in collision with heavy transport vehicle or bus,
V04.0,THL,Jalankulkijan liikennetapaturma kuorma- tai linja-auton kanssa liikennealueen ulkopuolella,Pedestrian injured in collision with heavy transport vehicle or bus nontraffic accident,
V04.1,THL,Jalankulkijan liikennetapaturma kuorma- tai linja-auton kanssa liikennealueella,Pedestrian injured in collision with heavy transport vehicle or bus traffic accident,
V04.9,THL,Jalankulkijan liikennetapaturma kuorma- tai linja-auton kanssa määrittämätön paikka,Pedestrian injured in collision with heavy transport vehicle or bus unspecified whether traffic or nontraffic accident,
V05,THL,Jalankulkijan junatapaturma,Pedestrian injured in collision with railway train or railway vehicle,
V05.0,THL,Jalankulkijan junatapaturma liikennealueen ulkopuolella,Pedestrian injured in collision with railway train or railway vehicle nontraffic accident,
V05.1,THL,Jalankulkijan junatapaturma liikennealueella,Pedestrian injured in collision with railway train or railway vehicle traffic accident,
V05.9,THL,Jalankulkijan junatapaturma määrittämätön paikka,Pedestrian injured in collision with railway train or railway vehicle unspecified whether traffic or nontraffic accident,
V06,THL,Jalankulkijan liikennetapaturma muun moottorittoman ajoneuvon kanssa,Pedestrian injured in collision with other nonmotor vehicle,
V06.0,THL,Jalankulkijan liikennetapaturma muun moottorittoman ajoneuvon kanssa liikennealueen ulkopuolella,Pedestrian injured in collision with other nonmotor vehicle nontraffic accident,
V06.1,THL,Jalankulkijan liikennetapaturma muun moottorittoman ajoneuvon kanssa liikennealueella,Pedestrian injured in collision with other nonmotor vehicle traffic accident,
V06.9,THL,Jalankulkijan liikennetapaturma muun moottorittoman ajoneuvon kanssa määrittämätön paikka,Pedestrian injured in collision with other nonmotor vehicle unspecified whether traffic or nontraffic accident,
V09,THL,Jalankulkijan muu tai määrittämätön liikennetapaturma,Pedestrian injured in other and unspecified transport accidents,
V09.0,THL,Jalankulkijan liikennetapaturma muun moottoriajoneuvon kanssa liikennealueen ulkopuolella,Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles,
V09.2,THL,Jalankulkijan liikennetapaturma muun moottoriajoneuvon kanssa liikennealueella,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,
V09.3,THL,Jalankulkijan liikennetapaturma määrittämättömän ajoneuvon kanssa liikennealueella,Pedestrian injured in unspecified traffic accident,
V09.9,THL,Jalankulkijan määrittämätön liikennetapaturma,Pedestrian injured in unspecified transport accident,
V10,THL,Pyöräilytapaturma jalankulkijan tai eläimen kanssa,Pedal cyclist injured in collision with pedestrian or animal,
V10.2,THL,Pyöräilytapaturma jalankulkijan tai eläimen kanssa vahingoittuminen liikennealueen ulkopuolella tai tuntemattomassa paikassa,Pedal cyclist injured in collision with pedestrian or animal,
V10.9,THL,Pyöräilytapaturma jalankulkijan tai eläimen kanssa liikennealueella,Pedal cyclist injured in collision with pedestrian or animal,
V11,THL,Pyöräilytapaturma toisen polkupyörän tai muun moottoroimattoman ajoneuvon kanssa,Pedal cyclist injured in collision with other pedal cycle or other nonmotor vehicle,
V11.2,THL,Pyöräilytapaturma toisen polkupyörän tai muun moottoroimattoman ajoneuvon kanssa liikennealueen ulkopuolella tai määräämättömässä paikassa,Pedal cyclist injured in collision with other pedal cycle other nonmotor vehicle,
V11.9,THL,Pyöräilytapaturma toisen polkupyörän tai muun moottoroimattoman ajoneuvon kanssa liikennealueella,Pedal cyclist injured in collision with other pedal cycle or other nonmotor vehicle,
V14,THL,Pyöräilytapaturma moottoriajoneuvon kanssa,Pedal cyclist injured in collision with motor vehicle,
V14.2,THL,Pyöräilytapaturma moottoriajoneuvon kanssa liikennealueen ulkopuolella tai määräämättömässä paikassa,Pedal cyclist injured in collision with motor vehicle,
V14.9,THL,Pyöräilytapaturma moottoriajoneuvon kanssa liikennealueella,Pedal cyclist injured in collision with motor vehicle,
V16,THL,Polkupyöräilijän juna- tai raitiovaunutapaturma,Pedal cyclist injured in collision with train or tram,
V16.2,THL,Polkupyöräilijän juna- tai raitiovaunutapaturma liikennealueen ulkopuolella tai määräämättömässä paikassa,Pedal cyclist injured in collision with train or tram - Unspecified or nontraffic accident,
V16.9,THL,Polkupyöräilijän juna- tai raitiovaunutapaturma liikennealueella,Pedal cyclist injured in collision with train or tram - Traffic accident,
V18,THL,Pyöräilytapaturma törmäämättä toiseen liikkuvaan osapuoleen,Pedal cyclist injured in noncollision transport accidents,
