concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,tmp_name_fi,freq_finngen,freq_tays,freq_total
7987,Secondary implantation of prosthesis in ankle joit,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHC20,1900-01-01,2030-12-31,NA,Nilkan tekonivelen uusintaleikkaus,0,0,0
7988,"Secondary prosthetic replacement in other joint of foot, other or unspecified",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHC30,1900-01-01,2030-12-31,NA,Jalkaterän tekonivelen uusintaleikkaus,0,0,0
7989,Operations on capsules and ligaments of joints of ankle and foot,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,NHE,1900-01-01,2030-12-31,NA,Nilkan ja jalkaterän nivelside- ja kapselileikkaukset,0,0,0
7990,Incsion and freeing of capsule of ankle joint,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHE10,1900-01-01,2030-12-31,NA,Nilkkanivelien kapselien aukaisu tai vapautus,0,0,0
7991,Suture or reinsertion of ligament of ankle,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHE15,1900-01-01,2030-12-31,NA,Nilkan nivelsiteen ompelu tai uudelleen kiinnitys,0,0,0
7992,Plastic repair of capsule or ligament of ankle joint with transplant,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHE20,1900-01-01,2030-12-31,NA,Nilkan nivelkapselin tai -siteen korjaus jänteen tai siirteen avulla,0,0,0
7993,Incsion and freeing of capsule of joint of foot,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHE25,1900-01-01,2030-12-31,NA,Jalkaterän nivelkapselien aukaisu ja sidos,0,0,0
7994,Incsion and freeing of capsule of toe joint,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHE80,1900-01-01,2030-12-31,NA,Varvasnivel(i)en kapselin aukaisu tai vapautus,0,0,0
7995,Operations on synovia and joint surfaces of ankle and foot,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,NHF,1900-01-01,2030-12-31,NA,Nilkan ja jalkaterän nivelkalvo- ja nivelrustoleikkaukset,0,0,0
7996,"Synovectomy of ankle, open",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHF10,1900-01-01,2030-12-31,NA,Nilkan nivelkalvon poisto,0,0,0
7997,"Synovectomy of ankle, arthroscopic",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHF15,1900-01-01,2030-12-31,NA,Nilkan nivelkalvon poisto tähystyksessä,0,0,0
7998,"Operation for debridement of ankle joint, open",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHF20,1900-01-01,2030-12-31,NA,"Nilkkanivelen puhdistus, irtopalojen poisto",0,0,0
7999,"Operation for debridement of ankle joint, arthroscopic",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHF25,1900-01-01,2030-12-31,NA,"Nilkkanivelen puhdistus, irtopalojen poisto, tähystyksessä",0,0,0
8000,Fixation of loose fragment from ankle joint,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHF30,1900-01-01,2030-12-31,NA,Nilkkanivelen irrallisen luu-rustokappaleen kiinnitys,0,0,0
8001,"Operation for debridement of joint of foot, open",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHF70,1900-01-01,2030-12-31,NA,Jalkaterän nivelten puhdistusleikkaus,0,0,0
8002,"Operation for debridement of toe joint, open",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHF80,1900-01-01,2030-12-31,NA,Varvasnivelten puhdistusleikkaus,0,0,0
8003,"Excision, reconstruction and fusion of joints of ankle and foot",Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,NHG,1900-01-01,2030-12-31,NA,Nilkan ja jalkaterän nivelien muovausleikkaukset ja luudutukset,0,0,0
8004,Fusion of talocrural joint,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHG20,1900-01-01,2030-12-31,NA,"Ylemmän nilkkanivelen, TC, luudutusleikkaus",0,0,0
8005,Fusion of subtalar joint,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHG22,1900-01-01,2030-12-31,NA,Alemman nilkkanivelen luudutusleikkaus,0,0,0
8006,Fusion of subtalar joint and between bones of ankle,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHG24,1900-01-01,2030-12-31,NA,Alemman nilkkanivelen ja nilkkaluiden luudutusleikkaus,0,0,0
8007,Fusion between bones of ankle or ankle and foot,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHG26,1900-01-01,2030-12-31,NA,Nilkkaluiden tai nilkka-jalkapöydänluiden välinen luudutusleikkaus,0,0,0
8008,Arthroplasty of first tarsometatarsal joint,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHG70,1900-01-01,2030-12-31,NA,Isovarpaan tyvinivelen muovausleikkaus,0,0,0
8009,Arthroplasty of other tarsometatarsal joint,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHG76,1900-01-01,2030-12-31,NA,II-IV varpaan tyvinivelen muovausleikkaus,0,0,0
8010,Arthroplasty of interphalangeal tarsal joint(s),Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHG77,1900-01-01,2030-12-31,NA,Muun varvasnivelen muovausleikkaus,0,0,0
8011,Fusion of first tarsometatarsal joint,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHG80,1900-01-01,2030-12-31,NA,Isovarpaan tyvinivelen luudutus,0,0,0
8012,Fusion of other tarsal joint,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHG82,1900-01-01,2030-12-31,NA,Muun varvasnivelen luudutus,0,0,0
8013,Fusion of several tarsal joints,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHG88,1900-01-01,2030-12-31,NA,Usean varvasnivelen luudutusleikkaus,0,0,0
8014,Miscellaneous operations on joints of ankle and foot,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,NHH,1900-01-01,2030-12-31,NA,Nilkan ja jalkaterän nivelten sijoilleenpanot ja muut leikkaukset,0,0,0
8015,"Reduction of dislocation of ankle joint, open",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHH10,1900-01-01,2030-12-31,NA,Nilkkanivelen tai tarsaalinivelen sijoiltaanmenon paikalleenasetus,0,0,0
8016,"Reduction of dislocation of joint prosthesis of ankle or foot, open",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHH32,1900-01-01,2030-12-31,NA,Nilkan tai jalkaterän tekonivelen sijoiltaanmenon korjaaminen,0,0,0
8017,"Reduction of dislocation of metatarsal bones, closed",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHH40,1900-01-01,2030-12-31,NA,Jalkapöydän luiden sijoiltaanmenon paikalleenasetus,0,0,0
8018,"Reduction of dislocation of tarsal joint, closed",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHH80,1900-01-01,2030-12-31,NA,Varpaan nivelen tai nivelten sijoiltaanmenon paikalleenasetus,0,0,0
8019,"Other operation on joint of ankle or foot, unspecified",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHH99,1900-01-01,2030-12-31,NA,Muu nilkan ja jalkaterän nivelen leikkaus,0,0,0
8020,Fracture surgery of ankle and foot,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,NHJ,1900-01-01,2030-12-31,NA,"Nilkan, jalkaterän ja varpaiden luunmurtumien leikkaukset",0,0,0
8021,Closed reduction of fracture of ankle or foot,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHJ08,1997-01-01,2030-12-31,NA,Nilkkamurtuman suljettu paikalleenasettaminen ja sidos,0,0,0
8022,"Internal fixation of fracture of ankle using wire, rod, cerclage or pin",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHJ10,1997-01-01,2030-12-31,NA,"Nilkkamurtuman kiinnitysleikkaus, osteosynteesi",0,0,0
8023,Internal fixation of fracture of ankle using bioimplant,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHJ12,1997-01-01,2030-12-31,NA,Nilkkamurtumaleikkaus liukenevalla kiinnittimellä,0,0,0
8024,Closed reduction of fracture of foot or toe,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHJ40,1900-01-01,2030-12-31,NA,Jalkaterän tai varpaan luunmurtuman paikalleenasetus ja sidos,0,0,0
8025,Open reduction of fracture of foot or toe,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHJ50,1900-01-01,2030-12-31,NA,Jalkaterän tai varpaan luunmurtumaleikkaus,0,0,0
8026,External fixation of fracture of foot,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHJ80,1900-01-01,2030-12-31,NA,Jalkaterän murtuman ulkoinen kiinnitys,0,0,0
8027,Late operation or reoperation of fracture of foot or toe,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHJ86,1900-01-01,2030-12-31,NA,Jalkaterän tai varpaan murtuman uusinta- tai myöhäisleikkaus,0,0,0
8028,Other fracture surgery of foot or toe,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHJ99,1997-01-01,2030-12-31,NA,"Muu nilkan, jalkaterän tai varpaiden luunmurtumaleikkaus",0,0,0
8029,Operations on bone of ankle and foot,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,NHK,1900-01-01,2030-12-31,NA,Jalkaterän luuleikkaukset,0,0,0
8030,Incision or excision of metatarsal or tarsal bone,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHK10,1900-01-01,2030-12-31,NA,Jalkaterä- tai varvasluun aukaisu tai poisto,0,0,0
8031,Osteotomy or rotation osteotomy of first metatarsal or tarsal bone,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHK30,1900-01-01,2030-12-31,NA,Isovarpaan luun tai 1. jalkapöydänluun katkaisu ja kääntö,0,0,0
8032,Osteotomy or rotation osteotomy of II-V metatarsal or tarsal bone,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHK40,1900-01-01,2030-12-31,NA,Muun jalkaterän luun katkaisu ja kääntö,0,0,0
8033,Shortening or lengthening osteotomy of ankle or foot,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHK68,1900-01-01,2030-12-31,NA,Jalkaterän luun lyhennys tai pidennys,0,0,0
8034,Other operation on bone of ankle or foot,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHK99,1900-01-01,2030-12-31,NA,Muu jalkaterän luuleikkaus,0,0,0
8035,Operations on muscles and tendons of ankle and foot,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,NHL,1900-01-01,2030-12-31,NA,Nilkan ja jalkaterän lihas- ja jänneleikkaukset,0,0,0
8036,Suture or reinsertion of achilles tendon,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHL10,1997-01-01,2030-12-31,NA,Akillesjänteen ompelu tai korjaus,0,0,0
8037,Shortening or lengthening of achilles tendon,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHL14,1997-01-01,2030-12-31,NA,Akillesjänteen pidennys tai lyhennys,0,0,0
8038,Tenolysis or tenosynovectomy of achilles tendon,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHL16,1997-01-01,2030-12-31,NA,"Akillesjänteen vapautus ja puhdistus, tenolyysi / tenosynovektomia",0,0,0
8039,Myotomy or tenotomy of foot,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHL20,1900-01-01,2030-12-31,NA,Nilkan tai jalkaterän lihaksen tai jänteen katkaisu,0,0,0
8040,Suture or reinsertion of tendon of foot,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHL30,1900-01-01,2030-12-31,NA,Nilkan tai jalkaterän jänteen korjaus,0,0,0
8041,Tenolysis or tenosynovectomy of foot,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHL50,1900-01-01,2030-12-31,NA,Nilkan tai jalkaterän jänteen puhdistus,0,0,0
8042,"Tenodesis, shortening or lengthening of tendon of foot",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHL68,1900-01-01,2030-12-31,NA,"Nilkan tai jalkaterän jänteen pidennys, lyhennys tai kiinnitys",0,0,0
8043,Other operation on muscle or tendon of ankle or foot,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHL99,1900-01-01,2030-12-31,NA,Muu nilkan tai jalkaterän lihas- tai jänneleikkaus,0,0,0
8044,"Operations on fascia, ganglia, synovial sheaths and bursae of ankle and foot",Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,NHM,1900-01-01,2030-12-31,NA,Jalkaterän muut pehmytkudosleikkaukset,0,0,0
8045,Fasciotomy of ankle or foot,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHM10,1900-01-01,2030-12-31,NA,Jalkaterän jännekalvon poisto tai katkaisu,0,0,0
8046,Excision of synovial ganglion of ankle or foot,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHM20,1900-01-01,2030-12-31,NA,Jalkaterän limapussin tai ganglion poisto,0,0,0
8047,"Other operation on fascia, ganglion, synovial sheath or bursa of ankle or foot",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHM99,1900-01-01,2030-12-31,NA,Muu jalkaterän pehmytkudosleikkaus,0,0,0
8048,Replantations and autotransplantations in ankle and foot,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,NHP,1900-01-01,2030-12-31,NA,Nilkan ja jalkaterän uudelleenistutukset,0,0,0
8049,Replantation of foot or its part,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHP99,1997-01-01,2030-12-31,NA,Jalkaterän tai sen osan takaisinistutus,0,0,0
8050,Amputations and related operations on ankle and foot,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,NHQ,1900-01-01,2030-12-31,NA,Nilkan ja jalkaterän amputaatiot ja tynkäkorjaukset,0,0,0
8051,Exarticulation of ankle,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHQ10,1900-01-01,2030-12-31,NA,Amputaatio nilkkanivelestä,0,0,0
8052,Amputation of ankle,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHQ20,1900-01-01,2030-12-31,NA,Amputaatio nilkkaluiden alueelta,0,0,0
8053,"Amputation of foot, transmetatarsal",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHQ30,1900-01-01,2030-12-31,NA,Amputaatio jalkapöydän alueelta,0,0,0
8054,Amputation of toe,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHQ40,1900-01-01,2030-12-31,NA,Varvasamputaatio,0,0,0
8055,Revision of amputation of toe,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHQ48,1900-01-01,2030-12-31,NA,Varvastyngän typistys tai muovaus,0,0,0
8056,Revision of ampution or exarticulation of ankle or foot,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHQ60,1900-01-01,2030-12-31,NA,Jalkaterä- tai nilkkatyngän typistys tai muovaus,0,0,0
8057,Operations for tumours of ankle and foot,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,NHR,1900-01-01,2030-12-31,NA,Nilkan ja jalkaterän kasvainten leikkaukset,0,0,0
8058,Incomplete excision of soft tissue tumour of ankle or foot,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHR20,1900-01-01,2030-12-31,NA,"Nilkan tai jalkaterän kasvaimen poisto, intralesionaalinen tai marginaalinen",0,0,0
8059,Complete excision of soft tissue tumour of ankle or foot,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHR30,1900-01-01,2030-12-31,NA,"Nilkan tai jalkaterän kasvaimen poisto, ekstensiivinen tai radikaalinen",0,0,0
8060,Other operation for tumour of ankle or foot,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHR99,1900-01-01,2030-12-31,NA,Muu nilkan tai jalkaterän kasvaimen leikkaus,0,0,0
8061,"Operations for infection of tendons, joints and bone of ankle and foot",Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,NHS,1900-01-01,2030-12-31,NA,Jalkaterän ja nilkan tulehdusleikkaukset,0,0,0
8062,Incision and debridement of infection of joint of ankle or foot,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHS10,1900-01-01,2030-12-31,NA,Nilkan tai jalkaterän nivelen tulehdusleikkaus,0,0,0
8063,Incision and debridement of infection of bone of ankle or foot,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHS20,1900-01-01,2030-12-31,NA,Nilkan tai jalkaterän luutulehduksen leikkaus,0,0,0
8064,"Other operation for infection of tendon, joint or bone of ankle or foot",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHS99,1900-01-01,2030-12-31,NA,Muu nilkan tai jalkaterän tulehdusleikkaus,0,0,0
8065,Miscellaneous operations on ankle and foot,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,NHT,1900-01-01,2030-12-31,NA,Nilkan ja jalkaterän erityiset ja muut leikkaukset,0,0,0
8066,Removal of foreign body from tissue of ankle and foot,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHT50,2003-01-01,2030-12-31,NA,Vierasesineen poisto nilkan tai jalan kudoksista,0,0,0
8067,Bandage or redression of ankle and foot,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHT60,1900-01-01,2030-12-31,NA,Nilkan tai jalkaterän redressio ja sidos,0,0,0
8068,Surgical procedure for correction of pes equinovarus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHT62,1997-01-01,2030-12-31,NA,Kampurajalan primaarinen totaalikorjaus,0,0,0
8069,Other operation on ankle or foot,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHT99,1900-01-01,2030-12-31,NA,Muu erityinen nilkan tai jalkaterän leikkaus,0,0,0
8070,Removal of implants and external fixation devices from ankle and foot,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,NHU,1900-01-01,2030-12-31,NA,Nilkan ja jalkaterän istute- ja kiinnityslaitepoistot,0,0,0
8071,"Removal of partial prosthesis from ankle joint, other or unspecified",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHU00,1900-01-01,2030-12-31,NA,Nilkan tai jalkaterän tekonivelen poisto,0,0,0
8072,Removal of external fixation device from ankle or foot,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHU10,1900-01-01,2030-12-31,NA,Nilkan tai jalkaterän ulkoisen kiinnityslaitteen poisto,0,0,0
8073,Removal of internal fixation device from ankle or foot,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHU20,1900-01-01,2030-12-31,NA,Nilkan tai jalkaterän sisäisen kiinnityslaitteen poisto,0,0,0
8074,Removal of other implant from ankle or foot,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHU99,1900-01-01,2030-12-31,NA,Muu nilkan tai jalkaterän istutteen poisto,0,0,0
8075,Reoperations on ankle or foot,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,NHW,1900-01-01,2030-12-31,NA,Nilkan ja jalkaterän haavakomplikaatioleikkaukset,0,0,0
8076,Reoperation for deep haemorrhage in surgery of ankle or foot,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHW00,1900-01-01,2030-12-31,NA,Nilkan tai jalkaterän leikkaushaavan tarkistaminen vuodon vuoksi,0,0,0
8077,Reoperation for deep infection in in surgery of ankle or foot,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHW10,1900-01-01,2030-12-31,NA,Nilkan tai jalkaterän alueen leikkaushaavan tarkistaminen tulehduksen vuoksi,0,0,0
8078,Other reoperation in surgery of ankle or foot,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHW99,1900-01-01,2030-12-31,NA,Muu uusintaleikkaus nilkan tai jalkaterän haavakomplikaation vuoksi,0,0,0
8079,Other procedures of ankle and foot,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,NH_2,1900-01-01,2030-12-31,NA,Nilkan ja jalkaterän muut toimenpiteet,0,0,0
8080,"Biopsy of soft tissue or joint of ankle or foot, percutaneous",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHA10,1900-01-01,2030-12-31,NA,"Neulakudosnäyte, nilkka tai jalkaterä",0,0,0
8081,Traction of calcaneus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NHT00,1900-01-01,2030-12-31,NA,Kantaluuvedon asettaminen,0,0,0
8082,Photography of ankle (weight-bearing),Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NH1S1,2020-01-01,2030-12-31,NA,Nilkan valokuvaus (kuormitettuna),0,0,0
8083,Arthroscopy of ankle joint,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NH1S2,2020-01-01,2030-12-31,NA,Nilkkanivelen tähystyskuvaus,0,0,0
8084,Drill fenestration of ankle ,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NH1UT,2006-01-01,2010-12-31,NA,Nilkan porausfenestraatio ,0,0,0
8085,Photography of foot (weight-bearing),Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NH3S1,2020-01-01,2030-12-31,NA,Jalkaterän valokuvaus (kuormitettuna),0,0,0
8086,"Fine needle aspiration specimen, ankle or foot",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,TNH01,2004-01-01,2030-12-31,NA,"Ohutneulanäyte, nilkka tai jalkaterä",0,0,0
8087,Soft tissue division of musculoskeletal organs,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,TNH05,2004-01-01,2030-12-31,NA,Tuki- ja liikuntaelinten pehmytkudosaukaisu,0,0,0
8088,"Joint puncture, ankle joint or foot joint",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,TNH10,2004-01-01,2030-12-31,NA,"Nivelpisto, nilkkanivel tai jalkaterän nivel",0,0,0
8089,Injection of diagnostic or therapeutic substance in ankle joint or foot joint,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,TNH11,2004-01-01,2030-12-31,NA,Diagnostisen tai hoitavan aineen ruiskuttaminen nilkka- tai jalkaterän niveleen,0,0,0
8090,"Soft bandage, ankle or foot",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,TNH30,2004-01-01,2030-12-31,NA,"Pehmeä sidos, nilkka tai jalkaterä",0,0,0
8091,"Prefabricated orthosis, ankle or foot",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,TNH31,2004-01-01,2030-12-31,NA,"Valmistuki, nilkka tai jalkaterä",0,0,0
8092,"Custom moulded split, ankle or foot",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,TNH32,2004-01-01,2030-12-31,NA,"Yksilöllinen lasta, nilkka tai jalkaterä",0,0,0
8093,"Custom moulded brace, ankle or foot",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,TNH33,2004-01-01,2030-12-31,NA,"Yksilöllinen tuki, nilkka tai jalkaterä",0,0,0
8094,Bandage of pes equinovarus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,TNH35,1997-01-01,2030-12-31,NA,Kampurajalan muokkaus ja sitominen,0,0,0
8095,Custom molded cast of pes equinovarus,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,TNH36,1997-01-01,2030-12-31,NA,Kampurajalan kipsaus,0,0,0
8096,"Other orthotic bandage, ankle or foot",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,TNH39,2004-01-01,2030-12-31,NA,"Muu ortoottinen sidos, nilkka tai jalkaterä",0,0,0
8097,"External traction, ankle or foot",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,TNH40,2004-01-01,2030-12-31,NA,"Vetoon asettaminen, nilkka tai jalkaterä",0,0,0
8098,"Implantation of skeletal marker, ankle or foot",Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,TNH50,2004-01-01,2030-12-31,NA,"Luun merkkaus, nilkka tai jalkaterä",0,0,0
8099,Other procedures of musculosceletal system,Procedure,NOMESCOfi,NOMESCOfi Level 1,NA,NX,1900-01-01,2030-12-31,NA,Tuki- ja liikuntaelinten muut toimenpiteet,0,0,0
8100,Other diagnostic radiology of musculosceletal system,Procedure,NOMESCOfi,NOMESCOfi Level 2,NA,NX_,1999-01-01,2030-12-31,NA,Muu tuki- ja liikuntaelinten diagnostinen radiologia,0,0,0
8101,X-ray of upper extremity,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NJ1AA,2011-01-01,2030-12-31,NA,Yläraajan röntgen,0,0,0
8102,Upper extremity X-ray examination,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NJ1DA,1999-01-01,2010-12-31,NA,Yläraajojen natiiviröntgen,0,0,0
8103,Lower extremity X-ray examination,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NJ2DA,1999-01-01,2010-12-31,NA,Alaraajojen natiiviröntgen,0,0,0
8104,Measurement of mechanical axis of lower leg with X-ray,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NJ2MA,1999-01-01,2030-12-31,NA,Alaraajan mekaanisen akselin mittausröntgen,0,0,0
8105,3D modelling based on slot scanning of lower extremities,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NJ2TW,2018-12-01,2030-12-31,NA,Alaraajojen pyyhkäisykuvauksen 3D-mallinnus,0,0,0
8106,Other CT examinationof extremities and joints,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NJ3AD,1999-01-01,2002-11-12,NA,Muu raajojen ja nivelten natiivi-TT,0,0,0
8107,Simple MRI examination of extremities with median intensity magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NJ3AF,1999-01-01,2016-12-31,NA,Raajojen suppea magneettitutkimus keskikenttälaitteella,0,0,0
8108,Simple MRI examination of extremities with high intensity magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NJ3AG,1999-01-01,2030-12-31,NA,Raajojen suppea magneettitutkimus,0,0,0
8109,Simple MRI examination of extremities with 3 Tesla magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NJ3AM,2009-01-01,2016-12-31,NA,Raajojen suppea 3 Teslan MT,0,0,0
8110,Other CT exmination of extremities and joints,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NJ3BD,1999-01-01,2002-11-12,NA,Muu raajojen ja nivelten varjoaine-TT,0,0,0
8111,MRI examination of extremities with median intensity magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NJ3BF,1999-01-01,2016-12-31,NA,Raajojen magneettitutkimus keskikenttälaitteella,0,0,0
8112,MRI examination of extremities with high intensity magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NJ3BG,1999-01-01,2030-12-31,NA,Raajojen magneettitutkimus,0,0,0
8113,MRI examination of extremities with 3 Tesla magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NJ3BM,2009-01-01,2016-12-31,NA,Raajojen 3 Teslan MT,0,0,0
8114,Other CT examination of extremities and joints both without and with contrast,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NJ3CD,1999-01-01,2002-11-12,NA,Muu raajojen ja nivelten natiivi- ja varjoaine-TT,0,0,0
8115,Extensive MRI examination of extremities with median intensity magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NJ3CF,1999-01-01,2016-12-31,NA,Raajojen laaja magneettitutkimus keskikenttälaitteella,0,0,0
8116,Extensive MRI examination of extremities with median high magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NJ3CG,1999-01-01,2030-12-31,NA,Raajojen laaja magneettitutkimus,0,0,0
8117,Extensive MRI examination of extremities with 3 Tesla magnet,Procedure,NOMESCOfi,NOMESCOfi Level 3,NA,NJ3CM,2009-01-01,2016-12-31,NA,Raajojen laaja 3 Teslan MT,0,0,0
