code,name_fi,name_en,ICPC_version,main_icd10fi,concept_id,mappingStatus
N30,"Hermosto, Laaja terveydentilan arviointi/tarkastus","Neurological, Medical examin/health eval complete",ICPC2,NA,45563012,AUTO_MAPPED
N31,"Hermosto, Suppea terveydentilan arviointi/tarkastus","Neurological, Medical examin/health eval partial",ICPC2,NA,45534127,AUTO_MAPPED
N32,"Hermosto, Allergiatutkimus","Neurological, Sensitivity test",ICPC2,NA,45592129,AUTO_MAPPED
N33,"Hermosto, Mikrobiologinen/immunologinen koe","Neurological, Microbiological/immunological test",ICPC2,NA,45592131,AUTO_MAPPED
N34,"Hermosto, Veritutkimus","Neurological, Blood test",ICPC2,NA,45755577,AUTO_MAPPED
N35,"Hermosto, Virtsatutkimus","Neurological, Urine test",ICPC2,NA,45596861,AUTO_MAPPED
N36,"Hermosto, Ulostetutkimus","Neurological, Faeces test",ICPC2,NA,45572708,AUTO_MAPPED
N37,"Hermosto, Histologinen/sytologinen tutkimus","Neurological, Histological/exfoliative cytology",ICPC2,NA,45534129,AUTO_MAPPED
N38,"Hermosto, Muu laboratoriotutkimus","Neurological, Other laboratory test NEC",ICPC2,NA,NA,NOT_MAPPED
N39,"Hermosto, Kliininen toimintakoe","Neurological, Physical function test",ICPC2,NA,45567841,AUTO_MAPPED
N40,"Hermosto, Diagnostinen endoskopia","Neurological, Diagnostic endoscopy",ICPC2,NA,45563015,AUTO_MAPPED
N41,"Hermosto, Diagnostinen kuvantaminen","Neurological, Diagnostic radiology/imaging",ICPC2,NA,45596865,AUTO_MAPPED
N42,"Hermosto, Elektrofysiologinen tutkimus","Neurological, Electrical tracing",ICPC2,NA,45548666,AUTO_MAPPED
N43,"Hermosto, Muu tutkimustoimenpide","Neurological, Other diagnostic procedure",ICPC2,NA,45755578,AUTO_MAPPED
N44,"Hermosto, Rokotus / ennaltaehkäisevä lääkitys","Neurological, Preventive immunization/medic",ICPC2,NA,45592137,AUTO_MAPPED
N45,"Hermosto, Seuranta/terveysneuvonta/ruokavalioneuvonta","Neurological, Observ/health educat/advice/diet",ICPC2,NA,45558156,AUTO_MAPPED
N46,"Hermosto, Perusterveydenhuollon asiantuntijan konsultaatio","Neurological, Consultation primary care provider",ICPC2,NA,45596868,AUTO_MAPPED
N47,"Hermosto, Erikoislääkärin konsultaatio","Neurological, Consultation with specialist",ICPC2,NA,45596870,AUTO_MAPPED
N48,"Hermosto, Potilaan tarpeiden/tulosyyn selvittäminen","Neurological, Clarification/discussion RFE/demand",ICPC2,NA,45567849,AUTO_MAPPED
N49,"Hermosto, Muu ennaltaehkäisevä toimenpide","Neurological, Other preventive procedure",ICPC2,NA,45587248,AUTO_MAPPED
N50,"Hermosto, Lääkitys/lääkemääräys/uusinta/injektio","Neurological, Medication/prescr/renewal",ICPC2,NA,45577535,AUTO_MAPPED
N51,"Hermosto, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto","Neurological, I&d/flush/aspiration",ICPC2,NA,45539053,AUTO_MAPPED
N52,"Hermosto, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto","Neurological, Exc/remov/biopsy/destruc/debrid/caut",ICPC2,NA,NA,NOT_MAPPED
N53,"Hermosto, Katetrointi/intubointi/laajentaminen","Neurological, Instrument/catheter/intubate/dilate",ICPC2,NA,NA,NOT_MAPPED
N54,"Hermosto, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)","Neurological, Repair/fix-suture/cast/prosth device",ICPC2,NA,NA,NOT_MAPPED
N55,"Hermosto, Paikallinen lääkeaineinjektio","Neurological, Local injection/infiltration",ICPC2,NA,NA,NOT_MAPPED
N56,"Hermosto, Sidos/kompressi/tamponointi","Neurological, Dressing/pressure/compress/tamponade",ICPC2,NA,NA,NOT_MAPPED
N57,"Hermosto, Fysikaalinen hoito / kuntoutus","Neurological, Physical medicine/rehabilitation",ICPC2,NA,NA,NOT_MAPPED
N58,"Hermosto, Terapeuttinen neuvonta / kuuntelu","Neurological, Therapeutic counselling/listening",ICPC2,NA,NA,NOT_MAPPED
N59,"Hermosto, Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia","Neurological, Other therap proced/minor surg NEC",ICPC2,NA,NA,NOT_MAPPED
N60,"Hermosto, Tutkimustulosten kuuleminen","Neurological, Result test/procedure",ICPC2,NA,45548673,AUTO_MAPPED
N61,"Hermosto, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta","Neurological, Result examination/test/record/letter from other provider",ICPC2,NA,45543886,AUTO_MAPPED
N62,"Hermosto, Hallinnollinen toimenpide","Neurological, Administrative procedure",ICPC2,NA,45577538,AUTO_MAPPED
N63,"Hermosto, Muu seurantakäynti","Neurological, Follow-up encounter unspecified",ICPC2,NA,45601743,AUTO_MAPPED
N64,"Hermosto, Hoidonantajan käynnistämä tapahtuma","Neurological, Encounter/prob initiated by provider",ICPC2,NA,45601744,AUTO_MAPPED
N65,"Hermosto, Muun henkilön käynnistämä tapahtuma","Neurological, Enc/prob init by other than pt/prov",ICPC2,NA,NA,NOT_MAPPED
N66,"Hermosto, Lähete muulle perusterveydenhuollon ammattihenkilölle","Neurological, Referral to non-MD provider",ICPC2,NA,NA,NOT_MAPPED
N67,"Hermosto, Lähete erikoislääkärille/sairaalaan","Neurological, Referral to physician/hospital",ICPC2,NA,NA,NOT_MAPPED
N68,"Hermosto, Muu lähete","Neurological, Other referral NEC",ICPC2,NA,NA,NOT_MAPPED
N69,"Hermosto, Muu käynnin syy","Neurological, Other reason for encounter NEC",ICPC2,NA,NA,NOT_MAPPED
N70,Polio / muu enterovirus,Poliomyelitis,ICPC2,A80.9,45558165,AUTO_MAPPED
N71,Aivokalvontulehdus/aivotulehdus,Meningitis/encephalitis,ICPC2,G03.9,45572723,AUTO_MAPPED
N72,Jäykkäkouristus,Tetanus,ICPC2,A35,45543889,AUTO_MAPPED
N73,"Hermoston infektio, muu",Neurological infection other,ICPC2,A89,45596881,AUTO_MAPPED
N74,"Pahanlaatuinen kasvain, hermoston",Malignant neoplasm nervous system,ICPC2,C72.9&,45543890,AUTO_MAPPED
N75,"Hyvänlaatuinen kasvain, hermoston",Benign neoplasm nervous system,ICPC2,D33.9&,45539063,AUTO_MAPPED
N76,"Kasvain, hermoston, määrittämätön",Neoplasm nervous system unspecified,ICPC2,D43.9&,45755567,AUTO_MAPPED
N79,Aivotärähdys,Concussion,ICPC2,S06.0,NA,NOT_MAPPED
N80,"Pään vamma, muu",Head injury other,ICPC2,S09.9,45563024,AUTO_MAPPED
N81,"Hermoston vamma, muu",Injury nervous system other,ICPC2,T14.4,45577540,AUTO_MAPPED
N85,"Synnynnäinen epämuodostuma, hermoston",Congenital anomaly neurological,ICPC2,Q07.9,45539067,AUTO_MAPPED
N86,Multippeliskleroosi,Multiple sclerosis,ICPC2,G35,45592153,AUTO_MAPPED
N87,Parkinsonismi,Parkinsonism,ICPC2,G20,45601754,AUTO_MAPPED
N88,Epilepsia,Epilepsy,ICPC2,G40.9,45572731,AUTO_MAPPED
N89,Migreeni,Migraine,ICPC2,G43.9#,45539070,AUTO_MAPPED
N90,Sarjoittainen päänsärky,Cluster headache,ICPC2,G44.0,45601756,AUTO_MAPPED
N91,Kasvohermohalvaus / Bellin pareesi,Facial paralysis/bell's palsy,ICPC2,G51.0,45755569,AUTO_MAPPED
N92,Kolmoishermosärky,Trigeminal neuralgia,ICPC2,G50.0,45755570,AUTO_MAPPED
N93,Rannekanavaoireyhtymä,Carpal tunnel syndrome,ICPC2,G56.0,45563029,AUTO_MAPPED
N94,Ääreishermotulehdus/-sairaus,Peripheral neuritis/neuropathy,ICPC2,G64,45563030,AUTO_MAPPED
N95,Jännityspäänsärky,Tension headache,ICPC2,G44.2,45582429,AUTO_MAPPED
N99,Muu hermoston sairaus,Neurological disease other,ICPC2,G98,45755571,AUTO_MAPPED
P,Mielenterveys ja käyttäytyminen,Psychological,ICPC2,NA,NA,NOT_MAPPED
P01,Ahdistuneisuuden/hermostuneisuuden/jännittyneisyyden tunne,Feeling anxious/nervous/tense,ICPC2,R45.0,45601914,AUTO_MAPPED
P02,Akuutti stressireaktio,Acute stress reaction,ICPC2,F43.0,45577681,AUTO_MAPPED
P03,Masennuksen tunne,Feeling depressed,ICPC2,R45.3,45553627,AUTO_MAPPED
P04,Ärtyneisyys,Feeling/behaving irritable/angry,ICPC2,R45.4,45553628,AUTO_MAPPED
P05,Vanhuuden tunne / vanhusmaisuus / seniliteetti,"Senility, feeling/behaving old",ICPC2,R54,45582608,AUTO_MAPPED
P06,Unihäiriö,Sleep disturbance,ICPC2,G47.9,NA,NOT_MAPPED
P07,Vähentynyt sukupuolinen halu,Sexual desire reduced,ICPC2,F52.0,45755590,AUTO_MAPPED
P08,Sukupuolisen tyydyttymisen heikentyminen,Sexual fulfilment reduced,ICPC2,F52.9,45755591,AUTO_MAPPED
P09,Huoli seksuaalisesta suuntautumisesta,Sexual preference concern,ICPC2,F66.19,NA,NOT_MAPPED
P10,Änkytys / tic-oireyhtymä,Stammering/stuttering/tic,ICPC2,F98.5,45563211,AUTO_MAPPED
P11,Lapsen syömisongelma,Eating problem in child,ICPC2,F98.2,45568021,AUTO_MAPPED
P12,Yökastelu,Bedwetting/enuresis,ICPC2,F98.00,45606691,AUTO_MAPPED
P13,Tuhriminen,Encopresis/bowel training problem,ICPC2,F98.19,45606693,AUTO_MAPPED
P15,"Alkoholin väärinkäyttö, pitkäaikainen",Chronic alcohol abuse,ICPC2,F10.25,45534336,AUTO_MAPPED
P16,"Alkoholin väärinkäyttö, akuutti",Acute alcohol abuse,ICPC2,F10.0,NA,NOT_MAPPED
P17,Tupakointi,Tobacco abuse,ICPC2,F17.1,NA,NOT_MAPPED
P18,Lääkkeen väärinkäyttö,Medication abuse,ICPC2,F13.9,NA,NOT_MAPPED
P19,Huumeiden käyttö,Drug abuse,ICPC2,F11.9,NA,NOT_MAPPED
P20,Muistihäiriö,Memory disturbance,ICPC2,R41.3,45755592,AUTO_MAPPED
P22,Lapsen käytösoire/-vaiva,Child behaviour symptom/complaint,ICPC2,F98.9,45606697,AUTO_MAPPED
P23,Nuoren käytösoire/-vaiva,Adolescent behaviour sympt/compl,ICPC2,F98.9,45582614,AUTO_MAPPED
P24,Erityinen oppimishäiriö,Specific learning problem,ICPC2,F81.9,45572930,AUTO_MAPPED
P25,Aikuisen elämänvaihekriisi,Phase of life problem adult,ICPC2,Z60.0,45755594,AUTO_MAPPED
P27,Huoli/pelko mielenterveyden häiriöstä,Fear of mental disorder,ICPC2,Z71.1,45558367,AUTO_MAPPED
P28,"Toiminnanvajaus/vamma, psyykkinen",Limited function/disability (P),ICPC2,Z73.6,45563217,AUTO_MAPPED
P29,Muu psyykkinen oire/vaiva,Psychological sympt/compl other,ICPC2,R45.8,45601934,AUTO_MAPPED
P30,"Mielenterveys ja käyttäytyminen, Laaja terveydentilan arviointi/tarkastus","Psychological, Medical examin/health eval complete",ICPC2,NA,NA,NOT_MAPPED
P31,"Mielenterveys ja käyttäytyminen, Suppea terveydentilan arviointi/tarkastus","Psychological, Medical examin/health eval partial",ICPC2,NA,NA,NOT_MAPPED
P32,"Mielenterveys ja käyttäytyminen, Allergiatutkimus","Psychological, Sensitivity test",ICPC2,NA,NA,NOT_MAPPED
P33,"Mielenterveys ja käyttäytyminen, Mikrobiologinen/immunologinen koe","Psychological, Microbiological/immunological test",ICPC2,NA,NA,NOT_MAPPED
P34,"Mielenterveys ja käyttäytyminen, Veritutkimus","Psychological, Blood test",ICPC2,NA,NA,NOT_MAPPED
P35,"Mielenterveys ja käyttäytyminen, Virtsatutkimus","Psychological, Urine test",ICPC2,NA,45534345,AUTO_MAPPED
P36,"Mielenterveys ja käyttäytyminen, Ulostetutkimus","Psychological, Faeces test",ICPC2,NA,45601935,AUTO_MAPPED
P37,"Mielenterveys ja käyttäytyminen, Histologinen/sytologinen tutkimus","Psychological, Histological/exfoliative cytology",ICPC2,NA,45582619,AUTO_MAPPED
P38,"Mielenterveys ja käyttäytyminen, Muu laboratoriotutkimus","Psychological, Other laboratory test NEC",ICPC2,NA,45544062,AUTO_MAPPED
P39,"Mielenterveys ja käyttäytyminen, Kliininen toimintakoe","Psychological, Physical function test",ICPC2,NA,45568027,AUTO_MAPPED
P40,"Mielenterveys ja käyttäytyminen, Diagnostinen endoskopia","Psychological, Diagnostic endoscopy",ICPC2,NA,NA,NOT_MAPPED
P41,"Mielenterveys ja käyttäytyminen, Diagnostinen kuvantaminen","Psychological, Diagnostic radiology/imaging",ICPC2,NA,NA,NOT_MAPPED
P42,"Mielenterveys ja käyttäytyminen, Elektrofysiologinen tutkimus","Psychological, Electrical tracing",ICPC2,NA,NA,NOT_MAPPED
P43,"Mielenterveys ja käyttäytyminen, Muu tutkimustoimenpide","Psychological, Other diagnostic procedure",ICPC2,NA,NA,NOT_MAPPED
P44,"Mielenterveys ja käyttäytyminen, Rokotus / ennaltaehkäisevä lääkitys","Psychological, Preventive immunization/medic",ICPC2,NA,NA,NOT_MAPPED
P45,"Mielenterveys ja käyttäytyminen, Seuranta/terveysneuvonta/ruokavalioneuvonta","Psychological, Observ/health educat/advice/diet",ICPC2,NA,NA,NOT_MAPPED
P46,"Mielenterveys ja käyttäytyminen, Perusterveydenhuollon asiantuntijan konsultaatio","Psychological, Consultation primary care provider",ICPC2,NA,NA,NOT_MAPPED
P47,"Mielenterveys ja käyttäytyminen, Erikoislääkärin konsultaatio","Psychological, Consultation with specialist",ICPC2,NA,NA,NOT_MAPPED
P48,"Mielenterveys ja käyttäytyminen, Potilaan tarpeiden/tulosyyn selvittäminen","Psychological, Clarification/discussion RFE/demand",ICPC2,NA,NA,NOT_MAPPED
P49,"Mielenterveys ja käyttäytyminen, Muu ennaltaehkäisevä toimenpide","Psychological, Other preventive procedure",ICPC2,NA,NA,NOT_MAPPED
P50,"Mielenterveys ja käyttäytyminen, Lääkitys/lääkemääräys/uusinta/injektio","Psychological, Medication/prescr/renewal",ICPC2,NA,45534349,AUTO_MAPPED
P51,"Mielenterveys ja käyttäytyminen, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto","Psychological, I&d/flush/aspiration",ICPC2,NA,45597080,AUTO_MAPPED
P52,"Mielenterveys ja käyttäytyminen, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto","Psychological, Exc/remov/biopsy/destruc/debrid/caut",ICPC2,NA,45582621,AUTO_MAPPED
P53,"Mielenterveys ja käyttäytyminen, Katetrointi/intubointi/laajentaminen","Psychological, Instrument/catheter/intubate/dilate",ICPC2,NA,45587424,AUTO_MAPPED
P54,"Mielenterveys ja käyttäytyminen, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)","Psychological, Repair/fix-suture/cast/prosth device",ICPC2,NA,45597083,AUTO_MAPPED
P55,"Mielenterveys ja käyttäytyminen, Paikallinen lääkeaineinjektio","Psychological, Local injection/infiltration",ICPC2,NA,45558375,AUTO_MAPPED
P56,"Mielenterveys ja käyttäytyminen, Sidos/kompressi/tamponointi","Psychological, Dressing/pressure/compress/tamponade",ICPC2,NA,45558377,AUTO_MAPPED
P57,"Mielenterveys ja käyttäytyminen, Fysikaalinen hoito / kuntoutus","Psychological, Physical medicine/rehabilitation",ICPC2,NA,45755619,AUTO_MAPPED
P58,"Mielenterveys ja käyttäytyminen, Terapeuttinen neuvonta / kuuntelu","Psychological, Therapeutic counselling/listening",ICPC2,NA,45544067,AUTO_MAPPED
P59,"Mielenterveys ja käyttäytyminen, Muu hoitotoimenpide / muualla luokittelematon pikkukirurgia","Psychological, Other therap proced/minor surg NEC",ICPC2,NA,45544068,AUTO_MAPPED
P60,"Mielenterveys ja käyttäytyminen, Tutkimustulosten kuuleminen","Psychological, Result test/procedure",ICPC2,NA,45587427,AUTO_MAPPED
P61,"Mielenterveys ja käyttäytyminen, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta","Psychological, Result examination/test/record/letter from other provider",ICPC2,NA,45568034,AUTO_MAPPED
P62,"Mielenterveys ja käyttäytyminen, Hallinnollinen toimenpide","Psychological, Administrative procedure",ICPC2,NA,NA,NOT_MAPPED
P63,"Mielenterveys ja käyttäytyminen, Muu seurantakäynti","Psychological, Follow-up encounter unspecified",ICPC2,NA,NA,NOT_MAPPED
P64,"Mielenterveys ja käyttäytyminen, Hoidonantajan käynnistämä tapahtuma","Psychological, Encounter/prob initiated by provider",ICPC2,NA,NA,NOT_MAPPED
P65,"Mielenterveys ja käyttäytyminen, Muun henkilön käynnistämä tapahtuma","Psychological, Enc/prob init by other than pt/prov",ICPC2,NA,NA,NOT_MAPPED
P66,"Mielenterveys ja käyttäytyminen, Lähete muulle perusterveydenhuollon ammattihenkilölle","Psychological, Referral to non-MD provider",ICPC2,NA,NA,NOT_MAPPED
P67,"Mielenterveys ja käyttäytyminen, Lähete erikoislääkärille/sairaalaan","Psychological, Referral to physician/hospital",ICPC2,NA,NA,NOT_MAPPED
P68,"Mielenterveys ja käyttäytyminen, Muu lähete","Psychological, Other referral NEC",ICPC2,NA,NA,NOT_MAPPED
P69,"Mielenterveys ja käyttäytyminen, Muu käynnin syy","Psychological, Other reason for encounter NEC",ICPC2,NA,NA,NOT_MAPPED
P70,Dementia,Dementia,ICPC2,F03,45592341,AUTO_MAPPED
P71,"Orgaaninen psykoosi, muu",Organic psychosis other,ICPC2,F09,45568035,AUTO_MAPPED
P72,Skitsofrenia,Schizophrenia,ICPC2,F25.9,45544069,AUTO_MAPPED
P73,Affektiivinen psykoosi,Affective psychosis,ICPC2,F31.9,NA,NOT_MAPPED
P74,Ahdistushäiriö/-tila,Anxiety disorder/anxiety state,ICPC2,F41.9,45553648,AUTO_MAPPED
P75,Somatisaatiohäiriö,Somatization disorder,ICPC2,F45.0,45606711,AUTO_MAPPED
P76,Masennustila,Depressive disorder,ICPC2,F32.9,45539250,AUTO_MAPPED
P77,Itsemurha/itsemurhayritys,Suicide/suicide attempt,ICPC2,Z91.5,45582628,AUTO_MAPPED
P78,Neurastenia/ylirasittuneisuus,Neuraesthenia/surmenage,ICPC2,F48.0,45592346,AUTO_MAPPED
P79,Pelkotila / pakko-oireinen häiriö,Phobia/compulsive disorder,ICPC2,F42.9,NA,NOT_MAPPED
P80,Persoonallisuuden häiriö,Personality disorder,ICPC2,F69,45582629,AUTO_MAPPED
P81,Hyperkineettinen oireyhtymä,Hyperkinetic disorder,ICPC2,F90.9,45558382,AUTO_MAPPED
P82,Vamman/trauman jälkeinen rasitusoireyhtymä,Post-traumatic stress disorder,ICPC2,F43.1,NA,NOT_MAPPED
P85,Kehitysvammaisuus,Mental retardation,ICPC2,F79.9,NA,NOT_MAPPED
P86,Anoreksia/bulimia,Anorexia nervosa/bulimia,ICPC2,F50.0,NA,NOT_MAPPED
P98,"Psykoosi, määrittämätön/muu",Psychosis NOS/other,ICPC2,F23.8,NA,NOT_MAPPED
P99,Muu mielenterveyden häiriö,Psychological disorders other,ICPC2,F99,NA,NOT_MAPPED
R,Hengityselimet,Respiratory,ICPC2,NA,NA,NOT_MAPPED
R01,Hengityselimiin liittyvä kipu,Pain respiratory system,ICPC2,R07.1,45755624,AUTO_MAPPED
R02,Hengenahdistus/dyspnea,Shortness of breath/dyspnoea,ICPC2,R06.0,45534421,AUTO_MAPPED
R03,Hengityksen vinkuna,Wheezing,ICPC2,R06.2,45755625,AUTO_MAPPED
R04,"Hengityksen häiriö, muu",Breathing problem other,ICPC2,R06.8,45755626,AUTO_MAPPED
R05,Yskä,Cough,ICPC2,R05,45606792,AUTO_MAPPED
R06,Nenäverenvuoto,Nose bleed/epistaxis,ICPC2,R04.0,45582691,AUTO_MAPPED
R07,Aivastelu / nenän tukkoisuus,Sneezing/nasal congestion,ICPC2,R06.7,45602001,AUTO_MAPPED
R08,"Nenän oire/vaiva, muu",Nose symptom/complaint other,ICPC2,J34.8,NA,NOT_MAPPED
R09,Sivuontelon oire/vaiva,Sinus symptom/complaint,ICPC2,J34.8,45755627,AUTO_MAPPED
R21,Kurkun/nielun oire/vaiva,Throat symptom/complaint,ICPC2,R07.0,45553721,AUTO_MAPPED
R23,Äänen oire/vaiva,Voice symptom/complaint,ICPC2,R49.8,45568122,AUTO_MAPPED
R24,Veriyskä,Haemoptysis,ICPC2,R04.2,NA,NOT_MAPPED
R25,Epänormaali yskös,Sputum/phlegm abnormal,ICPC2,R09.3,45534436,AUTO_MAPPED
R26,Huoli/pelko hengityselinten syövästä,Fear  cancer  respiratory system,ICPC2,Z71.1,45606801,AUTO_MAPPED
R27,Huoli/pelko hengityselinten muusta sairaudesta,Fear of respiratory disease other,ICPC2,Z71.1,45592415,AUTO_MAPPED
R28,"Toiminnanvajaus, hengityselinten",Limited function/disability (R),ICPC2,Z73.6,NA,NOT_MAPPED
R29,Muu hengityselinten oire/vaiva,Respiratory symptom/complaint other,ICPC2,R09.8,45755636,AUTO_MAPPED
R30,"Hengityselimet, Laaja terveydentilan arviointi/tarkastus","Respiratory, Medical examin/health eval complete",ICPC2,NA,45577789,AUTO_MAPPED
R31,"Hengityselimet, Suppea terveydentilan arviointi/tarkastus","Respiratory, Medical examin/health eval partial",ICPC2,NA,45553726,AUTO_MAPPED
R32,"Hengityselimet, Allergiatutkimus","Respiratory, Sensitivity test",ICPC2,NA,45606803,AUTO_MAPPED
R33,"Hengityselimet, Mikrobiologinen/immunologinen koe","Respiratory, Microbiological/immunological test",ICPC2,NA,45587507,AUTO_MAPPED
R34,"Hengityselimet, Veritutkimus","Respiratory, Blood test",ICPC2,NA,45602018,AUTO_MAPPED
R35,"Hengityselimet, Virtsatutkimus","Respiratory, Urine test",ICPC2,NA,45539331,AUTO_MAPPED
R36,"Hengityselimet, Ulostetutkimus","Respiratory, Faeces test",ICPC2,NA,45602019,AUTO_MAPPED
R37,"Hengityselimet, Histologinen/sytologinen tutkimus","Respiratory, Histological/exfoliative cytology",ICPC2,NA,NA,NOT_MAPPED
R38,"Hengityselimet, Muu laboratoriotutkimus","Respiratory, Other laboratory test NEC",ICPC2,NA,NA,NOT_MAPPED
R39,"Hengityselimet, Kliininen toimintakoe","Respiratory, Physical function test",ICPC2,NA,45587510,AUTO_MAPPED
R40,"Hengityselimet, Diagnostinen endoskopia","Respiratory, Diagnostic endoscopy",ICPC2,NA,45755637,AUTO_MAPPED
R41,"Hengityselimet, Diagnostinen kuvantaminen","Respiratory, Diagnostic radiology/imaging",ICPC2,NA,45544146,AUTO_MAPPED
R42,"Hengityselimet, Elektrofysiologinen tutkimus","Respiratory, Electrical tracing",ICPC2,NA,45568132,AUTO_MAPPED
R43,"Hengityselimet, Muu tutkimustoimenpide","Respiratory, Other diagnostic procedure",ICPC2,NA,45544147,AUTO_MAPPED
R44,"Hengityselimet, Rokotus / ennaltaehkäisevä lääkitys","Respiratory, Preventive immunization/medic",ICPC2,NA,45755638,AUTO_MAPPED
R45,"Hengityselimet, Seuranta/terveysneuvonta/ruokavalioneuvonta","Respiratory, Observ/health educat/advice/diet",ICPC2,NA,45755639,AUTO_MAPPED
R46,"Hengityselimet, Perusterveydenhuollon asiantuntijan konsultaatio","Respiratory, Consultation primary care provider",ICPC2,NA,45592420,AUTO_MAPPED
R47,"Hengityselimet, Erikoislääkärin konsultaatio","Respiratory, Consultation with specialist",ICPC2,NA,45755640,AUTO_MAPPED
R48,"Hengityselimet, Potilaan tarpeiden/tulosyyn selvittäminen","Respiratory, Clarification/discussion RFE/demand",ICPC2,NA,45577797,AUTO_MAPPED
R49,"Hengityselimet, Muu ennaltaehkäisevä toimenpide","Respiratory, Other preventive procedure",ICPC2,NA,45606816,AUTO_MAPPED
R50,"Hengityselimet, Lääkitys/lääkemääräys/uusinta/injektio","Respiratory, Medication/prescr/renewal",ICPC2,NA,45568138,AUTO_MAPPED
R51,"Hengityselimet, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto","Respiratory, I&d/flush/aspiration",ICPC2,NA,45558474,AUTO_MAPPED
R52,"Hengityselimet, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto","Respiratory, Exc/remov/biopsy/destruc/debrid/caut",ICPC2,NA,45548974,AUTO_MAPPED
R53,"Hengityselimet, Katetrointi/intubointi/laajentaminen","Respiratory, Instrument/catheter/intubate/dilate",ICPC2,NA,45553741,AUTO_MAPPED
R54,"Hengityselimet, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)","Respiratory, Repair/fix-suture/cast/prosth device",ICPC2,NA,45568140,AUTO_MAPPED
R55,"Hengityselimet, Paikallinen lääkeaineinjektio","Respiratory, Local injection/infiltration",ICPC2,NA,45568141,AUTO_MAPPED
R56,"Hengityselimet, Sidos/kompressi/tamponointi","Respiratory, Dressing/pressure/compress/tamponade",ICPC2,NA,45592425,AUTO_MAPPED
R57,"Hengityselimet, Fysikaalinen hoito /kuntoutus","Respiratory, Physical medicine/rehabilitation",ICPC2,NA,45563316,AUTO_MAPPED
R58,"Hengityselimet, Terapeuttinen neuvonta/kuuntelu","Respiratory, Therapeutic counselling/listening",ICPC2,NA,45573033,AUTO_MAPPED
R59,"Hengityselimet, Muu hoitotoimenpide/muualla luokittelematon pikkukirurgia","Respiratory, Other therap proced/minor surg NEC",ICPC2,NA,45606820,AUTO_MAPPED
R60,"Hengityselimet, Tutkimustulosten kuuleminen","Respiratory, Result test/procedure",ICPC2,NA,45577801,AUTO_MAPPED
R61,"Hengityselimet, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta","Respiratory, Result examination/test/record/letter from other provider",ICPC2,NA,45553742,AUTO_MAPPED
R62,"Hengityselimet, Hallinnollinen toimenpide","Respiratory, Administrative procedure",ICPC2,NA,45544153,AUTO_MAPPED
R63,"Hengityselimet, Muu seurantakäynti","Respiratory, Follow-up encounter unspecified",ICPC2,NA,45755630,AUTO_MAPPED
R64,"Hengityselimet, Hoidonantajan käynnistämä tapahtuma","Respiratory, Encounter/prob initiated by provider",ICPC2,NA,45568145,AUTO_MAPPED
R65,"Hengityselimet, Muun henkilön käynnistämä tapahtuma","Respiratory, Enc/prob init by other than pt/prov",ICPC2,NA,45755631,AUTO_MAPPED
R66,"Hengityselimet, Lähete muulle perusterveydenhuollon ammattihenkilölle","Respiratory, Referral to non-MD provider",ICPC2,NA,NA,NOT_MAPPED
R67,"Hengityselimet, Lähete erikoislääkärille/sairaalaan","Respiratory, Referral to physician/hospital",ICPC2,NA,NA,NOT_MAPPED
R68,"Hengityselimet, Muu lähete","Respiratory, Other referral NEC",ICPC2,NA,45755634,AUTO_MAPPED
R69,"Hengityselimet, Muu käynnin syy","Respiratory, Other reason for encounter NEC",ICPC2,NA,45558480,AUTO_MAPPED
R71,Hinkuyskä,Whooping cough,ICPC2,A37.9,45573038,AUTO_MAPPED
R72,Streptokokkitonsilliitti,Strep throat,ICPC2,J03.0,45602037,AUTO_MAPPED
R73,Nenän äkämä/paise,Boil/abscess nose,ICPC2,J34.0,45553744,AUTO_MAPPED
R74,"Ylähengitystieinfektio, akuutti",Upper respiratory infection acute,ICPC2,J06.9,45582723,AUTO_MAPPED
R75,"Nenän sivuontelotulehdus, akuutti/krooninen",Sinusitis acute/chronic,ICPC2,J01.9,45568149,AUTO_MAPPED
R76,"Nielurisatulehdus, akuutti",Tonsillitis acute,ICPC2,J03.9,45577810,AUTO_MAPPED
R77,"Kurkunpään/henkitorven tulehdus, akuutti",Laryngitis/tracheitis acute,ICPC2,J04.2,45606822,AUTO_MAPPED
R78,"Keuhkoputkentulehdus/bronkioliitti, akuutti",Acute bronchitis/bronchiolitis,ICPC2,J20.9,45539360,AUTO_MAPPED
R79,"Keuhkoputkentulehdus, krooninen",Chronic bronchitis,ICPC2,J42,45587527,AUTO_MAPPED
