Id_FIN	Abbreviation_FIN	Short name_FIN	Long name_FIN	shortTitle_ENG	ICD-10_FIN	icd10_ENG	Ensisijainen ICD-10_FIN	Parent code_FIN	Hierarchy level_FIN	Alakomponentti (icpc)_FIN	Harkitse (icpc)_FIN	Huom._FIN	Komponentti (icpc)_FIN	Kriteerit (icpc)_FIN	Lehtisolmu_FIN	Mukaan lukien_FIN	Pois lukien_FIN	Subkomponent (icpc)_FIN	Code_ENG	preferred_ENG	inclusion_ENG	exclusion_ENG	criteria_ENG	consider_ENG	note_ENG	ICPC2_mapping	ICPC_version
Y69	Miehen sukuelimet, Muualla luokittelematon	Miehen sukuelimet, Muualla luokittelematon	Miehen sukuelimet sisältäen rinnan, Muu käynnin syy	Male Genital, Other reason for encounter NEC				Y	1				6 Lähetteet ja muut syyt		T				Y69	Male Genital, Other reason for encounter NEC					This code can only be used to classify a reason for encounter. If the patient is unable to state the reason for encounter, use the reason stated by the accompanying person.	Y69	2
Y70	Kuppa, miehen	Kuppa, miehen	Kuppa, miehen	Syphilis male	A50.0,A50.1,A50.2,A50.3,A50.4,A50.50,A50.51,A50.52,A50.54,A50.55,A50.59,A50.59+I98.0,A50.59+M03.1,A50.59+M90.2,A50.6,A50.7,A50.9,A51.0,A51.1,A51.2,A51.3,A51.4,A51.5,A51.9,A52.0,A52.1,A52.2,A52.3,A52.70,A52.71,A52.72,A52.73,A52.74,A52.75,A52.79,A52.79+H19.0,A52.79+H32.0,A52.79+H58.8,A52.79+J99.8,A52.79+K67.2,A52.79+K77.0,A52.79+L99.8,A52.79+M63.0,A52.79+M68.0,A52.79+M73.1,A52.79+M90.2,A52.79+N08.0,A52.79+N29.0,A52.8,A52.9,A53.0,A53.9,A65,H19.0*A52.79,H32.0*A52.79,H58.8*A52.79,I98.0*A50.59,J99.8*A52.79,K67.2*A52.79,K77.0*A52.79,L99.8*A52.79,M03.1*A50.59,M63.0*A52.79,M68.0*A52.79,M73.1*A52.79,M90.2*A50.59,M90.2*A52.79,N08.0*A52.79,N29.0*A52.79	A50.0; A50.1; A50.2; A50.3; A50.4; A50.5; A50.6; A50.7; A50.9; A51.0; A51.1; A51.2; A51.3; A51.4; A51.5; A51.9; A52.0; A52.1; A52.2; A52.3; A52.7; A52.8; A52.9; A53.0; A53.9; A65	A53.9	Y	1	Infektiot			7 Taudit ja sairaudet	Treponema pallidum osoitettu mikroskoopilla tai kuppavasta-aineilla	T	kuppa missä tahansa		Infektioner	Y70	Syphilis male	syphilis any site		demonstration of Treponema pallidum on microscopy; or positive serological test for syphilis			Y70	2
Y71	Tippuri, miehen	Tippuri, miehen	Tippuri, miehen	Gonorrhoea male	A54.0,A54.1,A54.2,A54.3,A54.4,A54.5,A54.6,A54.8,A54.9	A54.0; A54.1; A54.2; A54.3; A54.4; A54.5; A54.6; A54.8; A54.9	A54.9	Y	1	Infektiot	Virtsaputkentulehdus U72, Vuoto virtsaputkesta Y03		7 Taudit ja sairaudet	(1) märkäinen erite virtsaputkesta tai peräsuolesta sekä osoitus gram-negatiivisesta diplokokista, kun taustalla yhteys taudinkantajaksi todettuun tai (2) viljelty Neisseria gonorrhea	T	tippuri missä tahansa		Infektioner	Y71	Gonorrhoea male	gonorrhoea any site		urethral or rectal discharge with gram-negative intracellular diplococci demonstrated in a patient after a contact with a proven case, or Neisseria gonorrhoea cultured	urethritis U72; urethral discharge Y03		Y71	2
Y72	Sukuelinherpes, miehen	Sukuelinherpes, miehen	Sukuelinherpes, miehen	Genital herpes male	A60.0,A60.1,A60.9	A60.0; A60.1; A60.9	A60.0	Y	1	Infektiot			7 Taudit ja sairaudet	pieniä nesterakkuloita, joiden ulkonäkö ja sijainti tyypillinen ja jotka kehittyvät kivuliaiksi haavaumiksi ja ruviksi	T	herpes sukuelimissä tai peräaukossa./miehen sukuelinherpes		Infektioner	Y72	Genital herpes male	anogenital herpes		small vesicles with characteristic appearance and location which evolve to painful ulcers and scabs			Y72	2
Y73	Eturauhastulehdus/siemenrakkulatulehdus	Eturauhastulehdus/siemenrakkulatulehdus	Eturauhastulehdus/siemenrakkulatulehdus	Prostatitis/seminal vesiculitis	A59.0,N41.0,N41.1,N41.2,N41.3,N41.8,N41.9,N49.1	A59.0; N41.0; N41.1; N41.2; N41.3; N41.8; N41.9; N49.0	N41.9	Y	1	Infektiot			7 Taudit ja sairaudet	eturauhasen/siemenrakkuloiden arkuus sekä tulehdukseen viittaava virtsakoe	T			Infektioner	Y73	Prostatitis/seminal vesiculitis			tenderness of prostate/seminal vesicles to palpation, and indications of inflammation in urine test			Y73	2
Y74	Kivestulehdus/lisäkivestulehdus	Kivestulehdus/lisäkivestulehdus	Kivestulehdus/lisäkivestulehdus	Orchitis/epididymitis	A56.1,N45.0,N45.9	A56.1; N45.0; N45.9	N45.9	Y	1	Infektiot	Kiveksen/kivespussin oire/vaiva Y05		7 Taudit ja sairaudet	kiveksen/lisäkiveksen turvotus ja arkuus - ilman muuta spesifiä syytä (sikotauti, tippuri, tuberkuloosi, vamma tai kiertymä)	T		tuberkuloosi A70./ sikotauti D71./ tippurin aiheuttama lisäkivestulehdus Y71./ kiveksen kiertymä Y99	Infektioner	Y74	Orchitis/epididymitis		tuberculosis A70; mumps D71; gonococcal orchitis Y71; torsion of testis Y99	both swelling and tenderness of testis/epididymis, and absence of a specific aetiology (mumps, gonococcal, tuberculosis, trauma, or torsion)	symptom of testis Y05		Y74	2
Y75	Esinahan tulehdus	Esinahan tulehdus	Esinahan tulehdus	Balanitis	B37.4,B37.4+N37.0,B37.4+N51.2,N37.0*B37.4,N48.1,N51.2*B37.4	B37.4; N48.1	N48.1	Y	1	Infektiot			7 Taudit ja sairaudet	merkkejä esinahan/terskan tulehduksesta	T	terskan hiiva	syyhy S72./ kuppa miehellä Y70./ tippuri miehellä Y71./ sukuelinherpes miehellä Y72	Infektioner	Y75	Balanitis	candidiasis glans penis	scabies S72; male syphilis Y70; male gonorrhea Y71; male genital herpes Y72	signs of inflammation of the prepuce/glans penis			Y75	2
Y76	Visvasyylä, miehen	Visvasyylä, miehen	Visvasyylä, miehen	Condylomata acuminata male	A63.0	A63.0	A63.0	Y	1	Infektiot			7 Taudit ja sairaudet	tyypillisen näköinen muutos tai kudosnäyte	T	miehen HPV-tulehdus./sukuelinsyylät		Infektioner	Y76	Condylomata acuminata male	human papilloma virus infection; venereal warts		characteristic appearance of lesions, or characteristic histological appearance			Y76	2
Y77	Pahanlaatuinen kasvain, eturauhasen	Pahanlaatuinen kasvain, eturauhasen	Pahanlaatuinen kasvain, eturauhasen	Malignant neoplasm prostate	C61	C61	C61	Y	1	Kasvaimet	Hyvänlaatuinen/muu kasvain, miehen sukuelinten Y79		7 Taudit ja sairaudet	tyypillinen kudosnäyte	T			Tumörer	Y77	Malignant neoplasm prostate			characteristic histological appearance	benign/unspecified neoplasm male genital Y79		Y77	2
Y78	Pahanlaatuinen kasvain, miehen sukuelinten,  muu	Pahanlaatuinen kasvain, miehen sukuelinten,  muu	Pahanlaatuinen kasvain, miehen sukuelinten,  muu	Malign neopl male genital other	C50.0,C50.00&,C50.01&,C50.02&,C50.09&,C50.1,C50.10&,C50.11&,C50.12&,C50.19&,C50.2,C50.20&,C50.21&,C50.22&,C50.29&,C50.3,C50.30&,C50.31&,C50.32&,C50.39&,C50.4,C50.40&,C50.41&,C50.42&,C50.49&,C50.5,C50.50&,C50.51&,C50.52&,C50.59&,C50.6,C50.60&,C50.61&,C50.62&,C50.69&,C50.8,C50.80&,C50.81&,C50.82&,C50.89&,C50.9,C50.90&,C50.91&,C50.92&,C50.93&,C50.99&,C60.0&,C60.1&,C60.2&,C60.8&,C60.9&,C62.0,C62.00&,C62.01&,C62.02&,C62.09&,C62.1,C62.10&,C62.11&,C62.12&,C62.19&,C62.9,C62.90&,C62.91&,C62.92&,C62.99&,C63.0&,C63.1&,C63.2&,C63.7&,C63.8&,C63.9&	C50.0; C50.1; C50.2; C50.3; C50.4; C50.5; C50.6; C50.8; C50.9; C60.0; C60.1; C60.2; C60.8; C60.9; C62.0; C62.1; C62.9; C63.0; C63.1; C63.2; C63.7; C63.8; C63.9	C63.9&	Y	1	Kasvaimet	Hyvänlaatuinen/määrittämätön kasvain, miehen sukuelinten Y79		7 Taudit ja sairaudet	tyypillinen kudosnäyte	T	kivessyöpä/itusolukasvain./miehen rintasyöpä		Tumörer	Y78	Malignant neoplasm male genital other	carcinoma breast; carcinoma testis/seminoma		characteristic histological appearance	benign/unspecified neoplasm male genital Y79		Y78	2
Y79	Hyvänlaat./muu kasvain, miehen sukuelint.	Hyvänlaat./muu kasvain, miehen sukuelint.	Hyvänlaatuinen/muu kasvain, miehen sukuelinten	Benign/unspecif neopl male genital	D05.0&,D05.1&,D05.7&,D05.9&,D07.4&,D07.5&,D07.6&,D24&,D29.0&,D29.1&,D29.2&,D29.3&,D29.4&,D29.7&,D29.9&,D40.0&,D40.1&,D40.7&,D40.9&,D48.6&	D05.0; D05.1; D05.7; D05.9; D07.4; D07.5; D07.6; D24; D29.0; D29.1; D29.2; D29.3; D29.4; D29.7; D29.9; D40.0; D40.1; D40.7; D40.9; D48.6; N42.3	D29.9&	Y	1	Kasvaimet			7 Taudit ja sairaudet		T	miehen rinnan hyvänlaatuinen kasvain./miehen sukuelinten ei hyvän- /pahanlaatuiseksi luokiteltu kasvain,kun kudosnäytettä ei ole käytettävissä./miehen sukuelinten fibrooma./miehen sukuelinten hyvänlaatuinen kasvain	eturauhasen liikakakasvu Y85	Tumörer	Y79	Benign/unspecified neoplasm male genital	benign genital neoplasm; benign neoplasm male breast; carcinoma-in-situ; fibroma; genital neoplasm not specified as benign or malignant/when histology is not available	benign prostatic hypertrophy Y85				Y79	2
Y80	Sukuelinvamma, miehen	Sukuelinvamma, miehen	Sukuelinvamma, miehen	Injury male genital	S30.2,S31.2,S31.3,S31.5,S38.0,S38.2,T28.3,T28.8,Z41.2	S30.2; S31.2; S31.3; S31.5; S38.0; S38.2; T28.3; T28.8; Z41.2	S30.2	Y	1	Vammat			7 Taudit ja sairaudet		T	miehen ympärileikkaus		Skador	Y80	Injury male genital						Y80	2
Y81	Ahdas/liiallinen esinahka	Ahdas/liiallinen esinahka	Ahdas/liiallinen esinahka	Phimosis/redundant prepuce	N47	N47	N47	Y	1	Synnynnäiset epämuodostumat			7 Taudit ja sairaudet	Liiallinen esinahka: pitkä esinahka, joka ei liu'u terskan yli	T	esinahan kurouma		Medfödda misbildningar	Y81	Phimosis/redundant prepuce	paraphimosis		1) for redundant prepuce: excessive length of prepuce, with inability to retract over the glans penis. 2) for phimosis: tightness of the prepuce which prevents retraction over the glans penis			Y81	2
Y82	Siittimen alahalkio	Siittimen alahalkio	Siittimen alahalkio	Hypospadias	Q54.0,Q54.1,Q54.2,Q54.3,Q54.4,Q54.8,Q54.9	Q54.0; Q54.1; Q54.2; Q54.3; Q54.4; Q54.8; Q54.9	Q54.9	Y	1	Synnynnäiset epämuodostumat			7 Taudit ja sairaudet		T			Medfödda misbildningar	Y82	Hypospadias						Y82	2
Y83	Kiveksen laskeutumattomuus/piilokiveksisyys	Kiveksen laskeutumattomuus/piilokiveksisyys	Kiveksen laskeutumattomuus/piilokiveksisyys	Undescended testicle	Q53.0,Q53.1,Q53.2,Q53.9	Q53.0; Q53.1; Q53.2; Q53.9	Q53.9	Y	1	Synnynnäiset epämuodostumat			7 Taudit ja sairaudet	kivestä ei ole koskaan havaittu kivespussissa eikä sitä voida vetää kivespussiin	T	piilokiveksisyys	kutistunut kives Y84	Medfödda misbildningar	Y83	Undescended testicle	cryptorchidism	retractile testis Y84	the testicle has never been observed in the scrotum, and the testicle cannot be manipulated into the scrotum			Y83	2
Y84	Synnynnäinen epämuodostuma, miehen sukuelinten muu	Synnynnäinen epämuodostuma, miehen sukuelinten muu	Synnynnäinen epämuodostuma, miehen sukuelinten muu	Congenital genital anom male other	Q55.00,Q55.01,Q55.1,Q55.20,Q55.28,Q55.3,Q55.4,Q55.5,Q55.6,Q55.8,Q55.9,Q56.0,Q56.1,Q56.2,Q56.3,Q56.4,Q83.0,Q83.1,Q83.2,Q83.3,Q83.8,Q83.9	Q55.0; Q55.1; Q55.2; Q55.3; Q55.4; Q55.5; Q55.6; Q55.8; Q55.9; Q56.0; Q56.1; Q56.2; Q56.3; Q56.4; Q83.0; Q83.1; Q83.2; Q83.3; Q83.8; Q83.9	Q55.9	Y	1	Synnynnäiset epämuodostumat			7 Taudit ja sairaudet		T	kaksineuvoisuus./kutistunut kives		Medfödda misbildningar	Y84	Congenital genital anomaly male other	hermaphroditism; retractile testis					Y84	2
Y85	Eturauhasen liikakasvu, hyvänlaatuinen	Eturauhasen liikakasvu, hyvänlaatuinen	Eturauhasen liikakasvu, hyvänlaatuinen	Benign prostatic hypertrophy	N40	N40	N40	Y	1	Muut sairaudet	Kipu virtsatessa U01,  Tihentynyt virtsaamistarve U02,  Virtsankarkailu U03, Virtsaamisonlgema, muu U04, Verivirtsaisuus U05,  Virtsaumpi U08		7 Taudit ja sairaudet	tunnustelemalla/virtsarakontähystyksellä/kuvantamisella todettu suurentunut, pehmeä, kiinteä eturauhanen ilman eturauhassyöpää	T	eturauhasen keskilohkon suurenema./eturauhasen liikakasvu./eturauhasperäinen ahtauma./suurentunut eturauhanen		Andra sjukdomar/diagnoser	Y85	Benign prostatic hypertrophy	hyperplasia of prostate; median bar of prostate; prostatic obstruction; prostatomegaly		enlarged, smooth, firm prostate demonstrated by palpation/cystoscopy/imaging, with no evidence of prostatic carcinoma	symptom/complaint about urination U01; symptom/complaint about urination U02; symptom/complaint about urination U03; symptom/complaint about urination U04; symptom/complaint about urination U05; retention of urine U08		Y85	2
Y86	Hydroseele	Hydroseele	Hydroseele	Hydrocoele	N43.0,N43.1,N43.2,N43.3	N43.0; N43.1; N43.2; N43.3	N43.3	Y	1	Muut sairaudet	Kiveksen/kivespussin oire/vaiva Y05		7 Taudit ja sairaudet	(1) kivestä tai siemennuoraa ympäröivä, aristamaton, läpikuultava hyllyvä turvotus tai (2) kuvantamislöydös	T	vesikives		Andra sjukdomar/diagnoser	Y86	Hydrocoele			non-tender fluctuant swelling surrounding testis or spermatic cord with transillumination of the swelling or imaging evidence	symptom/complaint of scrotum/testis other Y05		Y86	2
Y99	Muu sukuelinten sairaus, miehen	Muu sukuelinten sairaus, miehen	Muu sukuelinten sairaus, miehen	Genital disease male other	A06.8+N51.2,A18.1+N51.0,A18.1+N51.1,A18.1+N51.8,A54.2+N51.0,A54.2+N51.1,A55,A56.1,A56.1+N51.0,A56.1+N51.1,A56.3,A56.4,A56.8,A57,A58,A59.0+N51.0,A60.0+N51.8,A63.8,B26.0+N51.1,B37.4+N51.2,B74.9+N51.8,N42.0,N42.1,N42.2,N42.8,N42.9,N43.4,N44,N48.0,N48.2,N48.5,N48.6,N48.8,N49.2,N49.8,N49.9,N50.0,N50.1,N50.8,N50.9,N51.0*,N51.0*A18.1,N51.0*A54.2,N51.0*A56.1,N51.0*A59.0,N51.1*,N51.1*A18.1,N51.1*A54.2,N51.1*A56.1,N51.1*B26.0,N51.2*,N51.2*A06.8,N51.2*B37.4,N51.8*,N51.8*A18.1,N51.8*A60.0,N51.8*B74.9,N64.8,N64.9,Z90.7	A55; A56.1; A56.3; A56.4; A56.8; A57; A58; A63.8; N42.0; N42.1; N42.2; N42.8; N42.9; N43.4; N44; N64.9; N48.0; N48.2; N48.5; N48.6; N48.8; N48.9; N49.1; N49.2; N49.8; N49.9; N50.0; N50.1; N50.8; N50.9; N51.0; N51.1; N51.2; N51.8; N64.8; Z90.7	N50.9	Y	1	Muut sairaudet			7 Taudit ja sairaudet		T	kiveksen kiertymä./lisäkiveksen rakkula./miehen rintarauhasen sairaus./siemenkohju	sukupuolitauti määrittämätön A78./ miehen rintojen suureneminen Y16./ rintasyöpä miehellä Y78	Andra sjukdomar/diagnoser	Y99	Genital disease male other	epididymal cyst; other disease of male breast; spermatocoele; torsion of the testis	sexually transmitted disease NOS A78; gynaecomastia Y16; carcinoma male breast Y78				Y99	2
Z	Sosiaaliset ongelmat	Sosiaaliset ongelmat	Sosiaaliset ongelmat	Social Problems					0						F				Z	Social Problems						Z	2
Z01	Köyhyys/taloudellinen ongelma	Köyhyys/taloudellinen ongelma	Köyhyys/taloudellinen ongelma	Poverty/financial problem	Z59.5,Z59.6,Z59.7,Z59.8,Z59.9	Z59.5; Z59.6; Z59.7; Z59.8; Z59.9	Z59.5	Z	1			Ongelman luokittelu elinolosuhteisiin liittyväksi edellyttää, että  potilas ilmaisee huolensa asiasta ja pitää sitä ongelmana sekä toivoo apua. Potilaat voivat pitää elinolosuhteitaan ongelmana riippumatta siitä, millaisena ulkopuolinen asian näkee / millainen tilanne objektiivisesti arvioituna on. Kyseisten ongelmien luokitteleminen edellyttää sekä elinolojen erilaisuuden että yksilöllisten tulkintojen ymmärtämistä.	1 Oireet ja vaivat		T				Z01	Poverty/financial problem					Problems with living conditions essentially require the patient's expression of concern about them, with agreement about the existence of the problem and desire for help. Whatever the objective living conditions, patients can consider these as a problem. Labelling these problems requires acknowledgement of absolute differences in living conditions, as well as the individual's perception.	Z01	2
Z02	Ruokaan/veteen liittyvä ongelma	Ruokaan/veteen liittyvä ongelma	Ruokaan/veteen liittyvä ongelma	Food/water problem	Z58.6,Z59.4	Z58.6; Z59.4	Z58.6	Z	1			Ongelman luokittelu elinolosuhteisiin liittyväksi edellyttää, että  potilas ilmaisee huolensa asiasta ja pitää sitä ongelmana sekä toivoo apua. Potilaat voivat pitää elinolosuhteitaan ongelmana riippumatta siitä, millaisena ulkopuolinen asian näkee / millainen tilanne objektiivisesti arvioituna on. Kyseisten ongelmien luokitteleminen edellyttää sekä elinolojen erilaisuuden että yksilöllisten tulkintojen ymmärtämistä.	1 Oireet ja vaivat		T				Z02	Food/water problem					Problems with living conditions essentially require the patient's expression of concern about them, with agreement about the existence of the problem and desire for help. Whatever the objective living conditions, patients can consider these as a problem. Labelling these problems requires acknowledgement of absolute differences in living conditions, as well as the individual's perception.	Z02	2
Z03	Asumiseen/naapurustoon liittyvä ongelma	Asumiseen/naapurustoon liittyvä ongelma	Asumiseen/naapurustoon liittyvä ongelma	Housing/neighbourhood problem	Z59.0,Z59.1,Z59.2,Z59.3,Z59.8,Z59.9	Z59.0; Z59.1; Z59.2; Z59.3; Z59.8; Z59.9	Z59.2	Z	1			Ongelman luokittelu elinolosuhteisiin liittyväksi edellyttää, että  potilas ilmaisee huolensa asiasta ja pitää sitä ongelmana sekä toivoo apua. Potilaat voivat pitää elinolosuhteitaan ongelmana riippumatta siitä, millaisena ulkopuolinen asian näkee / millainen tilanne objektiivisesti arvioituna on. Kyseisten ongelmien luokitteleminen edellyttää sekä elinolojen erilaisuuden että yksilöllisten tulkintojen ymmärtämistä.	1 Oireet ja vaivat		T				Z03	Housing/neighbourhood problem					Problems with living conditions essentially require the patient's expression of concern about them, with agreement about the existence of the problem and desire for help. Whatever the objective living conditions, patients can consider these as a problem. Labelling these problems requires acknowledgement of absolute differences in living conditions, as well as the individual's perception.	Z03	2
Z04	Sos. yhteisöön / kulttuuriin liittyvä ongelma	Sos. yhteisöön / kulttuuriin liittyvä ongelma	Sosiaaliseen yhteisöön / kulttuuriin liittyvä ongelma	Social cultural problem	Z60.1,Z60.2,Z60.3,Z60.4,Z60.5,Z60.8,Z60.9	Z60.1; Z60.2; Z60.3; Z60.4; Z60.5; Z60.8; Z60.9	Z60.9	Z	1			Ongelman luokittelu elinolosuhteisiin liittyväksi edellyttää, että  potilas ilmaisee huolensa asiasta ja pitää sitä ongelmana sekä toivoo apua. Potilaat voivat pitää elinolosuhteitaan ongelmana riippumatta siitä, millaisena ulkopuolinen asian näkee / millainen tilanne objektiivisesti arvioituna on. Kyseisten ongelmien luokitteleminen edellyttää sekä elinolojen erilaisuuden että yksilöllisten tulkintojen ymmärtämistä.	1 Oireet ja vaivat		T	avioton raskaus	ei-toivottu raskaus W79		Z04	Social cultural problem	illegitimate pregnancy	unwanted pregnancy W79			Problems with living conditions essentially require the patient's expression of concern about them, with agreement about the existence of the problem and desire for help. Whatever the objective living conditions, patients can consider these as a problem. Labelling these problems requires acknowledgement of absolute differences in living conditions, as well as the individual's perception.	Z04	2
Z05	Työhön liittyvä ongelma	Työhön liittyvä ongelma	Työhön liittyvä ongelma	Work problem	Z56.1,Z56.2,Z56.3,Z56.4,Z56.5,Z56.6,Z56.7,Z57.0,Z57.1,Z57.2,Z57.3,Z57.4,Z57.5,Z57.6,Z57.7,Z57.8,Z57.9	Z56.1; Z56.2; Z56.3; Z56.4; Z56.5; Z56.6; Z56.7; Z57.0; Z57.1; Z57.2; Z57.3; Z57.4; Z57.5; Z57.6; Z57.7; Z57.8; Z57.9	Z57.9	Z	1			Ongelman luokittelu työolosuhteisiin liittyväksi edellyttää, että  potilas ilmaisee huolensa asiasta ja pitää sitä ongelmana sekä toivoo apua. Potilaat voivat pitää työolosuhteitaan ongelmana riippumatta siitä, millaisena ulkopuolinen asian näkee / millainen tilanne objektiivisesti arvioituna on. Kyseisten ongelmien luokitteleminen edellyttää sekä työolojen erilaisuuden että yksilöllisten tulkintojen ymmärtämistä.	1 Oireet ja vaivat		T				Z05	Work problem					Problems with working conditions essentially require the patient's expression of concern about them, with agreement about the existence of the problem and desire for help. Whatever the objective working conditions, patients can consider these as a problem.  Labelling these problems requires acknowledgement of absolute differences in working conditions, as well as the individual's perception.	Z05	2
Z06	Työttömyyteen liittyvä ongelma	Työttömyyteen liittyvä ongelma	Työttömyyteen liittyvä ongelma	Unemployment problem	Z56.0	Z56.0	Z56.0	Z	1			Ongelman luokittelu työttömyyteen liittyväksi edellyttää, että  potilas ilmaisee huolensa asiasta ja pitää sitä ongelmana sekä toivoo apua. Potilaat voivat pitää työttömyyttään ongelmana riippumatta siitä, millaisena ulkopuolinen asian näkee / millainen tilanne objektiivisesti arvioituna on. Kyseisten ongelmien luokitteleminen edellyttää sekä työttömyyteen liittyvien kysymysten että yksilöllisten tulkintojen ymmärtämistä.	1 Oireet ja vaivat		T		eläköitymisongelma P25		Z06	Unemployment problem		retirement problem P25			Problems with unemployment essentially require the patient's expression of concern about them, with agreement about the existence of the problem and desire for help. Whatever the objective nature of the unemployment, patients can consider this as a problem. Labelling these problems requires acknowledgement of absolute differences in unemployment, as well as the individual's perception.	Z06	2
Z07	Koulutukseen liittyvät ongelma	Koulutukseen liittyvät ongelma	Koulutukseen liittyvät ongelma	Education problem	Z55.0,Z55.1,Z55.2,Z55.3,Z55.4,Z55.8,Z55.9	Z55.0; Z55.1; Z55.2; Z55.3; Z55.4; Z55.8; Z55.9	Z55.9	Z	1			Ongelman luokittelu koulutukseen liittyväksi edellyttää, että  potilas ilmaisee huolensa asiasta ja pitää sitä ongelmana sekä toivoo apua. Potilaat voivat pitää koulutukseen liittyviä kysymyksiä ongelmana riippumatta siitä, millaisena ulkopuolinen asian näkee / millainen tilanne objektiivisesti arvioituna on. Kyseisten ongelmien luokitteleminen edellyttää sekä koulu-/koulutusolojen erilaisuuden että yksilöllisten tulkintojen ymmärtämistä.	1 Oireet ja vaivat		T	lukutaidottomuus			Z07	Education problem	illiteracy				Problems with education essentially require the patient's expression of concern about them, with agreement about the existence of the problem and desire for help. Whatever the objective education status, patients can consider this as a problem. Labelling these problems requires acknowledgement of absolute differences in education, as well as the individual's perception.	Z07	2
Z08	Toimeentuloon/sosiaaliturvaan liittyvä ongelma	Toimeentuloon/sosiaaliturvaan liittyvä ongelma	Toimeentuloon/sosiaaliturvaan liittyvä ongelma	Social welfare problem	Z59.7	Z59.7	Z59.7	Z	1			Ongelman luokittelu toimeentuloon/sosiaaliturvaan liittyväksi edellyttää, että  potilas ilmaisee huolensa asiasta ja pitää sitä ongelmana sekä toivoo apua. Potilaat voivat pitää oikeudellisia kysymyksiä ongelmana riippumatta siitä, millaisena ulkopuolinen asian näkee / millainen tilanne objektiivisesti arvioituna on. Kyseisten ongelmien luokitteleminen edellyttää sekä toimeentuloon/sosiaaliturvaan liittyvien kysymysten erilaisuuden että yksilöllisten tulkintojen ymmärtämistä.	1 Oireet ja vaivat		T				Z08	Social welfare problem					Problems with social welfare essentially require the patient's expression of concern about them, with agreement about the existence of the problem and desire for help. Whatever the objective social welfare situation, patients can consider this as a problem. Labelling these problems requires acknowledgement of absolute differences in social welfare, as well as the individual's perception.	Z08	2
Z09	Oikeudellinen ongelma	Oikeudellinen ongelma	Oikeudellinen ongelma	Legal problem	Z65.0,Z65.1,Z65.2,Z65.3	Z65.0; Z65.1; Z65.2; Z65.3	Z65.3	Z	1			Ongelman luokittelu oikeudellisiin kysymyksiin liittyväksi edellyttää, että  potilas ilmaisee huolensa asiasta ja pitää sitä ongelmana sekä toivoo apua. Potilaat voivat pitää oikeudellisia kysymyksiä ongelmana riippumatta siitä, millaisena ulkopuolinen asian näkee / millainen tilanne objektiivisesti arvioituna on. Kyseisten ongelmien luokitteleminen edellyttää sekä oikeudellisten kysymysten erilaisuuden että yksilöllisten tulkintojen ymmärtämistä.	1 Oireet ja vaivat		T				Z09	Legal problem					Problems with legal issues essentially require the patient's expression of concern about them, with agreement about the existence of the problem and desire for help. Whatever the objective legal issues, patients can consider these as a problem. Labelling these problems requires acknowledgement of absolute differences in legal issues as well as the individual's perception.	Z09	2
Z10	Terveydenhuoltojärjestelmään  liittyvä ongelma	Terveydenhuoltojärjestelmään  liittyvä ongelma	Terveydenhuoltojärjestelmään  liittyvä ongelma	Health care system problem	Z64.4,Z75.0,Z75.1,Z75.2,Z75.3,Z75.4,Z75.5,Z75.8,Z75.9	Z64.4; Z75.0; Z75.1; Z75.2; Z75.3; Z75.4; Z75.5; Z75.8; Z75.9	Z75.9	Z	1			Ongelman luokittelu terveydenhuoltojärjestelmään liittyväksi edellyttää, että  potilas ilmaisee huolensa asiasta ja pitää sitä ongelmana sekä toivoo apua. Potilaat voivat pitää oikeudellisia kysymyksiä ongelmana riippumatta siitä, millaisena ulkopuolinen asian näkee / millainen tilanne objektiivisesti arvioituna on. Kyseisten ongelmien luokitteleminen edellyttää sekä terveydenhuoltojärjestelmään liittyvien kysymysten että yksilöllisten tulkintojen ymmärtämistä.	1 Oireet ja vaivat		T				Z10	Health care system problem					Problems with the health care system essentially require the patient's expression of concern about them, with agreement about the existence of the problem and desire for help. Whatever the objective health care system, patients can consider this as a problem. Labelling these problems requires acknowledgement of absolute differences in the health care system as well as the individual's perception.	Z10	2
Z11	Hoitomyönteisyyteen/sairastamiseen liitt. ongelma	Hoitomyönteisyyteen/sairastamiseen liitt. ongelma	Hoitomyönteisyyteen/sairastamiseen liittyvä ongelma	Compliance/being ill problem	Z75.0,Z75.1,Z75.2,Z75.3,Z75.4,Z75.5,Z75.8,Z75.9	Z75.0; Z75.1; Z75.2; Z75.3; Z75.4; Z75.5; Z75.8; Z75.9	Z75.9	Z	1			Sosiaalisten ongelmien luokittelu sairastamiseen liittyväksi edellyttää, että  potilas ilmaisee huolensa asiasta ja pitää sitä ongelmana sekä toivoo apua.	1 Oireet ja vaivat		T	heikko hoitomyöntyvyys			Z11	Compliance/being ill problem	poor compliance				The diagnosis of social problems arising due to being ill requires the patient's agreement on the existence of the problem and desire for help.	Z11	2
