code,name_fi,name_en,ICPC_version,main_icd10fi
R50,"Hengityselimet, Lääkitys/lääkemääräys/uusinta/injektio","Respiratory, Medication/prescr/renewal",ICPC2,NA
R51,"Hengityselimet, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto","Respiratory, I&d/flush/aspiration",ICPC2,NA
R52,"Hengityselimet, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto","Respiratory, Exc/remov/biopsy/destruc/debrid/caut",ICPC2,NA
R53,"Hengityselimet, Katetrointi/intubointi/laajentaminen","Respiratory, Instrument/catheter/intubate/dilate",ICPC2,NA
R54,"Hengityselimet, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)","Respiratory, Repair/fix-suture/cast/prosth device",ICPC2,NA
R55,"Hengityselimet, Paikallinen lääkeaineinjektio","Respiratory, Local injection/infiltration",ICPC2,NA
R56,"Hengityselimet, Sidos/kompressi/tamponointi","Respiratory, Dressing/pressure/compress/tamponade",ICPC2,NA
R57,"Hengityselimet, Fysikaalinen hoito /kuntoutus","Respiratory, Physical medicine/rehabilitation",ICPC2,NA
R58,"Hengityselimet, Terapeuttinen neuvonta/kuuntelu","Respiratory, Therapeutic counselling/listening",ICPC2,NA
R59,"Hengityselimet, Muu hoitotoimenpide/muualla luokittelematon pikkukirurgia","Respiratory, Other therap proced/minor surg NEC",ICPC2,NA
R60,"Hengityselimet, Tutkimustulosten kuuleminen","Respiratory, Result test/procedure",ICPC2,NA
R61,"Hengityselimet, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta","Respiratory, Result examination/test/record/letter from other provider",ICPC2,NA
R62,"Hengityselimet, Hallinnollinen toimenpide","Respiratory, Administrative procedure",ICPC2,NA
R63,"Hengityselimet, Muu seurantakäynti","Respiratory, Follow-up encounter unspecified",ICPC2,NA
R64,"Hengityselimet, Hoidonantajan käynnistämä tapahtuma","Respiratory, Encounter/prob initiated by provider",ICPC2,NA
R65,"Hengityselimet, Muun henkilön käynnistämä tapahtuma","Respiratory, Enc/prob init by other than pt/prov",ICPC2,NA
R66,"Hengityselimet, Lähete muulle perusterveydenhuollon ammattihenkilölle","Respiratory, Referral to non-MD provider",ICPC2,NA
R67,"Hengityselimet, Lähete erikoislääkärille/sairaalaan","Respiratory, Referral to physician/hospital",ICPC2,NA
R68,"Hengityselimet, Muu lähete","Respiratory, Other referral NEC",ICPC2,NA
R69,"Hengityselimet, Muu käynnin syy","Respiratory, Other reason for encounter NEC",ICPC2,NA
R71,Hinkuyskä,Whooping cough,ICPC2,A37.9
R72,Streptokokkitonsilliitti,Strep throat,ICPC2,J03.0
R73,Nenän äkämä/paise,Boil/abscess nose,ICPC2,J34.0
R74,"Ylähengitystieinfektio, akuutti",Upper respiratory infection acute,ICPC2,J06.9
R75,"Nenän sivuontelotulehdus, akuutti/krooninen",Sinusitis acute/chronic,ICPC2,J01.9
R76,"Nielurisatulehdus, akuutti",Tonsillitis acute,ICPC2,J03.9
R77,"Kurkunpään/henkitorven tulehdus, akuutti",Laryngitis/tracheitis acute,ICPC2,J04.2
R78,"Keuhkoputkentulehdus/bronkioliitti, akuutti",Acute bronchitis/bronchiolitis,ICPC2,J20.9
R79,"Keuhkoputkentulehdus, krooninen",Chronic bronchitis,ICPC2,J42
R80,Influenssa,Influenza,ICPC2,J10.1
R81,Keuhkokuume,Pneumonia,ICPC2,J18.9
R82,Keuhkopussintulehdus / nestekertymä keuhkopussissa,Pleurisy/pleural effusion,ICPC2,J90
R83,"Hengitystieinfektio, muu",Respiratory infection other,ICPC2,A36.9
R84,"Pahanlaatuinen kasvain, keuhkojen/keuhkoputken",Malignant neoplasm bronchus/lung,ICPC2,C34.99&
R85,"Pahanlaatuinen kasvain, hengityselinten, muu",Malignant neopl respiratory other,ICPC2,C39.9&
R86,"Hyvänlaatuinen kasvain, hengityselinten",Benign neoplasm respiratory,ICPC2,D14.4&
R87,Vierasesine nenässä/kurkunpäässä/keuhkoputkissa,Foreign body nose/larynx/bronchus,ICPC2,T17.9
R88,"Hengityselinten vamma, muu",Injury respiratory other,ICPC2,S27.8
R89,"Synnynnäinen epämuodostuma, hengityselinten",Congenital anomaly respiratory,ICPC2,Q34.9
R90,Nielurisojen/kitarisojen liikakasvu,Hypertrophy tonsils/adenoids,ICPC2,J35.9
R92,"Hengityselinten kasvain, määrittämätön",Neoplasm respiratory unspecified,ICPC2,D38.6&
R95,Keuhkoahtaumatauti,Chron obstructive pulmonary disease,ICPC2,J43.9
R96,Astma,Asthma,ICPC2,J45.9
R97,Allerginen nuha,Allergic rhinitis,ICPC2,J30.4
R98,Hyperventilaatio,Hyperventilation syndrome,ICPC2,R06.4
R99,Muu hengityselinten sairaus,Respiratory disease other,ICPC2,J98.9
S,Iho,Skin,ICPC2,NA
S01,Ihon kipu/arkuus,Pain/tenderness of skin,ICPC2,R20.8
S02,Kutina,Pruritus,ICPC2,L29.9
S03,Syylät,Warts,ICPC2,B07.9
S04,"Kyhmy/patti, paikallinen",Lump/swelling localized,ICPC2,R22.9
S05,"Kyhmyt/patit, yleistyneet",Lumps/swellings generalized,ICPC2,R22.7
S06,"Punoitus, paikallinen",Rash localized,ICPC2,R21
S07,"Punoitus, yleinen",Rash generalized,ICPC2,R21
S08,"Ihon värin muutos, muu",Skin colour change,ICPC2,L81.1
S09,Tulehtunut sormi/varvas,Infected finger/toe,ICPC2,L03.0
S10,Paise,Boil/carbuncle,ICPC2,L02.9
S11,Ihotulehdus vamman jälkeen,Skin infection post-traumatic,ICPC2,T79.3
S12,Hyönteisen purema/pisto,Insect bite/sting,ICPC2,T14.0
S13,Eläimen/ihmisen purema,Animal/human bite,ICPC2,T14.1
S14,Palovamma,Burn/scald,ICPC2,T30.0
S15,Vierasesine ihossa,Foreign body in skin,ICPC2,T14.0
S16,Mustelma/ruhje,Bruise/contusion,ICPC2,T14.0
S17,Hiertymä/naarmu/rakkula,Abrasion/scratch/blister,ICPC2,T14.0
S18,Haava/laseraatio,Laceration/cut,ICPC2,T14.1
S19,"Ihon vamma, muu",Skin injury other,ICPC2,T14.0
S20,Sarveistuma/kovettuma,Corn/callosity,ICPC2,L84
S21,Ihon rakenteen oire/vaiva,Skin texture symptom/complaint,ICPC2,R23.4
S22,Kynnen oire/vaiva,Nail symptom/complaint,ICPC2,L60.9
S23,Kaljuus / hiustenlähtö,Hair loss/baldness,ICPC2,L64.9
S24,"Päänahan/hiusten oire/vaiva, muu",Hair/scalp symptom/complaint other,ICPC2,L67.9
S26,Huoli/pelko ihosyövästä,Fear of cancer of skin,ICPC2,Z71.1
S27,Huoli/pelko muusta ihosairaudesta,Fear of skin disease other,ICPC2,Z71.1
S28,"Toiminnanvajaus, ihon",Limited function/disability (S),ICPC2,Z73.6
S29,Muu ihon oire/vaiva,Skin symptom/complaint other,ICPC2,R23.8
S30,"Iho, Laaja terveydentilan arviointi/tarkastus","Skin, Medical examin/health eval complete",ICPC2,NA
S31,"Iho, Suppea terveydentilan arviointi/tarkastus","Skin, Medical examin/health eval partial",ICPC2,NA
S32,"Iho, Allergiatutkimus","Skin, Sensitivity test",ICPC2,NA
S33,"Iho, Mikrobiologinen/immunologinen koe","Skin, Microbiological/immunological test",ICPC2,NA
S34,"Iho, Veritutkimus","Skin, Blood test",ICPC2,NA
S35,"Iho, Virtsatutkimus","Skin, Urine test",ICPC2,NA
S36,"Iho, Ulostetutkimus","Skin, Faeces test",ICPC2,NA
S37,"Iho, Histologinen/sytologinen tutkimus","Skin, Histological/exfoliative cytology",ICPC2,NA
S38,"Iho, Muu laboratoriotutkimus","Skin, Other laboratory test NEC",ICPC2,NA
S39,"Iho, Kliininen toimintakoe","Skin, Physical function test",ICPC2,NA
S40,"Iho, Diagnostinen endoskopia","Skin, Diagnostic endoscopy",ICPC2,NA
S41,"Iho, Diagnostinen kuvantaminen","Skin, Diagnostic radiology/imaging",ICPC2,NA
S42,"Iho, Elektrofysiologinen tutkimus","Skin, Electrical tracing",ICPC2,NA
S43,"Iho, Muu tutkimustoimenpide","Skin, Other diagnostic procedure",ICPC2,NA
S44,"Iho, Rokotus / ennaltaehkäisevä lääkitys","Skin, Preventive immunization/medic",ICPC2,NA
S45,"Iho, Seuranta/terveysneuvonta/ruokavalioneuvonta","Skin, Observ/health educat/advice/diet",ICPC2,NA
S46,"Iho, Perusterveydenhuollon asiantuntijan konsultaatio","Skin, Consultation primary care provider",ICPC2,NA
S47,"Iho, Erikoislääkärin konsultaatio","Skin, Consultation with specialist",ICPC2,NA
S48,"Iho, Potilaan tarpeiden/tulosyyn selvittäminen","Skin, Clarification/discussion RFE/demand",ICPC2,NA
S49,"Iho, Muu ennaltaehkäisevä toimenpide","Skin, Other preventive procedure",ICPC2,NA
S50,"Iho, Lääkitys/lääkemääräys/uusinta/injektio","Skin, Medication/prescr/renewal",ICPC2,NA
S51,"Iho, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto","Skin, I&d/flush/aspiration",ICPC2,NA
S52,"Iho, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto","Skin, Exc/remov/biopsy/destruc/debrid/caut",ICPC2,NA
S53,"Iho, Katetrointi/intubointi/laajentaminen","Skin, Instrument/catheter/intubate/dilate",ICPC2,NA
S54,"Iho, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)","Skin, Repair/fix-suture/cast/prosth device",ICPC2,NA
S55,"Iho, Paikallinen lääkeaineinjektio","Skin, Local injection/infiltration",ICPC2,NA
S56,"Iho, Sidos/kompressi/tamponointi","Skin, Dressing/pressure/compress/tamponade",ICPC2,NA
S57,"Iho, Fysikaalinen hoito /kuntoutus","Skin, Physical medicine/rehabilitation",ICPC2,NA
S58,"Iho, Terapeuttinen neuvonta/kuuntelu","Skin, Therapeutic counselling/listening",ICPC2,NA
S59,"Iho, Muu hoitotoimenpide/muualla luokittelematon pikkukirurgia","Skin, Other therap proced/minor surg NEC",ICPC2,NA
S60,"Iho, Tutkimustulosten kuuleminen","Skin, Result test/procedure",ICPC2,NA
S61,"Iho, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta","Skin, Result examination/test/record/letter from other provider",ICPC2,NA
S62,"Iho, Hallinnollinen toimenpide","Skin, Administrative procedure",ICPC2,NA
S63,"Iho, Muu seurantakäynti","Skin, Follow-up encounter unspecified",ICPC2,NA
S64,"Iho, Hoidonantajan käynnistämä tapahtuma","Skin, Encounter/prob initiated by provider",ICPC2,NA
S65,"Iho, Muun henkilön käynnistämä tapahtuma","Skin, Enc/prob init by other than pt/prov",ICPC2,NA
S66,"Iho, Lähete muulle perusterveydenhuollon ammattihenkilölle","Skin, Referral to non-MD provider",ICPC2,NA
S67,"Iho, Lähete erikoislääkärille/sairaalaan","Skin, Referral to physician/hospital",ICPC2,NA
S68,"Iho, Muu lähete","Skin, Other referral NEC",ICPC2,NA
S69,"Iho, Muu käynnin syy","Skin, Other reason for encounter NEC",ICPC2,NA
S70,Vyöruusu,Herpes zoster,ICPC2,B02.9
S71,Herpes simplex,Herpes simplex,ICPC2,B00.10
S72,Syyhy / muu punkkitauti,Scabies/other acariasis,ICPC2,B86
S73,Täi- / muu ihosyöpäläistartunta,Pediculosis/skin infestation other,ICPC2,B88.9
S74,Sieni-ihottuma,Dermatophytosis,ICPC2,B35.9
S75,Hiivasieni iholla,Moniliasis/candidiasis skin,ICPC2,B37.2
S76,"Ihotulehdus, muu",Skin infection other,ICPC2,L08.9
S77,"Pahanlaatuinen kasvain, ihon",Malignant neoplasm of skin,ICPC2,C44.99
S78,Rasvakasvain,Lipoma,ICPC2,D17.9&
S79,"Hyvänlaatuinen/määrittämätön kasvain, ihon, muu",Neoplasm skin benign/unspecified,ICPC2,D23.9&
S80,Auringonpolttama / auringon aiheuttama sarveistuma,Solar keratosis/sunburn,ICPC2,L55.9
S81,Verisuonikasvain/imusuonikasvain,Haemangioma/lymphangioma,ICPC2,D18.0&
S82,Luomi,Naevus/mole,ICPC2,D22.9&
S83,"Synnynnäinen poikkeavuus, ihon, muu",Congenital skin anomaly other,ICPC2,Q82.9
S84,Märkärupi,Impetigo,ICPC2,L01.0
S85,Pilonidaalikysta/fisteli,Pilonidal cyst/fistula,ICPC2,L05.9
S86,Seborrooinen ihottuma,Dermatitis seborrhoeic,ICPC2,L21.9
S87,Atooppinen ihottuma/ekseema,Dermatitis/atopic eczema,ICPC2,L20.9
S88,Allerginen ihottuma / kosketusihottuma,Dermatitis contact/allergic,ICPC2,L25.9
S89,Vaippaihottuma,Diaper rash,ICPC2,L22
S90,Punatäplähilseily,Pityriasis rosea,ICPC2,L42
S91,Psoriasis,Psoriasis,ICPC2,L40.9
S92,Hikirauhasten sairaus,Sweat gland disease,ICPC2,L73.2
S93,Talirauhasen tukkeuma,Sebaceous cyst,ICPC2,L72.1
S94,Sisäänkasvanut kynsi,Ingrowing nail,ICPC2,L60.0
S95,Ontelosyylä,Molluscum contagiosum,ICPC2,B08.1
S96,Akne,Acne,ICPC2,L70.9
S97,"Ihohaavauma, krooninen",Chronic ulcer skin,ICPC2,L98.4
S98,Nokkosrokko,Urticaria,ICPC2,L50.9
S99,Muu ihon sairaus,Skin disease other,ICPC2,L98.9
T,"Aineenvaihdunta, umpieritys ja ravitsemus",Metabolic,ICPC2,NA
T01,Ylenmääräinen jano,Excessive thirst,ICPC2,R63.1
T02,Ylenmääräinen ruokahalu,Excessive appetite,ICPC2,R63.2
T03,Ruokahaluttomuus,Loss of appetite,ICPC2,R63.0
T04,"Syöttämisongelma, vauvan/lapsen",Feeding problem of infant/child,ICPC2,R63.3
T05,"Ruokailun ongelma, aikuisen",Feeding problem of adult,ICPC2,R63.3
T07,Painonnousu,Weight gain,ICPC2,R63.5
T08,Painon lasku,Weight loss,ICPC2,R63.4
T10,Kasvun viivästymä,Growth delay,ICPC2,R62.8
T11,Dehydraatio/kuivuminen,Dehydration,ICPC2,E86
T26,Huoli/pelko umpieritysrauhasten syövästä,Fear of cancer of endocrine system,ICPC2,Z71.1
T27,Huoli/pelko aineenvaihduntaan/sisäeritykseen liittyvästä muusta sairaudesta,Fear endocrine/metabol disease other,ICPC2,Z71.1
T28,"Toiminnanvajaus, aineenvaihduntaan/umpieritykseen/ravitsemukseen liittyvä",Limited function/disability (T),ICPC2,Z73.6
T29,Muu aineenvaihduntaan/umpieritykseen/ravitsemukseen liittyvä oire/vaiva,Endocr/metab/nutr sympt/compl other,ICPC2,R63.8
T30,"Aineenvaihdunta, umpieritys ja ravitsemus, Laaja terveydentilan arviointi/tarkastus","Metabolic, Medical examin/health eval complete",ICPC2,NA
T31,"Aineenvaihdunta, umpieritys ja ravitsemus, Suppea terveydentilan arviointi/tarkastus","Metabolic, Medical examin/health eval partial",ICPC2,NA
T32,"Aineenvaihdunta, umpieritys ja ravitsemus, Allergiatutkimus","Metabolic, Sensitivity test",ICPC2,NA
T33,"Aineenvaihdunta, umpieritys ja ravitsemus, Mikrobiologinen/immunologinen koe","Metabolic, Microbiological/immunological test",ICPC2,NA
T34,"Aineenvaihdunta, umpieritys ja ravitsemus, Veritutkimus","Metabolic, Blood test",ICPC2,NA
T35,"Aineenvaihdunta, umpieritys ja ravitsemus, Virtsatutkimus","Metabolic, Urine test",ICPC2,NA
T36,"Aineenvaihdunta, umpieritys ja ravitsemus, Ulostetutkimus","Metabolic, Faeces test",ICPC2,NA
T37,"Aineenvaihdunta, umpieritys ja ravitsemus, Histologinen/sytologinen tutkimus","Metabolic, Histological/exfoliative cytology",ICPC2,NA
T38,"Aineenvaihdunta, umpieritys ja ravitsemus, Muu laboratoriotutkimus","Metabolic, Other laboratory test NEC",ICPC2,NA
T39,"Aineenvaihdunta, umpieritys ja ravitsemus, Kliininen toimintakoe","Metabolic, Physical function test",ICPC2,NA
T40,"Aineenvaihdunta, umpieritys ja ravitsemus, Diagnostinen endoskopia","Metabolic, Diagnostic endoscopy",ICPC2,NA
T41,"Aineenvaihdunta, umpieritys ja ravitsemus, Diagnostinen kuvantaminen","Metabolic, Diagnostic radiology/imaging",ICPC2,NA
T42,"Aineenvaihdunta, umpieritys ja ravitsemus, Elektrofysiologinen tutkimus","Metabolic, Electrical tracing",ICPC2,NA
T43,"Aineenvaihdunta, umpieritys ja ravitsemus, Muu tutkimustoimenpide","Metabolic, Other diagnostic procedure",ICPC2,NA
T44,"Aineenvaihdunta, umpieritys ja ravitsemus, Rokotus / ennaltaehkäisevä lääkitys","Metabolic, Preventive immunization/medic",ICPC2,NA
T45,"Aineenvaihdunta, umpieritys ja ravitsemus, Seuranta/terveysneuvonta/ruokavalioneuvonta","Metabolic, Observ/health educat/advice/diet",ICPC2,NA
T46,"Aineenvaihdunta, umpieritys ja ravitsemus, Perusterveydenhuollon asiantuntijan konsultaatio","Metabolic, Consultation primary care provider",ICPC2,NA
T47,"Aineenvaihdunta, umpieritys ja ravitsemus, Erikoislääkärin konsultaatio","Metabolic, Consultation with specialist",ICPC2,NA
T48,"Aineenvaihdunta, umpieritys ja ravitsemus, Potilaan tarpeiden/tulosyyn selvittäminen","Metabolic, Clarification/discussion RFE/demand",ICPC2,NA
T49,"Aineenvaihdunta, umpieritys ja ravitsemus, Muu ennaltaehkäisevä toimenpide","Metabolic, Other preventive procedure",ICPC2,NA
T50,"Aineenvaihdunta, umpieritys ja ravitsemus, Lääkitys/lääkemääräys/uusinta/injektio","Metabolic, Medication/prescr/renewal",ICPC2,NA
T51,"Aineenvaihdunta, umpieritys ja ravitsemus, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto","Metabolic, I&d/flush/aspiration",ICPC2,NA
T52,"Aineenvaihdunta, umpieritys ja ravitsemus, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto","Metabolic, Exc/remov/biopsy/destruc/debrid/caut",ICPC2,NA
T53,"Aineenvaihdunta, umpieritys ja ravitsemus, Katetrointi/intubointi/laajentaminen","Metabolic, Instrument/catheter/intubate/dilate",ICPC2,NA
T54,"Aineenvaihdunta, umpieritys ja ravitsemus, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)","Metabolic, Repair/fix-suture/cast/prosth device",ICPC2,NA
T55,"Aineenvaihdunta, umpieritys ja ravitsemus, Paikallinen lääkeaineinjektio","Metabolic, Local injection/infiltration",ICPC2,NA
T56,"Aineenvaihdunta, umpieritys ja ravitsemus, Sidos/kompressi/tamponointi","Metabolic, Dressing/pressure/compress/tamponade",ICPC2,NA
T57,"Aineenvaihdunta, umpieritys ja ravitsemus, Fysikaalinen hoito /kuntoutus","Metabolic, Physical medicine/rehabilitation",ICPC2,NA
T58,"Aineenvaihdunta, umpieritys ja ravitsemus, Terapeuttinen neuvonta/kuuntelu","Metabolic, Therapeutic counselling/listening",ICPC2,NA
T59,"Aineenvaihdunta, umpieritys ja ravitsemus, Muu hoitotoimenpide/muualla luokittelematon pikkukirurgia","Metabolic, Other therap proced/minor surg NEC",ICPC2,NA
T60,"Aineenvaihdunta, umpieritys ja ravitsemus, Tutkimustulosten kuuleminen","Metabolic, Result test/procedure",ICPC2,NA
T61,"Aineenvaihdunta, umpieritys ja ravitsemus, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta","Metabolic, Result examination/test/record/letter from other provider",ICPC2,NA
T62,"Aineenvaihdunta, umpieritys ja ravitsemus, Hallinnollinen toimenpide","Metabolic, Administrative procedure",ICPC2,NA
T63,"Aineenvaihdunta, umpieritys ja ravitsemus, Muu seurantakäynti","Metabolic, Follow-up encounter unspecified",ICPC2,NA
T64,"Aineenvaihdunta, umpieritys ja ravitsemus, Hoidonantajan käynnistämä tapahtuma","Metabolic, Encounter/prob initiated by provider",ICPC2,NA
T65,"Aineenvaihdunta, umpieritys ja ravitsemus, Muun henkilön käynnistämä tapahtuma","Metabolic, Enc/prob init by other than pt/prov",ICPC2,NA
T66,"Aineenvaihdunta, umpieritys ja ravitsemus, Lähete muulle perusterveydenhuollon ammattihenkilölle","Metabolic, Referral to non-MD provider",ICPC2,NA
T67,"Aineenvaihdunta, umpieritys ja ravitsemus, Lähete erikoislääkärille/sairaalaan","Metabolic, Referral to physician/hospital",ICPC2,NA
T68,"Aineenvaihdunta, umpieritys ja ravitsemus, Muu lähete","Metabolic, Other referral NEC",ICPC2,NA
T69,"Aineenvaihdunta, umpieritys ja ravitsemus, Muu käynnin syy","Metabolic, Other reason for encounter NEC",ICPC2,NA
T70,Umpierityselimen infektio,Endocrine infection,ICPC2,E06.0
T71,"Pahanlaatuinen kasvain, kilpirauhasen",Malignant neoplasm thyroid,ICPC2,C73.99&
T72,"Hyvänlaatuinen kasvain, kilpirauhasen",Benign neoplasm thyroid,ICPC2,D34&
T73,"Kasvain, endokrinologinen, muu/määrittämätön",Neoplasm endocrine other/unspecified,ICPC2,D44.9&
T78,"Kilpirauhas-kielitiehyt/rakkula, pysyväksi jäänyt",Thyroglossal duct/cyst,ICPC2,Q89.23
T80,"Synnynnäinen epämuodostuma,  sisäeriterauhasten, muu",Congen  anomaly endocrine/metabolic,ICPC2,E25.01
T81,Struuma,Goitre,ICPC2,E04.9
T82,"Lihavuus, merkittävä/vaikea",Obesity,ICPC2,E66.8
T83,"Ylipaino / lihavuus, lievä",Overweight,ICPC2,E66.9
T85,Kilpirauhasen liikatoiminta / tyreotoksikoosi,Hyperthyroidism/thyrotoxicosis,ICPC2,E05.9
T86,Kilpirauhasen vajaatoiminta / myksedeema,Hypothyroidism/myxoedema,ICPC2,E03.9
T87,Hypoglykemia / matala verensokeri,Hypoglycaemia,ICPC2,E16.2
T89,"Diabetes, tyyppi 1",Diabetes insulin dependent,ICPC2,E10.9
T90,"Diabetes, tyyppi 2",Diabetes non-insulin dependent,ICPC2,E14.9
T91,Vitamiinin puute / ravitsemuksellinen  puutos,Vitamin/nutritional deficiency,ICPC2,E56.9
T92,Kihti,Gout,ICPC2,M10.9
T93,Dyslipidemia,Lipid disorder,ICPC2,E78.9
T99,Muu endokriininen/aineenvaihdunnan/ravitsemuksen sairaus,Endocr/metab/nutrit disease other,ICPC2,E34.9
U,Virtsaelimet,Urological,ICPC2,NA
U01,Kipu virtsatessa,Dysuria/painful urination,ICPC2,R30.9
U02,Tihentynyt virtsaamistarve,Urinary frequency/urgency,ICPC2,R35
U04,Virtsankarkailu,Incontinence urine,ICPC2,N39.4
U05,"Virtsaamisongelma, muu",Urination problems other,ICPC2,R39.1
U06,Verivirtsaisuus,Haematuria,ICPC2,R31
U07,Virtsaamiseen liittyvä muu oire/vaiva,Urine symptom/complaint other,ICPC2,R39.8
U08,Virtsaumpi,Urinary retention,ICPC2,R33
U13,"Rakkoon liittyvä oire/vaiva, muu",Bladder symptom/complaint other,ICPC2,R39.8
U14,Munuaiseen liittyvä oire/vaiva,Kidney symptom/complaint,ICPC2,N23
U26,Huoli/pelko virtsateiden syövästä,Fear of cancer of urinary system,ICPC2,Z71.1
U27,Huoli/pelko muusta virtsatiesairaudesta,Fear of urinary disease other,ICPC2,Z71.1
U28,"Toiminnanvajaus, virtsaelinten",Limited function/disability (U),ICPC2,Z73.6
U29,Muu virtsaelinten vaiva/oire,Urinary symptom/complaint other,ICPC2,R39.8
U30,"Virtsaelimet, Laaja terveydentilan arviointi/tarkastus","Urological, Medical examin/health eval complete",ICPC2,NA
U31,"Virtsaelimet, Suppea terveydentilan arviointi/tarkastus","Urological, Medical examin/health eval partial",ICPC2,NA
U32,"Virtsaelimet, Allergiatutkimus","Urological, Sensitivity test",ICPC2,NA
U33,"Virtsaelimet, Mikrobiologinen/immunologinen koe","Urological, Microbiological/immunological test",ICPC2,NA
U34,"Virtsaelimet, Veritutkimus","Urological, Blood test",ICPC2,NA
U35,"Virtsaelimet, Virtsatutkimus","Urological, Urine test",ICPC2,NA
U36,"Virtsaelimet, Ulostetutkimus","Urological, Faeces test",ICPC2,NA
U37,"Virtsaelimet, Histologinen/sytologinen tutkimus","Urological, Histological/exfoliative cytology",ICPC2,NA
U38,"Virtsaelimet, Muu laboratoriotutkimus","Urological, Other laboratory test NEC",ICPC2,NA
U39,"Virtsaelimet, Kliininen toimintakoe","Urological, Physical function test",ICPC2,NA
U40,"Virtsaelimet, Diagnostinen endoskopia","Urological, Diagnostic endoscopy",ICPC2,NA
U41,"Virtsaelimet, Diagnostinen kuvantaminen","Urological, Diagnostic radiology/imaging",ICPC2,NA
U42,"Virtsaelimet, Elektrofysiologinen tutkimus","Urological, Electrical tracing",ICPC2,NA
U43,"Virtsaelimet, Muu tutkimustoimenpide","Urological, Other diagnostic procedure",ICPC2,NA
U44,"Virtsaelimet, Rokotus / ennaltaehkäisevä lääkitys","Urological, Preventive immunization/medic",ICPC2,NA
U45,"Virtsaelimet, Seuranta/terveysneuvonta/ruokavalioneuvonta","Urological, Observ/health educat/advice/diet",ICPC2,NA
U46,"Virtsaelimet, Perusterveydenhuollon asiantuntijan konsultaatio","Urological, Consultation primary care provider",ICPC2,NA
U47,"Virtsaelimet, Erikoislääkärin konsultaatio","Urological, Consultation with specialist",ICPC2,NA
U48,"Virtsaelimet, Potilaan tarpeiden/tulosyyn selvittäminen","Urological, Clarification/discussion RFE/demand",ICPC2,NA
U49,"Virtsaelimet, Muu ennaltaehkäisevä toimenpide","Urological, Other preventive procedure",ICPC2,NA
U50,"Virtsaelimet, Lääkitys/lääkemääräys/uusinta/injektio","Urological, Medication/prescr/renewal",ICPC2,NA
U51,"Virtsaelimet, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto","Urological, I&d/flush/aspiration",ICPC2,NA
U52,"Virtsaelimet, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto","Urological, Exc/remov/biopsy/destruc/debrid/caut",ICPC2,NA
U53,"Virtsaelimet, Katetrointi/intubointi/laajentaminen","Urological, Instrument/catheter/intubate/dilate",ICPC2,NA
U54,"Virtsaelimet, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)","Urological, Repair/fix-suture/cast/prosth device",ICPC2,NA
U55,"Virtsaelimet, Paikallinen lääkeaineinjektio","Urological, Local injection/infiltration",ICPC2,NA
U56,"Virtsaelimet, Sidos/kompressi/tamponointi","Urological, Dressing/pressure/compress/tamponade",ICPC2,NA
U57,"Virtsaelimet, Fysikaalinen hoito /kuntoutus","Urological, Physical medicine/rehabilitation",ICPC2,NA
U58,"Virtsaelimet, Terapeuttinen neuvonta/kuuntelu","Urological, Therapeutic counselling/listening",ICPC2,NA
U59,"Virtsaelimet, Muu hoitotoimenpide/muualla luokittelematon pikkukirurgia","Urological, Other therap proced/minor surg NEC",ICPC2,NA
U60,"Virtsaelimet, Tutkimustulosten kuuleminen","Urological, Result test/procedure",ICPC2,NA
U61,"Virtsaelimet, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta","Urological, Result examination/test/record/letter from other provider",ICPC2,NA
U62,"Virtsaelimet, Hallinnollinen toimenpide","Urological, Administrative procedure",ICPC2,NA
U63,"Virtsaelimet, Muu seurantakäynti","Urological, Follow-up encounter unspecified",ICPC2,NA
U64,"Virtsaelimet, Hoidonantajan käynnistämä tapahtuma","Urological, Encounter/prob initiated by provider",ICPC2,NA
U65,"Virtsaelimet, Muun henkilön käynnistämä tapahtuma","Urological, Enc/prob init by other than pt/prov",ICPC2,NA
U66,"Virtsaelimet,Lähete muulle perusterveydenhuollon ammattihenkilölle","Urological, Referral to non-MD provider",ICPC2,NA
U67,"Virtsaelimet, Lähete erikoislääkärille/sairaalaan","Urological, Referral to physician/hospital",ICPC2,NA
U68,"Virtsaelimet, Muu lähete","Urological, Other referral NEC",ICPC2,NA
U69,"Virtsaelimet, Muu käynnin syy","Urological, Other reason for encounter NEC",ICPC2,NA
