code,name_fi,name_en,ICPC_version,main_icd10fi,concept_id
P63,"Mielenterveys ja käyttäytyminen, Muu seurantakäynti","Psychological, Follow-up encounter unspecified",ICPC2,NA,NA
P64,"Mielenterveys ja käyttäytyminen, Hoidonantajan käynnistämä tapahtuma","Psychological, Encounter/prob initiated by provider",ICPC2,NA,NA
P65,"Mielenterveys ja käyttäytyminen, Muun henkilön käynnistämä tapahtuma","Psychological, Enc/prob init by other than pt/prov",ICPC2,NA,NA
P66,"Mielenterveys ja käyttäytyminen, Lähete muulle perusterveydenhuollon ammattihenkilölle","Psychological, Referral to non-MD provider",ICPC2,NA,NA
P67,"Mielenterveys ja käyttäytyminen, Lähete erikoislääkärille/sairaalaan","Psychological, Referral to physician/hospital",ICPC2,NA,NA
P68,"Mielenterveys ja käyttäytyminen, Muu lähete","Psychological, Other referral NEC",ICPC2,NA,NA
P69,"Mielenterveys ja käyttäytyminen, Muu käynnin syy","Psychological, Other reason for encounter NEC",ICPC2,NA,NA
P70,Dementia,Dementia,ICPC2,F03,45592341
P71,"Orgaaninen psykoosi, muu",Organic psychosis other,ICPC2,F09,45568035
P72,Skitsofrenia,Schizophrenia,ICPC2,F25.9,45544069
P73,Affektiivinen psykoosi,Affective psychosis,ICPC2,F31.9,NA
P74,Ahdistushäiriö/-tila,Anxiety disorder/anxiety state,ICPC2,F41.9,45553648
P75,Somatisaatiohäiriö,Somatization disorder,ICPC2,F45.0,45606711
P76,Masennustila,Depressive disorder,ICPC2,F32.9,45539250
P77,Itsemurha/itsemurhayritys,Suicide/suicide attempt,ICPC2,Z91.5,45582628
P78,Neurastenia/ylirasittuneisuus,Neuraesthenia/surmenage,ICPC2,F48.0,45592346
P79,Pelkotila / pakko-oireinen häiriö,Phobia/compulsive disorder,ICPC2,F42.9,NA
P80,Persoonallisuuden häiriö,Personality disorder,ICPC2,F69,45582629
P81,Hyperkineettinen oireyhtymä,Hyperkinetic disorder,ICPC2,F90.9,45558382
P82,Vamman/trauman jälkeinen rasitusoireyhtymä,Post-traumatic stress disorder,ICPC2,F43.1,NA
P85,Kehitysvammaisuus,Mental retardation,ICPC2,F79.9,NA
P86,Anoreksia/bulimia,Anorexia nervosa/bulimia,ICPC2,F50.0,NA
P98,"Psykoosi, määrittämätön/muu",Psychosis NOS/other,ICPC2,F23.8,NA
P99,Muu mielenterveyden häiriö,Psychological disorders other,ICPC2,F99,NA
R,Hengityselimet,Respiratory,ICPC2,NA,NA
R01,Hengityselimiin liittyvä kipu,Pain respiratory system,ICPC2,R07.1,45755624
R02,Hengenahdistus/dyspnea,Shortness of breath/dyspnoea,ICPC2,R06.0,45534421
R03,Hengityksen vinkuna,Wheezing,ICPC2,R06.2,45755625
R04,"Hengityksen häiriö, muu",Breathing problem other,ICPC2,R06.8,45755626
R05,Yskä,Cough,ICPC2,R05,45606792
R06,Nenäverenvuoto,Nose bleed/epistaxis,ICPC2,R04.0,45582691
R07,Aivastelu / nenän tukkoisuus,Sneezing/nasal congestion,ICPC2,R06.7,45602001
R08,"Nenän oire/vaiva, muu",Nose symptom/complaint other,ICPC2,J34.8,NA
R09,Sivuontelon oire/vaiva,Sinus symptom/complaint,ICPC2,J34.8,45755627
R21,Kurkun/nielun oire/vaiva,Throat symptom/complaint,ICPC2,R07.0,45553721
R23,Äänen oire/vaiva,Voice symptom/complaint,ICPC2,R49.8,45568122
R24,Veriyskä,Haemoptysis,ICPC2,R04.2,NA
R25,Epänormaali yskös,Sputum/phlegm abnormal,ICPC2,R09.3,45534436
R26,Huoli/pelko hengityselinten syövästä,Fear  cancer  respiratory system,ICPC2,Z71.1,45606801
R27,Huoli/pelko hengityselinten muusta sairaudesta,Fear of respiratory disease other,ICPC2,Z71.1,45592415
R28,"Toiminnanvajaus, hengityselinten",Limited function/disability (R),ICPC2,Z73.6,NA
R29,Muu hengityselinten oire/vaiva,Respiratory symptom/complaint other,ICPC2,R09.8,45755636
R30,"Hengityselimet, Laaja terveydentilan arviointi/tarkastus","Respiratory, Medical examin/health eval complete",ICPC2,NA,45577789
R31,"Hengityselimet, Suppea terveydentilan arviointi/tarkastus","Respiratory, Medical examin/health eval partial",ICPC2,NA,45553726
R32,"Hengityselimet, Allergiatutkimus","Respiratory, Sensitivity test",ICPC2,NA,45606803
R33,"Hengityselimet, Mikrobiologinen/immunologinen koe","Respiratory, Microbiological/immunological test",ICPC2,NA,45587507
R34,"Hengityselimet, Veritutkimus","Respiratory, Blood test",ICPC2,NA,45602018
R35,"Hengityselimet, Virtsatutkimus","Respiratory, Urine test",ICPC2,NA,45539331
R36,"Hengityselimet, Ulostetutkimus","Respiratory, Faeces test",ICPC2,NA,45602019
R37,"Hengityselimet, Histologinen/sytologinen tutkimus","Respiratory, Histological/exfoliative cytology",ICPC2,NA,NA
R38,"Hengityselimet, Muu laboratoriotutkimus","Respiratory, Other laboratory test NEC",ICPC2,NA,NA
R39,"Hengityselimet, Kliininen toimintakoe","Respiratory, Physical function test",ICPC2,NA,45587510
R40,"Hengityselimet, Diagnostinen endoskopia","Respiratory, Diagnostic endoscopy",ICPC2,NA,45755637
R41,"Hengityselimet, Diagnostinen kuvantaminen","Respiratory, Diagnostic radiology/imaging",ICPC2,NA,45544146
R42,"Hengityselimet, Elektrofysiologinen tutkimus","Respiratory, Electrical tracing",ICPC2,NA,45568132
R43,"Hengityselimet, Muu tutkimustoimenpide","Respiratory, Other diagnostic procedure",ICPC2,NA,45544147
R44,"Hengityselimet, Rokotus / ennaltaehkäisevä lääkitys","Respiratory, Preventive immunization/medic",ICPC2,NA,45755638
R45,"Hengityselimet, Seuranta/terveysneuvonta/ruokavalioneuvonta","Respiratory, Observ/health educat/advice/diet",ICPC2,NA,45755639
R46,"Hengityselimet, Perusterveydenhuollon asiantuntijan konsultaatio","Respiratory, Consultation primary care provider",ICPC2,NA,45592420
R47,"Hengityselimet, Erikoislääkärin konsultaatio","Respiratory, Consultation with specialist",ICPC2,NA,45755640
R48,"Hengityselimet, Potilaan tarpeiden/tulosyyn selvittäminen","Respiratory, Clarification/discussion RFE/demand",ICPC2,NA,45577797
R49,"Hengityselimet, Muu ennaltaehkäisevä toimenpide","Respiratory, Other preventive procedure",ICPC2,NA,45606816
R50,"Hengityselimet, Lääkitys/lääkemääräys/uusinta/injektio","Respiratory, Medication/prescr/renewal",ICPC2,NA,45568138
R51,"Hengityselimet, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto","Respiratory, I&d/flush/aspiration",ICPC2,NA,45558474
R52,"Hengityselimet, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto","Respiratory, Exc/remov/biopsy/destruc/debrid/caut",ICPC2,NA,45548974
R53,"Hengityselimet, Katetrointi/intubointi/laajentaminen","Respiratory, Instrument/catheter/intubate/dilate",ICPC2,NA,45553741
R54,"Hengityselimet, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)","Respiratory, Repair/fix-suture/cast/prosth device",ICPC2,NA,45568140
R55,"Hengityselimet, Paikallinen lääkeaineinjektio","Respiratory, Local injection/infiltration",ICPC2,NA,45568141
R56,"Hengityselimet, Sidos/kompressi/tamponointi","Respiratory, Dressing/pressure/compress/tamponade",ICPC2,NA,45592425
R57,"Hengityselimet, Fysikaalinen hoito /kuntoutus","Respiratory, Physical medicine/rehabilitation",ICPC2,NA,45563316
R58,"Hengityselimet, Terapeuttinen neuvonta/kuuntelu","Respiratory, Therapeutic counselling/listening",ICPC2,NA,45573033
R59,"Hengityselimet, Muu hoitotoimenpide/muualla luokittelematon pikkukirurgia","Respiratory, Other therap proced/minor surg NEC",ICPC2,NA,45606820
R60,"Hengityselimet, Tutkimustulosten kuuleminen","Respiratory, Result test/procedure",ICPC2,NA,45577801
R61,"Hengityselimet, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta","Respiratory, Result examination/test/record/letter from other provider",ICPC2,NA,45553742
R62,"Hengityselimet, Hallinnollinen toimenpide","Respiratory, Administrative procedure",ICPC2,NA,45544153
R63,"Hengityselimet, Muu seurantakäynti","Respiratory, Follow-up encounter unspecified",ICPC2,NA,45755630
R64,"Hengityselimet, Hoidonantajan käynnistämä tapahtuma","Respiratory, Encounter/prob initiated by provider",ICPC2,NA,45568145
R65,"Hengityselimet, Muun henkilön käynnistämä tapahtuma","Respiratory, Enc/prob init by other than pt/prov",ICPC2,NA,45755631
R66,"Hengityselimet, Lähete muulle perusterveydenhuollon ammattihenkilölle","Respiratory, Referral to non-MD provider",ICPC2,NA,NA
R67,"Hengityselimet, Lähete erikoislääkärille/sairaalaan","Respiratory, Referral to physician/hospital",ICPC2,NA,NA
R68,"Hengityselimet, Muu lähete","Respiratory, Other referral NEC",ICPC2,NA,45755634
R69,"Hengityselimet, Muu käynnin syy","Respiratory, Other reason for encounter NEC",ICPC2,NA,45558480
R71,Hinkuyskä,Whooping cough,ICPC2,A37.9,45573038
R72,Streptokokkitonsilliitti,Strep throat,ICPC2,J03.0,45602037
R73,Nenän äkämä/paise,Boil/abscess nose,ICPC2,J34.0,45553744
R74,"Ylähengitystieinfektio, akuutti",Upper respiratory infection acute,ICPC2,J06.9,45582723
R75,"Nenän sivuontelotulehdus, akuutti/krooninen",Sinusitis acute/chronic,ICPC2,J01.9,45568149
R76,"Nielurisatulehdus, akuutti",Tonsillitis acute,ICPC2,J03.9,45577810
R77,"Kurkunpään/henkitorven tulehdus, akuutti",Laryngitis/tracheitis acute,ICPC2,J04.2,45606822
R78,"Keuhkoputkentulehdus/bronkioliitti, akuutti",Acute bronchitis/bronchiolitis,ICPC2,J20.9,45539360
R79,"Keuhkoputkentulehdus, krooninen",Chronic bronchitis,ICPC2,J42,45587527
R80,Influenssa,Influenza,ICPC2,J10.1,45568153
R81,Keuhkokuume,Pneumonia,ICPC2,J18.9,45548983
R82,Keuhkopussintulehdus / nestekertymä keuhkopussissa,Pleurisy/pleural effusion,ICPC2,J90,45592436
R83,"Hengitystieinfektio, muu",Respiratory infection other,ICPC2,A36.9,45563326
R84,"Pahanlaatuinen kasvain, keuhkojen/keuhkoputken",Malignant neoplasm bronchus/lung,ICPC2,C34.99&,45592437
R85,"Pahanlaatuinen kasvain, hengityselinten, muu",Malignant neopl respiratory other,ICPC2,C39.9&,45563327
R86,"Hyvänlaatuinen kasvain, hengityselinten",Benign neoplasm respiratory,ICPC2,D14.4&,45544162
R87,Vierasesine nenässä/kurkunpäässä/keuhkoputkissa,Foreign body nose/larynx/bronchus,ICPC2,T17.9,45548988
R88,"Hengityselinten vamma, muu",Injury respiratory other,ICPC2,S27.8,NA
R89,"Synnynnäinen epämuodostuma, hengityselinten",Congenital anomaly respiratory,ICPC2,Q34.9,45558490
R90,Nielurisojen/kitarisojen liikakasvu,Hypertrophy tonsils/adenoids,ICPC2,J35.9,45755748
R92,"Hengityselinten kasvain, määrittämätön",Neoplasm respiratory unspecified,ICPC2,D38.6&,45577824
R95,Keuhkoahtaumatauti,Chron obstructive pulmonary disease,ICPC2,J43.9,45539373
R96,Astma,Asthma,ICPC2,J45.9,45755752
R97,Allerginen nuha,Allergic rhinitis,ICPC2,J30.4,NA
R98,Hyperventilaatio,Hyperventilation syndrome,ICPC2,R06.4,45592445
R99,Muu hengityselinten sairaus,Respiratory disease other,ICPC2,J98.9,45606834
S,Iho,Skin,ICPC2,NA,NA
S01,Ihon kipu/arkuus,Pain/tenderness of skin,ICPC2,R20.8,45582756
S02,Kutina,Pruritus,ICPC2,L29.9,45592480
S03,Syylät,Warts,ICPC2,B07.9,45755771
S04,"Kyhmy/patti, paikallinen",Lump/swelling localized,ICPC2,R22.9,45573100
S05,"Kyhmyt/patit, yleistyneet",Lumps/swellings generalized,ICPC2,R22.7,45755772
S06,"Punoitus, paikallinen",Rash localized,ICPC2,R21,45544245
S07,"Punoitus, yleinen",Rash generalized,ICPC2,R21,45755791
S08,"Ihon värin muutos, muu",Skin colour change,ICPC2,L81.1,45755792
S09,Tulehtunut sormi/varvas,Infected finger/toe,ICPC2,L03.0,45592553
S10,Paise,Boil/carbuncle,ICPC2,L02.9,45602141
S11,Ihotulehdus vamman jälkeen,Skin infection post-traumatic,ICPC2,T79.3,45558618
S12,Hyönteisen purema/pisto,Insect bite/sting,ICPC2,T14.0,45534602
S13,Eläimen/ihmisen purema,Animal/human bite,ICPC2,T14.1,45755803
S14,Palovamma,Burn/scald,ICPC2,T30.0,45568309
S15,Vierasesine ihossa,Foreign body in skin,ICPC2,T14.0,45755804
S16,Mustelma/ruhje,Bruise/contusion,ICPC2,T14.0,45592612
S17,Hiertymä/naarmu/rakkula,Abrasion/scratch/blister,ICPC2,T14.0,45607023
S18,Haava/laseraatio,Laceration/cut,ICPC2,T14.1,45553950
S19,"Ihon vamma, muu",Skin injury other,ICPC2,T14.0,45597395
S20,Sarveistuma/kovettuma,Corn/callosity,ICPC2,L84,45755805
S21,Ihon rakenteen oire/vaiva,Skin texture symptom/complaint,ICPC2,R23.4,45592636
S22,Kynnen oire/vaiva,Nail symptom/complaint,ICPC2,L60.9,45755806
S23,Kaljuus / hiustenlähtö,Hair loss/baldness,ICPC2,L64.9,45755823
S24,"Päänahan/hiusten oire/vaiva, muu",Hair/scalp symptom/complaint other,ICPC2,L67.9,45573295
S26,Huoli/pelko ihosyövästä,Fear of cancer of skin,ICPC2,Z71.1,45607103
S27,Huoli/pelko muusta ihosairaudesta,Fear of skin disease other,ICPC2,Z71.1,45573314
S28,"Toiminnanvajaus, ihon",Limited function/disability (S),ICPC2,Z73.6,45755673
S29,Muu ihon oire/vaiva,Skin symptom/complaint other,ICPC2,R23.8,45592716
S30,"Iho, Laaja terveydentilan arviointi/tarkastus","Skin, Medical examin/health eval complete",ICPC2,NA,45539654
S31,"Iho, Suppea terveydentilan arviointi/tarkastus","Skin, Medical examin/health eval partial",ICPC2,NA,45755674
S32,"Iho, Allergiatutkimus","Skin, Sensitivity test",ICPC2,NA,45592752
S33,"Iho, Mikrobiologinen/immunologinen koe","Skin, Microbiological/immunological test",ICPC2,NA,45755691
S34,"Iho, Veritutkimus","Skin, Blood test",ICPC2,NA,45755692
S35,"Iho, Virtsatutkimus","Skin, Urine test",ICPC2,NA,45755693
S36,"Iho, Ulostetutkimus","Skin, Faeces test",ICPC2,NA,45568567
S37,"Iho, Histologinen/sytologinen tutkimus","Skin, Histological/exfoliative cytology",ICPC2,NA,45534916
S38,"Iho, Muu laboratoriotutkimus","Skin, Other laboratory test NEC",ICPC2,NA,45755729
S39,"Iho, Kliininen toimintakoe","Skin, Physical function test",ICPC2,NA,45755731
S40,"Iho, Diagnostinen endoskopia","Skin, Diagnostic endoscopy",ICPC2,NA,45587978
S41,"Iho, Diagnostinen kuvantaminen","Skin, Diagnostic radiology/imaging",ICPC2,NA,45755732
S42,"Iho, Elektrofysiologinen tutkimus","Skin, Electrical tracing",ICPC2,NA,45597678
S43,"Iho, Muu tutkimustoimenpide","Skin, Other diagnostic procedure",ICPC2,NA,45755747
S44,"Iho, Rokotus / ennaltaehkäisevä lääkitys","Skin, Preventive immunization/medic",ICPC2,NA,45583299
S45,"Iho, Seuranta/terveysneuvonta/ruokavalioneuvonta","Skin, Observ/health educat/advice/diet",ICPC2,NA,45755906
S46,"Iho, Perusterveydenhuollon asiantuntijan konsultaatio","Skin, Consultation primary care provider",ICPC2,NA,45549607
S47,"Iho, Erikoislääkärin konsultaatio","Skin, Consultation with specialist",ICPC2,NA,45554387
S48,"Iho, Potilaan tarpeiden/tulosyyn selvittäminen","Skin, Clarification/discussion RFE/demand",ICPC2,NA,45755907
S49,"Iho, Muu ennaltaehkäisevä toimenpide","Skin, Other preventive procedure",ICPC2,NA,45554393
S50,"Iho, Lääkitys/lääkemääräys/uusinta/injektio","Skin, Medication/prescr/renewal",ICPC2,NA,45755908
S51,"Iho, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto","Skin, I&d/flush/aspiration",ICPC2,NA,45607470
S52,"Iho, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto","Skin, Exc/remov/biopsy/destruc/debrid/caut",ICPC2,NA,45544818
S53,"Iho, Katetrointi/intubointi/laajentaminen","Skin, Instrument/catheter/intubate/dilate",ICPC2,NA,45755929
S54,"Iho, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)","Skin, Repair/fix-suture/cast/prosth device",ICPC2,NA,45755930
S55,"Iho, Paikallinen lääkeaineinjektio","Skin, Local injection/infiltration",ICPC2,NA,45573911
S56,"Iho, Sidos/kompressi/tamponointi","Skin, Dressing/pressure/compress/tamponade",ICPC2,NA,45755931
S57,"Iho, Fysikaalinen hoito /kuntoutus","Skin, Physical medicine/rehabilitation",ICPC2,NA,45602904
S58,"Iho, Terapeuttinen neuvonta/kuuntelu","Skin, Therapeutic counselling/listening",ICPC2,NA,45549871
S59,"Iho, Muu hoitotoimenpide/muualla luokittelematon pikkukirurgia","Skin, Other therap proced/minor surg NEC",ICPC2,NA,45554650
S60,"Iho, Tutkimustulosten kuuleminen","Skin, Result test/procedure",ICPC2,NA,45755932
S61,"Iho, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta","Skin, Result examination/test/record/letter from other provider",ICPC2,NA,45578755
S62,"Iho, Hallinnollinen toimenpide","Skin, Administrative procedure",ICPC2,NA,45540316
S63,"Iho, Muu seurantakäynti","Skin, Follow-up encounter unspecified",ICPC2,NA,45755950
S64,"Iho, Hoidonantajan käynnistämä tapahtuma","Skin, Encounter/prob initiated by provider",ICPC2,NA,45755951
S65,"Iho, Muun henkilön käynnistämä tapahtuma","Skin, Enc/prob init by other than pt/prov",ICPC2,NA,45755952
S66,"Iho, Lähete muulle perusterveydenhuollon ammattihenkilölle","Skin, Referral to non-MD provider",ICPC2,NA,45755953
S67,"Iho, Lähete erikoislääkärille/sairaalaan","Skin, Referral to physician/hospital",ICPC2,NA,45755954
S68,"Iho, Muu lähete","Skin, Other referral NEC",ICPC2,NA,45755955
S69,"Iho, Muu käynnin syy","Skin, Other reason for encounter NEC",ICPC2,NA,45608079
S70,Vyöruusu,Herpes zoster,ICPC2,B02.9,45755956
S71,Herpes simplex,Herpes simplex,ICPC2,B00.10,45559719
S72,Syyhy / muu punkkitauti,Scabies/other acariasis,ICPC2,B86,45569417
S73,Täi- / muu ihosyöpäläistartunta,Pediculosis/skin infestation other,ICPC2,B88.9,45755971
S74,Sieni-ihottuma,Dermatophytosis,ICPC2,B35.9,45755824
S75,Hiivasieni iholla,Moniliasis/candidiasis skin,ICPC2,B37.2,45755825
S76,"Ihotulehdus, muu",Skin infection other,ICPC2,L08.9,45755826
S77,"Pahanlaatuinen kasvain, ihon",Malignant neoplasm of skin,ICPC2,C44.99,45755827
S78,Rasvakasvain,Lipoma,ICPC2,D17.9&,45550377
S79,"Hyvänlaatuinen/määrittämätön kasvain, ihon, muu",Neoplasm skin benign/unspecified,ICPC2,D23.9&,45545603
S80,Auringonpolttama / auringon aiheuttama sarveistuma,Solar keratosis/sunburn,ICPC2,L55.9,45603531
S81,Verisuonikasvain/imusuonikasvain,Haemangioma/lymphangioma,ICPC2,D18.0&,45555217
S82,Luomi,Naevus/mole,ICPC2,D22.9&,45755828
S83,"Synnynnäinen poikkeavuus, ihon, muu",Congenital skin anomaly other,ICPC2,Q82.9,45755848
S84,Märkärupi,Impetigo,ICPC2,L01.0,45589253
S85,Pilonidaalikysta/fisteli,Pilonidal cyst/fistula,ICPC2,L05.9,45550639
S86,Seborrooinen ihottuma,Dermatitis seborrhoeic,ICPC2,L21.9,45598943
S87,Atooppinen ihottuma/ekseema,Dermatitis/atopic eczema,ICPC2,L20.9,45555482
S88,Allerginen ihottuma / kosketusihottuma,Dermatitis contact/allergic,ICPC2,L25.9,45574785
S89,Vaippaihottuma,Diaper rash,ICPC2,L22,45569919
S90,Punatäplähilseily,Pityriasis rosea,ICPC2,L42,45755849
S91,Psoriasis,Psoriasis,ICPC2,L40.9,45755850
S92,Hikirauhasten sairaus,Sweat gland disease,ICPC2,L73.2,45560281
S93,Talirauhasen tukkeuma,Sebaceous cyst,ICPC2,L72.1,45755867
S94,Sisäänkasvanut kynsi,Ingrowing nail,ICPC2,L60.0,45599134
S95,Ontelosyylä,Molluscum contagiosum,ICPC2,B08.1,45541207
S96,Akne,Acne,ICPC2,L70.9,45584624
S97,"Ihohaavauma, krooninen",Chronic ulcer skin,ICPC2,L98.4,45755890
S98,Nokkosrokko,Urticaria,ICPC2,L50.9,45755891
S99,Muu ihon sairaus,Skin disease other,ICPC2,L98.9,45755892
T,"Aineenvaihdunta, umpieritys ja ravitsemus",Metabolic,ICPC2,NA,NA
T01,Ylenmääräinen jano,Excessive thirst,ICPC2,R63.1,45604007
T02,Ylenmääräinen ruokahalu,Excessive appetite,ICPC2,R63.2,45594352
T03,Ruokahaluttomuus,Loss of appetite,ICPC2,R63.0,45550900
T04,"Syöttämisongelma, vauvan/lapsen",Feeding problem of infant/child,ICPC2,R63.3,45755873
T05,"Ruokailun ongelma, aikuisen",Feeding problem of adult,ICPC2,R63.3,45755874
T07,Painonnousu,Weight gain,ICPC2,R63.5,45604013
T08,Painon lasku,Weight loss,ICPC2,R63.4,45594355
T10,Kasvun viivästymä,Growth delay,ICPC2,R62.8,45575015
T11,Dehydraatio/kuivuminen,Dehydration,ICPC2,E86,45755881
T26,Huoli/pelko umpieritysrauhasten syövästä,Fear of cancer of endocrine system,ICPC2,Z71.1,45594534
T27,Huoli/pelko aineenvaihduntaan/sisäeritykseen liittyvästä muusta sairaudesta,Fear endocrine/metabol disease other,ICPC2,Z71.1,45756562
T28,"Toiminnanvajaus, aineenvaihduntaan/umpieritykseen/ravitsemukseen liittyvä",Limited function/disability (T),ICPC2,Z73.6,45756563
T29,Muu aineenvaihduntaan/umpieritykseen/ravitsemukseen liittyvä oire/vaiva,Endocr/metab/nutr sympt/compl other,ICPC2,R63.8,45756564
T30,"Aineenvaihdunta, umpieritys ja ravitsemus, Laaja terveydentilan arviointi/tarkastus","Metabolic, Medical examin/health eval complete",ICPC2,NA,45756565
T31,"Aineenvaihdunta, umpieritys ja ravitsemus, Suppea terveydentilan arviointi/tarkastus","Metabolic, Medical examin/health eval partial",ICPC2,NA,45756585
T32,"Aineenvaihdunta, umpieritys ja ravitsemus, Allergiatutkimus","Metabolic, Sensitivity test",ICPC2,NA,45756586
T33,"Aineenvaihdunta, umpieritys ja ravitsemus, Mikrobiologinen/immunologinen koe","Metabolic, Microbiological/immunological test",ICPC2,NA,45594555
T34,"Aineenvaihdunta, umpieritys ja ravitsemus, Veritutkimus","Metabolic, Blood test",ICPC2,NA,45594563
T35,"Aineenvaihdunta, umpieritys ja ravitsemus, Virtsatutkimus","Metabolic, Urine test",ICPC2,NA,45756587
T36,"Aineenvaihdunta, umpieritys ja ravitsemus, Ulostetutkimus","Metabolic, Faeces test",ICPC2,NA,45756588
T37,"Aineenvaihdunta, umpieritys ja ravitsemus, Histologinen/sytologinen tutkimus","Metabolic, Histological/exfoliative cytology",ICPC2,NA,45756589
T38,"Aineenvaihdunta, umpieritys ja ravitsemus, Muu laboratoriotutkimus","Metabolic, Other laboratory test NEC",ICPC2,NA,45756622
T39,"Aineenvaihdunta, umpieritys ja ravitsemus, Kliininen toimintakoe","Metabolic, Physical function test",ICPC2,NA,45565513
T40,"Aineenvaihdunta, umpieritys ja ravitsemus, Diagnostinen endoskopia","Metabolic, Diagnostic endoscopy",ICPC2,NA,45756623
T41,"Aineenvaihdunta, umpieritys ja ravitsemus, Diagnostinen kuvantaminen","Metabolic, Diagnostic radiology/imaging",ICPC2,NA,45756624
T42,"Aineenvaihdunta, umpieritys ja ravitsemus, Elektrofysiologinen tutkimus","Metabolic, Electrical tracing",ICPC2,NA,45756625
T43,"Aineenvaihdunta, umpieritys ja ravitsemus, Muu tutkimustoimenpide","Metabolic, Other diagnostic procedure",ICPC2,NA,45580133
T44,"Aineenvaihdunta, umpieritys ja ravitsemus, Rokotus / ennaltaehkäisevä lääkitys","Metabolic, Preventive immunization/medic",ICPC2,NA,45756626
T45,"Aineenvaihdunta, umpieritys ja ravitsemus, Seuranta/terveysneuvonta/ruokavalioneuvonta","Metabolic, Observ/health educat/advice/diet",ICPC2,NA,45756627
T46,"Aineenvaihdunta, umpieritys ja ravitsemus, Perusterveydenhuollon asiantuntijan konsultaatio","Metabolic, Consultation primary care provider",ICPC2,NA,45756645
T47,"Aineenvaihdunta, umpieritys ja ravitsemus, Erikoislääkärin konsultaatio","Metabolic, Consultation with specialist",ICPC2,NA,45756646
T48,"Aineenvaihdunta, umpieritys ja ravitsemus, Potilaan tarpeiden/tulosyyn selvittäminen","Metabolic, Clarification/discussion RFE/demand",ICPC2,NA,45756647
T49,"Aineenvaihdunta, umpieritys ja ravitsemus, Muu ennaltaehkäisevä toimenpide","Metabolic, Other preventive procedure",ICPC2,NA,45756648
T50,"Aineenvaihdunta, umpieritys ja ravitsemus, Lääkitys/lääkemääräys/uusinta/injektio","Metabolic, Medication/prescr/renewal",ICPC2,NA,45756649
T51,"Aineenvaihdunta, umpieritys ja ravitsemus, Aukaisu/kanylointi/huuhtelu/imu/nesteenpoisto","Metabolic, I&d/flush/aspiration",ICPC2,NA,45580249
T52,"Aineenvaihdunta, umpieritys ja ravitsemus, Kudoksen poisto/poltto/tuhoaminen / koepalan otto / kudosjätteen poisto","Metabolic, Exc/remov/biopsy/destruc/debrid/caut",ICPC2,NA,45756650
T53,"Aineenvaihdunta, umpieritys ja ravitsemus, Katetrointi/intubointi/laajentaminen","Metabolic, Instrument/catheter/intubate/dilate",ICPC2,NA,45756688
T54,"Aineenvaihdunta, umpieritys ja ravitsemus, Ompelu/korjaus/kipsaus / proteesin asennus (tai poisto)","Metabolic, Repair/fix-suture/cast/prosth device",ICPC2,NA,45756689
T55,"Aineenvaihdunta, umpieritys ja ravitsemus, Paikallinen lääkeaineinjektio","Metabolic, Local injection/infiltration",ICPC2,NA,45551322
T56,"Aineenvaihdunta, umpieritys ja ravitsemus, Sidos/kompressi/tamponointi","Metabolic, Dressing/pressure/compress/tamponade",ICPC2,NA,45585086
T57,"Aineenvaihdunta, umpieritys ja ravitsemus, Fysikaalinen hoito /kuntoutus","Metabolic, Physical medicine/rehabilitation",ICPC2,NA,45756690
T58,"Aineenvaihdunta, umpieritys ja ravitsemus, Terapeuttinen neuvonta/kuuntelu","Metabolic, Therapeutic counselling/listening",ICPC2,NA,45599611
T59,"Aineenvaihdunta, umpieritys ja ravitsemus, Muu hoitotoimenpide/muualla luokittelematon pikkukirurgia","Metabolic, Other therap proced/minor surg NEC",ICPC2,NA,45756691
T60,"Aineenvaihdunta, umpieritys ja ravitsemus, Tutkimustulosten kuuleminen","Metabolic, Result test/procedure",ICPC2,NA,45551355
T61,"Aineenvaihdunta, umpieritys ja ravitsemus, Tutkimustulos/testitulos/potilaskertomus/kirje toiselta hoidonantajalta","Metabolic, Result examination/test/record/letter from other provider",ICPC2,NA,45756692
T62,"Aineenvaihdunta, umpieritys ja ravitsemus, Hallinnollinen toimenpide","Metabolic, Administrative procedure",ICPC2,NA,45546583
T63,"Aineenvaihdunta, umpieritys ja ravitsemus, Muu seurantakäynti","Metabolic, Follow-up encounter unspecified",ICPC2,NA,45604455
T64,"Aineenvaihdunta, umpieritys ja ravitsemus, Hoidonantajan käynnistämä tapahtuma","Metabolic, Encounter/prob initiated by provider",ICPC2,NA,45546625
T65,"Aineenvaihdunta, umpieritys ja ravitsemus, Muun henkilön käynnistämä tapahtuma","Metabolic, Enc/prob init by other than pt/prov",ICPC2,NA,45599678
T66,"Aineenvaihdunta, umpieritys ja ravitsemus, Lähete muulle perusterveydenhuollon ammattihenkilölle","Metabolic, Referral to non-MD provider",ICPC2,NA,45565780
