CodeId,English_name,ICD10who_name
I84.6,Residual haemorrhoidal skin tags,Residual hemorrhoidal skin tags
I84.7,Unspecified thrombosed haemorrhoids,Unspecified thrombosed hemorrhoids
I84.8,Unspecified haemorrhoids with other complications,Unspecified hemorrhoids with other complications
I84.9,Unspecified haemorrhoids without complication,Unspecified hemorrhoids without complication
I87.0,Postphlebitic syndrome,Postthrombotic syndrome
I98.2*,Oesophageal varices in diseases classified elsewhere,Oesophageal varices without bleeding in diseases classified elsewhere
J10,Influenza due to identified influenza virus,influenza due to identified seasonal influenza virus
J10.0,"Influenza with pneumonia, influenza virus identified","Influenza with pneumonia, seasonal influenza virus identified"
J10.1,"Influenza with other respiratory manifestations, other influenza virus identified","Influenza with other respiratory manifestations, seasonal influenza virus identified"
J10.8,"Influenza with other manifestations, influenza virus identified","Influenza with other manifestations, seasonal influenza virus identified"
J15.6,Pneumonia due to other aerobic Gram-negative bacteria,Pneumonia due to other Gram-negative bacteria
J17.1*B05.2,Pneumonia in measles,Measles complicated by pneumonia
J17.1*B33.4,Hantavirus (cardio)-pulmonary syndrome [HPS] [HCPS],Hantavirus (cardio-)pulmonary syndrome [HPS] [HCPS]
J43.0,MacLeod's syndrome,MacLeod syndrome
J60,Coalworker's pneumoconiosis,Coalworker pneumoconiosis
J66.1,Flax-dresser's disease,Flax-dresser disease
J67.0,Farmer's lung,Farmer lung
J67.2,Bird fancier's lung,Bird fancier lung
J67.4,Maltworker's lung,Maltworker lung
J67.5,Mushroom-worker's lung,Mushroom-worker lung
J67.6,Maple-bark-stripper's lung,Maple-bark-stripper lung
J68.1,"Acute pulmonary oedema due to chemicals, gases, fumes and vapours","Pulmonary oedema due to chemicals, gases, fumes and vapours"
J70.2#,Acute drug-induced interstitial lung disorder,Acute drug-induced interstitial lung disorders
J95.4,Mendelson's syndrome,Mendelson syndrome
K22.7,Barrett's esophagus,Barrett oesophagus
K23.1*,Megaoesophagus in Chagas' disease,Megaoesophagus in Chagas disease
K23.1*B57.3,Megaoesophagus in Chagas' disease,Megaoesophagus in Chagas disease
K25.0#,Gastric ulcer - Acute with haemorrhage,"Gastric ulcer, Acute with haemorrhage"
K25.1,Gastric ulcer - Acute with perforation,"Gastric ulcer, Acute with perforation"
K25.2,Gastric ulcer - Acute with both haemorrhage and perforation,"Gastric ulcer, Acute with both haemorrhage and perforation"
K25.3,Gastric ulcer - Acute without haemorrhage or perforation,"Gastric ulcer, Acute without haemorrhage or perforation"
K25.4,Gastric ulcer - Chronic or unspecified with haemorrhage,"Gastric ulcer, Chronic or unspecified with haemorrhage"
K25.5,Gastric ulcer - Chronic or unspecified with perforation,"Gastric ulcer, Chronic or unspecified with perforation"
K25.6,Gastric ulcer - Chronic or unspecified with both haemorrhage and perforation,"Gastric ulcer, Chronic or unspecified with both haemorrhage and perforation"
K25.7,Gastric ulcer - Chronic without haemorrhage or perforation,"Gastric ulcer, Chronic without haemorrhage or perforation"
K25.9,"Gastric ulcer - Unspecified as acute or chronic, without haemorrhage or perforation","Gastric ulcer, Unspecified as acute or chronic, without haemorrhage or perforation"
K26.0#,Duodenal ulcer - Acute with haemorrhage,"Duodenal ulcer, acute with haemorrhage"
K26.1#,Duodenal ulcer - Acute with perforation,"Duodenal ulcer, acute with perforation"
K26.2#,Duodenal ulcer - Acute with both haemorrhage and perforation,"Duodenal ulcer, acute with both haemorrhage and perforation"
K26.3#,Duodenal ulcer - Acute without haemorrhage or perforation,"Duodenal ulcer, acute without haemorrhage or perforation"
K26.4#,Duodenal ulcer - Chronic or unspecified with haemorrhage,"Duodenal ulcer, chronic or unspecified with haemorrhage"
K26.5#,Duodenal ulcer - Chronic or unspecified with perforation,"Duodenal ulcer, chronic or unspecified with perforation"
K26.6#,Duodenal ulcer - Chronic or unspecified with both haemorrhage and perforation,"Duodenal ulcer, chronic or unspecified with both haemorrhage and perforation"
K26.7#,Duodenal ulcer - Chronic without haemorrhage or perforation,"Duodenal ulcer, chronic without haemorrhage or perforation"
K26.9#,"Duodenal ulcer - Unspecified as acute or chronic, without haemorrhage or perforation","Duodenal ulcer, unspecified as acute or chronic, without haemorrhage or perforation"
K27.0,"Peptic ulcer, site unspecified - Acute with haemorrhage","Peptic ulcer, site unspecified, acute with haemorrhage"
K27.1,"Peptic ulcer, site unspecified - Acute with perforation","Peptic ulcer, site unspecified, acute with perforation"
K27.2,"Peptic ulcer, site unspecified - Acute with both haemorrhage and perforation","Peptic ulcer, site unspecified, acute with both haemorrhage and perforation"
K27.3,"Peptic ulcer, site unspecified - Acute without haemorrhage or perforation","Peptic ulcer, site unspecified, acute without haemorrhage or perforation"
K27.4,"Peptic ulcer, site unspecified - Chronic or unspecified with haemorrhage","Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage"
K27.5,"Peptic ulcer, site unspecified - Chronic or unspecified with perforation","Peptic ulcer, site unspecified, chronic or unspecified with perforation"
K27.6,"Peptic ulcer, site unspecified - Chronic or unspecified with both haemorrhage and perforation","Peptic ulcer, site unspecified, chronic or unspecified with both haemorrhage and perforation"
K27.7,"Peptic ulcer, site unspecified - Chronic without haemorrhage or perforation","Peptic ulcer, site unspecified, chronic without haemorrhage or perforation"
K27.9,"Peptic ulcer, site unspecified - Unspecified as acute or chronic, without haemorrhage or perforation","Peptic ulcer, site unspecified, unspecified as acute or chronic, without haemorrhage or perforation"
K28.0,Gastrojejunal ulcer - Acute with haemorrhage,"Gastrojejunal ulcer, acute with haemorrhage"
K28.1,Gastrojejunal ulcer - Acute with perforation,"Gastrojejunal ulcer, acute with perforation"
K28.2,Gastrojejunal ulcer - Acute with both haemorrhage and perforation,"Gastrojejunal ulcer, acute with both haemorrhage and perforation"
K28.3,Gastrojejunal ulcer - Acute without haemorrhage or perforation,"Gastrojejunal ulcer, acute without haemorrhage or perforation"
K28.4,Gastrojejunal ulcer - Chronic or unspecified with haemorrhage,"Gastrojejunal ulcer, chronic or unspecified with haemorrhage"
K28.5,Gastrojejunal ulcer - Chronic or unspecified with perforation,"Gastrojejunal ulcer, chronic or unspecified with perforation"
K28.6,Gastrojejunal ulcer - Chronic or unspecified with both haemorrhage and perforation,"Gastrojejunal ulcer, chronic or unspecified with both haemorrhage and perforation"
K28.7,Gastrojejunal ulcer - Chronic without haemorrhage or perforation,"Gastrojejunal ulcer, chronic without haemorrhage or perforation"
K28.9,"Gastrojejunal ulcer - Unspecified as acute or chronic, without haemorrhage or perforation","Gastrojejunal ulcer, unspecified as acute or chronic, without haemorrhage or perforation"
K30,Dyspepsia,Functional dyspepsia
K43.0,"Ventral hernia with obstruction, without gangrene","Incisional hernia with obstruction, without gangrene"
K43.1,Ventral hernia with gangrene,Incisional hernia with gangrene
K43.9,Ventral hernia without obstruction or gangrene,Other and unspecified ventral hernia without obstruction or gangrene
K50,Crohn's disease [regional enteritis],Crohn disease [regional enteritis]
K50.0,Crohn's disease of small intestine,Crohn disease of small intestine
K50.1,Crohn's disease of large intestine,Crohn disease of large intestine
K50.8,Other Crohn's disease,Other Crohn disease
K50.9,"Crohn's disease, unspecified","Crohn disease, unspecified"
K51.0,Ulcerative (chronic) enterocolitis,Ulcerative (chronic) pancolitis
K51.4,Pseudopolyposis of colon,Inflammatory polyps
K51.5,Mucosal proctocolitis,Left sided colitis
K70.1,Ahcoholic hepatitis,Alcoholic hepatitis
K93.1*,Megacolon in Chagas' disease,Megacolon in Chagas disease
K93.1*B57.3,Megacolon in Chagas' disease,Megacolon in Chagas disease
L20.0,Besnier's prurigo,Besnier prurigo
L40.5+,"Arthropathic psoriasis (M07.0-M07.3*, M09.0*)",Arthropathic psoriasis
L60.4,Beau's hines,Beau lines
L70.5,Acné excoriée des jeunes filles,Acné excoriée
L89,Decubitus ulcer,Decubitus ulcer and pressure area
L91.0,Keloid scar,Hypertrophic scar
L94.4,Gottron's papules,Gottron papules
L99.0*,Lichen amyloidosis,Amyloidosis of skin
M02.3,Reiter's disease,Reiter disease
M05.0,Felty's syndrome,Felty syndrome
M06.1,Adult-onset Still's disease,Adult-onset Still disease
M07.4*,Arthropathy in Crohn's disease [regional enteritis],Arthropathy in Crohn disease [regional enteritis]
M09.1*,Juvenile arthritis in Crohn's disease [regional enteritis],Juvenile arthritis in Crohn disease [regional enteritis]
M14.2*,Diabetic arthropathy (E10-E14+ with common fourth character .6),Diabetic arthropathy
M15.1,Heberden's nodes (with arthropathy),Heberden nodes (with arthropathy)
M15.2,Bouchard's nodes (with arthropathy),Bouchard nodes (with arthropathy)
M31.3,Wegener's granulomatosis,Wegener granulomatosis
M35.2,Behçet's disease,Behçet disease
M36.0*,Dermato(poly)myositis in neoplastic disease (C00-D48+),Dermato(poly)myositis in neoplastic disease
M36.1*,Arthropathy in neoplastic disease (C00-D48+),Arthropathy in neoplastic disease
M36.2*,Haemophilic arthropathy (D66-D68+),Haemophilic arthropathy
M47.80,Cervical spondylosis without myelopathy or radiculopathy,"Other spondylosis, multiple sites in spine"
M47.81,Lumbosacral spondylosis without myelopathy or radiculopathy,"Other spondylosis, occipito-atlanto-axial region"
M47.82,Thoracic spondylosis without myelopathy or radiculopathy,"Other spondylosis, cervical region"
M51.4,Schmorl's nodes,Schmorl nodes
M72.6,Necrotising fasciitis,Necrotizing fasciitis
M88,Paget's disease of bone [osteitis deformans],Paget disease of bone [osteitis deformans]
M88.0,Paget's disease of skull,Paget disease of skull
M88.88,Paget's disease of other bones,"Paget disease of other bones, other"
M88.9,"Paget's disease of bone, unspecified","Paget disease of bone, unspecified"
M89.80,Infantile cortical hyperostoses,"Other specified disorders of bone, multiple sites"
M89.81,Post-traumatic subperiosteal ossification,"Other specified disorders of bone, shoulder region"
M89.88,Other specified disorders of bone,"Other specified disorders of bone, other"
M90.4*,Osteonecrosis due to haemoglobinopathy (D50-D64+),Osteonecrosis due to haemoglobinopathy
M90.6*,Osteitis deformans in neoplastic disease (C00-D48+),Osteitis deformans in neoplastic disease
M90.7*,Fracture of bone in neoplastic disease (C00-D48+),Fracture of bone in neoplastic disease
M90.8*,Osteopathy in other diseases classified ehsewhere,Osteopathy in other diseases classified elsewhere
M93.1,Kienböck's disease of adults,Kienböck disease of adults
N00.0#,Acute nephritic syndrome - Minor glomerular abnormality,"Acute nephritic syndrome, Minor glomerular abnormality"
N00.1#,Acute nephritic syndrome - Focal and segmental glomerular lesions,"Acute nephritic syndrome, Focal and segmental glomerular lesions"
N00.2#,Acute nephritic syndrome - Diffuse membranous glomerulonephritis,"Acute nephritic syndrome, Diffuse membranous glomerulonephritis"
N00.3#,Acute nephritic syndrome - Diffuse mesangial proliferative glomerulonephritis,"Acute nephritic syndrome, Diffuse mesangial proliferative glomerulonephritis"
N00.4#,Acute nephritic syndrome - Diffuse endocapillary proliferative glomerulonephritis,"Acute nephritic syndrome, Diffuse endocapillary proliferative glomerulonephritis"
N00.5#,Acute nephritic syndrome - Diffuse mesangiocapillary glomerulonephritis,"Acute nephritic syndrome, Diffuse mesangiocapillary glomerulonephritis"
N00.6#,Acute nephritic syndrome - Dense deposit disease,"Acute nephritic syndrome, Dense deposit disease"
N00.7#,Acute nephritic syndrome - Diffuse crescentic glomerulonephritis,"Acute nephritic syndrome, Diffuse crescentic glomerulonephritis"
N00.8#,Acute nephritic syndrome - Other,"Acute nephritic syndrome, Other"
N00.9#,Acute nephritic syndrome - Unspecified,"Acute nephritic syndrome, Unspecified"
N01.0#,Rapidly progressive nephritic syndrome - Minor glomerular abnormality,"Rapidly progressive nephritic syndrome, minor glomerular abnormality"
N01.1#,Rapidly progressive nephritic syndrome - Focal and segmental glomerular lesions,"Rapidly progressive nephritic syndrome, focal and segmental glomerular lesions"
N01.2#,Rapidly progressive nephritic syndrome - Diffuse membranous glomerulonephritis,"Rapidly progressive nephritic syndrome, diffuse membranous glomerulonephritis"
N01.3#,Rapidly progressive nephritic syndrome - Diffuse mesangial proliferative glomerulonephritis,"Rapidly progressive nephritic syndrome, diffuse mesangial proliferative glomerulonephritis"
N01.4#,Rapidly progressive nephritic syndrome - Diffuse endocapillary proliferative glomerulonephritis,"Rapidly progressive nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis"
N01.5#,Rapidly progressive nephritic syndrome - Diffuse mesangiocapillary glomerulonephritis,"Rapidly progressive nephritic syndrome, diffuse mesangiocapillary glomerulonephritis"
N01.6#,Rapidly progressive nephritic syndrome - Dense deposit disease,"Rapidly progressive nephritic syndrome, dense deposit disease"
N01.7#,Rapidly progressive nephritic syndrome - Diffuse crescentic glomerulonephritis,"Rapidly progressive nephritic syndrome, diffuse crescentic glomerulonephritis"
N01.8#,Rapidly progressive nephritic syndrome - Other,"Rapidly progressive nephritic syndrome, other"
N01.9#,Rapidly progressive nephritic syndrome - Unspecified,"Rapidly progressive nephritic syndrome, unspecified"
N02.0#,Recurrent and persistent haematuria - Minor glomerular abnormality,"Recurrent and persistent haematuria, minor glomerular abnormality"
N02.1#,Recurrent and persistent haematuria - Focal and segmental glomerular lesions,"Recurrent and persistent haematuria, focal and segmental glomerular lesions"
N02.2#,Recurrent and persistent haematuria - Diffuse membranous glomerulonephritis,"Recurrent and persistent haematuria, diffuse membranous glomerulonephritis"
N02.3#,Recurrent and persistent haematuria - Diffuse mesangial proliferative glomerulonephritis,"Recurrent and persistent haematuria, diffuse mesangial proliferative glomerulonephritis"
N02.4#,Recurrent and persistent haematuria - Diffuse endocapillary proliferative glomerulonephritis,"Recurrent and persistent haematuria, diffuse endocapillary proliferative glomerulonephritis"
N02.5#,Recurrent and persistent haematuria - Diffuse mesangiocapillary glomerulonephritis,"Recurrent and persistent haematuria, diffuse mesangiocapillary glomerulonephritis"
N02.6#,Recurrent and persistent haematuria - Dense deposit disease,"Recurrent and persistent haematuria, dense deposit disease"
N02.7#,Recurrent and persistent haematuria - Diffuse crescentic glomerulonephritis,"Recurrent and persistent haematuria, diffuse crescentic glomerulonephritis"
N02.8#,Recurrent and persistent haematuria - Other,"Recurrent and persistent haematuria, other"
N02.9#,Recurrent and persistent haematuria - Unspecified,"Recurrent and persistent haematuria, unspecified"
N04.0#,Nephrotic syndrome - Minor glomerular abnormality,"Nephrotic syndrome, minor glomerular abnormality"
N04.1#,Nephrotic syndrome - Focal and segmental glomerular lesions,"Nephrotic syndrome, focal and segmental glomerular lesions"
N04.2#,Nephrotic syndrome - Diffuse membranous glomerulonephritis,"Nephrotic syndrome, diffuse membranous glomerulonephritis"
N04.3#,Nephrotic syndrome - Diffuse mesangial proliferative glomerulonephritis,"Nephrotic syndrome, diffuse mesangial proliferative glomerulonephritis"
N04.4#,Nephrotic syndrome - Diffuse endocapillary proliferative glomerulonephritis,"Nephrotic syndrome, diffuse endocapillary proliferative glomerulonephritis"
N04.5#,Nephrotic syndrome - Diffuse mesangiocapillary glomerulonephritis,"Nephrotic syndrome, diffuse mesangiocapillary glomerulonephritis"
N04.6#,Nephrotic syndrome - Dense deposit disease,"Nephrotic syndrome, dense deposit disease"
N04.7#,Nephrotic syndrome - Diffuse crescentic glomerulonephritis,"Nephrotic syndrome, diffuse crescentic glomerulonephritis"
N04.9,Nephrotic syndrome - Unspecified,"Nephrotic syndrome, unspecified"
N05.0#,Unspecified nephritic syndrome - Minor glomerular abnormality,"Unspecified nephritic syndrome, minor glomerular abnormality"
N05.1#,Unspecified nephritic syndrome - Focal and segmental glomerular lesions,"Unspecified nephritic syndrome, focal and segmental glomerular lesions"
N05.2#,Unspecified nephritic syndrome - Diffuse membranous glomerulonephritis,"Unspecified nephritic syndrome, diffuse membranous glomerulonephritis"
N05.3#,Unspecified nephritic syndrome - Diffuse mesangial proliferative glomerulonephritis,"Unspecified nephritic syndrome, diffuse mesangial proliferative glomerulonephritis"
N05.4#,Unspecified nephritic syndrome - Diffuse endocapillary proliferative glomerulonephritis,"Unspecified nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis"
N05.5#,Unspecified nephritic syndrome - Diffuse mesangiocapillary glomerulonephritis,"Unspecified nephritic syndrome, diffuse mesangiocapillary glomerulonephritis"
N05.6#,Unspecified nephritic syndrome - Dense deposit disease,"Unspecified nephritic syndrome, dense deposit disease"
N05.7#,Unspecified nephritic syndrome - Diffuse crescentic glomerulonephritis,"Unspecified nephritic syndrome, diffuse crescentic glomerulonephritis"
N05.8#,Unspecified nephritic syndrome - Other,"Unspecified nephritic syndrome, other"
N05.9#,Unspecified nephritic syndrome - Unspecified,"Unspecified nephritic syndrome, unspecified"
N06.0#,Isolated proteinuria with specified morphological lesion - Minor glomerular abnormality,"Isolated proteinuria with specified morphological lesion, minor glomerular abnormality"
N06.1#,Isolated proteinuria with specified morphological lesion - Focal and segmental glomerular lesions,"Isolated proteinuria with specified morphological lesion, focal and segmental glomerular lesions"
N06.2#,Isolated proteinuria with specified morphological lesion - Diffuse membranous glomerulonephritis,"Isolated proteinuria with specified morphological lesion, diffuse membranous glomerulonephritis"
N06.3#,Isolated proteinuria with specified morphological lesion - Diffuse mesangial proliferative glomerulonephritis,"Isolated proteinuria with specified morphological lesion, diffuse mesangial proliferative glomerulonephritis"
N06.4#,Isolated proteinuria with specified morphological lesion - Diffuse endocapillary proliferative glomerulonephritis,"Isolated proteinuria with specified morphological lesion, diffuse endocapillary proliferative glomerulonephritis"
N06.5#,Isolated proteinuria with specified morphological lesion - Diffuse mesangiocapillary glomerulonephritis,"Isolated proteinuria with specified morphological lesion, diffuse mesangiocapillary glomerulonephritis"
N06.6#,Isolated proteinuria with specified morphological lesion - Dense deposit disease,"Isolated proteinuria with specified morphological lesion, dense deposit disease"
N06.7#,Isolated proteinuria with specified morphological lesion - Diffuse crescentic glomerulonephritis,"Isolated proteinuria with specified morphological lesion, diffuse crescentic glomerulonephritis"
N06.8#,Isolated proteinuria with specified morphological lesion - Other,"Isolated proteinuria with specified morphological lesion, other"
N06.9#,Isolated proteinuria with specified morphological lesion - Unspecified,"Isolated proteinuria with specified morphological lesion, unspecified"
N07.0#,"Hereditary nephropathy, not elsewhere classified - Minor glomerular abnormality","Hereditary nephropathy, not elsewhere classified, minor glomerular abnormality"
N07.1#,"Hereditary nephropathy, not elsewhere classified - Focal and segmental glomerular lesions","Hereditary nephropathy, not elsewhere classified, focal and segmental glomerular lesions"
N07.2#,"Hereditary nephropathy, not elsewhere classified - Diffuse membranous glomerulonephritis","Hereditary nephropathy, not elsewhere classified, diffuse membranous glomerulonephritis"
N07.3#,"Hereditary nephropathy, not elsewhere classified - Diffuse mesangial proliferative glomerulonephritis","Hereditary nephropathy, not elsewhere classified, diffuse mesangial proliferative glomerulonephritis"
N07.4#,"Hereditary nephropathy, not elsewhere classified - Diffuse endocapillary proliferative glomerulonephritis","Hereditary nephropathy, not elsewhere classified, diffuse endocapillary proliferative glomerulonephritis"
N07.5#,"Hereditary nephropathy, not elsewhere classified - Diffuse mesangiocapillary glomerulonephritis","Hereditary nephropathy, not elsewhere classified, diffuse mesangiocapillary glomerulonephritis"
N07.6#,"Hereditary nephropathy, not elsewhere classified - Dense deposit disease","Hereditary nephropathy, not elsewhere classified, dense deposit disease"
N07.7#,"Hereditary nephropathy, not elsewhere classified - Diffuse crescentic glomerulonephritis","Hereditary nephropathy, not elsewhere classified, diffuse crescentic glomerulonephritis"
N07.8#,"Hereditary nephropathy, not elsewhere classified - Other","Hereditary nephropathy, not elsewhere classified, other"
N07.9#,"Hereditary nephropathy, not elsewhere classified - Unspecified","Hereditary nephropathy, not elsewhere classified, unspecified"
N08.5*,Ghomerular disorders in systemic connective tissue disorders,Glomerular disorders in systemic connective tissue disorders
N18,Chronic renal failure,Chronic kidney disease
N18.9,"Chronic renal failure, unspecified","Chronic kidney disease, unspecified"
N19,Unspecified renal failure,Unspecified kidney failure
N28.1,"Cyst of kidney, acquired",Cyst of kidney
N75,Diseases of Bartholin's gland,Diseases of Bartholin gland
N75.0,Cyst of Bartholin's gland,Cyst of Bartholin gland
N75.1,Abscess of Bartholin's gland,Abscess of Bartholin gland
N75.8,Other diseases of Bartholin's gland,Other diseases of Bartholin gland
N75.9,"Disease of Bartholin's gland, unspecified","Disease of Bartholin gland, unspecified"
O03.0,"Spontaneous abortion - Incomplete, complicated by genital tract and pelvic infection","Spontaneous abortion, Incomplete, complicated by genital tract and pelvic infection"
O03.1,"Spontaneous abortion - Incomplete, complicated by delayed or excessive haemorrhage","Spontaneous abortion, Incomplete, complicated by delayed or excessive haemorrhage"
O03.2,"Spontaneous abortion - Incomplete, complicated by embolism","Spontaneous abortion, Incomplete, complicated by embolism"
O03.3,"Spontaneous abortion - Incomplete, with other and unspecified complications","Spontaneous abortion, Incomplete, with other and unspecified complications"
O03.4,"Spontaneous abortion - Incomplete, without complication","Spontaneous abortion, Incomplete, without complication"
O03.5,"Spontaneous abortion - Complete or unspecified, complicated by genital tract and pelvic infection","Spontaneous abortion, Complete or unspecified, complicated by genital tract and pelvic infection"
O03.6,"Spontaneous abortion - Complete or unspecified, complicated by delayed or excessive haemorrhage","Spontaneous abortion, Complete or unspecified, complicated by delayed or excessive haemorrhage"
O03.7,"Spontaneous abortion - Complete or unspecified, complicated by embolism","Spontaneous abortion, Complete or unspecified, complicated by embolism"
O03.8,"Spontaneous abortion - Complete or unspecified, with other and unspecified complications","Spontaneous abortion, Complete or unspecified, with other and unspecified complications"
O03.9,"Spontaneous abortion - Complete or unspecified, without complication","Spontaneous abortion, Complete or unspecified, without complication"
O04.0,"Medical abortion - Incomplete, complicated by genital tract and pelvic infection","Medical abortion, incomplete, complicated by genital tract and pelvic infection"
O04.1,"Medical abortion - Incomplete, complicated by delayed or excessive haemorrhage","Medical abortion, incomplete, complicated by delayed or excessive haemorrhage"
O04.2,"Medical abortion - Incomplete, complicated by embolism","Medical abortion, incomplete, complicated by embolism"
O04.3,"Medical abortion - Incomplete, with other and unspecified complications","Medical abortion, incomplete, with other and unspecified complications"
O04.4,"Medical abortion - Incomplete, without complication","Medical abortion, incomplete, without complication"
O04.5,"Medical abortion - Complete or unspecified, complicated by genital tract and pelvic infection","Medical abortion, complete or unspecified, complicated by genital tract and pelvic infection"
O04.6,"Medical abortion - Complete or unspecified, complicated by delayed or excessive haemorrhage","Medical abortion, complete or unspecified, complicated by delayed or excessive haemorrhage"
O04.7,"Medical abortion - Complete or unspecified, complicated by embolism","Medical abortion, complete or unspecified, complicated by embolism"
O04.8,"Medical abortion - Complete or unspecified, with other and unspecified complications","Medical abortion, complete or unspecified, with other and unspecified complications"
O04.9,"Medical abortion - Complete or unspecified, without complication","Medical abortion, complete or unspecified, without complication"
O05.0,"Other abortion - Incomplete, complicated by genital tract and pelvic infection","Other abortion, incomplete, complicated by genital tract and pelvic infection"
O05.1,"Other abortion - Incomplete, complicated by delayed or excessive haemorrhage","Other abortion, incomplete, complicated by delayed or excessive haemorrhage"
O05.2,"Other abortion - Incomplete, complicated by embolism","Other abortion, incomplete, complicated by embolism"
O05.3,"Other abortion - Incomplete, with other and unspecified complications","Other abortion, incomplete, with other and unspecified complications"
O05.4,"Other abortion - Incomplete, without complication","Other abortion, incomplete, without complication"
O05.5,"Other abortion - Complete or unspecified, complicated by genital tract and pelvic infection","Other abortion, complete or unspecified, complicated by genital tract and pelvic infection"
O05.6,"Other abortion - Complete or unspecified, complicated by delayed or excessive haemorrhage","Other abortion, complete or unspecified, complicated by delayed or excessive haemorrhage"
O05.7,"Other abortion - Complete or unspecified, complicated by embolism","Other abortion, complete or unspecified, complicated by embolism"
O05.8,"Other abortion - Complete or unspecified, with other and unspecified complications","Other abortion, complete or unspecified, with other and unspecified complications"
O05.9,"Other abortion - Complete or unspecified, without complication","Other abortion, complete or unspecified, without complication"
O06.0,"Unspecified abortion - Incomplete, complicated by genital tract and pelvic infection","Unspecified abortion, incomplete, complicated by genital tract and pelvic infection"
O06.1,"Unspecified abortion - Incomplete, complicated by delayed or excessive haemorrhage","Unspecified abortion, incomplete, complicated by delayed or excessive haemorrhage"
O06.2,"Unspecified abortion - Incomplete, complicated by embolism","Unspecified abortion, incomplete, complicated by embolism"
O06.3,"Unspecified abortion - Incomplete, with other and unspecified complications","Unspecified abortion, incomplete, with other and unspecified complications"
O06.4,"Unspecified abortion - Incomplete, without complication","Unspecified abortion, incomplete, without complication"
O06.5,"Unspecified abortion - Complete or unspecified, complicated by genital tract and pelvic infection","Unspecified abortion, complete or unspecified, complicated by genital tract and pelvic infection"
O06.6,"Unspecified abortion - Complete or unspecified, complicated by delayed or excessive haemorrhage","Unspecified abortion, complete or unspecified, complicated by delayed or excessive haemorrhage"
O06.7,"Unspecified abortion - Complete or unspecified, complicated by embolism","Unspecified abortion, complete or unspecified, complicated by embolism"
O06.8,"Unspecified abortion - Complete or unspecified, with other and unspecified complications","Unspecified abortion, complete or unspecified, with other and unspecified complications"
O06.9,"Unspecified abortion - Complete or unspecified, without complication","Unspecified abortion, complete or unspecified, without complication"
O11,Pre-existing hypertensive disorder with superimposed proteinuria,Pre-eclampsia superimposed on chronic hypertension
O13,Gestational [pregnancy-induced] hypertension without significant proteinuria,Gestational [pregnancy-induced] hypertension
O14,Gestational [pregnancy-induced] hypertension with significant proteinuria,Pre-eclampsia
O14.0,Moderate pre-eclampsia,Mild to moderate pre-eclampsia
O22,Venous complications in pregnancy,Venous complications and haemorrhoids in pregnancy
O24.0,"Pre-existing diabetes mellitus, insulin-dependent","Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, insulin-dependent"
O24.1,"Pre-existing diabetes mellitus, non-insulin-dependent","Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, non-insulin-dependent"
O24.2,Pre-existing malnutrition-related diabetes mellitus,Diabetes mellitus in pregnancy: Pre-existing malnutrition-related diabetes mellitus
O24.3,"Pre-existing diabetes mellitus, unspecified","Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, unspecified"
O29.6,Faihed or difficult intubation during pregnancy,Failed or difficult intubation during pregnancy
O60,Preterm labour,Preterm labour and delivery
O69.2,Labour and delivery complicated by other cord entanglement,"Labour and delivery complicated by other cord entanglement, with compression"
O71.4,Obstetric high vaginal laceration alone,Obstetric high vaginal laceration
O87,Venous complications in the puerperium,Venous complications and haemorrhoids in the puerperium
O94,"Sequelae of complications of pregnacy, childbirth and the puerperium","Sequelae of complication of pregnancy, childbirth and the puerperium"
O97,Death from sequelae of direct obstetric causes,Death from sequelae of obstetric causes
P14.0,Erb's paralysis due to birth injury,Erb paralysis due to birth injury
P14.1,Klumpke's paralysis due to birth injury,Klumpke paralysis due to birth injury
P52.1,"Intraventricular haemorrhage, grade 2, of fetus and newborn","Intraventricular (nontraumatic) haemorrhage, grade 2, of fetus and newborn"
P52.2,"Intraventricular (nontraumatic) haemorrhage, grade 3, of fetus and newborn","Intraventricular (nontraumatic) haemorrhage, grade 3, and grade 4 of fetus and newborn"
P71.0,Cow's milk hypocalcaemia in newborn,Cow milk hypocalcaemia in newborn
P75*,Meconiumileus caused by cystic fibrosis,Meconium ileus in cystic fibrosis
P91.7,Aquired hydrocephalus of newborn,Acquired hydrocephalus of newborn
P96.4,"Termination of pregnancy, fetus and newborn","Termination of pregnancy, affecting fetus and newborn"
Q22.5,Ebstein's anomaly,Ebstein anomaly
Q35.1,Cheft hard palate NOS,Cleft hard palate
Q35.3,Cleft soft palate NOS,Cleft soft palate
Q35.9,Cheft palate NOS,"Cleft palate, unspecified"
Q36.1,"Cleft lip, medial","Cleft lip, median"
Q37,Cleft palate with cheft lip,Cleft palate with cleft lip
Q37.0,"Cleft hard palate with cleft lip, bilateral",Cleft hard palate with bilateral cleft lip
Q37.1,"Cleft hard palate with cleft lip, unilateral",Cleft hard palate with unilateral cleft lip
Q37.2,"Cleft soft palate with cleft lip, bilateral",Cleft soft palate with bilateral cleft lip
Q37.3,"Cleft soft palate with cleft lip, unilateral",Cleft soft palate with unilateral cleft lip
