sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:Pitkä.nimi,matchScore,mappingStatus,conceptId,comment
S -AbG-G6,,1,,NA Serum,0.0,UNCHECKED,0,
S -Bendi-O,S-Benzodiazepines (qual) Serum,39,,S -Bentsodiatsepiinit (kval),0.7046197652816772,UNCHECKED,36310545,
F -Na,F -Sodium Feces,6,,F -Natrium,0.4841453731060028,UNCHECKED,4221092,
aB-VeKaas,"aB-Blood gas analysis (pO2, pCO2, pH, calculation) arterial Blood",19038,,"aB-Verikaasuanalyysi (pO2,pCO2,pH,laskenta)",0.45101916790008545,APPROVED,4243951,
S -AbG-M2,,1,,NA Serum,0.0,UNCHECKED,0,
OCTAPLAS,,18526,,NA NA,0.0,APPROVED,36310033,
S -PuumAbG,"S-Woodland virus, IgG antibodies Serum",726,,"S -Puumala-virus, IgG-vasta-aineet",0.35892486572265625,APPROVED,3012447,
S -AbG-T3,,1,,NA Serum,0.0,UNCHECKED,0,
S -GT,S-Glutamyltransferase Serum,72,,S -Glutamyylitransferaasi,0.8080286979675293,UNCHECKED,4263735,
S -ParvAbG,"S-Parvovirus, IgG antibodies Serum",337,,"S -Parvovirus, IgG-vasta-aineet",0.6067830920219421,UNCHECKED,4025310,
S -Osteoca,S -Osteocalcin Serum,39,,S -Osteokalsiini,0.6570149660110474,UNCHECKED,4009408,
S -CnAb,S -Neuronal antibodies Serum,165,,S -Neuronaaliset vasta-aineet,0.47810882329940796,UNCHECKED,37393413,
S -AFP,S-Alpha-1-fetoprotein Serum,1,,S -Alfa-1-fetoproteiini,0.8820468187332153,UNCHECKED,4177969,
fB-B1-Vit,Vitamin B1 Blood from fasting patient,6,,B1-vitamiini,0.49706730246543884,UNCHECKED,441266,
S -PuumAbM,"S-Woodworm virus, IgM antibodies Serum",726,,"S -Puumala-virus, IgM-vasta-aineet",0.42841848731040955,APPROVED,3016012,
S -Al,S -Aluminium Serum,1,,S -Alumiini,0.6304511427879333,UNCHECKED,4052298,
S -MaitoE,"S Milk (f2), IgE antibodies Serum",72,,"S -Maito (f2), IgE-vasta-aineet",0.46336668729782104,UNCHECKED,4138700,
S -ParvAbM,"S-Parvovirus, IgM antibodies Serum",337,,"S -Parvovirus, IgM-vasta-aineet",0.6022445559501648,UNCHECKED,4025310,
S -All-C73,,1,,NA Serum,0.0,UNCHECKED,0,
fS-Ca,,335,,NA Serum from fasting patient,0.0,UNCHECKED,0,
S -All-D1,,1,,NA Serum,0.0,UNCHECKED,0,
S -All-D2,,1,,NA Serum,0.0,UNCHECKED,0,
S -All-D3,,1,,NA Serum,0.0,UNCHECKED,0,
Li-Alb,Li-Albumin Liquor cerebrospinalis,722,,Li-Albumiini,0.546710729598999,APPROVED,3024474,
S -All-D70,,1,,NA Serum,0.0,UNCHECKED,0,
Pd-Lymf+Mo,,716,,NA Peritoneal dialysis,0.0,APPROVED,3041920,
Pd-Lymf+Mo,,716,,NA Peritoneal dialysis,0.0,APPROVED,3040477,
Ts-PAD-4,"Histological examination of a Ts-tissue sample, extensive surgical preparation Tissue",17776,,"Ts-Kudosnäytteen histologinen tutkimus, laaja leikkauspreparaatti",0.4397917091846466,APPROVED,4056556,
S -SpnAbNV,"S-Streptococcus pneumoniae, non-conjugate vaccine serotypes, antibodies Serum",39,,"S -Streptococcus pneumoniae, ei-konjugaattirokoteserotyypit, vasta-aineet",0.6030569672584534,UNCHECKED,37018754,
fS-LipoA1,"fS-Lipoprotein, apo A1 Serum from fasting patient",6,,"fS-Lipoproteiini, apo A1",0.4854850769042969,UNCHECKED,37394113,
S -All-D70,,1,,NA Serum,0.0,UNCHECKED,0,
Pd-Neut+Eo,,716,,NA Peritoneal dialysis,0.0,APPROVED,3041780,
Pd-Neut+Eo,,716,,NA Peritoneal dialysis,0.0,APPROVED,3038413,
S -Stpn10A,,39,,NA Serum,0.0,UNCHECKED,0,
S -SpnAbVT,"S-Streptococcus pneumoniae, conjugate vaccine serotypes, antibodies Serum",165,,"S -Streptococcus pneumoniae, konjugaattirokoteserotyypit, vasta-aineet",0.633611261844635,UNCHECKED,37018754,
S -All-D71,,1,,NA Serum,0.0,UNCHECKED,0,
Li-IgG-ind,,715,,NA Liquor cerebrospinalis,0.0,APPROVED,4027681,
S -Stpn11A,,39,,NA Serum,0.0,UNCHECKED,0,
S -Stpn1,,165,,NA Serum,0.0,UNCHECKED,0,
S -MunavaE,"S -Egg white (f1), IgE antibodies Serum",72,,"S -Munanvalkuainen (f1), IgE-vasta-aineet",0.400844544172287,UNCHECKED,4176560,
S -All-D71,,1,,NA Serum,0.0,UNCHECKED,0,
S -Krea,,713,,NA Serum,0.0,APPROVED,3020564,
S -Stpn12F,,39,,NA Serum,0.0,UNCHECKED,0,
S -Stpn5,,165,,NA Serum,0.0,UNCHECKED,0,
S -All-D72,,1,,NA Serum,0.0,UNCHECKED,0,
S -Stpn15B,,39,,NA Serum,0.0,UNCHECKED,0,
B -Lakt-D,"B -Lactose intolerance, DNA testing Blood",334,,"B -Laktoosi-intoleranssi, DNA-tutkimus",0.4854799807071686,UNCHECKED,37393340,
S -Stpn7F,,165,,NA Serum,0.0,UNCHECKED,0,
S -All-D72,,1,,NA Serum,0.0,UNCHECKED,0,
S -Stpn17F,,39,,NA Serum,0.0,UNCHECKED,0,
S -All-D73,,1,,NA Serum,0.0,UNCHECKED,0,
fP-Fe,fP-Iron Plasma from fasting patient,17478,,fP-Rauta,0.3283821940422058,APPROVED,4307043,
fP-Fe,fP-Iron Plasma from fasting patient,17478,,fP-Rauta,0.3283821940422058,APPROVED,37111339,
S -Salis,S -Salicylates Serum,72,,S -Salisylaatit,0.6541651487350464,UNCHECKED,4112440,
S -Stpn2,,39,,NA Serum,0.0,UNCHECKED,0,
S -All-D74,,1,,NA Serum,0.0,UNCHECKED,0,
-HCVNhTy,,71,,NA NA,0.0,UNCHECKED,0,
S -Stpn20,,39,,NA Serum,0.0,UNCHECKED,0,
S -All-E83,,1,,NA Serum,0.0,UNCHECKED,0,
DNAex,,71,,NA NA,0.0,UNCHECKED,0,
S -Stpn33F,,39,,NA Serum,0.0,UNCHECKED,0,
S -All-E84,,1,,NA Serum,0.0,UNCHECKED,0,
U -Krea,U-Creatinine Urine,17415,,U -Kreatiniini,0.4640876054763794,APPROVED,4156817,
fS-VLCFA,"fS-Fatty acids, very long chain (22 C) Serum from fasting patient",6,,"fS-Rasvahapot, hyvin pitkäketjuiset (22 C)",0.49077630043029785,UNCHECKED,4122825,
S -Stpn8,,39,,NA Serum,0.0,UNCHECKED,0,
S -All-F33,,1,,NA Serum,0.0,UNCHECKED,0,
HPA,,6,,NA NA,0.0,UNCHECKED,0,
S -Amyl,S-Amylase Serum,71,,S -Amylaasi,0.6526601314544678,UNCHECKED,4305252,
B -smB-Fc,"B-Immunophenotyping, B-memory cells Blood",164,,"B -Immunofenotyypitys, B-muistisolut",0.5332111120223999,UNCHECKED,37393598,
S -All-F44,,1,,NA Serum,0.0,UNCHECKED,0,
fS-GH,fS-Growth Hormone Serum from fasting patient,712,,fS-Kasvuhormoni,0.5274067521095276,APPROVED,4150789,
fS-GH,fS-Growth Hormone Serum from fasting patient,712,,fS-Kasvuhormoni,0.5274067521095276,APPROVED,37111339,
S -HBVNh,"S -Hepatitis B virus, nucleic acid (quantum) Serum",332,,"S -Hepatiitti B -virus, nukleiinihappo (kvant)",0.5156582593917847,UNCHECKED,4005034,
S -All-F89,,1,,NA Serum,0.0,UNCHECKED,0,
S -B12-Vit,Vitamin S-B12 Serum,17117,,S -B12-vitamiini,0.5595141053199768,APPROVED,4153144,
S -HLA1Ab,,331,,NA Serum,0.0,UNCHECKED,0,
S -All-F95,,1,,NA Serum,0.0,UNCHECKED,0,
S -K/L-s-V,,16902,,NA Serum,0.0,APPROVED,3007778,
S -Amyl-Ma,"S-Amylase, macro Serum",71,,"S -Amylaasi, makro",0.5284220576286316,UNCHECKED,4010519,
S -HLA1AbL,,331,,NA Serum,0.0,UNCHECKED,0,
dU-Noradr,dU-Noradrenaline diurnal Urine,38,,dU-Noradrenaliini,0.5211410522460938,UNCHECKED,4150617,
S -Alb,S -Albumin Serum,710,,S -Albumiini,0.6633556485176086,APPROVED,4017497,
S -HLA2Ab,,331,,NA Serum,0.0,UNCHECKED,0,
B -SC-trpl,,708,,NA Blood,0.0,UNCHECKED,0,"Stem cell graf, peripheral blood"
S -HLA2AbL,,331,,NA Serum,0.0,UNCHECKED,0,
Li-Aminoh,Li-Amino Acids Liquor cerebrospinalis,6,,Li-Aminohapot,0.4493325352668762,UNCHECKED,3022455,
S -LeukAbC,,331,,NA Serum,0.0,UNCHECKED,0,
S -EMAbG,"S-Endomysium, IgG antibodies Serum",164,,"S -Endomysium, IgG-vasta-aineet",0.6090561747550964,UNCHECKED,37399050,
S -LeukAbS,,331,,NA Serum,0.0,UNCHECKED,0,
S -TimospE,,163,,NA Serum,0.0,UNCHECKED,0,
S -AmylP,"S-Amylase, Pancreatic Serum",71,,"S -Amylaasi, haimaperäinen",0.6396129727363586,UNCHECKED,4140826,
S -BartAb,"S-Bartonella, Antibodies Serum",59,,"S -Bartonella, vasta-aineet",0.493844211101532,UNCHECKED,4025976,
Pf-Laktaat,,675,,NA Pleural fluid,0.0,UNCHECKED,0,
S -IgLcL-V,"S-Immunoglobulin, Light Chains, Lambda, Free Serum",16899,,"S -Immunoglobuliini, kevytketjut, Lambda, vapaat",0.6655600070953369,APPROVED,44804924,
cB-VeIoni4,,671,,NA capillary Blood,0.0,APPROVED,3022313,
cB-VeIoni4,,671,,NA capillary Blood,0.0,APPROVED,40758360,
S -AspeAg,"S-Aspergillus, antigen Serum",703,,"S -Aspergillus, antigeeni",0.6436513066291809,APPROVED,44790036,
Pd-Gran,,671,,NA Peritoneal dialysis,0.0,UNCHECKED,0,
Pd-Lymf,,671,,NA Peritoneal dialysis,0.0,UNCHECKED,0,
S -AmylS,"S-Amylase, Salivary Serum",71,,"S -Amylaasi, sylkiperäinen",0.6385736465454102,UNCHECKED,4239637,
Pd-MuutSol,,671,,NA Peritoneal dialysis,0.0,UNCHECKED,0,
Pt-CRH-R,Pt-Adrenocorticotropin-releasing hormone test Patient,38,,Pt-Adrenokortikotropiini-vapauttajahormonikoe,0.5797337889671326,UNCHECKED,37398489,
B -Hemok-D,"B -Hemochromatosis, DNA study Blood",161,,"B -Hemokromatoosi, DNA-tutkimus",0.5220764875411987,UNCHECKED,4163735,
S -AspFlaG,,71,,NA Serum,0.0,UNCHECKED,0,
-MNC/kg,,670,,NA NA,0.0,UNCHECKED,0,
P -FVD-SPR,,161,,NA Plasma,0.0,UNCHECKED,0,
As-Alb,As-Albumin Ascitic fluid,701,,As-Albumiini,0.5960968136787415,APPROVED,3026692,
-SC/kg,,670,,NA NA,0.0,UNCHECKED,0,
B -FIIDSPR,,160,,NA Blood,0.0,UNCHECKED,0,
Se-Bil,,701,,NA Secretion,0.0,APPROVED,4118986,
S -IgLcK-V,"S-Immunoglobulin, Light Chains, Kappa, Free Serum",16875,,"S -Immunoglobuliini, kevytketjut, Kappa, vapaat",0.6816100478172302,APPROVED,44804922,
-TNC/kg,,670,,NA NA,0.0,UNCHECKED,0,
Mf-Syto,Mf-Breast secretion loose cell study Mammary fluid,6,,Mf-Rintarauhaseritteen irtosolututkimus,0.4616415798664093,UNCHECKED,4277449,
1 Histamii,,159,,NA NA,0.0,UNCHECKED,0,
GenEsik-PF,,700,,NA NA,0.0,UNCHECKED,0,Genetic pretreatment from paraphine sample
B -SC-trpl,,670,,NA Blood,0.0,UNCHECKED,0,
OCTAPLASLG,,6,,NA NA,0.0,UNCHECKED,0,
2 Kontroll,,159,,NA NA,0.0,UNCHECKED,0,
P -TrAiSPR,,698,,NA Plasma,0.0,APPROVED,3036489,
Pt-Paino,,670,,NA Patient,0.0,UNCHECKED,0,
S -rArah8E,"S -Peanut, recombinant (rAra h 8 PR-10, f352), IgE antibodies Serum",59,,"S -Maapähkinä, rekombinantti (rAra h 8 PR-10, f352), IgE vasta-aineet",0.44764405488967896,UNCHECKED,37392612,
Oo-Pak,,6,,NA NA,0.0,UNCHECKED,0,
3 Koivu,,159,,NA NA,0.0,UNCHECKED,0,
Sk-IF-IgA,"Sk-Skin, Immunofluorescence Assay, IgA Skin",71,,"Sk-Iho, immunofluoresenssitutkimus, IgA",0.6135581731796265,UNCHECKED,4148777,
Vol/DMSO,,670,,NA NA,0.0,UNCHECKED,0,
Pt-Obd-3,"Pt-Obduction, Neuropathological Patient",38,,"Pt-Obduktio, neuropatologinen",0.4639129936695099,UNCHECKED,4045718,
P -aKorsol,,6,,NA Plasma,0.0,UNCHECKED,0,
S -IgLc-V,"S-Immunoglobulin, light chains, free Serum",16864,,"S -Immunoglobuliini, kevytketjut, vapaat",0.7383661866188049,APPROVED,3008518,
U -Mg,U -Magnesium Urine,38,,U -Magnesium,0.6207875609397888,UNCHECKED,4261656,
S -Kerulo,S-Keruloplasmin Serum,159,,S -Keruloplasmiini,0.6230286955833435,UNCHECKED,4294533,
Bm-JAK2-D,,37,,NA Bone marrow,0.0,UNCHECKED,0,
P -Dopam,P -Dopamine Plasma,6,,P -Dopamiini,0.5578926801681519,UNCHECKED,45881222,
P -LuakPTT,"P -Lupus anticoagulant, PTT Plasma",695,,"P -Lupusantikoagulantti, PTT",0.6169474720954895,APPROVED,4268621,
Ts-HepyVi,"Ts-Helicobacter pylori, culture Tissue",71,,"Ts-Helicobacter pylori, viljely",0.6524876356124878,UNCHECKED,4047155,
S -SoijapE,"S -Soybean (f14), IgE antibodies Serum",59,,"S -Soijapapu (f14), IgE-vasta-aineet",0.46706417202949524,UNCHECKED,3015076,
P -Plg,P -Plasminogen Plasma,6,,P -Plasminogeeni,0.5383397936820984,UNCHECKED,37394219,
P -TT,P -Thromboplastin time Plasma,16226,,P -Tromboplastiiniaika,0.5968963503837585,APPROVED,3034426,
P -SUPAR,,6,,NA Plasma,0.0,UNCHECKED,0,
P -TnT/HUS,,6,,NA Plasma,0.0,UNCHECKED,0,
P -LuakRVV,"P -Lupus anticoagulant, dRVVT Plasma",695,,"P -Lupusantikoagulantti, dRVVT",0.6146910190582275,APPROVED,4268621,
S -TPOAb,"S -Thyroid peroxidase, antibodies Serum",159,,"S -Tyreoideaperoksidaasi, vasta-aineet",0.6886565089225769,UNCHECKED,4011306,
F -BaktVi2,"F -Bacteria, culture 2 (Clostridium difficile, Staphylococcus aureus, Candida) Feces",668,,"F -Bakteeri, viljely 2 (Clostridium difficile, Staphylococcus aureus, candida)",0.47075241804122925,UNCHECKED,4045646,
Bm-NPM1-QD,,157,,NA Bone marrow,0.0,UNCHECKED,0,
fS-Trigly,fS-Triglyceride Serum from fasting patient,37,,fS-Triglyseridit,0.6252541542053223,UNCHECKED,37394095,
S -Korsol,S-Cortisol Serum,15914,,S -Kortisoli,0.5370054244995117,APPROVED,4150790,
S -All-F5,,37,,NA Serum,0.0,UNCHECKED,0,
S -PP,,37,,NA Serum,0.0,UNCHECKED,0,
U -Orgah,"U -Organic acids, semi-quantitative Urine",59,,"U -Orgaaniset hapot, semikvantitatiivinen",0.6089433431625366,UNCHECKED,4014168,
-HHV6NhO,"-Human herpesvirus-6, nucleic acid (qual) NA",70,,"-Human herpesvirus-6, nukleiinihappo (kval)",0.484535813331604,UNCHECKED,45769599,
Pt-Obd-2,"Pt-Obduction, Child Patient",6,,"Pt-Obduktio, lapsi",0.377856969833374,UNCHECKED,4246488,
U -PiKre,,37,,NA Urine,0.0,UNCHECKED,0,
"-pseIA,AbA",,70,,NA NA,0.0,UNCHECKED,0,
dU-K,dU-Potassium diurnal Urine,667,,dU-Kalium,0.5388105511665344,UNCHECKED,4173269,
U -PiKre,,37,,NA Urine,0.0,UNCHECKED,0,
"-pseIA,AbG",,70,,NA NA,0.0,UNCHECKED,0,
B -CrCo,,36,,NA Blood,0.0,UNCHECKED,0,
S -CampAb,"S -Campylobacter, antibodies Serum",157,,"S -Campylobacter, vasta-aineet",0.6363378167152405,UNCHECKED,4155304,
"-pseIA,AbM",,70,,NA NA,0.0,UNCHECKED,0,
JPLAIK,,36,,NA NA,0.0,UNCHECKED,0,
U -K,U-Potassium Urine,665,,U -Kalium,0.6539594531059265,UNCHECKED,4173269,
S -KoirhiE,,156,,NA Serum,0.0,UNCHECKED,0,
P -vWF-Akt,"P -von Willebrand factor, activity (GPIb binding) Plasma",694,,"P -von Willebrand -tekijä, aktiivisuus (GPIb sitoutuminen)",0.5430453419685364,APPROVED,4287766,
dU-MTA,dU-Methoxytyramine (3-) diurnal Urine,58,,dU-Metoksityramiini (3-),0.5616515874862671,UNCHECKED,4135318,
fP-Transf,fP-Transferrin Plasma from fasting patient,15900,,fP-Transferriini,0.47693097591400146,APPROVED,4235029,
cU-Prot,cU-Protein collected in Urine,70,,cU-Proteiini,0.517906904220581,UNCHECKED,45876919,
dU-Uraat,dU-Urat diurnal Urine,58,,dU-Uraatti,0.47040730714797974,UNCHECKED,4101405,
cU-Tilav,,70,,NA collected Urine,0.0,UNCHECKED,0,
Pt-TRH-R2,"Pt-Thyrotropin Releasing Hormone Assay, Extensive Patient",6,,"Pt-Tyreotropiinin vapauttajahormoni-koe, laaja",0.5792628526687622,UNCHECKED,4021284,
B -BaktJVi,"B -Bacteria, subculture Blood",15343,,"B -Bakteeri, jatkoviljely",0.44216489791870117,APPROVED,4051072,
B -BaktJVi,"B -Bacteria, subculture Blood",15343,,"B -Bakteeri, jatkoviljely",0.44216489791870117,APPROVED,45878416,
S -ent3AbA,,70,,NA Serum,0.0,UNCHECKED,0,
S -HSVAb,"S -Herpes simplex virus, antibodies Serum",664,,"S -Herpes simplex -virus, vasta-aineet",0.7026796936988831,UNCHECKED,4025994,
S -T4-Vdi,"S -Tyroxine, free, dialysis method Serum",156,,"S -Tyroksiini, vapaa, dialyysimenetelmä",0.40022772550582886,UNCHECKED,4281167,
S -ent3AbG,,70,,NA Serum,0.0,UNCHECKED,0,
B -Hb,B-Hemoglobin Blood,1741785,,B -Hemoglobiini,0.545120894908905,APPROVED,3000963,
Li-ChlaAb,,155,,NA Liquor cerebrospinalis,0.0,UNCHECKED,0,
S -ent3AbM,,70,,NA Serum,0.0,UNCHECKED,0,
Pf-proBNP,"Pf-Natriuretic peptide, type B N-terminal propeptide Pleural fluid",36,,"Pf-Natriureettinen peptidi, B-tyypin N-terminaalinen propeptidi",0.5158182978630066,UNCHECKED,37398300,
S -AllIgE,"S Allergen, IgE Antibodies Serum",692,,"S -Allergeeni, IgE-vasta-aineet",0.29333561658859253,APPROVED,4018041,
S -ent9AbA,,70,,NA Serum,0.0,UNCHECKED,0,
P -Prealb,P - Realbumin Plasma,15135,,P -Prealbumiini,0.6942752599716187,APPROVED,3013742,
F -Antitry,F-Alpha-1-antitrypsin Feces,58,,F -Alfa-1-antitrypsiini,0.8146114945411682,UNCHECKED,37394301,
S -ent9AbG,,70,,NA Serum,0.0,UNCHECKED,0,
P -LARVVva,,58,,NA Plasma,0.0,UNCHECKED,0,
S -ent9AbM,,70,,NA Serum,0.0,UNCHECKED,0,
Pa-CA19-9,,58,,NA Pancreatic juice,0.0,UNCHECKED,0,
P -FII,P -Prothrombin Plasma,1334,,P -Protrombiini,0.5990023016929626,APPROVED,44807771,
-MycoNhO,"-Mycobacterium, nucleic acid (qual) NA",663,,"-Mycobacterium, nukleiinihappo (kval)",0.5462150573730469,UNCHECKED,44790038,
P -OHButyr,P -Beta hydroxybutyrate Plasma,155,,P -Beeta-hydroksibutyraatti,0.7858811616897583,UNCHECKED,37394380,
-CandVi,"-Yeast, cultivation NA",691,,"-Hiiva, viljely",0.37938326597213745,APPROVED,4047152,
B -HKR,"B - Erythrocytes, volume fraction Blood",1663347,,"B -Erytrosyytit, tilavuusosuus",0.6507382392883301,APPROVED,4151358,
U -Uraat,U -Urate Urine,58,,U -Uraatti,0.4173317849636078,UNCHECKED,37392371,
B -Leuk,,1657599,,NA Blood,0.0,APPROVED,3010813,
S -PRLmakr,"S - Prolactin, macro Serum",70,,"S -Prolaktiini, makro",0.4819209575653076,UNCHECKED,37392344,
S -pse3AbA,,70,,NA Serum,0.0,UNCHECKED,0,
Pf-Alb,Pf-Albumin Pleural fluid,691,,Pf-Albumiini,0.6401652693748474,APPROVED,3011544,
S -pse3AbG,,70,,NA Serum,0.0,UNCHECKED,0,
S -Alb-Fr,,684,,NA Serum,0.0,UNCHECKED,0,
As-Gluk,As-Glucose Ascitic fluid,57,,As-Glukoosi,0.6661184430122375,UNCHECKED,37394002,
S -T3-V,"S -Triiodothyronine, Free Serum",1322,,"S -Trijodityroniini, vapaa",0.7809659242630005,APPROVED,4195335,
Bm-MGGFe,"Bm-Bone marrow examination, MGG and iron staining Bone marrow",15034,,"Bm-Luuydintutkimus, MGG- ja rautavärjäys",0.5340660214424133,APPROVED,4043761,
Bm-MGGFe,"Bm-Bone marrow examination, MGG and iron staining Bone marrow",15034,,"Bm-Luuydintutkimus, MGG- ja rautavärjäys",0.5340660214424133,APPROVED,4036042,
Bm-MGGFe,"Bm-Bone marrow examination, MGG and iron staining Bone marrow",15034,,"Bm-Luuydintutkimus, MGG- ja rautavärjäys",0.5340660214424133,APPROVED,4236642,
B -Trom,B - Platelets Blood,1651179,,B -Trombosyytit,0.6245395541191101,APPROVED,3007461,
S -pse3AbM,,70,,NA Serum,0.0,UNCHECKED,0,
S -Alfa-1,,684,,NA Serum,0.0,UNCHECKED,0,
S -All-E3,,57,,NA Serum,0.0,UNCHECKED,0,
S -CampAbA,"S-Campylobacter, IgA antibodies Serum",155,,"S -Campylobacter, IgA-vasta-aineet",0.6250691413879395,UNCHECKED,3037650,
Ki-PAD,Ki-Kidney histological examination of Kidney,660,,Ki-Munuaisen histologinen tutkimus,0.5227347612380981,UNCHECKED,4214299,
B -HLA-Bw,,69,,NA Blood,0.0,UNCHECKED,0,
S -Alfa-2,,684,,NA Serum,0.0,UNCHECKED,0,
S -5HIAA,,660,,NA Serum,0.0,UNCHECKED,0,
B -HLA1Mun,,69,,NA Blood,0.0,UNCHECKED,0,
S -Beeta-1,,684,,NA Serum,0.0,UNCHECKED,0,
SPRV-HElau,,655,,NA NA,0.0,UNCHECKED,0,
B -MPADPhs,,69,,NA Blood,0.0,UNCHECKED,0,
B -Eryt,B - Erythrocytes Blood,1649448,,B -Erytrosyytit,0.6822356581687927,APPROVED,3026361,
S -Beeta-2,,684,,NA Serum,0.0,UNCHECKED,0,
dU-Metnef,dU-Methanephrine diurnal Urine,1320,,dU-Metanefriini,0.49560022354125977,APPROVED,3026576,
S -Fenob,S-Phenobarbital Serum,57,,S -Fenobarbitaali,0.7461798191070557,UNCHECKED,36308343,
P -FVIIIre,,69,,NA Plasma,0.0,UNCHECKED,0,
S -Gamma,,684,,NA Serum,0.0,UNCHECKED,0,
Kiire1,,68,,NA NA,0.0,UNCHECKED,0,
S -Mkomp-1,,684,,NA Serum,0.0,UNCHECKED,0,
Pu-BaktVi2,"Pu-Bacterium, culture 2 (aerobic culture, surface wet) Pus",14883,,"Pu-Bakteeri, viljely 2 (aerobiviljely, pintamärkä)",0.4010789692401886,APPROVED,4035113,
Pu-BaktVi2,"Pu-Bacterium, culture 2 (aerobic culture, surface wet) Pus",14883,,"Pu-Bakteeri, viljely 2 (aerobiviljely, pintamärkä)",0.4010789692401886,APPROVED,4014083,
P -ADAM13,,68,,NA Plasma,0.0,UNCHECKED,0,
S -CampAbG,"S-Campylobacter, IgG antibodies Serum",155,,"S -Campylobacter, IgG-vasta-aineet",0.6389188170433044,UNCHECKED,46272091,
S -Mkomp-2,,684,,NA Serum,0.0,UNCHECKED,0,
fP-TrFeSat,,14631,,NA Plasma from fasting patient,0.0,APPROVED,4306252,
P -PCLilly,,68,,NA Plasma,0.0,UNCHECKED,0,
S -KisshiE,,155,,NA Serum,0.0,UNCHECKED,0,
S -Mkomp-3,,684,,NA Serum,0.0,UNCHECKED,0,
-InTEM/A10,,154,,NA NA,0.0,UNCHECKED,0,
P -AmylP,"P -Amylase, Pancreatic Plasma",56,,"P -Amylaasi, haimaperäinen",0.6014614701271057,UNCHECKED,4140826,
Ki-PAD-IF,"Ki-Kidney, immunofluorescence study Kidney",654,,"Ki-Munuainen, immunofluorenssitutkimus",0.5093538761138916,UNCHECKED,4148777,
E -MCH,"E-Hemoglobin, medium mass Erythrocyte",1649442,,"E -Hemoglobiini, keskimassa",0.5840159058570862,APPROVED,4182871,
-InTEM/A15,,154,,NA NA,0.0,UNCHECKED,0,
Pf-ADA,Pf-Adenosine deaminase Pleural fluid,1315,,Pf-Adenosiinideaminaasi,0.7040413618087769,APPROVED,3036428,
S -100VARA,,56,,NA Serum,0.0,UNCHECKED,0,
-InTEM/A5,,154,,NA NA,0.0,UNCHECKED,0,
Pt-PerifKä,,1315,,NA Patient,0.0,UNCHECKED,0,"Periferal blood handling, freezing, storage"
S -All-D1,,56,,NA Serum,0.0,UNCHECKED,0,
U -Eryt,U - Erythrocytes in Urine,14284,,U -Erytrosyytit,0.6527665853500366,APPROVED,3045424,
-InTEM/ML,,154,,NA NA,0.0,UNCHECKED,0,
U -Gran,,14178,,NA Urine,0.0,APPROVED,4041973,
U -Gran,,14178,,NA Urine,0.0,APPROVED,37019466,
Li-Faagit,,154,,NA Liquor cerebrospinalis,0.0,UNCHECKED,0,
U -HyaLier,,14178,,NA Urine,0.0,APPROVED,45882137,
E -MCV,"E-Erythrocytes, medium volume Erythrocyte",1649441,,"E -Erytrosyytit, keskitilavuus",0.6277256011962891,APPROVED,4016239,
U -LevyEp,,14178,,NA Urine,0.0,APPROVED,3040549,
S -hCG-B-V,"S-Chorionic gonadotropin-B subunit, human, free Serum",68,,"S -Koriongonadotropiini-B-alayksikkö, ihmisen, vapaa",0.5624704360961914,UNCHECKED,4210722,
-InfBAg,"-Fluenza B virus, antigen NA",1304,,"-Influenssa B -virus, antigeeni",0.7302100658416748,APPROVED,4044988,
U -Sakkaa,,14178,,NA Urine,0.0,APPROVED,4297102,
F -HepyAg,"F -Helicobacter pylori, antigen Feces",652,,"F -Helicobacter pylori, antigeeni",0.6380552649497986,UNCHECKED,46271294,
-KSkäynt,,67,,NA NA,0.0,UNCHECKED,0,
B -DNAex,,1304,,NA Blood,0.0,APPROVED,45771306,
B -DNAex,,1304,,NA Blood,0.0,APPROVED,45878416,
P -Insu,P -Insulin Plasma,154,,P -Insuliini,0.48577073216438293,UNCHECKED,37398070,
FENO SPRV,,648,,NA NA,0.0,UNCHECKED,0,
S -SindAb,"S-Sindbis virus, antibodies Serum",56,,"S -Sindbis-virus, vasta-aineet",0.6923284530639648,UNCHECKED,36717375,
Li-BorrAb,"Li-Borrelia, antibodies to Liquor cerebrospinalis",681,,"Li-Borrelia, vasta-aineet",0.22914467751979828,UNCHECKED,3019728,
P -CRP,P -C-reactive protein Plasma,1193756,,P -C-reaktiivinen proteiini,0.7176999449729919,APPROVED,4152991,
S -Cl,S-Chloride Serum,67,,S -Kloridi,0.6806728839874268,UNCHECKED,4179018,
S -T3-V-Di,,67,,NA Serum,0.0,UNCHECKED,0,
P -K,P -Potassium Plasma,1174098,,P -Kalium,0.6155850291252136,APPROVED,4190900,
fE-Folaat,fE-Folate Erythrocytes from fasting patient,13852,,fE-Folaatti,0.5464877486228943,APPROVED,3035569,
fE-Folaat,fE-Folate Erythrocytes from fasting patient,13852,,fE-Folaatti,0.5464877486228943,APPROVED,37111339,
P -Na,P -Sodium Plasma,1149201,,P -Natrium,0.48008230328559875,APPROVED,4190898,
S -SindAbG,"S-Sindbis virus, IgG antibodies Serum",56,,"S -Sindbis-virus, IgG-vasta-aineet",0.6521731615066528,UNCHECKED,36717375,
