TUTKIMUS,ALKU_PVM,LOPPU_PVM,TUTKIMUS_LYHENNE,TUTKIMUS_EALA,TUTKIMUS_NIMI,TUTKIMUS_TARKENNE,TUTKIMUS_TYYPPI,VASTAUSYKSIKKO,HUOMAUTUSKOODISTO,TUTKIMUS_LYHENNE_I
9100,11.02.1997,31.12.2300,S -OeniAb,MIK,Oedocephalum nicotianae,"oudemans, vasta-aineet",Y,NULL,MIKVAS,S-OENIAB
91000,02.12.2011,31.12.2300,Esik,GEN,Esikäsittely ja säilytys,NULL,Y,Lausunto,NULL,ESIK
91001,02.12.2011,31.12.2300,EsikPF,GEN,"Esikäsittely ja säilytys, para",fiinileikkeet,Y,Lausunto,NULL,ESIKPF
91002,02.12.2011,31.12.2300,EsikMM,GEN,"Esikäsittely ja säilytys, mult",ippeli myelooma,Y,Lausunto,NULL,ESIKMM
91003,02.12.2011,31.12.2300,Vi,GEN,Viljely varalle ja säilytys,NULL,Y,Lausunto,NULL,VI
91004,02.12.2011,31.12.2300,DNAex,GEN,DNA-eristys ja säilytys,NULL,Y,Lausunto,NULL,DNAEX
91005,02.12.2011,31.12.2300,RNAex,GEN,RNA-eristys ja säilytys,NULL,Y,Lausunto,NULL,RNAEX
91006,07.02.2012,31.12.2300,Esik2,GEN,Esikäsittely ja säilytys 2,NULL,Y,Lausunto,NULL,ESIK2
91007,07.02.2012,31.12.2300,Vi2,GEN,Viljely varalle ja säilytys 2,NULL,Y,Lausunto,NULL,VI2
9101,01.03.1987,06.06.2006,S -IgG1,MIK,Immunoglobuliini G1,NULL,Y,g/l,MIKVAS,S-IGG1
9101,07.06.2006,28.09.2006,S -IgG1,KEM,Immunoglobuliini G1,NULL,Y,g/l,MIKVAS,S-IGG1
9101,29.09.2006,18.11.2009,S -IgG1,KEM,Immunoglobuliini G1,NULL,Y,g/l,MIKVAS,S-IGG1
9101,19.11.2009,31.12.2300,S -IgG1,MIK,Immunoglobuliini G1,NULL,Y,g/l,MIKVAS,S-IGG1
9102,01.03.1987,06.06.2006,S -IgG2,MIK,Immunoglobuliini G2,NULL,Y,g/l,MIKVAS,S-IGG2
9102,07.06.2006,28.09.2006,S -IgG2,KEM,Immunoglobuliini G2,NULL,Y,g/l,MIKVAS,S-IGG2
9102,29.09.2006,18.11.2009,S -IgG2,KEM,Immunoglobuliini G2,NULL,Y,g/l,MIKVAS,S-IGG2
9102,19.11.2009,31.12.2300,S -IgG2,MIK,Immunoglobuliini G2,NULL,Y,g/l,MIKVAS,S-IGG2
9103,01.03.1987,06.06.2006,S -IgG3,MIK,Immunoglobuliini G3,NULL,Y,g/l,MIKVAS,S-IGG3
9103,07.06.2006,28.09.2006,S -IgG3,KEM,Immunoglobuliini G3,NULL,Y,g/l,MIKVAS,S-IGG3
9103,29.09.2006,18.11.2009,S -IgG3,KEM,Immunoglobuliini G3,NULL,Y,g/l,MIKVAS,S-IGG3
9103,19.11.2009,31.12.2300,S -IgG3,MIK,Immunoglobuliini G3,NULL,Y,g/l,MIKVAS,S-IGG3
9104,01.03.1987,06.06.2006,S -IgG4,MIK,Immunoglobuliini G4,NULL,Y,g/l,MIKVAS,S-IGG4
9104,07.06.2006,28.09.2006,S -IgG4,KEM,Immunoglobuliini G4,NULL,Y,g/l,MIKVAS,S-IGG4
9104,29.09.2006,18.11.2009,S -IgG4,KEM,Immunoglobuliini G4,NULL,Y,g/l,MIKVAS,S-IGG4
9104,19.11.2009,31.12.2300,S -IgG4,MIK,Immunoglobuliini G4,NULL,Y,g/l,MIKVAS,S-IGG4
9105,27.05.1987,20.01.1992,S -Kla-Ab,MIK,"S -Chlamydia, vasta-aineet",NULL,Y,TITTERI,VIROL,S-KLA-AB
9106,27.05.1987,20.01.1992,Li-Kla-Ab,MIK,"Li-Chlamydia, vasta-aineet",NULL,Y,TITTERI,VIROL,LI-KLA-AB
9107,03.01.2002,09.12.2003,P -TfR,KEM,Transferriinireseptori,NULL,Y,mg/l,KEMIA,P-TFR
9108,11.02.2002,15.01.2009,Pt-PuLisä,KEM,"Kantasolusiirteen puhdistus,",lisäantigeeni,Y,NULL,KEMIA,PT-PULISÄ
9109,07.01.1994,31.12.2300,Pt-LuuydKe,KEM,"Kantasolukeräys, luuydin",NULL,Y,NULL,KEMIA,PT-LUUYDKE
911,20.07.2009,31.12.2300,NOtto/Glu6,KEM,"Näytteenotto, Pt-Gluk-R6",NULL,Y,NULL,KEMIA,NOTTO/GLU6
9110,07.01.1994,19.06.1997,Pt-PerifKä,KEM,"Perif.veren käsitt,jääd,säilyt",NULL,Y,NULL,KEMIA,PT-PERIFKÄ
9110,20.06.1997,31.12.2300,Pt-PerifKä,KEM,"Perifeerisen veren käsittely,","jäädytys, säilytys",S,NULL,KEMIA,PT-PERIFKÄ
91100,19.06.1997,31.12.2300,Pt-PerifKä,KEM,"Perif.veren käsitt,jääd,säilyt",NULL,Y,NULL,KEMIA,PT-PERIFKÄ
91101,19.06.1997,31.12.2300,Pt-Paino,KEM,Potilaan paino,NULL,Y,kg,KEMIA,PT-PAINO
91102,19.06.1997,31.12.2300,-MNC/kg,KEM,Mononukleaariset solut/kg,NULL,Y,10E8/kg,KEMIA,-MNC/KG
91103,19.06.1997,31.12.2300,-MNC-abs,KEM,Mononukleaaristen sol. määrä,NULL,Y,10E8,KEMIA,-MNC-ABS
91104,14.07.2000,27.02.2006,-TNC-abs,KEM,Tumallisten solujen määrä,NULL,Y,10E8,KEMIA,-TNC-ABS
91105,14.07.2000,27.02.2006,-TNC/kg,KEM,Tumalliset solut/kg,NULL,Y,10E8/kg,KEMIA,-TNC/KG
91106,02.08.2013,31.12.2300,Pussit,KEM,Pussien lukumäärä,NULL,Y,kpl,KEMIA,PUSSIT
9111,25.02.1997,31.12.2300,S -PhomaAb,MIK,"Phoma, vasta-aineet",NULL,Y,NULL,NULL,S-PHOMAAB
9112,25.02.1997,31.12.2300,S -StatrAb,MIK,"Stachybotrys atra,",vasta-aineet,Y,NULL,NULL,S-STATRAB
9113,25.02.1997,31.12.2300,S -TritiAb,MIK,"Tritirachium, vasta-aineet",NULL,Y,NULL,NULL,S-TRITIAB
9114,25.02.1997,31.12.2004,S -Home7Ab,MIK,"S -Kosteusvauriopaneeli 7,myko",toksiinin ja VOC:n tuottajat,S,NULL,MIKVAS,S-HOME7AB
9115,08.10.1987,06.06.2006,S -IgG-sum,MIK,IgG-summa,NULL,L,g/l,MIKVAS,S-IGG-SUM
9115,07.06.2006,18.11.2009,S -IgG-sum,KEM,IgG-summa,NULL,L,g/l,MIKVAS,S-IGG-SUM
9115,19.11.2009,31.12.2300,S -IgG-sum,MIK,IgG-summa,NULL,L,g/l,MIKVAS,S-IGG-SUM
9116,03.01.2002,18.10.2006,B -SolViMe,KEM,"Soluviljely, kantasolut, megak",aryopesäkkeet,Y,Lausunto,KEMIA,B-SOLVIME
91160,30.05.2018,31.12.2300,S -Häirtek,KEM,Häiriötekijäselvitys,NULL,Y,Lausunto,KEMIA,S-HÄIRTEK
9117,03.01.2002,18.10.2006,Bm-SolViMe,KEM,"Soluviljely, kantasolut, megak","aryopesäkkeet, luuydin",Y,Lausunto,KEMIA,BM-SOLVIME
9118,21.03.2002,05.02.2007,fP-CgA,KEM,Kromograniini A,NULL,Y,nmol/l,KEMIA,FP-CGA
9118,06.02.2007,01.02.2010,fP-CgA,KEM,Kromograniini A,NULL,Y,nmol/l,KEMIA,FP-CGA
9118,02.02.2010,17.01.2012,fP-CgA,KEM,Kromograniini A,NULL,Y,nmol/l,KEMIA,FP-CGA
9119,21.03.2002,01.02.2010,fP-CgB,KEM,Kromograniini B,NULL,Y,nmol/l,KEMIA,FP-CGB
9119,02.02.2010,30.04.2019,fP-CgB,KEM,Kromograniini B,NULL,Y,nmol/l,KEMIA,FP-CGB
912,05.03.1996,04.04.2003,S -HSVAb,MIK,S -Herpes simplex virus vasta-,aineet(keskushermostopaketti),S,NULL,MIKVAS,S-HSVAB
912,05.03.2007,31.12.2300,S -HSVAb,MIK,"Herpes simplex virus, vasta-ai",neet,Y,titteri,MIKVAS,S-HSVAB
9120,19.05.1999,30.01.2006,S -AsflAb,MIK,"Aspergillus flavus,",vasta-aineet,Y,NULL,NULL,S-ASFLAB
9120,31.01.2006,31.12.2300,S -AsflAb,MIK,"Aspergillus flavus,",vasta-aineet,Y,titteri,MIKVAS,S-ASFLAB
9121,19.07.2002,31.12.2300,B -AkolEs,KEM,Organofosfaatit,NULL,Y,Lausunto,KEMIA,B-AKOLES
9122,24.07.2002,07.10.2009,B -PLAbSPR,KEM,Fosfolipidivasta-ainetutkimus,"laaja, SPR",Y,Lausunto,KEMIA,B-PLABSPR
9123,24.07.2002,26.10.2011,NäytOtSPR,KEM,"Näytteenotto, SPR",NULL,Y,NULL,KEMIA,NÄYTOTSPR
9124,24.07.2002,26.10.2011,KiireSPR1,KEM,"Kiireellisyyslisä 1, SPR",NULL,Y,NULL,KEMIA,KIIRESPR1
9125,24.07.2002,26.10.2011,KiireSPR2,KEM,"Kiireellisyyslisä 2, SPR",NULL,Y,NULL,KEMIA,KIIRESPR2
9126,25.07.2002,26.10.2011,KiireSPR3,KEM,"Kiireellisyyslisä 3, SPR",NULL,Y,NULL,KEMIA,KIIRESPR3
9127,24.07.2002,31.12.2300,KudSopLaus,KEM,Kudossopeutuvuuslausunto,NULL,Y,Lausunto,KEMIA,KUDSOPLAUS
9128,09.05.2003,01.06.2004,B -KeHLADQ,MIK,Keliakia-HLADQ,NULL,S,NULL,MIKVAS,B-KEHLADQ
9129,13.08.2003,31.12.2300,B -Intoks,KEM,Intoksikaationäyte,NULL,Y,NULL,KEMIA,B-INTOKS
913,05.03.1996,09.11.1998,S -CMVAb,MIK,S -Sytomegalovirus vasta-aine,(keskushermostopaketti),S,NULL,MIKVAS,S-CMVAB
913,10.11.1998,23.11.1998,S -CMVAb,MIK,"S -Sytomegalovirus, vasta-aine",(keskushermostopaketti),P,NULL,MIKVAS,S-CMVAB
913,24.11.1998,31.08.2004,S -CMVAb,MIK,"S -Cytomegalovirus,vasta-aine",(keskushermostopaketti),S,NULL,MIKVAS,S-CMVAB
913,05.03.2007,31.12.2300,S -CMVAb,MIK,"Cytomegalovirus, vasta-aineet",NULL,Y,titteri,MIKVAS,S-CMVAB
9130,12.03.2002,22.02.2005,P -EBVNh,MIK,"P -Epstein-Barr virus, DNA-oso","itus, kvantitatiivinen",Y,gekv/ml,MIKVAS,P-EBVNH
9131,22.03.1988,18.12.1991,S -Lict-Ab,MIK,s -Leptospira icterohaemorr-,"hagiga, vasta-aineet",Y,TITTERI,NULL,S-LICT-AB
9132,22.03.1988,18.12.1991,S -Ljav-Ab,MIK,"S -Leptospira javanica,",vasta-aineet,Y,TITTERI,NULL,S-LJAV-AB
9133,22.03.1988,18.12.1991,S -Lcan-Ab,MIK,"S -Leptospira canicola,",vasta-aineet,Y,TITTERI,NULL,S-LCAN-AB
9134,22.03.1988,18.12.1991,S -Lcas-Ab,MIK,"S -Leptospira castellonis,",vasta-aineet,Y,TITTERI,NULL,S-LCAS-AB
9135,22.03.1988,18.12.1991,S -Lpyr-Ab,MIK,"S -Leptospira pyrogenes,",vasta-iaineet,Y,TITTERI,NULL,S-LPYR-AB
9136,22.03.1988,18.12.1991,S -Lbut-Ab,MIK,"S -Leptospira butembo,",vasta-aineet,Y,TITTERI,NULL,S-LBUT-AB
9137,22.03.1988,18.12.1991,S -Laut-Ab,MIK,"S -Leptospira autumnalis,",vasta-aineet,Y,TITTERI,NULL,S-LAUT-AB
9138,22.03.1988,18.12.1991,S -Lbra-ab,MIK,"S -Leptospira bratislava,",vasta-aineet,Y,TITTERI,NULL,S-LBRA-AB
9139,22.03.1988,18.12.1991,S -Lpom-Ab,MIK,"S -Leptospira pomona,",vasta-aineet,Y,TITTERI,NULL,S-LPOM-AB
914,15.11.2016,31.12.2300,F -HepyAg,MIK,"Helicobakter pylori, antigeen.",paketti,P,NULL,MIKVAS,F-HEPYAG
9140,22.03.1988,18.12.1991,S -Lgri-Ab,MIK,"S -Leptospira grippotyphosa,",vasta-aineet,Y,TITTERI,NULL,S-LGRI-AB
9141,22.03.1988,18.12.1991,S -Lsej-Ab,MIK,"S -Leptospira sejroe,",vasta-aineet,Y,TITTERI,NULL,S-LSEJ-AB
9142,22.03.1988,18.12.1991,S -Lbat-Ab,MIK,"S -Leptospira bataviae,",vasta-aineet,Y,TITTERI,NULL,S-LBAT-AB
9143,22.03.1988,18.12.1991,S -Ltar-Ab,MIK,"S -Leptospira tarassovi,",vasta-aineet,Y,TITTERI,NULL,S-LTAR-AB
9144,22.03.1988,18.12.1991,S -Lpat-Ab,MIK,"S -Leptospira patoc,",vasta-aineet,Y,TITTERI,NULL,S-LPAT-AB
9145,12.09.2002,31.12.2300,ABSNe,KEM,Absoluuttiset neutrofiilit,NULL,Y,10E9/l,KEMIA,ABSNE
9146,12.09.2002,31.12.2300,ABSLy,KEM,Absoluuttiset lymfosyytit,NULL,Y,10E9/l,KEMIA,ABSLY
9147,12.09.2002,31.12.2300,ABSMo,KEM,Absoluuttiset monosyytit,NULL,Y,10E9/l,KEMIA,ABSMO
9148,12.09.2002,31.12.2300,ABSEo,KEM,Absoluuttiset eosinofiilit,NULL,Y,10E9/l,KEMIA,ABSEO
9149,12.09.2002,31.12.2300,ABSBa,KEM,Absoluuttiset basofiilit,NULL,Y,10E9/l,KEMIA,ABSBA
915,02.01.1998,27.05.2005,N-myc,PAT,N-myc-geenin monistumatutkimus,NULL,Y,NULL,NULL,N-MYC
9150,12.09.2002,31.12.2300,ABSLuc,KEM,Absoluuttiset luc-solut,NULL,Y,10E9/l,KEMIA,ABSLUC
9151,22.03.1988,18.12.1991,S -Lpnl-Ab,MIK,S -Legionella pneumophila 1,vasta-aineet,Y,TITTERI,NULL,S-LPNL-AB
9152,22.03.1988,18.12.1991,S -Lpn2-Ab,MIK,S -Legionella pneumophila 2,vasta-aineet,Y,TITTERI,NULL,S-LPN2-AB
9153,22.03.1988,18.12.1991,S -Lpn3-Ab,MIK,S -Legionella pneumophila 3,vasta-aineet,Y,TITTERI,NULL,S-LPN3-AB
9154,22.03.1988,18.12.1991,S -Lpn4-Ab,MIK,S -Legionella pneumohila 4,vasta-aineet,Y,TITTERI,NULL,S-LPN4-AB
9155,22.03.1988,18.12.1991,S -Lpn5-Ab,MIK,S -Legionella pneumophila 5,vasta-aineet,Y,TITTERI,NULL,S-LPN5-AB
9156,22.03.1988,18.12.1991,S -Lpn6-Ab,MIK,S -Legionella pneumophila 6,vasta-aineet,Y,TITTERI,NULL,S-LPN6-AB
9157,22.03.1988,18.12.1991,S -Lpn7-Ab,MIK,Legionella pneumophila 7 va.,NULL,Y,TITTERI,NULL,S-LPN7-AB
9158,22.03.1988,18.12.1991,S -Lpn8-Ab,MIK,S -Legionella pneumophila 8,vasta-aineet,Y,TITTERI,NULL,S-LPN8-AB
9159,22.03.1988,18.12.1991,S -Lmic-Ab,MIK,S -Legionella micdadei,vasta-aineet,Y,TITTERI,NULL,S-LMIC-AB
916,02.01.1998,31.12.2300,-KeliaMark,PAT,Latentin keliakian markkeritut,kimus,Y,NULL,NULL,-KELIAMARK
9160,22.03.1988,18.12.1991,S -Llon-Ab,MIK,S -Legionella longbeachae,vasta-aineet,Y,TITTERI,NULL,S-LLON-AB
9161,22.03.1988,18.12.1991,S -Ldum-Ab,MIK,S -Legionella dumoffii,vasta-aineet,Y,TITTERI,NULL,S-LDUM-AB
9162,22.03.1988,18.12.1991,S -Lgor-Ab,MIK,S -Legionella gormanii,vasta-aineet,Y,TITTERI,NULL,S-LGOR-AB
9163,22.03.1988,18.12.1991,S -Lboz-Ab,MIK,S -Legionella Bozemanii,NULL,Y,TITTERI,NULL,S-LBOZ-AB
9164,19.09.1996,31.12.2001,cU-AlbL,MIK,"cU-Albumiini, lasten",NULL,P,NULL,NULL,CU-ALBL
91649,18.05.2016,31.12.2300,-HygViA,MIK,"Hygieniaviljely, Apteekki",NULL,Y,NULL,MIKVAS,-HYGVIA
9165,14.07.2003,16.07.2009,S -InhibB,KEM,Inhibiini B,NULL,Y,ng/l,KEMIA,S-INHIBB
9165,17.07.2009,04.05.2010,S -InhibB,KEM,Inhibiini B,NULL,Y,Lausunto,KEMIA,S-INHIBB
9165,05.05.2010,25.07.2011,S -InhibB,KEM,Inhibiini B,NULL,Y,Lausunto,KEMIA,S-INHIBB
9165,26.07.2011,25.04.2016,S -InhibB,KEM,Inhibiini B,NULL,Y,ng/l,KEMIA,S-INHIBB
9165,26.04.2016,31.12.2300,S -InhibB,KEM,Inhibiini B,NULL,Y,ng/l,KEMIA,S-INHIBB
9166,22.03.1988,23.05.1995,S -IhovAbG,MIK,S -Ihon epiteelin väliaineen,IgG vasta-aineet,Y,TITTERI,IMMUN,S-IHOVABG
9167,22.03.1988,23.05.1995,S -IhovAbA,MIK,S -Ihon epiteelin väliaineen,IgA vasta-aineet,Y,TITTERI,IMMUN,S-IHOVABA
9168,22.03.1988,23.05.1995,S -IhotAbG,MIK,S -Ihon epiteelin tyvikalvon,IgG vasta-aineet,Y,TITTERI,IMMUN,S-IHOTABG
9169,22.03.1988,23.05.1995,S -IhotAbA,MIK,S -Ihon epiteelin tyvikalvon,IgA vasta-aineet,Y,TITTERI,IMMUN,S-IHOTABA
917,31.12.2002,27.05.2005,Ts-GastLau,PAT,Ts-Gastroskopianäytevastaukset,NULL,Y,NULL,NULL,TS-GASTLAU
9170,14.07.2003,31.12.2003,S -PRLmakr,KEM,"Prolaktiini, makroprolaktin-",emiatutkimus,S,NULL,KEMIA,S-PRLMAKR
9170,01.01.2004,05.02.2007,S -PRLmakr,KEM,"Prolaktiini, makroprolaktin-",emiatutkimus,S,NULL,KEMIA,S-PRLMAKR
9170,06.02.2007,30.04.2019,S -PRLmakr,KEM,"Prolaktiini, makroprolaktin-",emiatutkimus,S,NULL,KEMIA,S-PRLMAKR
9171,12.09.2002,31.12.2300,E -HDW,KEM,Hb-konsentraation vaihtelu,NULL,Y,g/l,KEMIA,E-HDW
9172,12.09.2002,31.12.2300,LRet,KEM,Matalan abs.omaavat retikulos.,NULL,Y,%,KEMIA,LRET
91723,10.12.2002,24.11.2003,-GcNhV,MIK,"-Neisseria gonorrhoeae, nukl","eiinihappo, varmistus (kval)",Y,NULL,MIKVAS,-GCNHV
91723,25.11.2003,04.07.2007,-GcNhV,MIK,"Neisseria gonorrhoeae, nukleii","nihappo, varmistus (kval)",Y,NULL,MIKVAS,-GCNHV
9173,12.09.2002,31.12.2300,MRet,KEM,Keskiabs. omaavat retikulos.,NULL,Y,%,KEMIA,MRET
9174,12.09.2002,31.12.2300,HRet,KEM,Korkean abs.omaavat retikulos.,NULL,Y,%,KEMIA,HRET
9175,09.05.2003,31.03.2014,B -DQ2,MIK,Keliakia-HLADQ2,NULL,Y,NULL,MIKVAS,B-DQ2
9176,09.05.2003,31.03.2014,B -DQ8,MIK,Keliakia-HLADQ8,NULL,Y,NULL,MIKVAS,B-DQ8
9177,30.05.2003,31.12.2300,aB-VeIoni7,KEM,"Verikaasut,Ca-Ion,glukoosi",NULL,S,NULL,KEMIA,AB-VEIONI7
9178,14.07.2003,31.12.2003,S -PRLrec,KEM,"Prolaktiini, saanto",NULL,Y,%,KEMIA,S-PRLREC
9178,01.01.2004,05.02.2007,S -PRLrec,KEM,"Prolaktiini, saanto",NULL,Y,%,KEMIA,S-PRLREC
9178,06.02.2007,30.05.2016,S -PRLrec,KEM,"Prolaktiini, saanto",NULL,Y,%,KEMIA,S-PRLREC
9178,31.05.2016,31.12.2300,S -PRLrec,KEM,"Prolaktiini, saanto",NULL,Y,%,KEMIA,S-PRLREC
9179,14.07.2003,31.12.2003,S -PRLbio,KEM,"Prolaktiini, biologisesti akti",ivinen,Y,mU/l,KEMIA,S-PRLBIO
9179,01.01.2004,05.02.2007,S -PRLbio,KEM,"Prolaktiini, biologisesti akti",ivinen,Y,mU/l,KEMIA,S-PRLBIO
9179,06.02.2007,30.05.2016,S -PRLbio,KEM,"Prolaktiini, biologisesti akti",ivinen,Y,mU/l,KEMIA,S-PRLBIO
9179,31.05.2016,31.12.2300,S -PRLbio,KEM,"Prolaktiini, biologisesti akti",ivinen,Y,mU/l,KEMIA,S-PRLBIO
918,31.12.2002,27.05.2005,Ts-HistLau,PAT,Ts-Histologiset näytevastaukse,t,Y,NULL,NULL,TS-HISTLAU
9180,31.10.1988,31.12.1993,Li-VZV-Ab,MIK,"Li-Vesirokkovirus,",vasta-aineet (EIA),S,NULL,VIROL,LI-VZV-AB
9180,01.01.1994,31.12.2003,Li-VZVAb,MIK,"Li-Varicella-Zoster virus,",vasta-aineet,S,NULL,MIKVAS,LI-VZVAB
9181,31.10.1988,31.12.2003,Li-VZVAbG,MIK,"Li-Vesirokkovirus, IgG",vasta-aineet,Y,NULL,MIKVAS,LI-VZVABG
9182,31.10.1988,31.12.2003,Li-VZVAbM,MIK,"Li-Vesirokkovirus, IgM",vasta-aineet,Y,NULL,MIKVAS,LI-VZVABM
9183,31.10.1988,31.12.1994,S -VZV-Ab,MIK,"S -Vesirokkovirus,",vasta-aineet (EIA),S,NULL,VIROL,S-VZV-AB
9183,05.03.2007,02.08.2007,S -VZVAb,MIK,"Vesirokkovirus, vasta-aineet",NULL,Y,titteri,MIKVAS,S-VZVAB
9184,31.10.1988,31.12.2003,S -VZVAbG,MIK,"S -Varicella-Zoster virus, IgG",vasta-aineet,Y,NULL,MIKVAS,S-VZVABG
9185,31.10.1988,31.12.2003,S -VZVAbM,MIK,"S -Varicella-Zoster virus, IgM",vasta-aineet,Y,NULL,MIKVAS,S-VZVABM
9186,14.07.2003,18.02.2004,S -Bupre,KEM,Buprenorfiini,NULL,S,NULL,KEMIA,S-BUPRE
9187,13.08.2003,31.12.2300,U -Intoks,KEM,Intoksikaationäyte,NULL,Y,NULL,KEMIA,U-INTOKS
9188,14.11.1988,31.12.1994,S -Mor-Ab,MIK,"S -Tuhkarokkovirus,",vasta-aineet (EIA),S,NULL,VIROL,S-MOR-AB
9189,14.11.1988,01.06.2003,S -MorbAbG,MIK,"S -Tuhkarokkovirus, IgG",vasta-aineet,Y,EIU,MIKVAS,S-MORBABG
919,31.12.2002,27.05.2005,Ts-SytoLau,PAT,Ts-Sytologiset näytevastaukset,NULL,Y,NULL,NULL,TS-SYTOLAU
9190,14.11.1988,01.06.2003,S -MorbAbM,MIK,"S -Tuhkarokkovirus, IgM",vasta-aineet,Y,EIU,MIKVAS,S-MORBABM
9191,13.08.2003,30.05.2017,Gj-Intoks,KEM,"Intoksikaationäyte, mahaneste",NULL,Y,NULL,KEMIA,GJ-INTOKS
9191,31.05.2017,31.12.2300,Gj-Intoks,KEM,"Intoksikaationäyte, mahaneste",NULL,Y,NULL,KEMIA,GJ-INTOKS
9192,14.11.1988,31.12.1993,Li-Mor-Ab,MIK,"Li-Tuhkarokkovirus,",vasta-aineet (EIA),S,NULL,VIROL,LI-MOR-AB
9192,01.01.1994,01.06.2003,Li-MorbAb,MIK,"Li-Tuhkarokkovirus,vasta-ainee",(EIA),S,NULL,MIKVAS,LI-MORBAB
9193,14.11.1988,01.06.2003,Li-MorbAbG,MIK,"Li-Tuhkarokkovirus, IgG",vasta-aineet,Y,EIU,MIKVAS,LI-MORBABG
9194,14.11.1988,01.06.2003,Li-MorbAbM,MIK,"Li-Tuhkarokkovirus, IgM",vasta-aineet,Y,EIU,MIKVAS,LI-MORBABM
9195,14.06.2006,30.12.2006,S -PilkAb,MIK,"Pilkkukuume vasta-aineet, seul",onta,Y,titteri,MIKVAS,S-PILKAB
9196,27.11.2003,31.01.2005,S -AllF316,KEM,All-AbE/Rypsi (rapsi),NULL,Y,kU/l,KEMIA,S-ALLF316
9196,01.02.2005,13.06.2007,S -AllF316,KEM,All-AbE/Rypsi (rapsi),NULL,Y,kU/l,KEMIA,S-ALLF316
9196,14.06.2007,06.07.2009,S -AllF316,KEM,All-AbE/Rapsin siemen,NULL,Y,kU/l,KEMIA,S-ALLF316
9196,07.07.2009,31.12.2300,S -RapsiE,MIK,"Rapsin siemen (f316), IgE-vast",a-aineet,Y,kU/l,KEMIA,S-RAPSIE
9197,31.12.2003,22.04.2014,TSH-JATKO,KEM,Tyreotropiini+vapaa tyroksiini,jatkotutkimus,Y,Lausunto,MIKVAS,TSH-JATKO
9198,31.12.2003,31.12.2300,Paksupisar,MIK,"Malariaplasmodit, paksupisara",NULL,Y,NULL,MIKVAS,PAKSUPISAR
9199,05.01.2004,31.12.2300,HIVTod,KEM,Lääkärintodistus tehdystä tutk,imuksesta,Y,lausunto,KEMIA,HIVTOD
92,01.04.1982,26.05.2005,TYÖDG,KEM,Työdiagnoosi,NULL,Y,NULL,KEMIA,TYÖDG
920,12.03.1995,18.12.2005,Lu-Asbes,PAT,Lu-Keuhkokudoksen asbestoositu,tkimus,Y,NULL,NULL,LU-ASBES
920,19.12.2005,31.12.2005,Lu-Asbes,PAT,Lu-Keuhkokudoksen asbestoositu,tkimus,Y,NULL,NULL,LU-ASBES
920,01.01.2006,31.12.2300,Lu-Asbes,PAT,Lu-Keuhkokudoksen asbestoositu,tkimus,Y,NULL,NULL,LU-ASBES
9200,19.11.1998,31.12.2300,B -RetInd,KEM,"Retikulosyytit,tuotantoindeksi",NULL,Y,Osuus,KEMIA,B-RETIND
9201,13.02.1989,20.01.1992,Li-MultiEl,MIK,Li-Hengitystieinfektio Elisat,NULL,S,NULL,VIROL,LI-MULTIEL
9202,13.02.1989,20.01.1992,S -MultiEl,MIK,S -Hengitystieinfektio Elisat,NULL,S,NULL,VIROL,S-MULTIEL
9203,01.02.1989,20.05.1994,-EBV-DNA,MIK,"-Epstein-Barr -virus, DNA",NULL,Y,NULL,VIROL,-EBV-DNA
9204,01.04.1989,20.05.1994,-HPV-DNA,MIK,"-Human papilloomavirus, DNA",NULL,Y,NULL,VIROL,-HPV-DNA
9205,17.02.2004,28.03.2019,L -MNS,KEM,"Mononukleaariset solut, %-osuu","s, veri",Y,%,KEMIA,L-MNS
9206,20.01.2005,31.12.2300,S -All-S,KEM,Phadiatop/Inhalaatioallergeen.,NULL,Y,Arvio,KEMIA,S-ALL-S
9207,10.02.1989,20.01.1992,S -Mpn-AbM,MIK,"S -Mykoplasma pneumoniae,",IgM vasta-aineet,Y,EIU,VIROL,S-MPN-ABM
9208,10.02.1989,20.01.1992,S -Mpn-AbG,MIK,"S -Mykoplasma pneumoniae,",IgG vasta-aineet,Y,EIU,VIROL,S-MPN-ABG
9209,14.02.1989,31.12.2300,U -Dysmorf,KEM,Erikoistutkimus / Erytrosyytti,en morfologia,Y,%,KEMIA,U-DYSMORF
921,14.05.1995,02.04.1996,Pl-PAD,PAT,Pl-Istukan histologinen tutkim,us,Y,NULL,NULL,PL-PAD
921,01.02.2017,01.02.2017,NOPaikErik,KEM,"Näytt.otto, erikois, toimipist",ekohtainen,Y,NULL,KEMIA,NOPAIKERIK
9210,09.10.1998,31.12.2300,cB-VeIoni,KEM,"Verikaasut, Ca-ion, gluk",NULL,S,NULL,KEMIA,CB-VEIONI
92100,01.10.2010,31.12.2300,-KemErik,KEM,Kemian erikoistutkimukset,NULL,Y,Lausunto,KEMIA,-KEMERIK
92101,30.05.2013,31.12.2300,-HemErik,KEM,Hematologian erikoistutkimukse,t,Y,Lausunto,KEMIA,-HEMERIK
92102,14.02.2019,31.12.2300,-VerErik,KEM,Erikoistutkimus Verikeskus,NULL,Y,Lausunto,KEMIA,-VERERIK
9211,31.05.2004,23.04.2008,Koll/ADP,KEM,Kollageeni/ADP,NULL,Y,sek,KEMIA,KOLL/ADP
9211,24.04.2008,31.12.2300,Koll/ADP,KEM,Kollageeni/ADP,NULL,Y,sek,KEMIA,KOLL/ADP
