CodeId,ShortName,LongName,ParentId,HierarchyLevel,BeginningDate,ExpiringDate,Code1,Code2,English_name,ICD10who_code,exists_in_ICD10who,ICD10who_name,English_name_match_level,ICD10who_match_level
T30.6,II asteen syöpymä NAS,Sijaintipaikaltaan määrittämätön toisen asteen syöpymä,T30,4,1900-01-01,2020-12-31,T30.6,NA,"Corrosion of second degree, body region unspecified",T30.6,TRUE,"Corrosion of second degree, body region unspecified",0,match_exactly
T30.7,III asteen syöpymä NAS,Sijaintipaikaltaan määrittämätön kolmannen asteen syöpymä,T30,4,1900-01-01,2020-12-31,T30.7,NA,"Corrosion of third degree, body region unspecified",T30.7,TRUE,"Corrosion of third degree, body region unspecified",0,match_exactly
T31,Pinta-al.mukaan luok.palovamma,Palaneen ihonpinnan alueen mukaan luokitetut palovammat,T29-T32,3,1900-01-01,2020-12-31,T31,NA,Burns classified according to extent of body surface involved,T31,TRUE,Burns classified according to extent of body surface involved,0,match_exactly
T31.0,"Palovammat,<10% kehon pinnasta",Vähemmän kuin 10 prosenttia kehon pinnasta käsittävä palovamma,T31,4,1900-01-01,2020-12-31,T31.0,NA,Burns involving less than 10% of body surface,T31.0,TRUE,Burns involving less than 10% of body surface,0,match_exactly
T31.1,"Palovammat,10-19% kehon pintaa",10-19 prosenttia kehon pinnasta käsittävä palovamma,T31,4,1900-01-01,2020-12-31,T31.1,NA,Burns involving 10-19% of body surface,T31.1,TRUE,Burns involving 10-19% of body surface,0,match_exactly
T31.2,"Palovammat,20-29% kehon pintaa",20-29 prosenttia kehon pinnasta käsittävä palovamma,T31,4,1900-01-01,2020-12-31,T31.2,NA,Burns involving 20-29% of body surface,T31.2,TRUE,Burns involving 20-29% of body surface,0,match_exactly
T31.3,"Palovammat,30-39% kehon pintaa",30-39 prosenttia kehon pinnasta käsittävä palovamma,T31,4,1900-01-01,2020-12-31,T31.3,NA,Burns involving 30-39% of body surface,T31.3,TRUE,Burns involving 30-39% of body surface,0,match_exactly
T31.4,"Palovammat,40-49%kehon pinnast",40-49 prosenttia kehon pinnasta käsittävä palovamma,T31,4,1900-01-01,2020-12-31,T31.4,NA,Burns involving 40-49% of body surface,T31.4,TRUE,Burns involving 40-49% of body surface,0,match_exactly
T31.5,"Palovammat,50-59%kehon pinnast",50-59 prosenttia kehon pinnasta käsittävä palovamma,T31,4,1900-01-01,2020-12-31,T31.5,NA,Burns involving 50-59% of body surface,T31.5,TRUE,Burns involving 50-59% of body surface,0,match_exactly
T31.6,"Palovammat,60-69%kehon pinnast",60-69 prosenttia kehon pinnasta käsittävä palovamma,T31,4,1900-01-01,2020-12-31,T31.6,NA,Burns involving 60-69% of body surface,T31.6,TRUE,Burns involving 60-69% of body surface,0,match_exactly
T31.7,"Palovammat,70-79%kehon pinnast",70-79 prosenttia kehon pinnasta käsittävä palovamma,T31,4,1900-01-01,2020-12-31,T31.7,NA,Burns involving 70-79% of body surface,T31.7,TRUE,Burns involving 70-79% of body surface,0,match_exactly
T31.8,"Palovammat,80-89%kehon pinnast",80-89 prosenttia kehon pinnasta käsittävä palovamma,T31,4,1900-01-01,2020-12-31,T31.8,NA,Burns involving 80-89% of body surface,T31.8,TRUE,Burns involving 80-89% of body surface,0,match_exactly
T31.9,"Palovammat,>90% kehon pinnasta",90 prosenttia tai enemmän kehon pinnasta käsittävä palovamma,T31,4,1900-01-01,2020-12-31,T31.9,NA,Burns involving 90% or more of body surface,T31.9,TRUE,Burns involving 90% or more of body surface,0,match_exactly
T32,Pinta-alan mukaan luok.syöpymä,Syöpyneen ihonpinnan alueen mukaan luokitetut syöpymät,T29-T32,3,1900-01-01,2020-12-31,T32,NA,Corrosions classified according to extent of body surface involved,T32,TRUE,Corrosions classified according to extent of body surface involved,0,match_exactly
T32.0,"Syöpymät,<10%kehon pinnasta",Vähemmän kuin 10 prosenttia kehon pinnasta käsittävä syöpymä,T32,4,1900-01-01,2020-12-31,T32.0,NA,Corrosions involving less than 10% of body surface,T32.0,TRUE,Corrosions involving less than 10% of body surface,0,match_exactly
T32.1,"Syöpymät,10-19% kehon pinnasta",10-19 prosenttia kehon pinnasta käsittävä syöpymä,T32,4,1900-01-01,2020-12-31,T32.1,NA,Corrosions involving 10-19% of body surface,T32.1,TRUE,Corrosions involving 10-19% of body surface,0,match_exactly
T32.2,"Syöpymät,20-29% kehon pinnasta",20-29 prosenttia kehon pinnasta käsittävä syöpymä,T32,4,1900-01-01,2020-12-31,T32.2,NA,Corrosions involving 20-29% of body surface,T32.2,TRUE,Corrosions involving 20-29% of body surface,0,match_exactly
T32.3,"Syöpymät,30-39% kehon pinnasta",30-39 prosenttia kehon pinnasta käsittävä syöpymä,T32,4,1900-01-01,2020-12-31,T32.3,NA,Corrosions involving 30-39% of body surface,T32.3,TRUE,Corrosions involving 30-39% of body surface,0,match_exactly
T32.4,"Syöpymät,40-49% kehon pinnasta",40-49 prosenttia kehon pinnasta käsittävä syöpymä,T32,4,1900-01-01,2020-12-31,T32.4,NA,Corrosions involving 40-49% of body surface,T32.4,TRUE,Corrosions involving 40-49% of body surface,0,match_exactly
T32.5,"Syöpymät,50-59% kehon pinnasta",50-59 prosenttia kehon pinnasta käsittävä syöpymä,T32,4,1900-01-01,2020-12-31,T32.5,NA,Corrosions involving 50-59% of body surface,T32.5,TRUE,Corrosions involving 50-59% of body surface,0,match_exactly
T32.6,"Syöpymät,60-69% kehon pinnasta",60-69 prosenttia kehon pinnasta käsittävä syöpymä,T32,4,1900-01-01,2020-12-31,T32.6,NA,Corrosions involving 60-69% of body surface,T32.6,TRUE,Corrosions involving 60-69% of body surface,0,match_exactly
T32.7,"Syöpymät,70-79% kehon pinnasta",70-79 prosenttia kehon pinnasta käsittävä syöpymä,T32,4,1900-01-01,2020-12-31,T32.7,NA,Corrosions involving 70-79% of body surface,T32.7,TRUE,Corrosions involving 70-79% of body surface,0,match_exactly
T32.8,"Syöpymät,80-89% kehon pinnasta",80-89 prosenttia kehon pinnasta käsittävä syöpymä,T32,4,1900-01-01,2020-12-31,T32.8,NA,Corrosions involving 80-89% of body surface,T32.8,TRUE,Corrosions involving 80-89% of body surface,0,match_exactly
T32.9,"Syöpymät,>90% kehon pinnasta",90 prosenttia tai enemmän kehon pinnasta käsittävä syöpymä,T32,4,1900-01-01,2020-12-31,T32.9,NA,Corrosions involving 90% or more of body surface,T32.9,TRUE,Corrosions involving 90% or more of body surface,0,match_exactly
T33,Pinnallinen paleltumavamma,Pinnallinen paleltumavamma,T33-T35,2,1900-01-01,2020-12-31,T33,NA,Superficial frostbite,T33,TRUE,Superficial frostbite,0,match_exactly
T33-T35,Paleltumavammat,Paleltumavammat,S00-T98,1,1900-01-01,2020-12-31,T33,T35,Frostbite,NA,FALSE,NA,NA,classification_code
T33.0,Pään pinnall.paleltumavamma,Pään pinnallinen paleltumavamma,T33,3,1900-01-01,2020-12-31,T33.0,NA,Superficial frostbite of head,T33.0,TRUE,Superficial frostbite of head,0,match_exactly
T33.1,Kaulan pinnall.paleltumavamma,Kaulan pinnallinen paleltumavamma,T33,3,1900-01-01,2020-12-31,T33.1,NA,Superficial frostbite of neck,T33.1,TRUE,Superficial frostbite of neck,0,match_exactly
T33.2,Rintakehän pinn.paleltumavamma,Rintakehän pinnallinen paleltumavamma,T33,3,1900-01-01,2020-12-31,T33.2,NA,Superficial frostbite of thorax,T33.2,TRUE,Superficial frostbite of thorax,0,match_exactly
T33.3,Vatsan/lantion pinn.paleltumav,"Vatsanpeitteiden, alaselän ja/tai lantion pinnallinen paleltumavamma",T33,3,1900-01-01,2020-12-31,T33.3,NA,"Superficial frostbite of abdominal wall, lower back and pelvis",T33.3,TRUE,"Superficial frostbite of abdominal wall, lower back and pelvis",0,match_exactly
T33.4,Yläraajan pinn.paleltumavamma,Yläraajan pinnallinen paleltumavamma,T33,3,1900-01-01,2020-12-31,T33.4,NA,Superficial frostbite of arm,T33.4,TRUE,Superficial frostbite of arm,0,match_exactly
T33.5,Ranteen/käden pinn.paleltumava,Ranteen ja/tai käden alueen pinnallinen paleltumavamma,T33,3,1900-01-01,2020-12-31,T33.5,NA,Superficial frostbite of wrist and hand,T33.5,TRUE,Superficial frostbite of wrist and hand,0,match_exactly
T33.6,Lonkan/reiden pinn.paleltumava,Lonkan ja/tai reiden alueen pinnallinen paleltumavamma,T33,3,1900-01-01,2020-12-31,T33.6,NA,Superficial frostbite of hip and thigh,T33.6,TRUE,Superficial frostbite of hip and thigh,0,match_exactly
T33.7,Polven/säären pinn.paleltumava,Polven ja/tai säären alueen pinnallinen paleltumavamma,T33,3,1900-01-01,2020-12-31,T33.7,NA,Superficial frostbite of knee and lower leg,T33.7,TRUE,Superficial frostbite of knee and lower leg,0,match_exactly
T33.8,Nilkan/jalkater.pinn.paleltuma,Nilkan ja/tai jalkaterän alueen pinnallinen paleltumavamma,T33,3,1900-01-01,2020-12-31,T33.8,NA,Superficial frostbite of ankle and foot,T33.8,TRUE,Superficial frostbite of ankle and foot,0,match_exactly
T33.9,Muu pinnallinen paleltumavamma,Muiden tai määrittämättömien alueiden pinnallinen paleltumavamma,T33,3,1900-01-01,2020-12-31,T33.9,NA,Superficial frostbite of other and unspecified sites,T33.9,TRUE,Superficial frostbite of other and unspecified sites,0,match_exactly
T34,Paleltumavamman aih.nekroosi,Paleltumavamman aiheuttama kudoskuolio,T33-T35,2,1900-01-01,2020-12-31,T34,NA,Frostbite with tissue necrosis,T34,TRUE,Frostbite with tissue necrosis,0,match_exactly
T34.0,Paleltumavamma+pään al.nekroos,Paleltumavamman aiheuttama pään alueen kudoskuolio,T34,3,1900-01-01,2020-12-31,T34.0,NA,Frostbite with tissue necrosis of head,T34.0,TRUE,Frostbite with tissue necrosis of head,0,match_exactly
T34.1,Paleltumavamma+kaulan nekroosi,Paleltumavamman aiheuttama kaulan kudoskuolio,T34,3,1900-01-01,2020-12-31,T34.1,NA,Frostbite with tissue necrosis of neck,T34.1,TRUE,Frostbite with tissue necrosis of neck,0,match_exactly
T34.2,Paleltuma+rintakehän nekroosi,Paleltumavamman aiheuttama rintakehän kudoskuolio,T34,3,1900-01-01,2020-12-31,T34.2,NA,Frostbite with tissue necrosis of thorax,T34.2,TRUE,Frostbite with tissue necrosis of thorax,0,match_exactly
T34.3,Paleltuma+vatsan/lantion nekro,"Paleltumavamman aiheuttama vatsanpeitteiden, alaselän tai lantion kudoskuolio",T34,3,1900-01-01,2020-12-31,T34.3,NA,"Frostbite with tissue necrosis of abdominal wall, lower back and pelvis",T34.3,TRUE,"Frostbite with tissue necrosis of abdominal wall, lower back and pelvis",0,match_exactly
T34.4,Paleltuma+yläraajan nekroosi,Paleltumavamman aiheuttama yläraajan kudoskuolio,T34,3,1900-01-01,2020-12-31,T34.4,NA,Frostbite with tissue necrosis of arm,T34.4,TRUE,Frostbite with tissue necrosis of arm,0,match_exactly
T34.5,Paleltuma+ranteen/käden nekroo,Paleltumavamman aiheuttama ranteen tai käden alueen kudoskuolio,T34,3,1900-01-01,2020-12-31,T34.5,NA,Frostbite with tissue necrosis of wrist and hand,T34.5,TRUE,Frostbite with tissue necrosis of wrist and hand,0,match_exactly
T34.6,Paleltuma+lonkan/reiden nekroo,Paleltumavamman aiheuttama lonkan tai reiden alueen kudoskuolio,T34,3,1900-01-01,2020-12-31,T34.6,NA,Frostbite with tissue necrosis of hip and thigh,T34.6,TRUE,Frostbite with tissue necrosis of hip and thigh,0,match_exactly
T34.7,Paleltuma+polven/säären nekroo,Paleltumavamman aiheuttama polven tai säären alueen kudoskuolio,T34,3,1900-01-01,2020-12-31,T34.7,NA,Frostbite with tissue necrosis of knee and lower leg,T34.7,TRUE,Frostbite with tissue necrosis of knee and lower leg,0,match_exactly
T34.8,Paleltuma+nilkan/jalan nekroos,Paleltumavamman aiheuttama nilkan tai jalkaterän alueen kudoskuolio,T34,3,1900-01-01,2020-12-31,T34.8,NA,Frostbite with tissue necrosis of ankle and foot,T34.8,TRUE,Frostbite with tissue necrosis of ankle and foot,0,match_exactly
T34.9,Paleltuma+muun kudoksen kuolio,Paleltumavamman aiheuttama muun tai määrittämättömän kudoksen kuolio,T34,3,1900-01-01,2020-12-31,T34.9,NA,Frostbite with tissue necrosis of other and unspecified sites,T34.9,TRUE,Frostbite with tissue necrosis of other and unspecified sites,0,match_exactly
T35,"Paleltumavamma,useat/NAS",Useiden kehonosien tai määrittämätön paleltumavamma,T33-T35,2,1900-01-01,2020-12-31,T35,NA,Frostbite involving multiple body regions and unspecified frostbite,T35,TRUE,Frostbite involving multiple body regions and unspecified frostbite,0,match_exactly
T35.0,Us.kehonosien pinn.paleltumava,Useiden kehonosien pinnallinen paleltumavamma,T35,3,1900-01-01,2020-12-31,T35.0,NA,Superficial frostbite involving multiple body regions,T35.0,TRUE,Superficial frostbite involving multiple body regions,0,match_exactly
T35.1,Paleltuma+us.kehonosien nekroo,Paleltumavamman aiheuttama useiden kehonosien kudoskuolio,T35,3,1900-01-01,2020-12-31,T35.1,NA,Frostbite with tissue necrosis involving multiple body regions,T35.1,TRUE,Frostbite with tissue necrosis involving multiple body regions,0,match_exactly
T35.2,Pään/kaulan paleltumavamma NAS,Määrittämätön pään ja/tai kaulan paleltumavamma,T35,3,1900-01-01,2020-12-31,T35.2,NA,Unspecified frostbite of head and neck,T35.2,TRUE,Unspecified frostbite of head and neck,0,match_exactly
T35.3,Vartalon paleltumavamma NAS,"Määrittämätön rintakehän, vatsan, alaselän ja/tai lantion paleltumavamma",T35,3,1900-01-01,2020-12-31,T35.3,NA,"Unspecified frostbite of thorax, abdomen, lower back and pelvis",T35.3,TRUE,"Unspecified frostbite of thorax, abdomen, lower back and pelvis",0,match_exactly
T35.4,Yläraajan paleltumavamma NAS,Määrittämätön yläraajan paleltumavamma,T35,3,1900-01-01,2020-12-31,T35.4,NA,Unspecified frostbite of upper limb,T35.4,TRUE,Unspecified frostbite of upper limb,0,match_exactly
T35.5,Alaraajan paleltumavamma NAS,Määrittämätön alaraajan paleltumavamma,T35,3,1900-01-01,2020-12-31,T35.5,NA,Unspecified frostbite of lower limb,T35.5,TRUE,Unspecified frostbite of lower limb,0,match_exactly
T35.6,Us.kehonosien paleltuma NAS,Määrittämätön useiden kehonosien paleltumavamma,T35,3,1900-01-01,2020-12-31,T35.6,NA,Unspecified frostbite involving multiple body regions,T35.6,TRUE,Unspecified frostbite involving multiple body regions,0,match_exactly
T35.7,Paleltumavamma NAS,Määrittämättömässä paikassa sijaitseva määrittämätön paleltumavamma,T35,3,1900-01-01,2020-12-31,T35.7,NA,Unspecified frostbite of unspecified site,T35.7,TRUE,Unspecified frostbite of unspecified site,0,match_exactly
T36-T50,Lääkkeiden/biol.ain. myrk.,"Psykotrooppisten aineiden, lääkkeiden ja biologisten aineiden aiheuttamat myrkytykset",S00-T98,1,1900-01-01,2020-12-31,T36,T50,"Poisoning by drugs, medicaments and biological substances",NA,FALSE,NA,NA,classification_code
T36#,Lääkkeen aiheuttama myrkytys,Lääkkeen aiheuttama myrkytys,T36-T50,2,1997-09-09,2020-12-31,T36,NA,Poisoning by medicine,T36#,TRUE,Poisoning by systemic antibiotics,16,match_one_code_removing_mark
T40,Opioidien/hallusinog.myrkytys,Huumeiden tai hallusinogeenien aiheuttamat myrkytykset,T36-T50,2,1900-01-01,2020-12-31,T40,NA,Poisoning by narcotics and psychodysleptics [hallucinogens],T40,TRUE,Poisoning by narcotics and psychodysleptics [hallucinogens],0,match_exactly
T40.0,Oopiumin myrkkyvaikutukset,Oopiumin myrkkyvaikutukset,T40,3,1900-01-01,2020-12-31,T40.0,NA,Poisoning by opium,T40.0,TRUE,Poisoning: Opium,4,match_exactly
T40.1,Heroiinin myrkkyvaikutukset,Heroiinin myrkkyvaikutukset,T40,3,1900-01-01,2020-12-31,T40.1,NA,Poisoning by heroin,T40.1,TRUE,Poisoning: Heroin,4,match_exactly
T40.2,Muiden opioidien myrkytys,Muiden opioidien myrkkyvaikutukset,T40,3,1900-01-01,2020-12-31,T40.2,NA,Poisoning by other opioids,T40.2,TRUE,Poisoning: Other opioids,4,match_exactly
T40.3,Metadonin myrkkyvaikutukset,Metadonin myrkkyvaikutukset,T40,3,1900-01-01,2020-12-31,T40.3,NA,Poisoning by methadone,T40.3,TRUE,Poisoning: Methadone,4,match_exactly
T40.4,Muiden synt.opioidien myrkytys,Muiden synteettisten opioidien myrkkyvaikutukset,T40,3,1900-01-01,2020-12-31,T40.4,NA,Poisoning by other synthetic narcotics,T40.4,TRUE,Poisoning: Other synthetic narcotics,4,match_exactly
T40.5,Kokaiinin myrkkyvaikutukset,Kokaiinin myrkkyvaikutukset,T40,3,1900-01-01,2020-12-31,T40.5,NA,Poisoning by cocaine,T40.5,TRUE,Poisoning: Cocaine,4,match_exactly
T40.6,"Opioidien,muu/NAS, myrkytys",Muiden tai määrittämättömien huumausaineiden myrkkyvaikutukset,T40,3,1900-01-01,2020-12-31,T40.6,NA,Poisoning by other and unspecified narcotics,T40.6,TRUE,Poisoning: Other and unspecified narcotics,4,match_exactly
T40.7,Kannabisjohdosten myrkytys,Kannabisjohdosten myrkkyvaikutukset,T40,3,1900-01-01,2020-12-31,T40.7,NA,Poisoning by cannabis (derivatives),T40.7,TRUE,Poisoning: Cannabis (derivatives),4,match_exactly
T40.8,LSD:n (hysergidin) myrkytys,LSD:n (lysergidin) myrkkyvaikutukset,T40,3,1900-01-01,2020-12-31,T40.8,NA,Poisoning by lysergide [LSD],T40.8,TRUE,Poisoning: Lysergide [LSD],4,match_exactly
T40.9,"Hallusinogeen,muu/NAS,myrkytys",Muun tai määrittämättömän hallusinogeenin myrkkyvaikutukset,T40,3,1900-01-01,2020-12-31,T40.9,NA,Poisoning by other and unspecified psychodysleptics [hallucinogens],T40.9,TRUE,Poisoning: Other and unspecified psychodysleptics [hallucinogens],4,match_exactly
T50.9,"Biolog.ain,muu/NAS,myrkytys","Muun tai määrittämättömän lääkkeen, lääkeaineen tai biologisen aineen myrkkyvaikutukset",T40,3,1900-01-01,2020-12-31,T50.9,NA,"Poisoning by other and unspecified drugs, medicaments and biological substances",T50.9,TRUE,"Poisoning: Other and unspecified drugs, medicaments and biological substances",4,match_exactly
T51,Ahkoholien myrkkyvaikutukset,Alkoholien myrkkyvaikutukset,T51-T65,2,1900-01-01,2020-12-31,T51,NA,Toxic effect of alcohol,T51,TRUE,Toxic effect of alcohol,0,match_exactly
T51-T65,Ei-lääket. ain. myrkk.,Pääasiallisesti ei-lääketieteellisten aineiden myrkkyvaikutukset,S00-T98,1,1900-01-01,2020-12-31,T51,T65,Toxic effects of substances chiefly nonmedicinal as to source,NA,FALSE,NA,NA,classification_code
T51.0,Etyylialkoholin myrkytys,Etyylialkoholin (etanolin) myrkkyvaikutukset,T51,3,1900-01-01,2020-12-31,T51.0,NA,Toxic effect of ethanol,T51.0,TRUE,Toxic effect: Ethanol,4,match_exactly
T51.1,Metyylialkoholin myrkytys,Metyylialkoholin (metanolin) myrkkyvaikutukset,T51,3,1900-01-01,2020-12-31,T51.1,NA,Toxic effect of methanol,T51.1,TRUE,Toxic effect: Methanol,4,match_exactly
T51.2,Isopropanolin myrkytys,Isopropanolin (2-propanolin eli isopropyylialkoholin) myrkkyvaikutukset,T51,3,1900-01-01,2020-12-31,T51.2,NA,Toxic effect of 2-Propanol,T51.2,TRUE,Toxic effect: 2-Propanol,3,match_exactly
T51.3,Sikunaöljyn myrkytys,Sikunaöljyn (fusel oil) myrkkyvaikutukset,T51,3,1900-01-01,2020-12-31,T51.3,NA,Toxic effect of fusel oil,T51.3,TRUE,Toxic effect: Fusel oil,4,match_exactly
T51.8,Muiden alkoholien myrkytys,Muiden määritettyjen alkoholien myrkkyvaikutukset,T51,3,1900-01-01,2020-12-31,T51.8,NA,Toxic effect of other alcohols,T51.8,TRUE,Toxic effect: Other alcohols,4,match_exactly
T51.9,"Alkoholin NAS,myrkytys",Määrittämätön alkoholin myrkkyvaikutukset,T51,3,1900-01-01,2020-12-31,T51.9,NA,"Toxic effect of alcohol, unspecified",T51.9,TRUE,"Toxic effect: Alcohol, unspecified",4,match_exactly
T52,Orgaanisten liuott.myrkytys,Orgaanisten liuottimien myrkkyvaikutukset,T51-T65,2,1900-01-01,2020-12-31,T52,NA,Toxic effect of organic solvents,T52,TRUE,Toxic effect of organic solvents,0,match_exactly
T52.0,Vuoriöljytuotteiden myrkytys,Vuoriöljytuotteiden myrkkyvaikutukset,T52,3,1900-01-01,2020-12-31,T52.0,NA,Toxic effect of petroleum products,T52.0,TRUE,Toxic effect: Petroleum products,4,match_exactly
T52.1,Bentseenin myrkkyvaikutukset,Bentseenin myrkkyvaikutukset,T52,3,1900-01-01,2020-12-31,T52.1,NA,Toxic effect of benzene,T52.1,TRUE,Toxic effect: Benzene,4,match_exactly
T52.2,Bentseenihomologien myrkytys,Bentseenihomologien myrkkyvaikutukset,T52,3,1900-01-01,2020-12-31,T52.2,NA,Toxic effect of homologues of benzene,T52.2,TRUE,Toxic effect: Homologues of benzene,4,match_exactly
T52.3,Glykolien myrkkyvaikutukset,Glykolien myrkkyvaikutukset,T52,3,1900-01-01,2020-12-31,T52.3,NA,Toxic effect of glycols,T52.3,TRUE,Toxic effect: Glycols,4,match_exactly
T52.4,Ketonien myrkkyvaikutukset,Ketonien myrkkyvaikutukset,T52,3,1900-01-01,2020-12-31,T52.4,NA,Toxic effect of ketones,T52.4,TRUE,Toxic effect: Ketones,4,match_exactly
T52.8,Muun org.liuottim.myrkytys,Muun orgaanisen liuottimen myrkkyvaikutukset,T52,3,1900-01-01,2020-12-31,T52.8,NA,Toxic effect of other organic solvents,T52.8,TRUE,Toxic effect: Other organic solvents,4,match_exactly
T52.9,"Org.liuottimen NAS,myrkytys",Määrittämättömän orgaanisen liuottimen myrkkyvaikutukset,T52,3,1900-01-01,2020-12-31,T52.9,NA,"Toxic effect of organic solvent, unspecified",T52.9,TRUE,"Toxic effect: Organic solvent, unspecified",4,match_exactly
T53,Hiilivetyj.halogeenijohd.myrky,Alifaattisten ja aromaattisten hiilivetyjen halogeenijohdosten myrkkyvaikutukset,T51-T65,2,1900-01-01,2020-12-31,T53,NA,Toxic effect of halogen derivatives of aliphatic and aromatic hydrocarbons,T53,TRUE,Toxic effect of halogen derivatives of aliphatic and aromatic hydrocarbons,0,match_exactly
T53.0,Hiilitetrakloridin myrkytys,Hiilitetrakloridin myrkkyvaikutukset,T53,3,1900-01-01,2020-12-31,T53.0,NA,Toxic effect of carbon tetrachloride,T53.0,TRUE,Toxic effect: Carbon tetrachloride,4,match_exactly
T53.1,Kloroformin myrkkyvaikutukset,Kloroformin myrkkyvaikutukset,T53,3,1900-01-01,2020-12-31,T53.1,NA,Toxic effect of chloroform,T53.1,TRUE,Toxic effect: Chloroform,4,match_exactly
T53.2,Trikloorietyleenin myrkytys,Trikloorietyleenin myrkkyvaikutukset,T53,3,1900-01-01,2020-12-31,T53.2,NA,Toxic effect of trichloroethylene,T53.2,TRUE,Toxic effect: Trichloroethylene,4,match_exactly
T53.3,Tetrakloorietyleenin myrkytys,Tetrakloorietyleenin myrkkyvaikutukset,T53,3,1900-01-01,2020-12-31,T53.3,NA,Toxic effect of tetrachloroethylene,T53.3,TRUE,Toxic effect: Tetrachloroethylene,4,match_exactly
T53.4,Dikloorimetaanin myrkytys,Dikloorimetaanin (metyleenikloridin) myrkkyvaikutukset,T53,3,1900-01-01,2020-12-31,T53.4,NA,Toxic effect of dichloromethane,T53.4,TRUE,Toxic effect: Dichloromethane,4,match_exactly
T53.5,Kloorifluorihiilivet.myrkytys,Kloorifluorihiilivetyjen myrkkyvaikutukset,T53,3,1900-01-01,2020-12-31,T53.5,NA,Toxic effect of chlorofluorocarbons,T53.5,TRUE,Toxic effect: Chlorofluorocarbons,4,match_exactly
T53.6,Muu alif.hiiliv.halog.myrkytys,Muun alifaattisen hiilivedyn halogeenijohdoksen myrkkyvaikutukset,T53,3,1900-01-01,2020-12-31,T53.6,NA,Toxic effect of other halogen derivatives of aliphatic hydrocarbons,T53.6,TRUE,Toxic effect: Other halogen derivatives of aliphatic hydrocarbons,4,match_exactly
T53.7,Muu arom.hiilivet.halog.myrkyt,Muun aromaattisen hiilivedyn halogeenijohdoksen myrkkyvaikutukset,T53,3,1900-01-01,2020-12-31,T53.7,NA,Toxic effect of other halogen derivatives of aromatic hydrocarbons,T53.7,TRUE,Toxic effect: Other halogen derivatives of aromatic hydrocarbons,4,match_exactly
T53.9,"Alif/arom.halog.hiiliv.NAS,myr",Määrittämättömän alifaattisen tai aromaattisen hiilivedyn halogeenijohdoksen myrkkyvaikutukset,T53,3,1900-01-01,2020-12-31,T53.9,NA,"Toxic effect of halogen derivative of aliphatic and aromatic hydrocarbons, unspecified",T53.9,TRUE,"Toxic effect: Halogen derivative of aliphatic and aromatic hydrocarbons, unspecified",4,match_exactly
T54,Syövyttävien aineiden myrkytys,Syövyttävien aineiden myrkkyvaikutukset,T51-T65,2,1900-01-01,2020-12-31,T54,NA,Toxic effect of corrosive substances,T54,TRUE,Toxic effect of corrosive substances,0,match_exactly
T54.0,Fenolin/sen homologien myrkyty,Fenolin tai sen homologien myrkkyvaikutukset,T54,3,1900-01-01,2020-12-31,T54.0,NA,Toxic effect of phenol and phenol homologues,T54.0,TRUE,Toxic effect: Phenol and phenol homologues,4,match_exactly
T54.1,Muu syövytt.org.yhdist.myrkyty,Muun syövyttävän orgaanisen yhdisteen myrkkyvaikutukset,T54,3,1900-01-01,2020-12-31,T54.1,NA,Toxic effect of other corrosive organic compounds,T54.1,TRUE,Toxic effect: Other corrosive organic compounds,4,match_exactly
T54.2,Syöv.happojen tms.myrkytys,Syövyttävien happojen ja happojen kaltaisten aineiden myrkkyvaikutukset,T54,3,1900-01-01,2020-12-31,T54.2,NA,Toxic effect of corrosive acids and acid-like substances,T54.2,TRUE,Toxic effect: Corrosive acids and acid-like substances,4,match_exactly
T54.3,Syövytt.emästen tms.myrkytys,Syövyttävien emästen ja emästen kaltaisten aineiden myrkkyvaikutukset,T54,3,1900-01-01,2020-12-31,T54.3,NA,Toxic effect of corrosive alkalis and alkali-like substances,T54.3,TRUE,Toxic effect: Corrosive alkalis and alkali-like substances,4,match_exactly
T54.9,"Syövytt.aineen NAS,myrkytys",Määrittämättömän syövyttävän aineen myrkkyvaikutukset,T54,3,1900-01-01,2020-12-31,T54.9,NA,"Toxic effect of corrosive substance, unspecified",T54.9,TRUE,"Toxic effect: Corrosive substance, unspecified",4,match_exactly
T55,Saippuoid/detergentt.myrkytys,Saippuoiden ja pintajännitystä vähentävien aineiden (detergenttien) myrkkyvaikutukset,T51-T65,2,1900-01-01,2020-12-31,T55,NA,Toxic effect of soaps and detergents,T55,TRUE,Toxic effect of soaps and detergents,0,match_exactly
T56,Metallien myrkkyvaikutukset,Metallien myrkkyvaikutukset,T51-T65,2,1900-01-01,2020-12-31,T56,NA,Toxic effect of metals,T56,TRUE,Toxic effect of metals,0,match_exactly
T56.0,Lyijyn/lyijy-yhdist.myrkytys,Lyijyn tai lyijy-yhdisteiden myrkkyvaikutukset,T56,3,1900-01-01,2020-12-31,T56.0,NA,Toxic effect of lead and its compounds,T56.0,TRUE,Toxic effect: Lead and its compounds,4,match_exactly
T56.1,Elohopean/-yhdist.myrkytys,Elohopean tai elohopeayhdisteiden myrkkyvaikutukset,T56,3,1900-01-01,2020-12-31,T56.1,NA,Toxic effect of mercury and its compounds,T56.1,TRUE,Toxic effect: Mercury and its compounds,4,match_exactly
T56.2,Kromin/-yhdisteiden myrkytys,Kromin tai kromiyhdisteiden myrkkyvaikutukset,T56,3,1900-01-01,2020-12-31,T56.2,NA,Toxic effect of chromium and its compounds,T56.2,TRUE,Toxic effect: Chromium and its compounds,4,match_exactly
