code,name_fi,name_en,name_en_source
8232B,"FRACTURA DIAPHYSEOS FIBULAE, NON COMPLICATA","Fracture of tibia and fibula, Shaft, closed",ICD9_code_match(parent_match)
8232C,"FRACTURA DIAPHYSEOS TIBAE ET FIBULAE,NON COMPLICATA","Fracture of tibia and fibula, Shaft, closed",ICD9_code_match(parent_match)
8232D,"FRACT DIAPHYSEOS TIBIAE/FIBULAE COMMINUTA,NON COMPL","Fracture of tibia and fibula, Shaft, closed",ICD9_code_match(parent_match)
8233A,"FRACTURA DIAPHYSEOS TIBIAE, COMPLICATA","Fracture of tibia and fibula, Shaft, open",ICD9_code_match(parent_match)
8233B,"FRACTURA DIAPHYSEOS FIBULAE, COMPLICATA","Fracture of tibia and fibula, Shaft, open",ICD9_code_match(parent_match)
8233C,"FRACTURA DIAPHYSEOS TIBAE ET FIBULAE, COMPLICATA","Fracture of tibia and fibula, Shaft, open",ICD9_code_match(parent_match)
8233D,"FRACTURA DIAPHYSEOS TIBIAE/FIBULAE COMMINUTA, COMPL","Fracture of tibia and fibula, Shaft, open",ICD9_code_match(parent_match)
824,FRACTURA MALLEOLARIS,Fracture of ankle,ICD9_code_match(full_match)
8240A,"FRACTURA MALLEOLI MEDIALIS, NON COMPLICATA","Fracture of ankle, Medial malleolus, closed",ICD9_code_match(unique_parent_match)
8241A,"FRACTURA MALLEOLI MEDIALIS, COMPLICATA","Fracture of ankle, Medial malleolus, open",ICD9_code_match(unique_parent_match)
8242A,"FRACTURA MALLEOLI LATERALIS, NON COMPLICATA","Fracture of ankle, Lateral malleolus, closed",ICD9_code_match(unique_parent_match)
8243A,"FRACTURA MALLEOLI LATERALIS, COMPLICATA","Fracture of ankle, Lateral malleolus, open",ICD9_code_match(unique_parent_match)
8244A,"FRACTURA BIMALLEOLARIS, NON COMPLICATA","Fracture of ankle, Bimalleolar, closed",ICD9_code_match(unique_parent_match)
8245A,"FRACTURA BIMALLEOLARIS, COMPLICATA","Fracture of ankle, Bimalleolar, open",ICD9_code_match(unique_parent_match)
8246A,"FRACTURA TRIMALLEOLARIS, NON COMPLICATA","Fracture of ankle, Trimalleolar, closed",ICD9_code_match(unique_parent_match)
8247A,"FRACTURA TRIMALLEOLARIS, COMPLICATA","Fracture of ankle, Trimalleolar, open",ICD9_code_match(unique_parent_match)
8248X,"FRACTURA MALLEOLARIS NUD, NON COMPLICATA","Fracture of ankle, Unspecified, closed",ICD9_code_match(unique_parent_match)
8249X,"FRACTURA MALLEOLARIS NUD, COMPLICATA","Fracture of ankle, Unspecified, open",ICD9_code_match(unique_parent_match)
825,FRACTURA OSSIS TARSALIS ET METATARSALIS,Fracture of one or more tarsal and metatarsal bones,ICD9_code_match(full_match)
8250A,"FRACTURA CALCANEI, NON COMPLICATA","Fracture of one or more tarsal and metatarsal bones, Fracture of calcaneus, closed",ICD9_code_match(unique_parent_match)
8251A,"FRACTURA CALCANEI, COMPLICATA","Fracture of one or more tarsal and metatarsal bones, Fracture of calcaneus, open",ICD9_code_match(unique_parent_match)
8252A,"FRACTURA TALI, NON COMPLICATA","Fracture of one or more tarsal and metatarsal bones, Fracture of other tarsal and metatarsal bones, closed",ICD9_code_match(parent_match)
8252B,"FRACTURA NAVICULARIS TARSALIS, NON COMPLICATA","Fracture of one or more tarsal and metatarsal bones, Fracture of other tarsal and metatarsal bones, closed",ICD9_code_match(parent_match)
8252C,"FRACTURA CUBOIDIS TARSI, NON COMPLICATA","Fracture of one or more tarsal and metatarsal bones, Fracture of other tarsal and metatarsal bones, closed",ICD9_code_match(parent_match)
8252D,"FRACTURA CUNEIFORMIS TARSI, NON COMPLICATA","Fracture of one or more tarsal and metatarsal bones, Fracture of other tarsal and metatarsal bones, closed",ICD9_code_match(parent_match)
8252E,"FRACTURA OSSIS METATARSALIS, NON COMPLICATA","Fracture of one or more tarsal and metatarsal bones, Fracture of other tarsal and metatarsal bones, closed",ICD9_code_match(parent_match)
8252F,"FRACT OSSIS TARSALIS/METATARSALIS ALIA,NON COMPLICA","Fracture of one or more tarsal and metatarsal bones, Fracture of other tarsal and metatarsal bones, closed",ICD9_code_match(parent_match)
8253A,"FRACTURA TALI, COMPLICATA","Fracture of one or more tarsal and metatarsal bones, Fracture of other tarsal and metatarsal bones, open",ICD9_code_match(parent_match)
8253B,"FRACTURA NAVICULARIS TARSALIS,COMPLICATA","Fracture of one or more tarsal and metatarsal bones, Fracture of other tarsal and metatarsal bones, open",ICD9_code_match(parent_match)
8253C,"FRACTURA CUBOIDES TARSI, COMPLICATA","Fracture of one or more tarsal and metatarsal bones, Fracture of other tarsal and metatarsal bones, open",ICD9_code_match(parent_match)
8253D,"FRACTURA CUNEIFORMIS TARSI, COMPLICATA","Fracture of one or more tarsal and metatarsal bones, Fracture of other tarsal and metatarsal bones, open",ICD9_code_match(parent_match)
8253E,FRACTURA OSSIS METATARSALIS COMPLICATA,"Fracture of one or more tarsal and metatarsal bones, Fracture of other tarsal and metatarsal bones, open",ICD9_code_match(parent_match)
8253X,"FRACTURA OSSIS TARSALIS/METATARSALIS ALIA,COMPLICAT","Fracture of one or more tarsal and metatarsal bones, Fracture of other tarsal and metatarsal bones, open",ICD9_code_match(parent_match)
826,FRACTURA DIGITI PEDIS,Fracture of one or more phalanges of foot,ICD9_code_match(full_match)
8260A,FRACTURA DIGITI PEDIS NON COMPLICATA,"Fracture of one or more phalanges of foot, Closed",ICD9_code_match(unique_parent_match)
8261A,FRACTURA DIGITI PEDIS COMPLICATA,"Fracture of one or more phalanges of foot, Open",ICD9_code_match(unique_parent_match)
827,FRACT ALIAE/MULTIPLICES/NUD UNIUS EXTREMIT INFERIOR,"Other, multiple and ill-defined fractures of lower limb",ICD9_code_match(full_match)
8270A,"FRACT ALIAE/ MULTIPL/NUD UNIUS EXTR INFER,EI KOMPL","Other, multiple and ill-defined fractures of lower limb, Closed",ICD9_code_match(unique_parent_match)
8271A,"FRACT ALIAE/MULTIPL/NUD UNIUS EXTREM INFER,COMPLICA","Other, multiple and ill-defined fractures of lower limb, Open",ICD9_code_match(unique_parent_match)
828,"FR MULT.EXT.INF.AMBOR/EXT INF+SUP/EXT INF+COST,STER","Multiple fractures involving both lower limbs, lower with upper limb and lower limb(s) with rib(s) and sternum",ICD9_code_match(full_match)
8280A,"FR MULT.EXT.INF.AMBOR/EXT INF+SUP/EXT INF+COST,STER","Multiple fractures involving both lower limbs, lower with upper limb and lower limb(s) with rib(s) and sternum, Closed",ICD9_code_match(unique_parent_match)
8281A,"FR MULT.EX.INF.AMB/EX INF+SUP/EX INF+COST,STER/COMP","Multiple fractures involving both lower limbs, lower with upper limb and lower limb(s) with rib(s) and sternum, Open",ICD9_code_match(unique_parent_match)
830,LUXATIO MANDIBULAE,Dislocation of jaw,ICD9_code_match(full_match)
8300A,LUXATIO MANDIBULAE NON COMPLICATA,"Dislocation of jaw, Simple dislocation",ICD9_code_match(unique_parent_match)
8301A,LUXATIO MANDIBULAE COMPLICATA,"Dislocation of jaw, Compound dislocation",ICD9_code_match(unique_parent_match)
831,LUXATIO SCAPULAE TRAUMATICA,Dislocation of shoulder,ICD9_code_match(full_match)
8310A,"LUXATIO SCAPULAE TRAUMATICA GLENOHUMERALIS,NON COMP","Dislocation of shoulder, Simple dislocation",ICD9_code_match(parent_match)
8310B,"LUXATIO SCAPULAE TRAUM ACROMIOCLAVICULARIS,NON COMP","Dislocation of shoulder, Simple dislocation",ICD9_code_match(parent_match)
8311A,"LUXATIO SCAPULAE TRAUMATICA GLENOHUMERALIS, COMPLIC","Dislocation of shoulder, Compound dislocation",ICD9_code_match(parent_match)
8311B,"LUXATIO SCAPULAE TRAUMAT. ACROMIOCLAVICULARIS,COMPL","Dislocation of shoulder, Compound dislocation",ICD9_code_match(parent_match)
832,LUXATIO CUBITI,Dislocation of elbow,ICD9_code_match(full_match)
8320A,"LUXATIO RADII ET ULNAE CUBITI, NON COMPLICATA","Dislocation of elbow, Simple dislocation",ICD9_code_match(parent_match)
8320X,"LUXATIO CUBITI ALIA, NON COMPLICATA","Dislocation of elbow, Simple dislocation",ICD9_code_match(parent_match)
8321A,"LUXATIO RADII ET ULNAE CUBITI, COMPLICATA","Dislocation of elbow, Compound dislocation",ICD9_code_match(parent_match)
8321X,"LUXATIO CUBITI ALIA, COMPLICATA","Dislocation of elbow, Compound dislocation",ICD9_code_match(parent_match)
833,LUXATIO CARPI,Dislocation of wrist,ICD9_code_match(full_match)
8330A,"LUXATIO INTERCARPALIS, NON COMPLICATA","Dislocation of wrist, Simple dislocation",ICD9_code_match(parent_match)
8330B,"LUXATIO LUNATI CARPI, NON COMPLICATA","Dislocation of wrist, Simple dislocation",ICD9_code_match(parent_match)
8330C,"LUXATIO CARPOMETACARPALIS, NON COMPLICATA","Dislocation of wrist, Simple dislocation",ICD9_code_match(parent_match)
8330X,"LUXATIO CARPI ALIA, NON COMPLICATA","Dislocation of wrist, Simple dislocation",ICD9_code_match(parent_match)
8331A,"LUXATIO INTERCARPALIS, COMPLICATA","Dislocation of wrist, Compound dislocation",ICD9_code_match(parent_match)
8331B,"LUXATIO LUNATI CARPI, COMPLICATA","Dislocation of wrist, Compound dislocation",ICD9_code_match(parent_match)
8331C,"LUXATIO CARPOMETACARPALIS, COMPLICATA","Dislocation of wrist, Compound dislocation",ICD9_code_match(parent_match)
8331X,"LUXATIO CARPI ALIA, COMPLICATA","Dislocation of wrist, Compound dislocation",ICD9_code_match(parent_match)
834,LUXATIO DIGITI MANUS,Dislocation of finger,ICD9_code_match(full_match)
8340A,"LUXATIO METACARPOPHALANGEALIS, NON COMPLICATA","Dislocation of finger, Simple dislocation",ICD9_code_match(parent_match)
8340B,"LUXATIO DIGITI MANUS INTERPHALANGEALIS, NON COMPLIC","Dislocation of finger, Simple dislocation",ICD9_code_match(parent_match)
8341A,"LUXATIO METACARPOPHALANGEALIS, COMPLICATA","Dislocation of finger, Compound dislocation",ICD9_code_match(parent_match)
8341B,"LUXATIO DIGITI MANUS INTERPHALANGEALIS, COMPLICATA","Dislocation of finger, Compound dislocation",ICD9_code_match(parent_match)
835,LUXATIO COXAE,Dislocation of hip,ICD9_code_match(full_match)
8350A,LUXATIO COXAE NON COMPLICATA,"Dislocation of hip, Simple dislocation",ICD9_code_match(unique_parent_match)
8351A,LUXATIO COXAE COMPLICATA,"Dislocation of hip, Compound dislocation",ICD9_code_match(unique_parent_match)
836,LUXATIO GENUS SEU TRAUMATA MENISCORUM,Dislocation of knee,ICD9_code_match(full_match)
8360A,RUPTURA MENISCI MEDIALIS,"Dislocation of knee, Tear of medial cartilage or meniscus of knee, current",ICD9_code_match(unique_parent_match)
8361A,RUPTURA MENISCI LATERALIS,"Dislocation of knee, Tear of lateral cartilage or meniscus of knee, current",ICD9_code_match(unique_parent_match)
8362A,RUPTURA MENISCI SEU CARTILAGINIS ALIA,"Dislocation of knee, Other tear of cartilage or meniscus of knee, current",ICD9_code_match(unique_parent_match)
8363A,"LUXATIO PATELLAE, NON COMPLICATA","Dislocation of knee, Dislocation of patella, simple",ICD9_code_match(unique_parent_match)
8364A,"LUXATIO PATELLAE, COMPLICATA","Dislocation of knee, Dislocation of patella, compound",ICD9_code_match(unique_parent_match)
8365A,"LUXATIO GENUS, NON COMPLICATA","Dislocation of knee, Other dislocation of knee, simple",ICD9_code_match(parent_match)
8365B,"LUXATIO GENUS,NON COMPL CUM LAESIONE NERVI/VASORUM","Dislocation of knee, Other dislocation of knee, simple",ICD9_code_match(parent_match)
8366A,"LUXATIO GENUS, COMPLICATA","Dislocation of knee, Other dislocation of knee, compound",ICD9_code_match(parent_match)
8366B,"LUXATIO GENUS COMPLICATA,CUM LAESIONE NERVI/VASORUM","Dislocation of knee, Other dislocation of knee, compound",ICD9_code_match(parent_match)
837,LUXATIO TALOCRURALIS,Dislocation of ankle,ICD9_code_match(full_match)
8370A,LUXATIO TALOCRURALIS NON COMPLICATA,"Dislocation of ankle, Simple dislocation",ICD9_code_match(unique_parent_match)
8371A,LUXATIO TALOCRURALIS COMPLICATA,"Dislocation of ankle, Compound dislocation",ICD9_code_match(unique_parent_match)
838,LUXATIO PEDIS,Dislocation of foot,ICD9_code_match(full_match)
8380A,"LUXATIO TARSI, NON COMPLICATA","Dislocation of foot, Simple dislocation",ICD9_code_match(parent_match)
8380B,"LUXATIO TARSOMETATARSI, NON COMPLICATA","Dislocation of foot, Simple dislocation",ICD9_code_match(parent_match)
8380C,"LUXATIO METATARSOPHALANGEI, NON COMPLICATA","Dislocation of foot, Simple dislocation",ICD9_code_match(parent_match)
8380D,"LUXATIO INTERPHALANGEI PEDIS, NON COMPLICATA","Dislocation of foot, Simple dislocation",ICD9_code_match(parent_match)
8380X,"LUXATIO PEDIS ALIA, NON COMPLICATA","Dislocation of foot, Simple dislocation",ICD9_code_match(parent_match)
8381A,"LUXATIO TARSI, COMPLICATA","Dislocation of foot, Compound dislocation",ICD9_code_match(parent_match)
8381B,"LUXATIO TARSOMETATARSI, COMPLICATA","Dislocation of foot, Compound dislocation",ICD9_code_match(parent_match)
8381C,"LUXATIO METATARSOPHALANGEALIS, COMPLICATA","Dislocation of foot, Compound dislocation",ICD9_code_match(parent_match)
8381D,"LUXATIO INTERPHALANGEALIS PEDIS, COMPLICATA","Dislocation of foot, Compound dislocation",ICD9_code_match(parent_match)
8381X,"LUXATIO PEDIS ALIA, COMPLICATA","Dislocation of foot, Compound dislocation",ICD9_code_match(parent_match)
839,"LUXATIONES ALIAE, MULTIPLICES ET NUD","Other, multiple and ill-defined dislocations",ICD9_code_match(full_match)
8390A,"LUXATIO VERTEBRAE CERVICALIS, NON COMPLICATA","Other, multiple and ill-defined dislocations, Cervical vertebra, closed",ICD9_code_match(parent_match)
8390B,"LUXATIO VERTEBRAE CERVICALIS,NON COMPL+LAESIO NERVI","Other, multiple and ill-defined dislocations, Cervical vertebra, closed",ICD9_code_match(parent_match)
8391A,"LUXATIO VERTEBRAE CERVICALIS, COMPLICATA","Other, multiple and ill-defined dislocations, Cervical vertebra, open",ICD9_code_match(parent_match)
8391B,"LUXATIO VERTEBRAE CERVICALIS, COMPLIC+LAESIO NERVI","Other, multiple and ill-defined dislocations, Cervical vertebra, open",ICD9_code_match(parent_match)
8392A,LUXATIO VERTEBRAE THORACALIS ET LUMBALIS NON COMPL,"Other, multiple and ill-defined dislocations, Thoracic and lumbar vertebra, closed",ICD9_code_match(parent_match)
8392B,LUXATIO VERTEBR.THORAC./LUMB.NON COMPL+LAESIO NERVI,"Other, multiple and ill-defined dislocations, Thoracic and lumbar vertebra, closed",ICD9_code_match(parent_match)
8393A,"LUXATIO VERTEBRAE THORACALIS ET LUMBALIS,COMPLICATA","Other, multiple and ill-defined dislocations, Thoracic and lumbar vertebra, open",ICD9_code_match(parent_match)
8393B,"LUXATIO VERTEBR.THORAC./LUMBALIS,COMPL+LAESIO NERVI","Other, multiple and ill-defined dislocations, Thoracic and lumbar vertebra, open",ICD9_code_match(parent_match)
8394A,"LUXATIO VERTEBRAE ALIAE, NON COMPLICATA","Other, multiple and ill-defined dislocations, Other vertebra, closed",ICD9_code_match(parent_match)
8394B,"LUXATIO VERTEBRAE ALIAE,NON COMPLICATA+LAESIO NERVI","Other, multiple and ill-defined dislocations, Other vertebra, closed",ICD9_code_match(parent_match)
8395A,"LUXATIO VERTEBRAE ALIAE, COMPLICATA","Other, multiple and ill-defined dislocations, Other vertebra, open",ICD9_code_match(parent_match)
8395B,"LUXATIO VERTEBRAE ALIAE, COMPLICATA+LAESIO NERVI","Other, multiple and ill-defined dislocations, Other vertebra, open",ICD9_code_match(parent_match)
8396A,"LUXATIO LOCO ALIO, NON COMPLICATA","Other, multiple and ill-defined dislocations, Other location, closed",ICD9_code_match(parent_match)
8396B,"LUXATIO LOCO ALIO,NON COMPLICATA CUM LAESIONE NERVI","Other, multiple and ill-defined dislocations, Other location, closed",ICD9_code_match(parent_match)
8397A,"LUXATIO LOCO ALIO, COMPLICATA","Other, multiple and ill-defined dislocations, Other location, open",ICD9_code_match(parent_match)
8397B,"LUXATIO LOCO ALIO, COMPLICATA CUM LAESIONE NERVI","Other, multiple and ill-defined dislocations, Other location, open",ICD9_code_match(parent_match)
8398A,"LUXATIO NUD, NON COMPLICATA","Other, multiple and ill-defined dislocations, Multiple and ill-defined, closed",ICD9_code_match(parent_match)
8398B,"LUXATIO NUD, NON COMPLICATA CUM LAESIONE NERVI","Other, multiple and ill-defined dislocations, Multiple and ill-defined, closed",ICD9_code_match(parent_match)
8399A,"LUXATIO NUD, COMPLICATA","Other, multiple and ill-defined dislocations, Multiple and ill-defined, open",ICD9_code_match(parent_match)
8399B,"LUXATIO NUD, COMPLICATA CUM LAESIONE NEVI","Other, multiple and ill-defined dislocations, Multiple and ill-defined, open",ICD9_code_match(parent_match)
840,DISTORSIO/DISTENSIO/RUPTURA REG.HUMEROSCAPULARIS,Sprains and strains of shoulder and upper arm,ICD9_code_match(full_match)
8400A,DISTORSIO/DISTEN./RUPT.ARTICULI ACROMIOCLAVICULARIS,"Sprains and strains of shoulder and upper arm, Acromioclavicular (joint) (ligament)",ICD9_code_match(unique_parent_match)
8401A,DISTORSIO/DISTEN./RUPT.LIGAMENTI CORACOCLAVICULARIS,"Sprains and strains of shoulder and upper arm, Coracoclavicular (ligament)",ICD9_code_match(unique_parent_match)
8404A,"KIERTÄJÄKALVOSIMEN NYRJÄHDYS, VENÄHDYS TAI REPEÄMÄ","Sprains and strains of shoulder and upper arm, Rotator cuff (capsule)",ICD9_code_match(unique_parent_match)
8408X,DISTORSIO/DISTENSIO/RUPTURA HUMEROSCAPULARIS ALIA,"Sprains and strains of shoulder and upper arm, Other specified sites of shoulder and upper arm",ICD9_code_match(unique_parent_match)
8409X,DISTORSIO/DISTENSIO/RUPTURA HUMEROSCAPULARIS NUD,"Sprains and strains of shoulder and upper arm, Unspecified site of shoulder and upper arm",ICD9_code_match(unique_parent_match)
841,DISTORSIO/DISTENSIO/RUPTURA CUBITI ET ANTEBRACHII,Sprains and strains of elbow and forearm,ICD9_code_match(full_match)
8410A,DISTOR/DISTEN/RUPT.LIGAMENTI COLLATERALIS RADIALIS,"Sprains and strains of elbow and forearm, Radial collateral ligament",ICD9_code_match(unique_parent_match)
8411A,DISTOR/DISTEN/RUPT. LIGAMENTI COLLATERALIS ULNARIS,"Sprains and strains of elbow and forearm, Ulnar collateral ligament",ICD9_code_match(unique_parent_match)
8412A,DISTORSIO/DISTENSIO/RUPTURA ARTICULI HUMERORADIALIS,"Sprains and strains of elbow and forearm, Radiohumeral (joint)",ICD9_code_match(unique_parent_match)
8413A,DISTORSIO/DISTENSIO/RUPTURA ARTICULI HUMEROULNARIS,"Sprains and strains of elbow and forearm, Ulnohumeral (joint)",ICD9_code_match(unique_parent_match)
8418X,DISTORSIO/DISTENSIO/RUPT.CUBITI ET ANTEBRACHII ALIA,"Sprains and strains of elbow and forearm, Other specified sites of elbow and forearm",ICD9_code_match(unique_parent_match)
8419X,DISTORSIO/DISTENSIO/RUPT.CUBITI ET ANTEBRACHII NUD,"Sprains and strains of elbow and forearm, Unspecified site of elbow and forearm",ICD9_code_match(unique_parent_match)
842,"DISTORSIO, DISTENSIO SEU RUPTURA CARPI ET MANUS",Sprains and strains of wrist and hand,ICD9_code_match(full_match)
8420A,DISTOR/DISTEN/RUPT.ARTICULI (LIGAM) RADIOCARPALIS,"Sprains and strains of wrist and hand, Wrist",ICD9_code_match(parent_match)
8420B,DISTORSIO/DISTEN/RUPT.ARTICULI (LIGAM) RADIOULNARIS,"Sprains and strains of wrist and hand, Wrist",ICD9_code_match(parent_match)
8420X,"DISTORSIO, DISTENSIO SEU RUPTURA CARPI ALIA","Sprains and strains of wrist and hand, Wrist",ICD9_code_match(parent_match)
8421A,DISTORSIO/DISTENSIO/RUPT.ARTICULI CARPOMETACARPALIS,"Sprains and strains of wrist and hand, Hand",ICD9_code_match(parent_match)
8421B,DISTOR/DISTEN/RUPT. ARTICULI METACARPOPHALANGEALIS,"Sprains and strains of wrist and hand, Hand",ICD9_code_match(parent_match)
8421C,DISTORSIO/DISTEN/RUPT.ARTICULI INTERPHALANGEI MANUS,"Sprains and strains of wrist and hand, Hand",ICD9_code_match(parent_match)
8421D,RUPTURA TENDINIS MUSCULI FLEXORUM DIGITORUM MANUS,"Sprains and strains of wrist and hand, Hand",ICD9_code_match(parent_match)
8421X,"DISTORSIO,DISTENSIO SEU RUPTURA MANUS ALIA","Sprains and strains of wrist and hand, Hand",ICD9_code_match(parent_match)
843,"DISTORSIO,DISTEN/RUPT.COXAE ET FEMORIS PROXIMALIS",Sprains and strains of hip and thigh,ICD9_code_match(full_match)
8430A,DISTOR/DISTEN/RUPT.LIGAMENTI/CAPSULAE ARTICULI COXA,"Sprains and strains of hip and thigh, Iliofemoral (ligament)",ICD9_code_match(unique_parent_match)
8438A,"DISTORSIO,DISTENSIO SEU RUPTURA MUSCULI FEMORIS","Sprains and strains of hip and thigh, Other specified sites of hip and thigh",ICD9_code_match(parent_match)
8438X,DISTOR/DISTEN/RUPT.COXAE ET FEMORIS PROXIMALIS ALIA,"Sprains and strains of hip and thigh, Other specified sites of hip and thigh",ICD9_code_match(parent_match)
8439X,DISTOR/DISTEN/RUPT.COXAE ET FEMORIS PROXIMALIS NUD,"Sprains and strains of hip and thigh, Unspecified site of hip and thigh",ICD9_code_match(unique_parent_match)
844,"DISTORSIO,DISTENSIO SEU RUPTURA GENUS ET CRURIS",Sprains and strains of knee and leg,ICD9_code_match(full_match)
8440A,DISTORSIO/DISTEN/RUPT.LIGAM.COLLATE.LATERALIS GENUS,"Sprains and strains of knee and leg, Lateral collateral ligament of knee",ICD9_code_match(unique_parent_match)
8441A,DISTORSIO/DISTEN/RUPT.LIGAM.COLLATE. MEDIALIS GENUS,"Sprains and strains of knee and leg, Medial collateral ligament of knee",ICD9_code_match(unique_parent_match)
8442A,DISTORSIO/DISTEN/RUPT.LIG.CRUCIATI ANTERIORIS GENUS,"Sprains and strains of knee and leg, Cruciate ligament of knee",ICD9_code_match(parent_match)
8442B,DISTORSIO/DISTEN/RUPT.LIG.CRUCIATI POSTERIORIS GENU,"Sprains and strains of knee and leg, Cruciate ligament of knee",ICD9_code_match(parent_match)
8443A,DISTORSIO/DISTEN/RUPT. ARTIC/LIG TIBIOFIBULARIS SUP,"Sprains and strains of knee and leg, Tibiofibular (joint) (ligament), superior",ICD9_code_match(unique_parent_match)
8448A,DISTORSIO/DISTENSIO/RUPT.LIGAMENTI GENUS MULTIPLEX,"Sprains and strains of knee and leg, Other specified sites of knee and leg",ICD9_code_match(parent_match)
8448X,DISTORSIO/DISTEN/RUPTURA GENUS ET CRURIS ALIA DEFIN,"Sprains and strains of knee and leg, Other specified sites of knee and leg",ICD9_code_match(parent_match)
8449X,DISTORSIO/DISTENSIO/RUPTURA GENUS ET CRURIS NUD,"Sprains and strains of knee and leg, Unspecified site of knee and leg",ICD9_code_match(unique_parent_match)
845,"DISTORSIO, DISTENSIO SEU RUPTURA MALLEOLI ET PEDIS",Sprains and strains of ankle and foot,ICD9_code_match(full_match)
8450A,"DISTORSIO,DISTENSIO/RUPT.LIGAMENTI DELTOIDEI TARSI","Sprains and strains of ankle and foot, Ankle",ICD9_code_match(parent_match)
8450B,"DISTORSIO,DISTENSIO/RUPT. LIGAMENTI LATERALIS TARSI","Sprains and strains of ankle and foot, Ankle",ICD9_code_match(parent_match)
8450C,"DISTORSIO,DISTENSIO SEU RUPTURA TENDINIS ACHILLIS","Sprains and strains of ankle and foot, Ankle",ICD9_code_match(parent_match)
8450X,"DISTORSIO,DISTENSIO SEU RUPTURA TARSI ALIA","Sprains and strains of ankle and foot, Ankle",ICD9_code_match(parent_match)
8451A,"DISTORSIO,DISTEN/RUPT. ARTIC (LIG) TARSOMETATARSALI","Sprains and strains of ankle and foot, Foot",ICD9_code_match(parent_match)
8451B,"DISTORSIO,DISTENSIO/RUPT.ARTIC.METATARSOPHALANGEALI","Sprains and strains of ankle and foot, Foot",ICD9_code_match(parent_match)
8451C,"DISTORSIO,DISTEN/RUPT. ARTIC.INTERPHALANGEALIS PEDI","Sprains and strains of ankle and foot, Foot",ICD9_code_match(parent_match)
8451X,"DISTORSIO,DISTENSIO SEU RUPTURA PEDIS ALIA","Sprains and strains of ankle and foot, Foot",ICD9_code_match(parent_match)
846,"DISTORSIO,DISTENSIO/RUPTURA REGIONIS SACROILIACAE",Sprains and strains of sacro-iliac region,ICD9_code_match(full_match)
8461A,"DISTORSIO,DISTENSIO/RUPT.ARTICULI(LIG)SACROILIACAE","Sprains and strains of sacro-iliac region, Sacro-iliac ligament",ICD9_code_match(unique_parent_match)
8468X,"DISTORSIO,DISTENSIO/RUPT.REGIONIS SACROILIACAE ALIA","Sprains and strains of sacro-iliac region, Other specified sites of sacro-iliac region",ICD9_code_match(unique_parent_match)
8469X,"DISTORSIO,DISTENSIO/RUPT.REGIONIS SACROILIACAE NUD","Sprains and strains of sacro-iliac region, Unspecified site of sacro-iliac region",ICD9_code_match(unique_parent_match)
847,"DISTORSIO,DISTENSIO/RUPT.MUSCULI DORSI ALT PART/NUD",Sprains and strains of other and unspecified parts of back,ICD9_code_match(full_match)
8470A,"DISTORSIO,DISTENSIO SEU RUPTURA NUCHAE","Sprains and strains of other and unspecified parts of back, Neck",ICD9_code_match(unique_parent_match)
8471A,"DISTORSIO,DISTENSIO/RUPT. MUSCULI REG. THORACALIS","Sprains and strains of other and unspecified parts of back, Thoracic",ICD9_code_match(unique_parent_match)
8472A,"DISTORSIO,DISTENSIO/RUPT. MUSCULI REGIONIS LUMBALIS","Sprains and strains of other and unspecified parts of back, Lumbar",ICD9_code_match(unique_parent_match)
8473A,"DISTORSIO,DISTENSIO SEU RUPTURA MUSCULI SACRI","Sprains and strains of other and unspecified parts of back, Sacrum",ICD9_code_match(unique_parent_match)
8474A,"DISTORSIO,DISTENSIO SEU RUPTURA MUSCULI COCCYGEI","Sprains and strains of other and unspecified parts of back, Coccyx",ICD9_code_match(unique_parent_match)
8479X,"DISTORSIO,DISTENSIO SEU RUPTURA MUSCULI DORSI NUD","Sprains and strains of other and unspecified parts of back, Unspecified site of back",ICD9_code_match(unique_parent_match)
848,"DISTORSIO,DISTENSIO SEU RUPTURA ALIA SIVE NUD",Other and ill-defined sprains and strains,ICD9_code_match(full_match)
8480A,"DISTORSIO,DISTENSIO SEU RUPTURA SEPTI NASI","Other and ill-defined sprains and strains, Septal cartilage of nose",ICD9_code_match(unique_parent_match)
8481A,"DISTORSIO,DISTEN/RUPT.ARTIC.(LIG)TEMPOROMANDIBULARI","Other and ill-defined sprains and strains, Jaw",ICD9_code_match(unique_parent_match)
8482A,"DISTORSIO,DISTENSIO/RUPTURA REGIONIS THYREOIDEAE","Other and ill-defined sprains and strains, Thyroid region",ICD9_code_match(unique_parent_match)
8483A,"DISTORSIO, DISTENSIO SEU RUPTURA COSTAE","Other and ill-defined sprains and strains, Ribs",ICD9_code_match(unique_parent_match)
8484A,"DISTORSIO,DISTENSIO/RUPT.ARTIC.(LIG)STERNOCLAVICULA","Other and ill-defined sprains and strains, Sternum",ICD9_code_match(parent_match)
8484B,"DISTORSIO,DISTENSIO/RUPT.ARTIC.COSTOCHONDROSTERNALI","Other and ill-defined sprains and strains, Sternum",ICD9_code_match(parent_match)
8484C,"DISTORSIO,DISTENSIO SEU RUPTURA PROCESSUS XIPHOIDEI","Other and ill-defined sprains and strains, Sternum",ICD9_code_match(parent_match)
8484X,"DISTORSIO,DISTENSIO SEU RUPTURA STERNI ALIA","Other and ill-defined sprains and strains, Sternum",ICD9_code_match(parent_match)
