code,name_fi,name_en,name_se,name_en_source,valid_start_date,valid_end_date
TNH31,"Valmistuki, nilkka tai jalkaterä","Prefabricated orthosis, ankle or foot","Prefabricerad ortos, vrist eller fotled",Translator,2004-01-01,2030-12-31
TNH32,"Yksilöllinen lasta, nilkka tai jalkaterä","Custom moulded split, ankle or foot","Modellerbar skena, vrist eller fotled",Translator,2004-01-01,2030-12-31
TNH33,"Yksilöllinen tuki, nilkka tai jalkaterä","Custom moulded brace, ankle or foot","Cirkulärt modellerbart bandage, vrist eller fotled",Translator,2004-01-01,2030-12-31
TNH35,Kampurajalan muokkaus ja sitominen,Bandage of pes equinovarus,Bandage av klumpfot,THL,1997-01-01,2030-12-31
TNH36,Kampurajalan kipsaus,Custom molded cast of pes equinovarus,Gipsning av klumpfot,THL,1997-01-01,2030-12-31
TNH39,"Muu ortoottinen sidos, nilkka tai jalkaterä","Other orthotic bandage, ankle or foot","Annan ortopedisk bandagering, vrist eller fotled",Translator,2004-01-01,2030-12-31
TNH40,"Vetoon asettaminen, nilkka tai jalkaterä","External traction, ankle or foot","Externt sträck, Vrist och fot",Translator,2004-01-01,2030-12-31
TNH50,"Luun merkkaus, nilkka tai jalkaterä","Implantation of skeletal marker, ankle or foot","Implantation av skelettmarkör, Vrist och fot",Translator,2004-01-01,2030-12-31
NX,Tuki- ja liikuntaelinten muut toimenpiteet,Other procedures of musculosceletal system,Andra åtgärder på musculoskeletal system,THL,1900-01-01,2030-12-31
NX_,Muu tuki- ja liikuntaelinten diagnostinen radiologia,Other diagnostic radiology of musculosceletal system,Annan diagnostisk radiologi av muskuloskeletala systemet,THL,1999-01-01,2030-12-31
NJ1AA,Yläraajan röntgen,X-ray of upper extremity,"Övre extremitet, röntgen",Translator,2011-01-01,2030-12-31
NJ1DA,Yläraajojen natiiviröntgen,Upper extremity X-ray examination,"Övre extremiteterna, röntgen",THL,1999-01-01,2010-12-31
NJ2DA,Alaraajojen natiiviröntgen,Lower extremity X-ray examination,"Nedre extremiteterna, röntgen",THL,1999-01-01,2010-12-31
NJ2MA,Alaraajan mekaanisen akselin mittausröntgen,Measurement of mechanical axis of lower leg with X-ray,"Mätning av benens mekaniska axel, röntgen",THL,1999-01-01,2030-12-31
NJ2TW,Alaraajojen pyyhkäisykuvauksen 3D-mallinnus,3D modelling based on slot scanning of lower extremities,"Nedre extremiteter, slot-scanning med 3D-modellering",Translator,2018-12-01,2030-12-31
NJ3AD,Muu raajojen ja nivelten natiivi-TT,Other CT examinationof extremities and joints,DT av extremiteter och leder utan kontrast,THL,1999-01-01,2002-11-12
NJ3AF,Raajojen suppea magneettitutkimus keskikenttälaitteella,Simple MRI examination of extremities with median intensity magnet,"Extremiteter, begränsad MR (under 1,5T)",THL,1999-01-01,2016-12-31
NJ3AG,Raajojen suppea magneettitutkimus,Simple MRI examination of extremities with high intensity magnet,"Extremiteter, begränsad MR",THL,1999-01-01,2030-12-31
NJ3AM,Raajojen suppea 3 Teslan MT,Simple MRI examination of extremities with 3 Tesla magnet,"Extremiteter, begränsad MR (över 1,5T)",THL,2009-01-01,2016-12-31
NJ3BD,Muu raajojen ja nivelten varjoaine-TT,Other CT exmination of extremities and joints,DT av extremiteter och leder med kontrast,THL,1999-01-01,2002-11-12
NJ3BF,Raajojen magneettitutkimus keskikenttälaitteella,MRI examination of extremities with median intensity magnet,"Extremiteter, MR (under 1,5T)",THL,1999-01-01,2016-12-31
NJ3BG,Raajojen magneettitutkimus,MRI examination of extremities with high intensity magnet,"Extremiteter, MR",THL,1999-01-01,2030-12-31
NJ3BM,Raajojen 3 Teslan MT,MRI examination of extremities with 3 Tesla magnet,"Extremiteter, MR (över 1,5T)",THL,2009-01-01,2016-12-31
NJ3CD,Muu raajojen ja nivelten natiivi- ja varjoaine-TT,Other CT examination of extremities and joints both without and with contrast,DT av extremiteter och leder utan och med kontrast,THL,1999-01-01,2002-11-12
NJ3CF,Raajojen laaja magneettitutkimus keskikenttälaitteella,Extensive MRI examination of extremities with median intensity magnet,"Extremiteter, omfattande MR (under 1,5T)",THL,1999-01-01,2016-12-31
NJ3CG,Raajojen laaja magneettitutkimus,Extensive MRI examination of extremities with median high magnet,"Extremiteter, omfattande MR",THL,1999-01-01,2030-12-31
NJ3CM,Raajojen laaja 3 Teslan MT,Extensive MRI examination of extremities with 3 Tesla magnet,"Extremiteter, omfattande MR (över 1,5T)",THL,2009-01-01,2016-12-31
NJ3DA,"Pitkien luiden röntgen, raajojen röntgen",Long bones of extremities X-ray examination,"Extremiteternas långa rörben, röntgen",THL,1999-01-01,2030-12-31
NJ3DF,Raajojen erittäin laaja magneettitutkimus keskikenttälaitteella,Very extensive MRI examination of extremities with median intensity magnet,"Extremiteter, mycket omfattande MR (under 1,5T)",THL,1999-01-01,2016-12-31
NJ3DG,Raajojen erittäin laaja magneettitutkimus,Very extensive MRI examination of extremities with high intensity magnet,"Extremiteter, mycket omfattande MR",THL,1999-01-01,2030-12-31
NJ3DM,Raajojen erittäin laaja 3 Teslan MT,Very extensive MRI examination of extremities with 3 Tesla magnet,"Extremiteter, mycket omfattande MR (över 1,5T)",THL,2009-01-01,2016-12-31
NJ3MA,Raajojen pituusmittausröntgen,Measurement of extremity length with X-ray,"Benen, längdmätning med röntgen",THL,1999-01-01,2030-12-31
NJ3NA,Raajojen pituuseromittausröntgen,Measurement of difference in extremity lengty with X-ray,"Benen, mätning av längdskillnad med röntgen (ortoradiografi)",THL,1999-01-01,2030-12-31
NJ3XD,Raajojen ja nivelten TT muulla tekniikalla,Other CT examination of extremities and joints,DT av extremiteter och leder utan närmare beskriven teknik,THL,1999-01-01,2002-11-12
NK1AK,Lihasten spektroskopia,Spectroscopy of muscles,Spektroskopi av muskler,THL,1999-01-01,2030-12-31
NK1CP,Lihaksen perfuusion PET,Muscle perfusion PET,Muskelperfusion PET,THL,2009-01-01,2018-11-30
NK1CR,Lihaksen perfuusion PET-tietokonetomografiatutkimus,PET-CT of muscle perfusion,"Muskelperfusion, PET-DT",Translator,2015-01-01,2030-12-31
NK1CS,Lihaksen perfuusion PET-magneettitutkimus,PET-MRI of muscle perfusion,"Muskelperfusion, PET-MRI",Translator,2014-01-01,2030-12-31
NK1DP,Lihaksen hapenkulutuksen/aineenvaihdunnan PET,"Muscle, metabolic PET","Muskel, metabolisk PET",THL,2009-01-01,2018-11-30
NK1DS,Lihaksen aineenvaihdunnan PET-magneettitutkimus,PET-MRI of muscle metabolism,"Muskel, metabolisk PET-MRI",Translator,2014-01-01,2030-12-31
NK1EP,Lihaksen reseptorien PET,Muscle receptor PET,Muskelreceptor PET,THL,2009-01-01,2018-11-30
NK1FP,Lihaksen veritilavuuden PET,Muscle blood volum PET,Muskel bloodvolym PET,THL,2009-01-01,2018-11-30
NK1FR,Lihaksen veritilavuuden PET-tietokonetomografiatutkimus,PET-CT of muscle blood volume,"Muskelns blodvolym, PET-DT",Translator,2015-01-01,2030-12-31
NK1JR,Lihaksen aineenvaihdunnan laaja PET-tietokonetomografiatutkimus,Extensive PET-CT of muscle metabolism,"Muskel, omfattande metabolisk PET-DT",Translator,2015-01-01,2030-12-31
NK1JS,Lihaksen aineenvaihdunnan laaja PET-magneettitutkimus,Extensive PET-MRI of muscle metabolism,"Muskel, omfattande metabolisk PET-MRI",Translator,2014-01-01,2030-12-31
NK1PS,Lihaksen veritilavuuden PET-magneettitutkimus,PET-MRI of muscle blood volume,"Muskelns blodvolym, PET-MRI",Translator,2014-01-01,2030-12-31
NK1XE,Lihaksen ja/tai jänteen muu ultraäänitutkimus,Other ultrasound examinnation of muscle or tendon,"Muskel eller sena, annan UL",THL,1999-01-01,2030-12-31
NK1XP,Lihaksen muu PET,"Muscle, other PET","Muskel, annan PET",THL,2009-01-01,2018-11-30
NK4AN,Nivelten gammakuvaus,Joint isotope imaging,Isotopundersökning av leder,THL,2009-01-01,2030-12-31
NK4BF,Muun nivelen magneettitutkimus keskikenttälaitteella,Joint MRI examination with median intensity magnet not elsewhere classified,"Annan led, MR (under 1,5T)",THL,1999-01-01,2016-12-31
NK4BG,Muun nivelen magneettitutkimus,Joint MRI examination with high intensity magnet not elsewhere classified,"Annan led, MR",THL,1999-01-01,2030-12-31
NK4BM,Muun nivelen 3 Teslan MT,Joint MRI examination not elsewhere classified with 3 Tesla magnet,"Annan led, MR (över 1,5T)",THL,2009-01-01,2016-12-31
NK4CB,Nivelen varjoainetutkimus (artrografia),Artrography with X-ray not elsewhere classified,"Led, röntgen kontrastundersökning",THL,1999-01-01,2030-12-31
NK4CF,Muun nivelen laaja magneettitutkimus keskikenttälaitteella,Joint extensive MRI examination with median intensity magnet not elsewhere classified,"Annan led, omfattande MR (under 1,5T)",THL,1999-01-01,2016-12-31
NK4CG,Muun nivelen laaja magneettitutkimus,Joint extensive MRI examination with high intensity magnet not elsewhere classified,"Annan led, omfattande MR",THL,1999-01-01,2030-12-31
NK4CM,Muun nivelen laaja 3 Teslan MT,Joint extensive MRI examination not elsewhere classified with 3 Tesla magnet,"Annan led, omfattande MR (över 1,5T)",THL,2009-01-01,2016-12-31
NK4DF,Muun nivelen erittäin laaja magneettitutkimus keskikenttälaitteella,Joint very extensive MRI examination with median intensity magnet not elsewhere classified,"Annan led, mycket omfattande MR (under 1,5T)",THL,1999-01-01,2016-12-31
NK4DG,Muun nivelen erittäin laaja magneettitutkimus,Joint very extensive MRI examination with high intensity magnet not elsewhere classified,"Annan led, mycket omfattande MR",THL,1999-01-01,2030-12-31
NK4DM,Muun nivelen erittäin laaja 3 Teslan MT,Joint very extensive MRI examination not elsewhere classified with 3 Tesla magnet,"Annan led, mycket omfattande MR (över 1,5T)",THL,2009-01-01,2016-12-31
NK4EA,Muu nivelen kuormitusröntgen,Joint X-ray examintion with load or wrench not elsewhere classified,"Ledstabilitet, testning med röntgen eller motsvarande",THL,1999-01-01,2030-12-31
NK4XE,Nivelen muu ultraäänitutkimus,Joint ultrasound examination not elsewhere classified,"Led, övrig UL",THL,1999-01-01,2030-12-31
NK6AA,Lapsen luuston röntgen,X-ray of skeleton of child,Barnets skelettröntgen,Translator,2009-01-01,2030-12-31
NK6AD,Muu kartiokeila-TT,Other cone beam CT,Annan cone-beam DT,Translator,2010-01-01,2010-12-31
NK6AI,Muu kartiokeilatutkimus,Other cone beam scan,Annan cone-beam DT,Translator,2011-01-01,2030-12-31
NK6AN,Luuston gammakuvaus,Total body bone isotope imaging,Isotopundersökning av hela kroppens ben,THL,2009-01-01,2030-12-31
NK6AQ,Luuston SPET ja matala-annos-TT,Whole body bone SPET with low dose CT,Hela kroppens ben SPET med lågdos DT,THL,2009-01-01,2030-12-31
NK6BD,Muu laaja kartiokeila-TT,Other extensive cone beam CT,Annan omfattande cone-beam DT,Translator,2010-01-01,2010-12-31
NK6BI,Muu laaja kartiokeilatutkimus,Other extensive cone beam scan,Annan omfattande cone-beam DT,Translator,2011-01-01,2030-12-31
NK6BN,Luuston dynaaminen/useampivaiheinen gammakuvaus,Bone dynamic isotope examination,Ben dynamisk istotopundersökning,THL,2009-01-01,2030-12-31
NK6BQ,Luuston laaja SPET ja matala-annos-TT,Whole body extensive bone SPET with low dose CT,Hela kroppens omfattande ben SPET med lågdos DT,THL,2009-01-01,2030-12-31
NK6CD,Muu erittäin laaja kartiokeila-TT,Other very extensive cone beam CT,Annan mycket omfattande cone-beam DT,Translator,2010-01-01,2010-12-31
NK6CI,Muu erittäin laaja kartiokeilatutkimus,Other very extensive cone beam scan,Annan mycket omfattande cone-beam DT,Translator,2011-01-01,2030-12-31
NK6DP,Luuston aineenvaihdunnan PET,Bone metabolic PET,Ben metabolisk PET,THL,2009-01-01,2018-11-30
NK6DR,Luuston aineenvaihdunnan PET-tietokonetomografiatutkimus,Bone metabolic PET with CT,Ben metabolisk PET med DT,THL,2009-01-01,2030-12-31
NK6DS,Luuston aineenvaihdunnan PET-magneettitutkimus,PET-MRI of skeletal metabolism,"Ben, metabolisk PET-MRI",Translator,2014-01-01,2030-12-31
NK6HA,Luuston tomografia,Bone tomography,"Skelett, tomografi",THL,1999-01-01,2010-12-31
NK6HD,Luuston mineraalipitoisuuden mittaus tietokonetomografialla,Measurement of bone mineral content with CT,Bentäthetsmätning med DT,THL,1999-01-01,2030-12-31
NK6JD,Raajojen ortopedinen mittaus-TT,Ortopaedic measurement of extemities with CT,Ortopedisk extremitetsmätning med DT,THL,1999-01-01,2030-12-31
NK6JP,Luuston aineenvaihdunnan laaja PET,Bone extensive metabolic PET with CT,Ben omfattande metabolisk PET,THL,2009-01-01,2018-11-30
NK6JR,Luuston aineenvaihdunnan laaja PET-tietokonetomografiatutkimus,Extensive PET-CT of skeletal metabolism,"Ben, omfattande metabolisk PET-DT",Translator,2011-01-01,2030-12-31
NK6JS,Luuston aineenvaihdunnan laaja PET-magneettitutkimus,Extensive PET-MRI of skeletal metabolism,"Ben, omfattande metabolisk PET-MRI",Translator,2014-01-01,2030-12-31
NK6KP,Koko kehon aineenvaihdunnan erittäin laaja PET,Whole body very extensive metabolic PET,Hela kroppen mycket omfattande metabolisk PET,THL,2009-01-01,2018-11-30
NK6KR,Luuston aineenvaihdunnan erittäin laaja PET-tietokonetomografiatutkimus,Very extensive PET-CT of skeletal metabolism,"Ben, mycket omfattande metabolisk PET-DT",Translator,2015-01-01,2030-12-31
NK6LA,Luuston ja nivelten läpivalaisututkimus,Bone and joint kinetic X-ray examination,"Led eller skelettdel, genomlysning",THL,1999-01-01,2030-12-31
NK6LE,Luuston rakenteen mittaus ultraäänellä kantaluusta,Measurement of bone structure from calcaneus with ultrasound,Bentäthetsbestämning från hälbenet med UL,THL,1999-01-01,2030-12-31
NK6MA,Luustoikäröntgen,Measurement of bone age from hand and elbow using X-ray,"Skelettålder, röntgen",THL,1999-01-01,2030-12-31
NK6ME,Luuston rakenteen mittaus ultraäänellä muualta,Measurement of bone structure from othe location with utlrasound,Bentäthetsbestämning från annan lokalisation,THL,1999-01-01,2030-12-31
NK6NA,Luustoikä erityistekniikalla,Other bone age measurement with X-ray,"Skelettålder, annan bestämning med röntgen",THL,1999-01-01,2030-12-31
NK6PA,"Luun tiheysmittausröntgen, DXA (yksi kohde)",Measurement of bone density from one location with X-ray,"Bentäthetsmätning med en mätpunkt, röntgen",THL,1999-01-01,2030-12-31
NK6QA,"Luun laaja tiheysmittausröntgen, DXA (kaksi kohdetta)",Measurement of bone density from tow or more locations with X-ray,"Bentäthetsmätning med röntgen, omfattande (två mätpunkter)",THL,1999-01-01,2030-12-31
NK6SN,Luuston SPET,Bone SPECT,Ben SPET tilläggsundersökning,THL,2009-01-01,2030-12-31
NK7AD,Koko luuston tietokonetomografiatutkimus,CT of entire skeleton,NA,Translator,2020-04-01,2030-12-31
NK7PA,Rangan morfometria,Spinal morphometry,"Ryggrad, morfometri",Translator,2017-01-01,2030-12-31
NK7SN,Luuston kokokehon SPET,Whole body bone SPECT,Ben SPET hela kroppen,THL,2009-01-01,2030-12-31
YN1AD,Raajan annossuunnittelu-TT,CT examination of extremities for dose design of radiotherapy,Extremitetets DT för dosplanering,THL,2000-01-01,2030-12-31
YN1BD,Raajan laaja annossuunnittelu-TT,Extensive CT examination of extremities for dose design of radiotherapy,Extremitetets omfattande DT för dosplanering,THL,2003-01-01,2030-12-31
YN1CD,Raajan erittäin laaja annossuunnittelu-TT,Very extensive CT examination of extremities for dose design of radiotherapy,"Extremitet, mycket omfattande DT för dosplanering",THL,2005-01-01,2030-12-31
YN7AD,Selkärangan annossuunnittelu-TT,CT examination of spine for dose design of radiotherapy,Ryggradens DT för dosplanering,THL,1999-01-01,2030-12-31
YN7BD,Selkärangan laaja annossuunnittelu-TT,Extensive CT examination of spine for dose design of radiotherapy,Ryggradens omfattande DT för dosplanering,THL,2003-01-01,2030-12-31
YN7CD,Selkärangan erittäin laaja annossuunnittelu-TT,Very extensive CT examination of spine for dose design of radiotherapy,"Ryggrad, mycket omfattande DT för dosplanering",THL,2005-01-01,2030-12-31
YN7VF,Selkärangan annossuunnittelu keskikenttämagneettilaittella,MRI examination of spine with median intesinty magnet for dose design of radiotherapy,"Ryggrad, MR för dosplanering (under 1,5T)",THL,1999-01-01,2016-12-31
YN7VG,Selkärangan annossuunnittelu-MT,MRI examination of spine with high intesinty magnet for dose design of radiotherapy,"Ryggrad, MR för dosplanering",THL,1999-01-01,2030-12-31
YN7VM,Selkärangan annossuunnittelu 3 Teslan MT,Dose design of radiotherapy of spine with 3 Tesla MT,Ryggradens 3 Tesla MT för dosplanering,THL,2009-01-01,2016-12-31
NXL,Muut toimenpiteet lihaksiin ja jänteisiin muualla määritetyissä tuki- ja liikuntaelimissä,Procedures on muscles and tendons of other defined sites of musculoskeletal system,Operationer på muskler och senor på andra angivna regioner av muskuloskeletala systemet,THL,2008-01-01,2030-12-31
NXL00,Näytepalan otto lihaksesta,Biopsy of muscle,Muskelbiopsi,THL,2008-01-01,2030-12-31
NXL10,Ryhtivirheen tutkimus,Assessment of postural anomaly,Undersökning av hållningsfel,Translator,2018-01-01,2030-12-31
NXW,Muiden tuki- ja liikuntaelinten uusintaleikkaukset,Reoperations on other defined sites of musculoskeletal system,Reoperationer av andra delar av muskuloskeletala systemet,THL,2009-01-01,2011-11-30
NX_2,Tuki- ja liikuntaelinten pientoimenpiteet,"Bandages, splints, casts and external traction",Mindre ortopediska åtgärder,THL,1900-01-01,2030-12-31
NH6LT,Raajan luun tai nivelen koagulaatio radiologisessa ohjauksessa,Coagulation of bone or joint in extremity under radiological guidance,"Ben eller led i extremitet, värmekoagulation",Translator,2003-01-01,2030-12-31
NJ3LT,Raajan pehmytosan koagulaatio radiologisessa ohjauksessa,Coagulation of extremity soft tissue under radiological guidance,Extremitetens värmekoagulation,Translator,2006-01-01,2030-12-31
NJ3S1,Alaraajojen valokuvaus (kuormitettuna),Photography of lower extremities (weight-bearing),Fotografering av nedre extremiteter (belastade),Translator,2020-01-01,2030-12-31
NJ3UT,Raajan luun tai nivelen porausfenestraatio ,Drill fenestration of bone or joint in extremity,Extremitet ben fenestrering,Translator,2006-01-01,2010-12-31
NK1AT,Lihaksen kudosnäytteen otto UÄ-ohjauksessa,Muscle biopsy with ultrasound guidance,"Muskel, UL-styrd vävnadsbiopsi",THL,1999-01-01,2030-12-31
NK1CT,Lihaksen kudosnäytteen otto TT-ohjauksessa,Muscle biopsy with CT guidance,"Muskel, DT-styrd vävnadsbiopsi",THL,1999-01-01,2030-12-31
NK1DR,Lihaksen aineenvaihdunnan PET-tietokonetomografiatutkimus,PET-CT of muscle metabolism,"Muskel, metabolisk PET-DT",Translator,2014-01-01,2030-12-31
NK1DT,Lihaksen kudosnäytteen otto MT-ohjauksessa,Muscle biopsy with MRI guidance,"Muskel, MR-styrd vävnadsbiopsi",THL,1999-01-01,2030-12-31
NK1D3,Lihaksen histologinen tutkimus,Histological assessment of muscle,Histologisk undersökning från muskel,Translator,2020-01-01,2030-12-31
NK1LT,Jänteen hoito UÄ-ohjauksessa,Sclerotherapy of other tendon with Doppler method,Skleroterapi av annan sena med dopplerteknik UL-styrd,THL,2005-01-01,2030-12-31
NK2AT,Lihaksen solunäytteen otto UÄ-ohjauksessa,Muscle cytology with ultrasound guidance,"Muskel, UL-styrd finnålsbiopsi",THL,1999-01-01,2030-12-31
NK2CT,Lihaksen solunäytteen otto TT-ohjauksessa,Muscle cytology with CT guidance,"Muskel, DT-styrd finnålsbiopsi",THL,1999-01-01,2030-12-31
NK2DT,Lihaksen solunäytteen otto MT-ohjauksessa,Muscle cytology with MRI guidance,"Muskel, MR-styrd finnålsbiopsi",THL,1999-01-01,2030-12-31
NK3AT,Lihaspunktio UÄ-ohjauksessa,Muscle puncture with ultrasound guidance,"Muskelpunktion, UL-styrd",THL,1999-01-01,2030-12-31
NK4AF,"Muun nivelen suppea magneettitutkimus (alle 1,5T)",Restricted MRI of other joint (less than 1.5 T),"Annan led, begränsad MR (under 1,5 T)",Translator,2014-01-01,2016-12-31
NK4AG,Muun nivelen suppea magneettitutkimus,Restricted MRI of other joint,"Annan led, begränsad MR",Translator,2014-01-01,2030-12-31
NK4AM,"Muun nivelen suppea magneettitutkimus (yli 1,5T)",Restricted MRI of other joint (more than 1.5 T),"Annan led, begränsad MR (över 1,5 T)",Translator,2014-01-01,2016-12-31
NK4AT,Muun nivelen punktio UÄ-ohjauksessa,Puncture of joint with ultrasound guidance not elsewher classified,"Annan ledpunktion, UL styrd",THL,1999-01-01,2030-12-31
NK4BT,Muun nivelen punktio LPV-ohjauksessa,Puncture of joint with X-ray guidance not elsewhere classified,"Annan ledpunktion, genomlysningsstyrd",THL,1999-01-01,2030-12-31
NK5AT,Muun nivelen injektio UÄ-ohjauksessa,Joint injection with ultrasound guidance not elsewhere classified,"Annan ledinjektion, UL-styrd",THL,1999-01-01,2030-12-31
NK5A3,Nivelnesteen irtosolututkimus,Cytology evaluation of synovial fluid,Cytologisk undersökning av ledvätska,Translator,2020-01-01,2030-12-31
NK5BT,Muun nivelen injektio LPV-ohjauksessa,Joint injection with X-ray guidance not elsewhere classified,"Annan ledinjektion, genomlysningsstyrd",THL,1999-01-01,2030-12-31
NK6AT,Luun kudosnäytteen otto UÄ-ohjauksessa,Bone biopsy with ultrasound guidance,"Ben, UL-styrd benbiopsi",THL,1999-01-01,2030-12-31
NK6BT,Luun kudosnäytteen otto LPV-ohjauksessa,Bone biopsy with X-ray guidance,"Ben, genomlysningsstyrd vävnadsbiopsi",THL,1999-01-01,2030-12-31
NK6CT,Luun kudosnäytteen otto TT-ohjauksessa,Bone biopsy with CT guidance,"Ben, DT-styrd vävnadsbiopsi",THL,1999-01-01,2030-12-31
NK6DT,Luun kudosnäytteen otto MT-ohjauksessa,Bone biopsy with MRI guidance,"Ben, MR-styrd vävnadsbiopsi",THL,1999-01-01,2030-12-31
NK6D3,Luun tai kovakudoksen histologinen tutkimus,Histological assessment of bone or hard tissue,Histologisk undersökning av ben eller hårdvävnad,Translator,2020-01-01,2030-12-31
NK6F3,Histomorfometrinen tutkimus luukudoksesta,Histomorphometric assessment of bone tissue,Histomorfometrisk undersökning av benvävnad,Translator,2020-01-01,2030-12-31
NK6KT,Raajan luun ontelon tyhjennys ja sementointi radiologisessa ohjauksessa,Evacuation and cement filling of cavity of bone in extremity under radiological guidance,"Ben i extremitet, tömning av hålighet och cementering",Translator,2006-01-01,2030-12-31
NK6LT,Raajan luun tai nivelen lämpöhoito,Thermotherapy of bone or joint in extremity,Extremitet ben eller led koagulation,Translator,2006-01-01,2013-12-31
NK7AT,Luun solunäytteen otto UÄ-ohjauksessa,Bone cytology with ultrasound guidance,"Ben, UL-styrd finnålsbiopsi",THL,1999-01-01,2030-12-31
NK7D3,Luuytimen histologinen tutkimus,Histological assessment of bone marrow,Histologisk undersökning av benmärg,Translator,2020-01-01,2030-12-31
NK7KT,Raajan luun tai nivelen koagulaatio ja sementointi radiologisessa ohjauksessa,Coagulation and cement filling of bone or joint in extremity under radiological guidance,Extremitet ben eller led värmekoagulation och sementering,Translator,2006-01-01,2030-12-31
NK8DT,Luun kasvaimen ultraäänikoagulaatio magneettiohjauksessa,Ultrasound coagulation of bone neoplasm under MRI guidance,"Bentumör, MR-styrd koagulation med UL",Translator,2019-04-30,2030-12-31
NXW00,Muun tuki- ja liikuntaelinten leikkaushaavan tarkistaminen vuodon vuoksi,Repair of wound dehiscence in surgery of other defined sites of musculoskeletal system,Revision för blödning efter operation på annan del av muskuloskeletala systemet,THL,2009-01-01,2030-12-31
NXW10,Muun tuki- ja liikuntaelinten leikkaushaavan tarkistaminen tulehduksen vuoksi,Reoperation for deep infection in surgery of other defined sites of musculoskeletal system,Revision för sårinfektion efter operation på annan del av muskuloskeletala systemet,THL,2009-01-01,2030-12-31
NXW99,Muu leikkaus tuki- ja liikuntaelinten haavakomplikaation vuoksi,Other reoperation in surgery of other defined sites of musculoskeletal system,Annan reoperation för komplikation på annan del av muskuloskeletala systemet,THL,2009-01-01,2030-12-31
TNX00,Tuki- ja liikuntaelinten pehmytkudospisto,"Puncture and needle biopsy of soft tissue, unspecified region",Punktion av mjuka delar i ortopedin,THL,1997-01-01,2030-12-31
TNX05,Tuki- ja liikuntaelinten pehmytkudosaukaisu,"Simple incision of soft tissue, unspecified region",Incision av mjuka delar i ortopedin,THL,1997-01-01,2030-12-31
TNX10,Nivelpisto,"Arthrocentesis, unspecified region, unspecified region",Ledpunktion,THL,1997-01-01,2030-12-31
TNX30,Pehmeä sidos,"Soft bandage, unspecified region",Anläggande av mjukt bandage,THL,1997-01-01,2030-12-31
TNX31,"Kova, esivalmistettu sidos","Prefabricated orthosis, unspecified region",Anläggande av ortos,THL,1997-01-01,2030-12-31
TNX32,Muovailtava lasta,"Custom moulded splint, unspecified region",Anläggande av formbart spjälning,THL,1997-01-01,2030-12-31
TNX33,Muovailtava sidos,"Custom moulded cast, unspecified region",Anläggande bandage av formbart material,THL,1997-01-01,2030-12-31
TNX34,Laaja muovailtava sidos,"Major custom molded cast, unspecified region",Anläggande av större formbart bandage,THL,1997-01-01,2030-12-31
TNX39,Muu ortopedinen sidos,"Other orthopedic bandage, unspecified region",Annat ortopediskt bandage,THL,1997-01-01,2030-12-31
TNX40,Raajavedon asettaminen,"External traction, unspecified region",Anläggande av externt sträck,THL,1997-01-01,2030-12-31
TNX50,Muovailtavan sidoksen tai luuvedon poisto,Removal of cutom molded cast and internal stretch,Avlägsnande av formbar bandage eller intern sträck,THL,1998-01-01,2030-12-31
TNX60,Luumerkkiaineen asettaminen,Aplication of bone marker,Aplikaiton av markämne i ben,THL,2000-01-01,2030-12-31
TNX90,Dynaaminen yläraajalasta,Dynamic splint of upper limb,Dynamisk spjälning av övre extremiteten,THL,1900-01-01,2030-12-31
TNX92,Alaraajan tukisidos tai ortoosi,Supporting bandage or orthosis of lower limb,Ortos för undre extremiteten,THL,1900-01-01,2030-12-31
TNX94,Alaraajan varhaisproteesi,Preprothesis of lower limb,Primärprotes för undre extremiteten,THL,1900-01-01,2030-12-31
TNX99,Muu ortopedinen pientoimenpide,Other orthopaedic minor procedure,Annan ortopedisk mindre ingrepp,THL,1998-01-01,2030-12-31
O,Ehkäisevä toiminta ja terveyden edistäminen,Prophylactic measures and health promotion,Förebyggande verksamhet och hälsofrämjande,Translator,2018-01-01,2030-12-31
OA,Terveystarkastukset ja neuvonta,Health checks and guidance,Hälsoundersökningar och rådgivning,Translator,2018-01-01,2030-12-31
OAA,Terveystarkastukset,Health checks,Hälsoundersökningar,Translator,2018-01-01,2030-12-31
OAA10,Lasta odottavan perheen laaja terveystarkastus,Extensive health check for family expecting a child,Utvidgad mödravårdsundersökning,Translator,2018-01-01,2030-12-31
OAA11,Raskaana olevan terveystarkastus,Health check for pregnant person,Hälsoundersökning av gravid,Translator,2018-01-01,2030-12-31
OAA12,Synnytyksen jälkitarkastus,Postpartum check-up,Eftergranskning efter förlossning,Translator,2018-01-01,2030-12-31
OAA20,Laaja terveystarkastus neljän kuukauden iässä,Extensive health check at 4 months of age,Omfattande hälsoundersökning i 4 mån. Ålder,Translator,2018-01-01,2030-12-31
OAA21,Laaja terveystarkastus kahdeksantoista kuukauden iässä,Extensive health check at 18 months of age,Omfattande hälsoundersökning i 18 mån. Ålder,Translator,2018-01-01,2030-12-31
OAA22,Laaja terveystarkastus neljän vuoden iässä,Extensive health check at 4 years of age,Omfattande hälsoundersökning i 4 års ålder,Translator,2018-01-01,2030-12-31
OAA30,Laaja terveystarkastus ensimmäisellä luokalla,"Extensive health check, school year 1",Omfattande hälsoundersökning på första klassen,Translator,2018-01-01,2030-12-31
OAA31,Laaja terveystarkastus viidennellä luokalla,"Extensive health check, school year 5",Omfattande hälsoundersökning i femte klass,Translator,2018-01-01,2030-12-31
