code,name_fi,name_en,name_se,name_en_source,valid_start_date,valid_end_date,freq_finngen,freq_tays,freq_total
PHN,Laskimoiden muovausleikkaukset,Plastic repair of veins,Plastiker på vener,THL,1900-01-01,2030-12-31,0,0,0
PHN70,"Laskimon muovausleikkaus, v. cava inferior",Plastic repair of inferior vena cava,Plastik på v. cava inferior,THL,1900-01-01,2030-12-31,0,13,0
PHN71,Kasvaintulpan poisto alaonttolaskimosta,Excision of tumor mass from inferior vena cava,Excision av tumör i vena cava inf.,THL,2012-01-01,2030-12-31,0,5,0
PHN72,Porttilaskimon tai ylemmän suolilievelaskimon muovausleikkaus,Plastic repair of superior mesenteric or portal vein,Plastik på v. mesenterica superior eller v. portae,THL,2012-01-01,2030-12-31,0,5,0
PHN73,Porttilaskimon tai ylemmän suolilievelaskimon rekonstruktioleikkaus,Reconstruction of superior mesenteric or portal vein,Rekonstruktion på v. mesenterica superior eller v. portae,THL,2012-01-01,2030-12-31,0,30,0
PHN75,"Laskimon muovausleikkaus, v. poplitea",Plastic repair of popliteal vein,Plastik på v. poplitea,THL,1900-01-01,2030-12-31,0,0,0
PHP,Laskimoiden muovaukset suljetusti iholta,Percutaneous plastic repair of veins,Slutna (perkutana) plastiker på vener,THL,1900-01-01,2030-12-31,0,0,0
PHP73,"Laskimon muovaus suljetusti, v. iliaca",Percutaneous plastic repair of iliac vein,Sluten (perkutan) plastik på v. iliaca,THL,1900-01-01,2030-12-31,0,0,0
PHP99,"Laskimon muovaus suljetusti, muu laskimo",Percutaneous plastic repair of other vein,Sluten (perkutan) plastik på annan ven,THL,1997-01-01,2030-12-31,0,0,0
PHQ,Laskimoiden sisäistutteiden asettamiset,Insertion of endovascular graft into veins,Inläggande av endovaskulära implantat i vener,THL,1900-01-01,2030-12-31,0,0,0
PHQ70,"Laskimon sisäistutteen asettaminen, v. cava inferior",Insertion of endovascular graft into inferior vena cava,Inläggande av endovaskulärt implantat i v. cava inferior,THL,1900-01-01,2030-12-31,0,0,0
PHQ73,"Laskimon sisäistutteen asettaminen, v. iliaca",Insertion of endovascular graft into iliac vein,Inläggande av endovaskulärt implantat i v. iliaca,THL,1900-01-01,2030-12-31,0,1,0
PHQ80,Laskimon sisäistutteen asettaminen porttilaskimojärjestelmä - alaonttolaskimo -ohitukseen,Insertion of endovascular graft into bypass from splanchnic to systemic vein,Inläggande av endovaskulärt implantat i porto-caval shunt,THL,1900-01-01,2030-12-31,0,0,0
PHQ99,"Laskimon sisäistutteen asettaminen, muu laskimo",Insertion of endovascular graft into other vein,Inläggande av endovaskulärt implantat i annan ven,THL,1997-01-01,2030-12-31,15,0,0
PH1YT,Yläraaja- tai yläonttolaskimon stenttaus,Endovascular insertion of stent to veins of upper extremity or to superior vena cava,"Övre extremitetsven eller övre cava, perkutan insättning av stent",THL,2003-01-01,2030-12-31,0,10,0
PHR,Laskimoiden sisäistutteiden poistamiset,Removal of endovascular graft from veins,Uttagningar av endovaskulära implantat från vener,THL,1900-01-01,2030-12-31,0,0,0
PHR70,"Laskimon sisäistutteen poistaminen, v. cava inferior",Removal of endovascular graft from inferior vena cava,Uttagning av endovaskulärt implantat från v. cava inferior,THL,1900-01-01,2030-12-31,0,0,0
PHR73,"Laskimon sisäistutteen poistaminen, v. iliaca",Removal of endovascular graft from iliac vein,Uttagning av endovaskulärt implantat från v. iliaca,THL,1900-01-01,2030-12-31,0,0,0
PHS,Tähystyksessä suoritettavat laskimoleikkaukset,Endoscopic operations on veins,Endoskopisk venkirurgi,THL,2000-01-01,2030-12-31,0,0,0
PHS78,Säären lävistäjälaskimon sulkeminen tähystyksessä,Endoscopic interruption of perforating vein of lower leg,Endoskopisk avbrytning av vv. perforantes i underbenet,THL,2000-01-01,2030-12-31,21,0,0
PHS79,Reiden lävistäjälaskimon sulkeminen tähystyksessä,Endoscopic interruption of perforating vein of thigh,Endoskopisk avbrytning av vv. perforantes i låret,THL,2000-01-01,2030-12-31,0,0,0
PHT,Kemiallisen tai tukkivan aineen ruiskuttamiset laskimoon,Injection of therapeutic or sclerosing agent into veins,Injektioner av läkemedel eller ockluderande material i vener,THL,1900-01-01,2030-12-31,0,0,0
PHT32,"Kemiallisen tai tutkkivan aineen ruiskuttaminen laskimoon, v. portae",Injection of therapeutic agent into or percutaneous occlusion of portal vein,Injektion av läkemedel eller ockluderande material i v. portae,THL,2010-01-01,2030-12-31,0,0,0
PHT70,"Kemiallisen tai tukkivan aineen ruiskuttaminen laskimoon, v. cava inferior",Injection of therapeutic or sclerosing agent into v. cava inferior,Injektion av läkemedel eller ockluderande material i v. cava inferior,THL,1900-01-01,2030-12-31,0,0,0
PHT72,"Kemiallisen tai tukkivan aineen ruiskuttaminen laskimoon, v. renalis",Injection of therapeutic or sclerosing agent into renal vein,Injektion av läkemedel eller ockluderande material i v. renalis,THL,1900-01-01,2030-12-31,0,0,0
PHW,Muut laskimoleikkaukset,Other operations on veins,Andra operationer på vener,THL,1900-01-01,2030-12-31,0,0,0
PHW80,Porttilaskimo-alaonttolaskimoyhdystie tai -ohitus,Portosystemic shunt or bypass,Porto-caval shunt,THL,1900-01-01,2030-12-31,0,0,0
PHW96,Muu alaraajalaskimoiden vajaatoiminnan korjaustoimenpide,Other operation for vein insufficiens on lower leg veins,Annan åtgärd för venös insufficiens i nedre extremiteten,THL,2008-01-01,2030-12-31,0,0,0
PH_2,Muut laskimoiden toimenpiteet,Other procedures on veins,Andra åtgärder på vener,THL,1900-01-01,2030-12-31,15,0,0
PH1FT,Yläraaja- tai yläonttolaskimon suodattimen laitto radiologisessa ohjauksessa,Inmplantation of filter to superior vena cava and to venes of upper extremity with radiological guidance,"Övre extremitetsven eller övre cava, radiologiskt styrd filterinläggning",THL,2003-01-01,2030-12-31,0,1,0
PH3YT,Portti- ja maksalaskimon yhdystieproteesin asennus (TIPS),Insertion of catheter from portal vein to liver vein (TIPS),Portosystemisk shunt inläggning (TIPS),THL,1999-01-01,2030-12-31,0,0,0
PH4AT,Pään ja kaulan alueen laskimon laajennushoito,Endovascular expansion of vein of head and neck,"Huvud- och halsregionens ven, perkutan dilatation",THL,2003-01-01,2030-12-31,0,0,0
PH4GT,Aivojen laskimomalformaation suonensisäinen tukkiminen radiologisessa ohjauksessa,Endovascular occlusion of venous malformation of brain with radiological guidance,Endovaskulär ocklusion av venös malformation i hjärnan,THL,1999-01-01,2002-11-15,0,0,0
PH4HT,"Aivojen laskimomalformaation suonensisäinen tukkiminen radiologisessa ohjauksessa, laaja",Extensive endovascular occlusion of venous malformation of brain with radiological guidance,"Endovaskulär ocklusion av venös malformation i hjärnan, omfattande",THL,1999-01-01,2002-11-15,0,0,0
PH4JT,"Aivojen laskimomalformaation suonensisäinen tukkiminen radiologisessa ohjauksessa, erittäin laaja",Very extensive endovascular occlusion of venous malformation of brain with radiological guidance,"Endovaskulär ocklusion av venös malformation i hjärnan, mycket omfattande",THL,1999-01-01,2002-11-15,0,0,0
PH7UT,"Alaraaja-, lantio- ja/tai alaonttolaskimon tulpan poisto",Removal of thrombosis from vein of lower extremity or pelvis or from vena cava inferior,Evakuering av trombos från vena cava inferior eller från bäckenets och nedre ekstremiteternas vener,THL,2004-01-01,2030-12-31,0,3,0
PH900,Laskimotukoksen suonensisäinen trombolyysi,Endovascular thrombolysis of vein with radiological guidance not elsewhere classified,Intravenöst trombolys,THL,1998-01-01,2030-12-31,0,1,0
TPH36,Napalaskimon katetrointi,Catheterisation of umbilical vein,Katetrisering av navelartär,Translator,2010-01-01,2030-12-31,0,0,0
TPH61,Verenvaihto,Exchange transfusion,Katetrisering av navelven,THL,2010-01-01,2030-12-31,0,4,0
PJ,Imusuonijärjestelmä,Lymphatic system,Lymfatisk system,THL,1900-01-01,2030-12-31,0,0,0
PJ_,Imuteiden diagnostinen radiologia,Diagnostic radiology on lymphatic system,Diagnostis radiologi av lymfsystemet,THL,1900-01-01,2030-12-31,0,0,0
PJ1AC,Imuteiden varjoainetutkimus (lymfografia),lyphography with X-ray,Lymfografi,THL,1999-01-01,2030-12-31,0,5,0
PJ1AT,Imuteiden tukkimishoito radiologisessa ohjauksessa,Lymph vessel occlusion  under radiological guidance,"Blockagebehandling av lymfsystem, radiologiskt styrd",Translator,2018-03-01,2030-12-31,0,0,0
PJ1PG,Imuteiden magneettitutkimus,MRI of lymph vessels,"Lymfsystem, MR",Translator,2017-01-01,2030-12-31,0,0,0
PJ1SN,Imuteiden SPET,Lymphsystem SPECT,Lymfsystem SPET,THL,2009-01-01,2030-12-31,0,0,0
PJ2AC,Intranodaalinen lymfografia,Intranodal lymphography,Intranodal lymfografi,Translator,2018-03-01,2030-12-31,0,1,0
PJ2AG,Intranodaalinen magneettilymfografia (sisältää lpv-ohjauksen ja magneettikuvauksen),Intranodal MRI lymphography (includes fluoroscopy guidance and MRI),Intranodal magnetlymfografi (genomlysningsstyrning och MR ingår),Translator,2018-03-01,2030-12-31,0,0,0
PJ5SN,Vartijaimusolmukkeen paikantamis-SPET,Sentinell SPECT with low dose CT,Sentinell lymfnod SPET,THL,2009-01-01,2030-12-31,0,4,0
PJA,Imusolmukkeiden tutkimusleikkaukset,Exploration of lymph nodes,Exploration och biopsi av lymfkörtlar,THL,1900-01-01,2030-12-31,0,0,0
PJB,Imusuonien sitomiset,Ligature of lymphatic vessels,Ligatur av lymfkärl,THL,1900-01-01,2030-12-31,0,0,0
PJB10,Ductus thoracicuksen vuodon tyrehdyttäminen,Ligature of thoracic duct,Tillslutning av läcka från ductus thoracicus,THL,1900-01-01,2030-12-31,0,14,0
PJB99,Muun imusuonen vuodon tyrehdyttäminen,Ligature of other lymphatic vessel,Tillslutning av läcka från annat lymfkärl,THL,1900-01-01,2030-12-31,0,0,0
PJD,Imusolmukkeiden poistoleikkaukset,Excision and block dissection of lymph nodes,Exstirpationer och utrymningar av lymfkörtlar,THL,1900-01-01,2030-12-31,0,0,0
PJD97,Muiden imusolmukkeiden radikaalinen poisto tähystyksessä,Laparoscopic dissection of other lymph nodes,"Endoskopisk, radikal utrymning av andra lymfkörtlar",THL,1900-01-01,2030-12-31,0,2,0
PJW,Muut imusuonijärjestelmän leikkaukset,Other operations on lymphatic system,Andra operationer på det lymfatiska systemet,THL,1900-01-01,2030-12-31,0,0,0
PJW10,Imusolmukkeen aukaisu,Incision of lymph node,Incision av lymfkörtel,THL,1900-01-01,2017-12-31,0,1,0
PJW30,Paikallisen lymfaattisen malformaation poisto leikkaamalla,Surgical excision of local lymphatic malformation,Exstirpation av lokal lymfatisk malformation genom operation,Translator,2018-01-01,2030-12-31,0,0,0
PJW40,Laaja-alaisen lymfaattisen malformaation poisto leikkaamalla,Surgical excision of extensive lymphatic malformation,Exstirpation av omfattande lymfatisk malformation genom operation,Translator,2018-01-01,2030-12-31,0,0,0
PJW91,Imusuonten yhdistäminen mikrokirurgisesti,Connection of lymph channels with microsurgery,Mikrokirurgisk lymkärlsanastomos,THL,1900-01-01,2030-12-31,0,0,0
PJ0,Imusuonijärjestelmän sädehoito,Radiotherapy of lymphatic system,Strålbehandling av lymfsystemet,Translator,1997-01-01,2030-12-31,0,0,0
PJ000,"Kaulan, solisalueen ja kainaloiden profylaktinen sädehoito","Profylactic radiotherapy of neck, clavicle and axilla","Profylaktisk strålbehandling av hals, klavikelområdet och axilla",THL,1997-01-01,2030-12-31,0,0,0
PJ001,"Kaulan, solisalueen ja kainaloiden preoperatiivinen sädehoito","Preoperative radiotherapy of neck, clavicle and axilla","Preoperativ behandling av hals, klavikelområdet och axilla",THL,1997-01-01,2030-12-31,0,0,0
PJ002,"Kaulan, solisalueen ja kainaloiden radikaali sädehoito","Radical radiotherapy of neck, clavicle and axilla","Radikal strålbehandling av av hals, klavikelområdet och axilla",THL,1997-01-01,2030-12-31,68,0,0
PJ003,"Kaulan, solisalueen ja kainaloiden sädehoito liitännäishoitona","Adjuvant radiotherapy of neck, clavicle and axilla","Adjuvant strålbehandling av hals, klavikelområdet och axilla",THL,1997-01-01,2030-12-31,159,0,0
PJ004,"Kaulan, solisalueen ja kainaloiden palliatiivinen sädehoito","Palliative radiotherapy of neck, clavicle and axilla","Palliativ strålbehandling av hals, klavikelområdet och axilla",THL,1997-01-01,2030-12-31,49,0,0
PJ020,Keuhkojen välikarsinan imusolmukkeiden profylaktinen sädehoito,Profylactic radiotherapy of mediastinal lymphnodes,Profylaktisk strålbehandling av lymfknöter i mediastinum,THL,1997-01-01,2030-12-31,0,0,0
PJ021,Keuhkojen välikarsinan imusolmukkeiden preoperatiivinen sädehoito,Preoperative radiotherapy of mediastinal lymphnodes,Preoperativ strålbehandling av av lymfknöter i mediastinum,THL,1997-01-01,2030-12-31,0,0,0
PJ022,Keuhkojen välikarsinan imusolmukkeiden radikaali sädehoito,Radical radiotherapy of mediastinal lymphnodes,Radikal strålbehandling av av lymfknöter i mediastinum,THL,1997-01-01,2030-12-31,0,0,0
PJ023,Keuhkojen välikarsinan imusolmukkeiden sädehoito liitännäishoitona,Adjuvant radiotherapy of mediastinal lymphnodes,Adjuvant strålbehandling av av lymfknöter i mediastinum,THL,1997-01-01,2030-12-31,0,0,0
PJ024,Keuhkojen välikarsinan imusolmukkeiden palliatiivinen sädehoito,Palliative radiotherapy of mediastinal lymphnodes,Palliativ strålbehandling av av lymfknöter i mediastinum,THL,1997-01-01,2030-12-31,0,0,0
PJ040,Retroperitoneaalisten ja mesenteriaalisten imusolmukkeiden profylaktinen sädehoito,Profylactic radiotherapy of retroperitoneal and mesenterial lymphnodes,Profylaktisk strålbehandling av retroperitoneala och mesenteriala lymfknöter,THL,1997-01-01,2030-12-31,0,0,0
PJ041,Retroperitoneaalisten ja mesenteriaalisten imusolmukkeiden preoperatiivinen sädehoito,Preoperative radiotherapy of retroperitoneal and mesenterial lymphnodes,Preoperativ strålbehandling av retroperitoneala och mesenteriala lymfknöter,THL,1997-01-01,2030-12-31,0,0,0
PJ042,Vartalon alaosan imusolmukkeiden sädehoito alamanttelikentästä etäpesäkkeiden hoitona,Radiotherapy of methastasis in lymphnodes of lower part of body with mantel field,Strålbehandling av metastas i lymfknöter i nedre delen av kroppen med mantelfält,THL,1997-01-01,2030-12-31,0,0,0
PJ043,Retroperitoneaalisten ja mesenteriaalisten imusolmukkeiden sädehoito liitännäishoitona,Adjuvant radiotherapy of retroperitoneal and mesenterial lymphnodes,Adjuvant strålbehandling av retroperitoneala och mesenteriala lymfknöter,THL,1997-01-01,2030-12-31,0,0,0
PJ044,Retroperitoneaalisten ja mesenteriaalisten imusolmukkeiden palliatiivinen sädehoito,Palliative radiotherapy of retroperitoneal and mesenterial lymphnodes,Palliativ strålbehandling av retroperitoneala och mesenteriala lymfknöter,THL,1997-01-01,2030-12-31,0,0,0
PJ060,Lantion alueen imusolmukkeiden profylaktinen sädehoito,Profylactic radiotherapy of pelvic lymphnodes,Profylaktisk strålbehandling av lymfknöter i pelvis,THL,1997-01-01,2030-12-31,0,0,0
PJ061,Lantion alueen imusolmukkeiden preoperatiivinen sädehoito,Preoperative radiotherapy of pelvic lymphnodes,Preoperativ strålbehandling av lymfknöter i pelvis,THL,1997-01-01,2030-12-31,0,0,0
PJ062,Lantion alueen imusolmukkeiden radikaali sädehoito,Radical radiotherapy of pelvic lymphnodes,Radikal strålbehandling av lymfknöter i pelvis,THL,1997-01-01,2030-12-31,0,0,0
PJ063,Lantion alueen imusolmukkeiden sädehoito liitännäishoitona,Adjuvant radiotherapy of pelvic lymphnodes,Adjuvant strålbehandling av lymfknöter i pelvis,THL,1997-01-01,2030-12-31,0,0,0
PJ064,Lantion alueen imusolmukkeiden sädehoito palliatiivinen sädehoito,Palliative radiotherapy of pelvic lymphnodes,Palliativ strålbehandling av lymfknöter i pelvis,THL,1997-01-01,2030-12-31,0,0,0
PJ_2,Muut imuteiden toimenpiteet,Other procedures of lymphatic system,Andra åtgärder på lymfsystemet,THL,1900-01-01,2030-12-31,0,0,0
PJ2D3,Imusolmukkeen histologinen tutkimus,Histological assessment of lymph node,Histologisk undersökning av lymfkörtel,Translator,2020-01-01,2030-12-31,0,0,0
PJ3CT,Imusolmukkeen solunäytteen otto TT-ohjauksessa,Cytology of lymphnode with CT guidance,"Lymfknuta, DT-styrd finnålsbiopsi",THL,1999-01-01,2030-12-31,0,4,0
PJ3HT,Imusolmukkeen syvä solunäytteen otto UÄ-ohjauksessa,Cytology of deep lymphnode with ultrasound guidance,"Lymfknuta, UL-styrd djup finnålsbiopsi",THL,2000-01-01,2030-12-31,0,2,0
PJ4CT,Imusolmukkeen merkkaus TT-ohjauksessa,Labeling lymphnode with CT guidance,"Lymfknuta, DT-styrd märkning",THL,2000-01-01,2030-12-31,0,0,0
PJ5D3,Vartijaimusolmuketutkimus,Sentinel node assessment,Undersökning av portvaktsknuta,Translator,2020-01-01,2030-12-31,0,0,0
PW,Verisuonien ja imusuonijärjestelmän leikkausten komplikaatiotoimenpiteet,Reoperations on peripheral vessels and lymphatic system,Operationer för komplikationer av kärlkirugin,THL,1900-01-01,2030-12-31,0,0,0
PWH00,Uusintaleikkaus lymfoseelen vuoksi,Reoperation for lymfocele in surgery of peripheral vessels and lymphatic system,Reoperation för lymfocele,THL,1997-01-01,2030-12-31,10,0,0
PX,Muut verisuonitoimenpiteet,Other vascular procedurecodes,Koder för andra blodkärlsåtgärder,THL,1900-01-01,2030-12-31,0,0,0
PX_,Muu verisuonten tai imuteiden diagnostinen radiologia,Other diagnostic radiology on peripheral vessels and lymphatic system,Annan diagnostisk radiologi av blodkärler eller lymfsystemet,THL,1900-01-01,2030-12-31,0,0,0
PG1BD,"Kudossiirteen laaja TT-angiografia, esim. TRAN-siirteen tutkimus","Extensive CT angiography of tissue graft, e.g. assessment of TRAN graft","Transplantat, omfattande DT-angiografi",Translator,2011-01-01,2030-12-31,0,119,0
PG1BE,Suonensisäinen ultraäänitutkimus (intravaskulaarinen ultraäänitutkimus),Intravascular ultrsound examination,Intravaskulärt UL,THL,1999-01-01,2030-12-31,0,0,0
PG1BF,Muun verisuonialueen magneettitutkimus keskikenttälaitteella,MRI examination of vasculature with median intensity magnet not elsewhere classified,"Annan blodkärlregion, MR (under 1,5T)",THL,1999-01-01,2016-12-31,0,0,0
PG1BG,Muiden verisuonten magneettitutkimus,MRI examination of vasculature with high intensity magnet not elsewhere classified,"Annan blodkärlregion, MR",THL,1999-01-01,2030-12-31,0,7,0
PG1BM,Muiden verisuonten 3 Teslan MT,MRI examination of vasculature not elsewhere classified with 3 Tesla magnet,"Annan blodkärlregion, MR (över 1,5T)",THL,2009-01-01,2016-12-31,0,13,0
PG1CD,"Kudossiirteen erittäin laaja TT-angiografia, esim. TRAN-siirteen tutkimus","Very extensive CT angiography of tissue graft, e.g. assessment of TRAN graft","Transplantat, mycket omfattande DT-angiografi",Translator,2011-01-01,2030-12-31,0,4,0
PG1CF,Muun verisuonialueen laaja magneettitutkimus keskikenttälaitteella,Extensive MRI examination of vasculature with median intensity magnet not elsewhere classified,"Annan blodkärlregion, omfattande MR (under 1,5T)",THL,1999-01-01,2016-12-31,0,0,0
PG1DC,Verisuonen suorapunktio-varjoainetutkimus,Angiography by direct puncture,Angiografi genom direkt punktion,THL,2003-01-01,2010-12-31,0,0,0
PG1DF,Muun verisuonialueen erittäin laaja magneettitutkimus keskikenttälaitteella,Very extensive MRI examination of vasculature with median intensity magnet not elsewhere classified,"Annan blodkärlregion, mycket omfattande MR (under 1,5T)",THL,1999-01-01,2016-12-31,0,0,0
PG1EC,"Verisuonikatetrin paikan tarkistaminen, varjoainetutkimus","Review of vascular catheter localisation, angiography","Kontroll av intravaskulär kateter, angiografi",Translator,2011-01-01,2030-12-31,0,6,0
PG1FT,Verisuonikatetrin asennus läpivalaisuohjauksessa,Vascular catheter placement under fluoroscopy guidance,Insättning av kateter i blodkärl med hjälp av genomlysning,Translator,2016-01-01,2030-12-31,0,0,0
PG1ME,Valtimon endoteelitoiminnan ultraäänitutkimus,Artery endothelial function ultrasound examiantion,Artärendotelfuntkion UL,THL,2009-01-01,2030-12-31,0,0,0
PG1RT,Verisuonen tukkiminen radiologisessa ohjauksessa,Vascular occlusion under radiological guidance,Blockering av blodkärl,Translator,2016-01-01,2030-12-31,0,20,0
PG6AC,Verisuoniproteesin tai -siirrännäisen varjoainetutkimus,Angiography of vascular prosthesis or graft,"Blodkärlsprotes eller transplantat, kontrastundersökning",Translator,2018-12-01,2030-12-31,0,0,0
PG6AT,Verisuoniproteesin tai -siirrännäisen laajennushoito,Angioplasty of vascular prosthesis or graft,"Blodkärlsprotes eller transplantat, perkutan dilatation",Translator,2018-12-01,2030-12-31,0,1,0
PG6NT,Verisuoniproteesin tai -siirrännäisen vuodon tukkiminen,Hemostasis of bleeding from vascular transplant or prosthesis,Hemostas i kärlprotes eller transplantat blödning,THL,2009-01-01,2030-12-31,0,0,0
PG6YT,Verisuoniproteesin tai -siirrännäisen stenttaus,Stenting of vascular prosthesis or graft,"Blodkärlsprotes eller transplantat, dilatation med stent",Translator,2018-12-01,2030-12-31,0,0,0
PG9BC,Muun valtimon laaja varjoainetutkimus,Extensive arteriography with X-ray not elsewhere classified,"Övrig angiografi, omfattande",THL,1999-01-01,2002-11-10,0,0,0
PG9CC,Muun valtimon erittäin laaja varjoainetutkimus,Very extensive arteriography with X-ray not elsewhere classified,"Övrig angiografi, mycket omfattande",THL,1999-01-01,2002-11-10,0,3,0
WG6AT,Verisuoniproteesin tai siirrännäisen laajentaminen,Angioplasty of vascular prosthesis or graft,Dilatation av blodkärlsprotes eller transplantat,Translator,2017-07-01,2030-12-31,0,0,0
XPX16,Perifeerisen verisuonen ultraäänitutkimus,Ultrasound investigation of periferal vessel,Ultraljudsundersökning av perifert kärl,THL,1997-01-01,2002-12-31,88,0,0
PXA,Veren kehonulkoinen kierrätys sydän-keuhkokoneella,Extracorporal circulation of different vascular sites,Extrakorporeal cirkulering av organ eller organsystem med hjärt-lungmaskin,THL,2007-01-01,2030-12-31,0,0,0
PXA00,Yläraajan veren kehonulkoinen kierrätys sydän-keuhkokoneella,Extracorporal circulation of upper extremity using heart-lung assist device,Extrakorporeal cirkulation av övre extremität med hjärt-lungmaskin,THL,2007-01-01,2030-12-31,0,0,0
PXA10,Maksan veren kehonulkoinen kierrätys sydän-keuhkokoneella,Extracorporal circulation of liver using heart-lung assist device,Extrakorporeal cirkulation av lever med hjärt-lungmaskin,THL,2007-01-01,2030-12-31,0,0,0
PXA20,Alaraajan veren kehonulkoinen kierrätys sydän-keuhkokoneella,Extracorporal circulation of lower extremity using heart-lung assist device,Extrakorporeal cirkulation av nedre extremitet med hjärt-lungmaskin,THL,2007-01-01,2030-12-31,6,0,0
PXA90,Koko kehon veren kehonulkoinen kierrätys sydän-keuhkokoneella,Extracorporal circulation of whole body using heart-lung assist device,Ekstrakorporeal circulation av hela kroppen med hjärt-lungmaskin,THL,2007-01-01,2030-12-31,0,2,0
PXH,"Ohitusleikkaus, muut määritellyt verisuonet",Bypass involving other defined vascular sites,Bypass i andra angivna vaskulära regioner,THL,2008-01-01,2030-12-31,0,0,0
PXH10,Ohitusleikkaus aortankaaresta kaulavaltimoon,Bypass from aortic arch to carotid artery,Bypass från aortabåge till a carotis,THL,2008-01-01,2030-12-31,0,0,0
PXX,Muut määriteltyihin verisuoniin kohdistuvat toimenpiteet,Miscellaneous procedures on other defined vascular sites,Diverse operationer på andra angivna vaskulära regioner,THL,2008-01-01,2030-12-31,19,0,0
PXX00,Yläraajan eristetty lääkeperfuusio,Isolated perfusion of medication in the upper extremity,Isolerad läkemedelsperfusion i övre extremiteten,THL,2012-01-01,2030-12-31,0,0,0
PXX01,Alaraajan eristetty lääkeperfuusio,Isolated perfusion of medication in the lower extremity,Isolerad läkemedelsperfusion i nedre extremiteten,THL,2012-01-01,2030-12-31,0,0,0
PX_2,Muut ääreisverenkierron tai imuteiden diagnostiset toimenpiteet,Other diagnostic procedures on peripheral vessels and lymphatic system,Andra diagnostiska åtgärder av perifera blodkärl och lymfsystemet,THL,1900-01-01,2030-12-31,65,0,0
TPH08,Napavaltimon katetrointi,Catheterisation of umbilical artery,Byte av trakeakanyl,Translator,2010-01-01,2030-12-31,0,0,0
XPX04,Angioskopia,Angioscopy,Angioskopi,THL,1997-01-01,2030-12-31,209,0,0
XPX10,Suonensisäinen ultraäänitutkimus,Endovascular ultrasound,Endovaskulärt ultraljud,THL,1997-01-01,2002-06-06,0,0,0
Q,Iho ja ihonalaiskudos,Skin and subcutaneous tissue,Hud och subkutana vävnader,THL,1900-01-01,2030-12-31,0,0,0
QA,Pään ja kaulan iho ja ihonalaiskudos,Skin and sucutaneous tissue of head and neck,Hud och subkutana vävnader i huvud-halsregionen,THL,1900-01-01,2030-12-31,0,0,0
QA_,Pään ja kaulan ihon dermatologiset toimenpiteet,Head and neck dermatologic interventions,Huvud och hals dermatologiska åtgärder,THL,2009-01-01,2030-12-31,0,0,0
QAA,"Pään tai kaulan ihon koepalan otot, aukaisut ja paikalliset käsittelyt",Incision of skin of head and neck,"Incision, biopsi och destruktion vid hudförändring i huvud-halsregionen",THL,1900-01-01,2030-12-31,19,0,0
QAA30,Pään tai kaulan ihomuutoksen elektrokoagulaatio,Electrocoagulation of skin of head or neck,Koagulation av hudförändring i huvud-halsregionen,THL,1900-01-01,2010-12-31,16,0,0
QAA60,Pään/kaulan ihon pinnan kemiallinen käsittely,Chemical treatment of skin of head and neck,Kemisk behandling av hud i huvud-hals regionen,THL,2010-01-01,2010-12-31,0,0,0
QAB,Pään ja kaulan ihohaavojen ompelut ja siteenvaihdot,Procedures for wounds of skin of head and neck,Sårbehandling i huvud-halsregionen,THL,1900-01-01,2030-12-31,0,0,0
QAC,Pään ja kaulan ihon vierasesineiden poistot,Removal of foreign body from head and neck,Avlägsnande av kutan främmande kropp i huvud-halsregionen,THL,1900-01-01,2030-12-31,0,0,0
QAD,Pään ja kaulan palovammaleikkaukset ja siteenvaihdot,Procedures for burns of head and neck,Behandling av brännskador i huvud-halsregionen,THL,1900-01-01,2030-12-31,0,0,0
QAD00,Pään tai kaulan palovamman siteiden vaihto,Dressing of major burn of head or neck,Omläggning vid brännskada i huvud-halsregionen,THL,1900-01-01,2030-12-31,64,0,0
QAE,Pään ja kaulan ihon paikallisten muutosten poistot ja korjaavat leikkaukset,Excision and repair of lesion of skin of head and neck,Excision och rekonstruktion vid hudförändringar i huvud-halsregionen,THL,1900-01-01,2030-12-31,8,0,0
QAF,Hiuspohjan leikkaukset,Operations on scalp and eyebrow,Operationer på kapillitiet och ögonbrynen,THL,1900-01-01,2030-12-31,0,0,0
QAF00,Hiuspohjan korjaus vapaalla hiussiirteellä,Hair bearing graft of skin to scalp,Rekonstruktion av kapillitiet med hårbärande transplantat,THL,1900-01-01,2030-12-31,7,0,0
QAF10,"Kulmakarvojen korjaus iholla, jossa on karvoitus",Repair of eyebrow using hair bearing graft of skin,Rekonstruktion av ögonbryn med hårbärande transplantat,THL,1900-01-01,2030-12-31,0,1,0
QAF99,Muu hiuspohjan leikkaus,Other operations on hair bearing skin of head or neck,Annan operation på kapillitiet,THL,1900-01-01,2030-12-31,0,1,0
QAG,Pään ja kaulan ihon kroonisten haavojen ja avanteiden korjaukset,Operations for chronic ulcers and fistulae of skin of head and neck,Operationer för kroniska sår och fistlar i huvud-halsregionen,THL,1900-01-01,2030-12-31,0,0,0
QAG00,Pään alueen painehaavan leikkaus,Debridement of bedsore of head or neck,Trycksår operation i huvudområdet,THL,2009-01-01,2030-12-31,0,5,0
QAG10,Pään alueen painehaavan leikkauksen jälkeinen rekonstruktio,Excision and repair of bedsore of head or neck,Excision med rekonstruktion vid liggsår på huvudregionen,THL,2009-01-01,2030-12-31,0,1,0
