ATCKOODI;MYYNTILUPANRO;PAATOSPVM;PAATTYMISPVM;LAAKENIMI;VAHVUUS;LAAKEMUOTONIMI;PROSESSINIMI;TILANIMI;HALTIJANNIMI;PAKKAUSKOKO;NIMI;KAUPAN;VNRNRO;KAUPPAANTULOPVM;KAUPASTAPOISPVM
N02CC04;28531;07.06.2011;;RIZATRIPTAN STADA;10 mg;tabletti;Hajautettu;Myyntilupa myönnetty;STADA ARZNEIMITTEL A;2;Läpipainopakkaus;0;155576;;
D10BA01;14260;21.02.2000;15.04.2004;ROACCUTAN;10 mg;kapseli, pehmeä;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;TEVA;100;Läpipainopakkaus;0;068221;29.08.2000;
D10BA01;14261;21.02.2000;15.04.2004;ROACCUTAN;20 mg;kapseli, pehmeä;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;TEVA;100;Läpipainopakkaus;0;068296;29.08.2000;
D10BA01;9219;05.02.1986;05.02.1995;ROACCUTAN;2.5 mg;kapseli;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ROCHE;100;;0;069872;28.02.1986;05.02.1995
D10BA01;12571;02.06.1997;29.03.2004;ROACCUTAN;20 mg;kapseli, pehmeä;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;PARANOVA;100;Läpipainopakkaus;0;392050;15.08.1997;15.01.2004
D10BA01;9221;05.02.1986;03.04.2018;ROACCUTAN;20 mg;kapseli, pehmeä;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;ROCHE OY;30;Läpipainopakkaus;0;497255;27.03.2006;
D10BA01;12570;02.06.1997;29.03.2004;ROACCUTAN;10 mg;kapseli, pehmeä;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;PARANOVA;100;Läpipainopakkaus;0;392043;15.08.1997;15.01.2004
L04AC07;24612;16.01.2009;;ROACTEMRA;20 mg/ml;infuusiokonsentraatti, liuosta varten;Keskitetty;Myyntilupa myönnetty;ROCHE REGISTRATION;4 ml;Injektiopullo;1;170062;20.03.2009;
L04AC07;24612;16.01.2009;;ROACTEMRA;20 mg/ml;infuusiokonsentraatti, liuosta varten;Keskitetty;Myyntilupa myönnetty;ROCHE REGISTRATION;10 ml;Injektiopullo;1;170085;20.03.2009;
L04AC07;24612;16.01.2009;;ROACTEMRA;20 mg/ml;infuusiokonsentraatti, liuosta varten;Keskitetty;Myyntilupa myönnetty;ROCHE REGISTRATION;20 ml;Injektiopullo;1;170107;20.03.2009;
L04AC07;36204;12.04.2018;;ROACTEMRA;162 mg;injektioneste, liuos, esitäytetty kynä;Keskitetty;Myyntilupa myönnetty;ROCHE REGISTRATION;4 x 0.9 ml;Esitäytetty kynä;1;115769;01.08.2018;
L04AC07;31359;23.04.2014;;ROACTEMRA;162 mg;injektioneste, liuos, esitäytetty ruisku;Keskitetty;Myyntilupa myönnetty;ROCHE REGISTRATION;4 x 0.9 ml;Esitäytetty ruisku;1;063926;01.09.2014;
M03BA03;10738;12.06.1992;28.09.2001;ROBAXIN;750 mg;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;WYETH;100;Tablettipurkki;0;562504;;
M03BA53;10739;12.06.1992;12.06.1999;ROBAXISAL FORTE;;tabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;WYETH;100;Tablettipurkki;0;134031;;
A03AB02;10727;13.05.1992;;ROBINUL;0.2 mg/ml;injektioneste, liuos;Kansallinen;Myyntilupa myönnetty;MEDA OY;10 x 3 ml;Ampulli;0;533505;;30.09.1999
A03AB02;10727;13.05.1992;;ROBINUL;0.2 mg/ml;injektioneste, liuos;Kansallinen;Myyntilupa myönnetty;MEDA OY;10 x 1 ml;Ampulli;1;533489;;
N07AA51;10728;13.05.1992;;ROBINUL-NEOSTIGMIN;0.5 mg/ml + 2.5 mg/ml;injektioneste, liuos;Kansallinen;Myyntilupa myönnetty;MEDA OY;10 x 1 ml;Ampulli;1;113993;01.10.1992;
R05CA03;10833;25.11.1992;12.01.1999;ROBITUSSIN;20 mg/ml;mikstuura;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;WYETH;100 ml;Pullo;0;374496;;
R05CA03;10833;25.11.1992;12.01.1999;ROBITUSSIN;20 mg/ml;mikstuura;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;WYETH;250 ml;Pullo;0;026054;;
J01DD04;9313;23.07.1986;23.07.2008;ROCEPHALIN;;injektiokuiva-aine ja liuotin, liuosta varten;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ROCHE OY;500 mg;Injektiopullo;0;018630;;29.08.2002
J01DD04;9313;23.07.1986;23.07.2008;ROCEPHALIN;;injektiokuiva-aine ja liuotin, liuosta varten;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ROCHE OY;5 x 500 mg;Injektiopullo;0;018648;20.10.1986;29.08.2002
J01DD04;9313;23.07.1986;23.07.2008;ROCEPHALIN;;injektiokuiva-aine ja liuotin, liuosta varten;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ROCHE OY;1 g + 10 ml;Injektiopullo;0;018655;;
J01DD04;9314;23.07.1986;23.07.2008;ROCEPHALIN;2 g;infuusiokuiva-aine, liuosta varten;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ROCHE OY;5 x 2 g;Injektiopullo;0;057703;20.10.1986;
J01DD04;9313;23.07.1986;23.07.2008;ROCEPHALIN;;injektiokuiva-aine ja liuotin, liuosta varten;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ROCHE OY;5 x (1 g + 10 ml);Injektiopullo;0;018663;20.10.1986;
J01DD04;9315;23.07.1986;;ROCEPHALIN CUM LIDOCAIN;1 g;injektiokuiva-aine ja liuotin, liuosta varten;Tunnustaminen;Myyntilupa myönnetty;ROCHE OY;5 x (500 mg + 2 ml);Injektiopullo;0;057711;20.10.1986;12.02.2014
J01DD04;9315;23.07.1986;;ROCEPHALIN CUM LIDOCAIN;1 g;injektiokuiva-aine ja liuotin, liuosta varten;Tunnustaminen;Myyntilupa myönnetty;ROCHE OY;500 mg + 2 ml;Injektiopullo;0;097493;;12.02.2014
J01DD04;9315;23.07.1986;;ROCEPHALIN CUM LIDOCAIN;1 g;injektiokuiva-aine ja liuotin, liuosta varten;Tunnustaminen;Myyntilupa myönnetty;ROCHE OY;1 g + 3.5 ml;Injektiopullo;1;399303;22.08.2001;
J01DD04;9315;23.07.1986;;ROCEPHALIN CUM LIDOCAIN;1 g;injektiokuiva-aine ja liuotin, liuosta varten;Tunnustaminen;Myyntilupa myönnetty;ROCHE OY;5 x (1 g + 3.5 ml);Injektiopullo;0;057729;15.03.1989;
L03AB04;9817;16.11.1988;16.11.1998;ROCERON-A;9 milj.IU;injektiokuiva-aine;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;ROCHE;5 x 9 milj.IU + 1 ml;Injektiopullo;0;090845;15.11.1991;01.12.1996
L03AB04;9818;16.11.1988;16.11.1998;ROCERON-A;18 milj.IU;injektiokuiva-aine;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;ROCHE;5 x 18 milj.IU+ 1 ml;Injektiopullo;0;090878;15.12.1991;01.12.1996
L03AB04;9818;16.11.1988;16.11.1998;ROCERON-A;18 milj.IU;injektiokuiva-aine;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;ROCHE;5 x 18 milj.IU+ 1ml;Injektiopullo;0;144667;24.09.1993;
L03AB04;9816;16.11.1988;16.11.1998;ROCERON-A;3 milj.IU;injektiokuiva-aine;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;ROCHE;5 x 3 milj.IU + 1 ml;Injektiopullo;0;144568;;
L03AB04;11332;30.12.1993;30.12.1998;ROCERON-A;4.5 milj.IU;injektiokuiva-aine;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;ROCHE;5 x 4.5 mlj.IU+ 1 ml;Injektiopullo;0;586610;23.02.1994;01.12.1996
L03AB04;9817;16.11.1988;16.11.1998;ROCERON-A;9 milj.IU;injektiokuiva-aine;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;ROCHE;5 x 9 milj.IU + 1 ml;Injektiopullo;0;144576;24.09.1993;
L03AB04;9816;16.11.1988;16.11.1998;ROCERON-A;3 milj.IU;injektiokuiva-aine;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;ROCHE;5 x 3 milj.IU + 1 ml;Injektiopullo;0;090670;15.11.1991;01.12.1996
M03AC09;23580;31.10.2008;26.01.2017;ROCURONIUM B. BRAUN;10 mg/ml;injektio-/infuusioneste, liuos;Hajautettu;Myyntilupa myönnetty;BRAUN MELSUNGEN;20 x 5 ml;Ampulli;1;592476;15.04.2020;
M03AC09;23580;31.10.2008;26.01.2017;ROCURONIUM B. BRAUN;10 mg/ml;injektio-/infuusioneste, liuos;Hajautettu;Myyntilupa myönnetty;BRAUN MELSUNGEN;10 x 5 ml;Injektiopullo;0;157240;15.10.2011;26.07.2018
M03AC09;23579;10.10.2008;01.02.2017;ROCURONIUM FRESENIUS KABI;10 mg/ml;injektio-/infuusioneste, liuos;Hajautettu;Myyntilupa myönnetty;FRESENIUS KABI;10 x 5 ml;Injektiopullo;1;166497;05.04.2011;
M03AC09;23579;10.10.2008;01.02.2017;ROCURONIUM FRESENIUS KABI;10 mg/ml;injektio-/infuusioneste, liuos;Hajautettu;Myyntilupa myönnetty;FRESENIUS KABI;10 x 10 ml;Injektiopullo;1;166519;15.01.2014;
M03AC09;23578;11.05.2009;;ROCURONIUM HAMELN;10 mg/ml;injektio-/infuusioneste, liuos;Hajautettu;Myyntilupa myönnetty;HAMELN PHARMA PLUS;10 x 5 ml;Injektiopullo;0;433544;04.10.2011;
M03AC09;23578;11.05.2009;;ROCURONIUM HAMELN;10 mg/ml;injektio-/infuusioneste, liuos;Hajautettu;Myyntilupa myönnetty;HAMELN PHARMA PLUS;10 x 5 ml;Ampulli;0;442471;29.09.2017;
M03AC09;31261;14.03.2014;31.12.2018;ROCURONIUM PFIZER;10 mg/ml;injektio-/infuusioneste, liuos;Hajautettu;Myyntilupa peruuntunut hakijan toimesta;PFIZER PFE;10 x 5 ml;Pullo;0;432731;22.01.2015;
L03AB04;16837;17.12.2001;18.12.2017;ROFERON-A;9 milj.IU/0.5 ml;injektioneste, liuos, esitäytetty ruisku;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;ROCHE OY;5 x 0.5 ml;Esitäytetty ruisku;0;553891;11.02.2002;
L03AB04;11933;13.05.1996;13.05.2002;ROFERON-A;4.5 milj.IU/ml;injektioneste, liuos;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;ROCHE;5 x 1 ml;Injektiopullo;0;157867;15.09.1996;
L03AB04;11934;13.05.1996;13.05.2002;ROFERON-A;6 milj.IU/ml;injektioneste, liuos;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;ROCHE;5 x 1 ml;Injektiopullo;0;022673;15.09.1996;
L03AB04;16835;17.12.2001;17.12.2008;ROFERON-A;4.5 milj.IU/0.5 ml;injektioneste, liuos, esitäytetty ruisku;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;ROCHE;5 x 0.5 ml;Esitäytetty ruisku;0;553933;11.02.2002;
L03AB04;11934;13.05.1996;13.05.2002;ROFERON-A;6 milj.IU/ml;injektioneste, liuos;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;ROCHE;3 ml;Injektiopullo;0;022681;15.09.1996;25.08.1999
L03AB04;17244;19.06.2002;19.06.2005;ROFERON-A;18 milj. IU/0.5 ml;injektioneste, liuos, esitäytetty ruisku;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;ROCHE;0.5 ml;Esitäytetty ruisku;0;011873;07.04.2003;04.06.2004
L03AB04;16836;17.12.2001;18.12.2017;ROFERON-A;6 milj.IU/0.5 ml;injektioneste, liuos, esitäytetty ruisku;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;ROCHE;5 x 0.5 ml;Esitäytetty ruisku;0;553875;11.02.2002;
L03AB04;11932;13.05.1996;13.05.2002;ROFERON-A;3 milj.IU/ml;injektioneste, liuos;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;ROCHE;5 x 1 ml;Injektiopullo;0;157701;15.09.1996;
L03AB04;16834;17.12.2001;;ROFERON-A;3 milj.IU/0.5 ml;injektioneste, liuos, esitäytetty ruisku;Tunnustaminen;Myyntilupa myönnetty;ROCHE OY;0.5 ml;Esitäytetty ruisku;0;474955;15.08.2016;
L03AB04;11935;13.05.1996;13.05.2002;ROFERON-A;9 milj.IU/ml;injektioneste, liuos;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;ROCHE;5 x 1 ml;Injektiopullo;0;157990;15.09.1996;
L03AB04;16832;17.12.2001;17.12.2013;ROFERON-A;18 milj.IU/0.6 ml;injektioneste, liuos;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;ROCHE OY;0.6 ml;Sylinteriampulli;0;000409;23.01.2003;
D11AX01;11442;25.04.1994;;ROGAINE;50 mg/ml;liuos iholle;Kansallinen;Myyntilupa myönnetty;MCNEIL;60 ml;Pullo;0;114421;06.06.1995;15.04.2003
D11AX01;9790;02.11.1988;;ROGAINE;20 mg/ml;liuos iholle;Kansallinen;Myyntilupa myönnetty;MCNEIL;3 x 60 ml;;1;019734;16.04.2003;
D11AX01;11442;25.04.1994;;ROGAINE;50 mg/ml;liuos iholle;Kansallinen;Myyntilupa myönnetty;MCNEIL;3 x 60 ml;Pullo;1;014026;16.04.2003;
D11AX01;9790;02.11.1988;;ROGAINE;20 mg/ml;liuos iholle;Kansallinen;Myyntilupa myönnetty;MCNEIL;60 ml;;0;187138;15.12.1988;15.04.2003
D11AX01;9790;02.11.1988;;ROGAINE;20 mg/ml;liuos iholle;Kansallinen;Myyntilupa myönnetty;MCNEIL;3 x 60 ml;;0;032250;15.05.1990;15.04.2003
D11AX01;11442;25.04.1994;;ROGAINE;50 mg/ml;liuos iholle;Kansallinen;Myyntilupa myönnetty;MCNEIL;60 ml;Pullo;1;114421;16.04.2003;
D11AX01;35635;04.01.2018;04.01.2023;ROGAINE;50 mg/ml;liuos iholle;Kansallinen;Myyntilupa myönnetty;PARANOVA;3 x 60 ml;Pullo;1;554927;01.06.2018;
R05DA09;21625;01.11.2007;;ROMETOR RATIOPHARM;2 mg/ml;oraaliliuos;Kansallinen;Myyntilupa myönnetty;RATIOPHARM OY;200 ml;Pullo;1;094442;15.09.2008;
R05DA09;21625;01.11.2007;;ROMETOR RATIOPHARM;2 mg/ml;oraaliliuos;Kansallinen;Myyntilupa myönnetty;RATIOPHARM OY;125 ml;Pullo;1;094432;15.09.2008;
C10AD05;4587;22.03.1967;22.03.1995;RONICOL RETARD;150 mg;depottabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ROCHE;20;;0;162693;;22.03.1995
C10AD05;4587;22.03.1967;22.03.1995;RONICOL RETARD;150 mg;depottabletti;Kansallinen;Myyntilupa peruuntunut hakijan toimesta;ROCHE;100;;0;162685;;22.03.1995
N04BC04;28051;01.04.2011;;ROPINIROL KRKA;4 mg;depottabletti;Hajautettu;Myyntilupa myönnetty;KRKA AB;84;Läpipainopakkaus;1;545455;15.06.2011;
N04BC04;28052;01.04.2011;;ROPINIROL KRKA;8 mg;depottabletti;Hajautettu;Myyntilupa myönnetty;KRKA AB;84;Läpipainopakkaus;1;135262;15.06.2011;
N04BC04;28050;01.04.2011;;ROPINIROL KRKA;2 mg;depottabletti;Hajautettu;Myyntilupa myönnetty;KRKA AB;84;Läpipainopakkaus;1;579635;15.06.2011;
N04BC04;23038;04.12.2008;01.02.2013;ROPINIROL MYLAN;1 mg;tabletti, kalvopäällysteinen;Hajautettu;Myyntilupa peruuntunut hakijan toimesta;MYLAN AB;84;Tablettipurkki;0;135917;01.07.2009;
N04BC04;23037;04.12.2008;10.10.2011;ROPINIROL MYLAN;0.5 mg;tabletti, kalvopäällysteinen;Hajautettu;Myyntilupa peruuntunut hakijan toimesta;MYLAN AB;21;Tablettipurkki;0;135906;01.07.2009;
N04BC04;23039;04.12.2008;01.02.2012;ROPINIROL MYLAN;2 mg;tabletti, kalvopäällysteinen;Hajautettu;Myyntilupa peruuntunut hakijan toimesta;MYLAN AB;84;Tablettipurkki;0;135928;01.07.2009;
N04BC04;29456;02.11.2012;;ROPINIROL ORION;2 mg;depottabletti;Hajautettu;Myyntilupa myönnetty;ORION CORPORATION;84;Läpipainopakkaus;1;596277;01.02.2013;
N04BC04;29457;02.11.2012;;ROPINIROL ORION;4 mg;depottabletti;Hajautettu;Myyntilupa myönnetty;ORION CORPORATION;84;Läpipainopakkaus;1;373077;01.02.2013;
N04BC04;29458;02.11.2012;;ROPINIROL ORION;8 mg;depottabletti;Hajautettu;Myyntilupa myönnetty;ORION CORPORATION;84;Läpipainopakkaus;1;124989;01.02.2013;
N04BC04;28056;04.03.2011;02.03.2015;ROPINIROL RATIOPHARM;2 mg;depottabletti;Hajautettu;Myyntilupa peruuntunut hakijan toimesta;RATIOPHARM GMBH;84;Läpipainopakkaus;0;448406;15.08.2011;
N04BC04;28057;04.03.2011;02.03.2015;ROPINIROL RATIOPHARM;4 mg;depottabletti;Hajautettu;Myyntilupa peruuntunut hakijan toimesta;RATIOPHARM GMBH;84;Läpipainopakkaus;0;068758;15.08.2011;
N04BC04;28058;04.03.2011;02.03.2015;ROPINIROL RATIOPHARM;8 mg;depottabletti;Hajautettu;Myyntilupa peruuntunut hakijan toimesta;RATIOPHARM GMBH;84;Läpipainopakkaus;0;540628;15.08.2011;
N04BC04;28056;04.03.2011;02.03.2015;ROPINIROL RATIOPHARM;2 mg;depottabletti;Hajautettu;Myyntilupa peruuntunut hakijan toimesta;RATIOPHARM GMBH;21;Läpipainopakkaus;0;518251;;
N04BC04;29459;03.10.2013;;ROPINOSTAD;2 mg;depottabletti;Hajautettu;Myyntilupa myönnetty;STADA ARZNEIMITTEL A;84;Läpipainopakkaus;1;501834;01.01.2015;
N04BC04;29461;03.10.2013;;ROPINOSTAD;8 mg;depottabletti;Hajautettu;Myyntilupa myönnetty;STADA ARZNEIMITTEL A;84;Läpipainopakkaus;1;499473;01.01.2015;
N04BC04;29460;03.10.2013;;ROPINOSTAD;4 mg;depottabletti;Hajautettu;Myyntilupa myönnetty;STADA ARZNEIMITTEL A;84;Läpipainopakkaus;1;542413;01.01.2015;
N01BB09;28547;06.05.2011;30.04.2015;ROPIVACAIN ACTAVIS;5 mg/ml;injektioneste, liuos;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;ACTAVIS;5 x 20 ml;Ampulli;0;130727;15.04.2013;
N01BB09;28548;06.05.2011;30.04.2015;ROPIVACAIN ACTAVIS;7.5 mg/ml;injektioneste, liuos;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;ACTAVIS;5 x 10 ml;Ampulli;0;575320;16.01.2012;
N01BB09;28550;06.05.2011;30.04.2015;ROPIVACAIN ACTAVIS;2 mg/ml;infuusioneste, liuos;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;ACTAVIS;5 x 200 ml;Pussi;0;055394;15.09.2012;
N01BB09;28546;06.05.2011;30.04.2015;ROPIVACAIN ACTAVIS;2 mg/ml;injektioneste, liuos;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;ACTAVIS;5 x 10 ml;Ampulli;0;145254;16.01.2012;
N01BB09;28547;06.05.2011;30.04.2015;ROPIVACAIN ACTAVIS;5 mg/ml;injektioneste, liuos;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;ACTAVIS;5 x 10 ml;Ampulli;0;142021;16.01.2012;
N01BB09;28550;06.05.2011;30.04.2015;ROPIVACAIN ACTAVIS;2 mg/ml;infuusioneste, liuos;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;ACTAVIS;5 x 100 ml;Pussi;0;454319;16.01.2012;
N01BB09;28548;06.05.2011;30.04.2015;ROPIVACAIN ACTAVIS;7.5 mg/ml;injektioneste, liuos;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;ACTAVIS;5 x 20 ml;Ampulli;0;496175;15.04.2013;
N01BB09;28546;06.05.2011;30.04.2015;ROPIVACAIN ACTAVIS;2 mg/ml;injektioneste, liuos;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;ACTAVIS;5 x 20 ml;Ampulli;0;582603;22.10.2012;
N01BB09;28549;06.05.2011;30.04.2015;ROPIVACAIN ACTAVIS;10 mg/ml;injektioneste, liuos;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;ACTAVIS;5 x 20 ml;Ampulli;0;101707;22.10.2012;
N01BB09;28549;06.05.2011;30.04.2015;ROPIVACAIN ACTAVIS;10 mg/ml;injektioneste, liuos;Tunnustaminen;Myyntilupa peruuntunut hakijan toimesta;ACTAVIS;5 x 10 ml;Ampulli;0;082358;15.07.2012;
N01BB09;27495;24.01.2011;;ROPIVACAIN FRESENIUS KABI;10 mg/ml;injektioneste, liuos;Hajautettu;Myyntilupa myönnetty;FRESENIUS KABI;5 x 10 ml;Ampulli;1;145624;01.01.2014;
N01BB09;27492;24.01.2011;;ROPIVACAIN FRESENIUS KABI;2 mg/ml;infuusioneste, liuos;Hajautettu;Myyntilupa myönnetty;FRESENIUS KABI;5 x 200 ml;Pussi;1;110003;01.01.2014;
N01BB09;27493;24.01.2011;;ROPIVACAIN FRESENIUS KABI;5 mg/ml;injektioneste, liuos;Hajautettu;Myyntilupa myönnetty;FRESENIUS KABI;5 x 10 ml;Ampulli;1;547271;01.01.2014;
N01BB09;27491;24.01.2011;;ROPIVACAIN FRESENIUS KABI;2 mg/ml;injektioneste, liuos;Hajautettu;Myyntilupa myönnetty;FRESENIUS KABI;5 x 20 ml;Ampulli;1;436520;01.01.2014;
N01BB09;27494;24.01.2011;;ROPIVACAIN FRESENIUS KABI;7.5 mg/ml;injektioneste, liuos;Hajautettu;Myyntilupa myönnetty;FRESENIUS KABI;5 x 20 ml;Ampulli;1;122369;01.01.2014;
N01BB09;27494;24.01.2011;;ROPIVACAIN FRESENIUS KABI;7.5 mg/ml;injektioneste, liuos;Hajautettu;Myyntilupa myönnetty;FRESENIUS KABI;5 x 10 ml;Ampulli;1;485266;01.05.2013;
N01BB09;27492;24.01.2011;;ROPIVACAIN FRESENIUS KABI;2 mg/ml;infuusioneste, liuos;Hajautettu;Myyntilupa myönnetty;FRESENIUS KABI;5 x 100 ml;Pussi;1;067681;01.01.2014;
N01BB09;27491;24.01.2011;;ROPIVACAIN FRESENIUS KABI;2 mg/ml;injektioneste, liuos;Hajautettu;Myyntilupa myönnetty;FRESENIUS KABI;5 x 10 ml;Ampulli;1;465582;01.01.2014;
N01BB09;27495;24.01.2011;;ROPIVACAIN FRESENIUS KABI;10 mg/ml;injektioneste, liuos;Hajautettu;Myyntilupa myönnetty;FRESENIUS KABI;5 x 20 ml;Ampulli;1;194843;01.01.2014;
N01BB09;27863;13.12.2010;;ROPIVACAINE B. BRAUN;5 mg/ml;injektioneste, liuos;Hajautettu;Myyntilupa myönnetty;BRAUN MELSUNGEN;20 x 10 ml;Ampulli;0;177842;01.03.2012;
N01BB09;27864;13.12.2010;;ROPIVACAINE B. BRAUN;7.5 mg/ml;injektioneste, liuos;Hajautettu;Myyntilupa myönnetty;BRAUN MELSUNGEN;20 x 10 ml;Ampulli;0;057504;01.02.2012;
N01BB09;33298;09.02.2018;09.02.2023;ROPIVACAINE BIOQ;2 mg/ml;infuusioneste, liuos, antovälineistö;Hajautettu;Myyntilupa myönnetty;BIOQ PHARMA;250 ml;Pullo;1;518512;01.11.2018;
N01BB09;33298;09.02.2018;09.02.2023;ROPIVACAINE BIOQ;2 mg/ml;infuusioneste, liuos, antovälineistö;Hajautettu;Myyntilupa myönnetty;BIOQ PHARMA;250 ml;Pullo;1;189428;01.10.2018;
N01BB09;33298;09.02.2018;09.02.2023;ROPIVACAINE BIOQ;2 mg/ml;infuusioneste, liuos, antovälineistö;Hajautettu;Myyntilupa myönnetty;BIOQ PHARMA;250 ml;Pullo;1;094929;01.11.2018;
N01BB09;30640;05.09.2013;09.02.2018;ROPIVACAINE ORION;2 mg/ml;injektioneste, liuos;Hajautettu;Myyntilupa peruuntunut hakijan toimesta;ORION CORPORATION;5 x 20 ml;Injektiopullo;0;089062;01.01.2016;
N01BB09;30644;05.09.2013;09.02.2018;ROPIVACAINE ORION;2 mg/ml;infuusioneste, liuos;Hajautettu;Myyntilupa peruuntunut hakijan toimesta;ORION CORPORATION;5 x 100 ml;Pussi;0;112379;01.01.2016;
N01BB09;30641;05.09.2013;09.02.2018;ROPIVACAINE ORION;5 mg/ml;injektioneste, liuos;Hajautettu;Myyntilupa peruuntunut hakijan toimesta;ORION CORPORATION;5 x 10 ml;Injektiopullo;0;541840;01.01.2016;
N01BB09;30642;05.09.2013;09.02.2018;ROPIVACAINE ORION;7.5 mg/ml;injektioneste, liuos;Hajautettu;Myyntilupa peruuntunut hakijan toimesta;ORION CORPORATION;5 x 20 ml;Injektiopullo;0;539206;01.01.2016;
N01BB09;30643;05.09.2013;09.02.2018;ROPIVACAINE ORION;10 mg/ml;injektioneste, liuos;Hajautettu;Myyntilupa peruuntunut hakijan toimesta;ORION CORPORATION;5 x 20 ml;Injektiopullo;0;508045;01.01.2016;
N01BB09;30644;05.09.2013;09.02.2018;ROPIVACAINE ORION;2 mg/ml;infuusioneste, liuos;Hajautettu;Myyntilupa peruuntunut hakijan toimesta;ORION CORPORATION;5 x 200 ml;Pussi;0;094640;01.01.2016;
D06BX01;9717;10.08.1988;;ROSAZOL;1 %;emulsiovoide;Kansallinen;Myyntilupa myönnetty;TEVA B.V.;25 g;Putki;1;007623;15.08.1988;
D06BX01;9717;10.08.1988;;ROSAZOL;1 %;emulsiovoide;Kansallinen;Myyntilupa myönnetty;TEVA B.V.;3 x 25 g;Putki;0;119701;15.10.1990;01.05.2002
D06BX01;9717;10.08.1988;;ROSAZOL;1 %;emulsiovoide;Kansallinen;Myyntilupa myönnetty;TEVA B.V.;25 g;Putki;1;124267;15.09.2013;
C10AA07;32447;07.10.2015;07.10.2020;ROSUVASTATIN ACCORD;10 mg;tabletti, kalvopäällysteinen;Hajautettu;Myyntilupa myönnetty;ACCORD HEALTHCARE;28;Läpipainopakkaus;1;091162;01.12.2016;
C10AA07;32448;07.10.2015;07.10.2020;ROSUVASTATIN ACCORD;20 mg;tabletti, kalvopäällysteinen;Hajautettu;Myyntilupa myönnetty;ACCORD HEALTHCARE;98;Läpipainopakkaus;1;077525;01.12.2016;
C10AA07;32449;07.10.2015;07.10.2020;ROSUVASTATIN ACCORD;40 mg;tabletti, kalvopäällysteinen;Hajautettu;Myyntilupa myönnetty;ACCORD HEALTHCARE;28;Läpipainopakkaus;0;419324;01.12.2016;
C10AA07;32446;07.10.2015;07.10.2020;ROSUVASTATIN ACCORD;5 mg;tabletti, kalvopäällysteinen;Hajautettu;Myyntilupa myönnetty;ACCORD HEALTHCARE;98;Läpipainopakkaus;1;485449;01.12.2016;
C10AA07;32449;07.10.2015;07.10.2020;ROSUVASTATIN ACCORD;40 mg;tabletti, kalvopäällysteinen;Hajautettu;Myyntilupa myönnetty;ACCORD HEALTHCARE;98;Läpipainopakkaus;1;438623;01.12.2016;
C10AA07;32446;07.10.2015;07.10.2020;ROSUVASTATIN ACCORD;5 mg;tabletti, kalvopäällysteinen;Hajautettu;Myyntilupa myönnetty;ACCORD HEALTHCARE;28;Läpipainopakkaus;1;430141;01.12.2016;
C10AA07;32447;07.10.2015;07.10.2020;ROSUVASTATIN ACCORD;10 mg;tabletti, kalvopäällysteinen;Hajautettu;Myyntilupa myönnetty;ACCORD HEALTHCARE;98;Läpipainopakkaus;1;493302;01.12.2016;
