concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,tmp_name_fi
5926,"Injury to nerve(s) in ankle and foot, Without mention of open wound",Condition,ICD8fi,5-digit ICD8fi,NA,95700,1970-01-01,2299-11-03,NA,"Nilkan ja jalkaterän hermovammat, Haavusta ei ole tietoa"
5927,"Injury to nerve(s) in ankle and foot, With open wound",Condition,ICD8fi,5-digit ICD8fi,NA,95710,1970-01-01,2299-11-03,NA,"Nilkan ja jalkaterän hermovammat, Avoin haava"
5928,"Injury to nerve(s) in ankle and foot, Late effect",Condition,ICD8fi,5-digit ICD8fi,NA,95790,1970-01-01,2299-11-03,NA,"Nilkan ja jalkaterän hermovammat, Jälkivaivat"
5929,Spinal cord lesion without evidence of spinal bone injury,Condition,ICD8fi,3-digit ICD8fi,NA,958,1970-01-01,2299-11-03,NA,Ulkonaisen väkivallan aiheuttama selkäydinvamma ilman selkärangan murtumaa
5930,"Spinal cord lesion without evidence of spinal bone injury, Cervical, without mention of open wound",Condition,ICD8fi,5-digit ICD8fi,NA,95800,1970-01-01,2299-11-03,NA,"Ulkonaisen väkivallan aiheuttama selkäydinvamma ilman selkärangan murtumaa, Cervicalis, Vulnus non indicatum"
5931,"Spinal cord lesion without evidence of spinal bone injury, Cervical. with open wound",Condition,ICD8fi,5-digit ICD8fi,NA,95810,1970-01-01,2299-11-03,NA,"Ulkonaisen väkivallan aiheuttama selkäydinvamma ilman selkärangan murtumaa, Cervicalis, Cum vulnere"
5932,"Spinal cord lesion without evidence of spinal bone injury, Dorsalis/thoracica, Vulnus non indicatum",Condition,ICD8fi,5-digit ICD8fi,NA,95821,1970-01-01,2299-11-03,NA,"Ulkonaisen väkivallan aiheuttama selkäydinvamma ilman selkärangan murtumaa, Dorsalis/thoracica, Vulnus non indicatum"
5933,"Spinal cord lesion without evidence of spinal bone injury, Lumbalis, Vulnus non indicatum",Condition,ICD8fi,5-digit ICD8fi,NA,95822,1970-01-01,2299-11-03,NA,"Ulkonaisen väkivallan aiheuttama selkäydinvamma ilman selkärangan murtumaa, Lumbalis, Vulnus non indicatum"
5934,"Spinal cord lesion without evidence of spinal bone injury, Dorsalis/thoracica, Cum vulnere",Condition,ICD8fi,5-digit ICD8fi,NA,95831,1970-01-01,2299-11-03,NA,"Ulkonaisen väkivallan aiheuttama selkäydinvamma ilman selkärangan murtumaa, Dorsalis/thoracica, Cum vulnere"
5935,"Spinal cord lesion without evidence of spinal bone injury, Lumbalis, Cum vulnere",Condition,ICD8fi,5-digit ICD8fi,NA,95832,1970-01-01,2299-11-03,NA,"Ulkonaisen väkivallan aiheuttama selkäydinvamma ilman selkärangan murtumaa, Lumbalis, Cum vulnere"
5936,"Spinal cord lesion without evidence of spinal bone injury, Sacral, without mention of open wound",Condition,ICD8fi,5-digit ICD8fi,NA,95843,1970-01-01,2299-11-03,NA,"Ulkonaisen väkivallan aiheuttama selkäydinvamma ilman selkärangan murtumaa, Sacralis, Vulnus non indicatum"
5937,"Spinal cord lesion without evidence of spinal bone injury, Sacral, with open wound",Condition,ICD8fi,5-digit ICD8fi,NA,95853,1970-01-01,2299-11-03,NA,"Ulkonaisen väkivallan aiheuttama selkäydinvamma ilman selkärangan murtumaa, Sacralis, Cum vulnere"
5938,"Spinal cord lesion without evidence of spinal bone injury, Unspecified, without mention of open wound",Condition,ICD8fi,5-digit ICD8fi,NA,95864,1970-01-01,2299-11-03,NA,"Ulkonaisen väkivallan aiheuttama selkäydinvamma ilman selkärangan murtumaa, NUD, Vulnus non indicatum"
5939,"Spinal cord lesion without evidence of spinal bone injury, Unspecified, with open wound",Condition,ICD8fi,5-digit ICD8fi,NA,95874,1970-01-01,2299-11-03,NA,"Ulkonaisen väkivallan aiheuttama selkäydinvamma ilman selkärangan murtumaa, NUD, Cum vulnere"
5940,"Spinal cord lesion without evidence of spinal bone injury, Cervicalis, Sequelae",Condition,ICD8fi,5-digit ICD8fi,NA,95890,1970-01-01,2299-11-03,NA,"Ulkonaisen väkivallan aiheuttama selkäydinvamma ilman selkärangan murtumaa, Cervicalis, Sequelae"
5941,"Spinal cord lesion without evidence of spinal bone injury, Dorsalis/thoracica, Sequelae",Condition,ICD8fi,5-digit ICD8fi,NA,95891,1970-01-01,2299-11-03,NA,"Ulkonaisen väkivallan aiheuttama selkäydinvamma ilman selkärangan murtumaa, Dorsalis/thoracica, Sequelae"
5942,"Spinal cord lesion without evidence of spinal bone injury, Lumbalis, Sequelae",Condition,ICD8fi,5-digit ICD8fi,NA,95892,1970-01-01,2299-11-03,NA,"Ulkonaisen väkivallan aiheuttama selkäydinvamma ilman selkärangan murtumaa, Lumbalis, Sequelae"
5943,"Spinal cord lesion without evidence of spinal bone injury, Sacralis, Sequelae",Condition,ICD8fi,5-digit ICD8fi,NA,95893,1970-01-01,2299-11-03,NA,"Ulkonaisen väkivallan aiheuttama selkäydinvamma ilman selkärangan murtumaa, Sacralis, Sequelae"
5944,"Spinal cord lesion without evidence of spinal bone injury, NUD, Sequelae",Condition,ICD8fi,5-digit ICD8fi,NA,95894,1970-01-01,2299-11-03,NA,"Ulkonaisen väkivallan aiheuttama selkäydinvamma ilman selkärangan murtumaa, NUD, Sequelae"
5945,Other nerve injury including nerve injury in several parts,Condition,ICD8fi,3-digit ICD8fi,NA,959,1970-01-01,2299-11-03,NA,Muun hermon ja useassa eri paikassa olevien hermojen vammat
5946,"Other nerve injury including nerve injury in several parts, Cervical sympathetic. without mention of open wound",Condition,ICD8fi,5-digit ICD8fi,NA,95900,1970-01-01,2299-11-03,NA,"Muun hermon ja useassa eri paikassa olevien hermojen vammat, Cervicalis sympathica, Vulnus non indicatum"
5947,"Other nerve injury including nerve injury in several parts, Cervical sympathetic, with open wound",Condition,ICD8fi,5-digit ICD8fi,NA,95910,1970-01-01,2299-11-03,NA,"Muun hermon ja useassa eri paikassa olevien hermojen vammat, Cervicalis sympathica, Cum vulnere"
5948,"Other nerve injury including nerve injury in several parts, Injuria nervi alterius sive injuria loco multiplici, Vulnus non indicatum",Condition,ICD8fi,5-digit ICD8fi,NA,95921,1970-01-01,2299-11-03,NA,"Muun hermon ja useassa eri paikassa olevien hermojen vammat, Injuria nervi alterius sive injuria loco multiplici, Vulnus non indicatum"
5949,"Other nerve injury including nerve injury in several parts, Injuria nervi, loco NUD, Vulnus non indicatum",Condition,ICD8fi,5-digit ICD8fi,NA,95922,1970-01-01,2299-11-03,NA,"Muun hermon ja useassa eri paikassa olevien hermojen vammat, Injuria nervi, loco NUD, Vulnus non indicatum"
5950,"Other nerve injury including nerve injury in several parts, Injuria nervi alterius sive injuria loco multiplici, Cum vulnere",Condition,ICD8fi,5-digit ICD8fi,NA,95931,1970-01-01,2299-11-03,NA,"Muun hermon ja useassa eri paikassa olevien hermojen vammat, Injuria nervi alterius sive injuria loco multiplici, Cum vulnere"
5951,"Other nerve injury including nerve injury in several parts, Injuria nervi, loco NUD, Cum vulnere",Condition,ICD8fi,5-digit ICD8fi,NA,95932,1970-01-01,2299-11-03,NA,"Muun hermon ja useassa eri paikassa olevien hermojen vammat, Injuria nervi, loco NUD, Cum vulnere"
5952,"Other nerve injury including nerve injury in several parts, Cervicalis sympathica, Sequelae",Condition,ICD8fi,5-digit ICD8fi,NA,95990,1970-01-01,2299-11-03,NA,"Muun hermon ja useassa eri paikassa olevien hermojen vammat, Cervicalis sympathica, Sequelae"
5953,"Other nerve injury including nerve injury in several parts, Injuria nervi alterius sive injuria loco multiplici, Sequelae",Condition,ICD8fi,5-digit ICD8fi,NA,95991,1970-01-01,2299-11-03,NA,"Muun hermon ja useassa eri paikassa olevien hermojen vammat, Injuria nervi alterius sive injuria loco multiplici, Sequelae"
5954,"Other nerve injury including nerve injury in several parts, Injuria nervi, loco NUD, Sequelae",Condition,ICD8fi,5-digit ICD8fi,NA,95992,1970-01-01,2299-11-03,NA,"Muun hermon ja useassa eri paikassa olevien hermojen vammat, Injuria nervi, loco NUD, Sequelae"
5955,Adverse effect of antibiotics,Condition,ICD8fi,3-digit ICD8fi,NA,960,1970-01-01,2299-11-03,NA,Antibiootit
5956,"Adverse effect of antibiotics, Penicillin, any",Condition,ICD8fi,5-digit ICD8fi,NA,96000,1970-01-01,2299-11-03,NA,"Antibiootit, Penisillinit"
5957,"Adverse effect of antibiotics, Antifungal antibiotics",Condition,ICD8fi,5-digit ICD8fi,NA,96010,1970-01-01,2299-11-03,NA,Antifungaaliset antibiootit
5958,"Adverse effect of antibiotics, Chloramphenicol",Condition,ICD8fi,5-digit ICD8fi,NA,96020,1970-01-01,2299-11-03,NA,"Antibiootit, Kloramfenikoli"
5959,"Adverse effect of antibiotics, Erythromycins",Condition,ICD8fi,5-digit ICD8fi,NA,96030,1970-01-01,2299-11-03,NA,"Antibiootit, Erytromysiinit"
5960,"Adverse effect of antibiotics, Streptomycins",Condition,ICD8fi,5-digit ICD8fi,NA,96040,1970-01-01,2299-11-03,NA,"Antibiootit, Streptomysiinit"
5961,"Adverse effect of antibiotics, Tetracyclines",Condition,ICD8fi,5-digit ICD8fi,NA,96050,1970-01-01,2299-11-03,NA,"Antibiootit, Tetrasykliinit"
5962,Muut antibiootit,Condition,ICD8fi,5-digit ICD8fi,NA,96098,1970-01-01,2299-11-03,NA,Muut antibiootit
5963,"Adverse effect of antibiotics, Other antibiotics",Condition,ICD8fi,5-digit ICD8fi,NA,96099,1970-01-01,2299-11-03,NA,"Antibiootit, Ei tietoa"
5964,Adverse effect of other anti-infectives,Condition,ICD8fi,3-digit ICD8fi,NA,961,1970-01-01,2299-11-03,NA,Kemoterapeuttiset aineet
5965,"Adverse effect of other anti-infectives, Sulphonamides",Condition,ICD8fi,5-digit ICD8fi,NA,96100,1970-01-01,2299-11-03,NA,"Kemoterapeuttiset aineet, Sulfonamidit"
5966,"Adverse effect of other anti-infectives, Arsenic anti-infectives",Condition,ICD8fi,5-digit ICD8fi,NA,96110,1970-01-01,2299-11-03,NA,"Kemoterapeuttiset aineet, Arseeniyhdisteet"
5967,"Adverse effect of other anti-infectives, Silver and its compounds",Condition,ICD8fi,5-digit ICD8fi,NA,96120,1970-01-01,2299-11-03,NA,"Kemoterapeuttiset aineet, Hopea ja sen yhdisteet"
5968,"Adverse effect of other anti-infectives, Quinoline and hydroxyquinoline derivatives",Condition,ICD8fi,5-digit ICD8fi,NA,96130,1970-01-01,2299-11-03,NA,"Kemoterapeuttiset aineet, Oksikinoliinin johdokset"
5969,Muut kemoterapeuttiset aineet,Condition,ICD8fi,5-digit ICD8fi,NA,96198,1970-01-01,2299-11-03,NA,Muut kemoterapeuttiset aineet
5970,"Adverse effect of other anti-infectives, Other anti-infectives",Condition,ICD8fi,5-digit ICD8fi,NA,96199,1970-01-01,2299-11-03,NA,"Kemoterapeuttiset aineet, Ei tietoa"
5971,Adverse effect of hormones and synthetic substitutes,Condition,ICD8fi,3-digit ICD8fi,NA,962,1970-01-01,2299-11-03,NA,Hormonit ja syneettiset vastineet
5972,"Hormonit ja syneettiset vastineet, Adrenaliini ja noradrenaliini",Condition,ICD8fi,5-digit ICD8fi,NA,96200,1970-01-01,2299-11-03,NA,"Hormonit ja syneettiset vastineet, Adrenaliini ja noradrenaliini"
5973,"Hormonit ja syneettiset vastineet, Glykokortikoidit ja mineraalikortikoidit",Condition,ICD8fi,5-digit ICD8fi,NA,96205,1970-01-01,2299-11-03,NA,"Hormonit ja syneettiset vastineet, Glykokortikoidit ja mineraalikortikoidit"
5974,"Adverse effect of hormones and synthetic substitutes, Androgens and anabolic congeners",Condition,ICD8fi,5-digit ICD8fi,NA,96210,1970-01-01,2299-11-03,NA,"Hormonit ja syneettiset vastineet, Androgeenit ja muut anaboliset steroidit"
5975,"Adverse effect of hormones and synthetic substitutes, Oestrogens",Condition,ICD8fi,5-digit ICD8fi,NA,96220,1970-01-01,2299-11-03,NA,"Hormonit ja syneettiset vastineet, Estrogeenit"
5976,"Adverse effect of hormones and synthetic substitutes, Insulins and antidiabetic agents",Condition,ICD8fi,5-digit ICD8fi,NA,96230,1970-01-01,2299-11-03,NA,"Hormonit ja syneettiset vastineet, Insuliini ja oraaliset sokeritautilääkkeet"
5977,"Adverse effect of hormones and synthetic substitutes, Anterior pituitary extracts",Condition,ICD8fi,5-digit ICD8fi,NA,96240,1970-01-01,2299-11-03,NA,"Hormonit ja syneettiset vastineet, Hypofyysin etulohkon hormonit"
5978,"Adverse effect of hormones and synthetic substitutes, Posterior pituitary extracts",Condition,ICD8fi,5-digit ICD8fi,NA,96250,1970-01-01,2299-11-03,NA,"Hormonit ja syneettiset vastineet, Hypofyysin takalohkon hermonit"
5979,"Adverse effect of hormones and synthetic substitutes, Progestogens",Condition,ICD8fi,5-digit ICD8fi,NA,96260,1970-01-01,2299-11-03,NA,"Hormonit ja syneettiset vastineet, Gestageenit"
5980,"Adverse effect of hormones and synthetic substitutes, Thyroid and thyroid derivatives",Condition,ICD8fi,5-digit ICD8fi,NA,96270,1970-01-01,2299-11-03,NA,"Hormonit ja syneettiset vastineet, Tyreoideahormonit"
5981,"Adverse effect of hormones and synthetic substitutes, Antithyroid agents",Condition,ICD8fi,5-digit ICD8fi,NA,96280,1970-01-01,2299-11-03,NA,"Hormonit ja syneettiset vastineet, Antityreoidea-aineet"
5982,Muut hormonit ja synteettiset vastineet,Condition,ICD8fi,5-digit ICD8fi,NA,96298,1970-01-01,2299-11-03,NA,Muut hormonit ja synteettiset vastineet
5983,"Adverse effect of hormones and synthetic substitutes, Other hormones and synthetic substitutes",Condition,ICD8fi,5-digit ICD8fi,NA,96299,1970-01-01,2299-11-03,NA,"Hormonit ja syneettiset vastineet, Ei tietoa"
5984,Adverse effect of primarily systemic agents,Condition,ICD8fi,3-digit ICD8fi,NA,963,1970-01-01,2299-11-03,NA,"Allergisissa tiloissa, pahanlaatuisissa kasvaimissa, elektrolyyttihäiriöissä yms:ssa käytettävät aineet"
5985,"Allergisissa tiloissa, pahanlaatuisissa kasvaimissa, elektrolyyttihäiriöissä yms:ssa käytettävät aineet, Antihistamiinit",Condition,ICD8fi,5-digit ICD8fi,NA,96300,1970-01-01,2299-11-03,NA,"Allergisissa tiloissa, pahanlaatuisissa kasvaimissa, elektrolyyttihäiriöissä yms:ssa käytettävät aineet, Antihistamiinit"
5986,"Allergisissa tiloissa, pahanlaatuisissa kasvaimissa, elektrolyyttihäiriöissä yms:ssa käytettävät aineet, Muut antiemeetit",Condition,ICD8fi,5-digit ICD8fi,NA,96308,1970-01-01,2299-11-03,NA,"Allergisissa tiloissa, pahanlaatuisissa kasvaimissa, elektrolyyttihäiriöissä yms:ssa käytettävät aineet, Muut antiemeetit"
5987,"Adverse effect of primarily systemic agents, Antineoplastic agents",Condition,ICD8fi,5-digit ICD8fi,NA,96310,1970-01-01,2299-11-03,NA,"Allergisissa tiloissa, pahanlaatuisissa kasvaimissa, elektrolyyttihäiriöissä yms:ssa käytettävät aineet, Leukemiassa ja muissa neolasmoissa käytettävät aineet"
5988,"Adverse effect of primarily systemic agents, Acidifying agents",Condition,ICD8fi,5-digit ICD8fi,NA,96320,1970-01-01,2299-11-03,NA,"Allergisissa tiloissa, pahanlaatuisissa kasvaimissa, elektrolyyttihäiriöissä yms:ssa käytettävät aineet, Elektrolyyttihäiriössä käytettävät aineet"
5989,"Adverse effect of primarily systemic agents, Other electrolytic, caloric and water balance agents",Condition,ICD8fi,5-digit ICD8fi,NA,96340,1970-01-01,2299-11-03,NA,"Allergisissa tiloissa, pahanlaatuisissa kasvaimissa, elektrolyyttihäiriöissä yms:ssa käytettävät aineet, Shokin hoidossa käytettävät aineet, dialyysiliuokset, parenteraaliset ravintovalmisteet"
5990,"Adverse effect of primarily systemic agents, Enzymes",Condition,ICD8fi,5-digit ICD8fi,NA,96350,1970-01-01,2299-11-03,NA,"Allergisissa tiloissa, pahanlaatuisissa kasvaimissa, elektrolyyttihäiriöissä yms:ssa käytettävät aineet, Entsyymit"
5991,"Adverse effect of primarily systemic agents, Vitamins",Condition,ICD8fi,5-digit ICD8fi,NA,96360,1970-01-01,2299-11-03,NA,"Allergisissa tiloissa, pahanlaatuisissa kasvaimissa, elektrolyyttihäiriöissä yms:ssa käytettävät aineet, Vitamiinit"
5992,Adverse effect of agents primarily affecting blood constituents,Condition,ICD8fi,3-digit ICD8fi,NA,964,1970-01-01,2299-11-03,NA,Veritaudeissa käytettävät aineet
5993,"Adverse effect of agents primarily affecting blood constituents, Iron and its compounds",Condition,ICD8fi,5-digit ICD8fi,NA,96400,1970-01-01,2299-11-03,NA,"Veritaudeissa käytettävät aineet, Rautavalmisteet"
5994,"Adverse effect of agents primarily affecting blood constituents, Liver and liver extracts",Condition,ICD8fi,5-digit ICD8fi,NA,96410,1970-01-01,2299-11-03,NA,"Veritaudeissa käytettävät aineet, Megaloblastianemiassa käytettävät aineet"
5995,"Adverse effect of agents primarily affecting blood constituents, Anticoagulants",Condition,ICD8fi,5-digit ICD8fi,NA,96420,1970-01-01,2299-11-03,NA,"Veritaudeissa käytettävät aineet, Antikoagulantit"
5996,"Adverse effect of agents primarily affecting blood constituents, Vitamin K products",Condition,ICD8fi,5-digit ICD8fi,NA,96430,1970-01-01,2299-11-03,NA,"Veritaudeissa käytettävät aineet, K-vitamiini ja synteettiset K-vitamiinivalmisteet"
5997,"Adverse effect of agents primarily affecting blood constituents, Other coagulants",Condition,ICD8fi,5-digit ICD8fi,NA,96440,1970-01-01,2299-11-03,NA,"Veritaudeissa käytettävät aineet, Hemostaatit"
5998,"Veritaudeissa käytettävät aineet, Muut verenkomponentteihin vaikuttavat aineet",Condition,ICD8fi,5-digit ICD8fi,NA,96498,1970-01-01,2299-11-03,NA,"Veritaudeissa käytettävät aineet, Muut verenkomponentteihin vaikuttavat aineet"
5999,"Adverse effect of agents primarily affecting blood constituents, Other agents primarily affecting blood constituents",Condition,ICD8fi,5-digit ICD8fi,NA,96499,1970-01-01,2299-11-03,NA,"Veritaudeissa käytettävät aineet, Ei tietoa"
6000,Adverse effect of analgesics and antipyretics,Condition,ICD8fi,3-digit ICD8fi,NA,965,1970-01-01,2299-11-03,NA,Analgeetit ja antipyyreetit
6001,"Adverse effect of analgesics and antipyretics, Opiates and synthetic analogues",Condition,ICD8fi,5-digit ICD8fi,NA,96500,1970-01-01,2299-11-03,NA,"Analgeetit ja antipyyreetit, Analgeetit, opiaatit ja syntettiset analogit"
6002,"Adverse effect of analgesics and antipyretics, Salicylates and congeners",Condition,ICD8fi,5-digit ICD8fi,NA,96510,1970-01-01,2299-11-03,NA,"Analgeetit ja antipyyreetit, Salisyylihapon johdokset"
6003,"Adverse effect of analgesics and antipyretics, Cinchophen and congeners",Condition,ICD8fi,5-digit ICD8fi,NA,96520,1970-01-01,2299-11-03,NA,"Analgeetit ja antipyyreetit, Klorokiini ja sen johdokset sekä kiniini"
6004,"Adverse effect of analgesics and antipyretics, Colchicine",Condition,ICD8fi,5-digit ICD8fi,NA,96530,1970-01-01,2299-11-03,NA,"Analgeetit ja antipyyreetit, Kolkisiini"
6005,"Adverse effect of analgesics and antipyretics, Aniline derivatives",Condition,ICD8fi,5-digit ICD8fi,NA,96540,1970-01-01,2299-11-03,NA,"Analgeetit ja antipyyreetit, Fenasetiini ja muut aniliinin johdokset"
6006,"Adverse effect of analgesics and antipyretics, Other coal tar derivatives",Condition,ICD8fi,5-digit ICD8fi,NA,96550,1970-01-01,2299-11-03,NA,"Analgeetit ja antipyyreetit, Pyratsolonin johdokset"
6007,Muut analgeetit ja antipyyreetit,Condition,ICD8fi,5-digit ICD8fi,NA,96598,1970-01-01,2299-11-03,NA,Muut analgeetit ja antipyyreetit
6008,"Adverse effect of analgesics and antipyretics, Other analgesics and antipyretics",Condition,ICD8fi,5-digit ICD8fi,NA,96599,1970-01-01,2299-11-03,NA,"Analgeetit ja antipyyreetit, Ei tietoa"
6009,Adverse effect of anticonvulsants,Condition,ICD8fi,3-digit ICD8fi,NA,966,1970-01-01,2299-11-03,NA,Antiepileptit
6010,"Adverse effect of anticonvulsants, Dione derivatives",Condition,ICD8fi,5-digit ICD8fi,NA,96600,1970-01-01,2299-11-03,NA,"Antiepileptit, Oksatsoliinin, pyrrolidiimin ja pyrimidindionin johdokset"
6011,"Adverse effect of anticonvulsants, Hydantoin derivatives",Condition,ICD8fi,5-digit ICD8fi,NA,96610,1970-01-01,2299-11-03,NA,"Antiepileptit, Hydantoiinin johdokset"
6012,Muu antiepileptit,Condition,ICD8fi,5-digit ICD8fi,NA,96698,1970-01-01,2299-11-03,NA,Muu antiepileptit
6013,"Adverse effect of anticonvulsants, Other anticonvulsants",Condition,ICD8fi,5-digit ICD8fi,NA,96699,1970-01-01,2299-11-03,NA,"Antiepileptit, Ei tietoa"
6014,Adverse effect of other sedatives and hypnotics,Condition,ICD8fi,3-digit ICD8fi,NA,967,1970-01-01,2299-11-03,NA,Unilääkkeet ja sedatiivit
6015,"Adverse effect of other sedatives and hypnotics, Barbiturates",Condition,ICD8fi,5-digit ICD8fi,NA,96700,1970-01-01,2299-11-03,NA,"Unilääkkeet ja sedatiivit, Barbituraatit"
6016,"Adverse effect of other sedatives and hypnotics, Chloral hydrate",Condition,ICD8fi,5-digit ICD8fi,NA,96710,1970-01-01,2299-11-03,NA,"Unilääkkeet ja sedatiivit, Kloraalihydraatti"
6017,"Adverse effect of other sedatives and hypnotics, Paraldehyde",Condition,ICD8fi,5-digit ICD8fi,NA,96720,1970-01-01,2299-11-03,NA,"Unilääkkeet ja sedatiivit, Paraldehydi"
6018,"Adverse effect of other sedatives and hypnotics, Bromides",Condition,ICD8fi,5-digit ICD8fi,NA,96730,1970-01-01,2299-11-03,NA,"Unilääkkeet ja sedatiivit, Bromidit (organiset ja epäorgaaniset)"
6019,Muut unilääkkeet ja sedatiivit,Condition,ICD8fi,5-digit ICD8fi,NA,96798,1970-01-01,2299-11-03,NA,Muut unilääkkeet ja sedatiivit
6020,"Adverse effect of other sedatives and hypnotics, Other sedatives and hypnotics",Condition,ICD8fi,5-digit ICD8fi,NA,96799,1970-01-01,2299-11-03,NA,"Unilääkkeet ja sedatiivit, Ei tietoa"
6021,Adverse effect of other central nervous system depressants,Condition,ICD8fi,3-digit ICD8fi,NA,968,1970-01-01,2299-11-03,NA,Yleisanestesian yhteydessä käytettävät aineet
6022,"Adverse effect of other central nervous system depressants, Central nervous system muscle relaxants",Condition,ICD8fi,5-digit ICD8fi,NA,96800,1970-01-01,2299-11-03,NA,"Yleisanestesian yhteydessä käytettävät aineet, Lihasrelaksaantit"
6023,"Adverse effect of other central nervous system depressants, Anaesthetic gases",Condition,ICD8fi,5-digit ICD8fi,NA,96810,1970-01-01,2299-11-03,NA,"Yleisanestesian yhteydessä käytettävät aineet, Kaasumaiset anestesia-aineet"
6024,"Yleisanestesian yhteydessä käytettävät aineet, Muut yleisanestesia aineet",Condition,ICD8fi,5-digit ICD8fi,NA,96898,1970-01-01,2299-11-03,NA,"Yleisanestesian yhteydessä käytettävät aineet, Muut yleisanestesia aineet"
6025,"Adverse effect of other central nervous system depressants, Other",Condition,ICD8fi,5-digit ICD8fi,NA,96899,1970-01-01,2299-11-03,NA,"Yleisanestesian yhteydessä käytettävät aineet, Ei tietoa"
6026,Adverse effect of local anaesthetics,Condition,ICD8fi,3-digit ICD8fi,NA,969,1970-01-01,2299-11-03,NA,Puudutteet
6027,Adverse effect of local anaesthetics,Condition,ICD8fi,5-digit ICD8fi,NA,96999,1970-01-01,2299-11-03,NA,Puudutteet
6028,Adverse effect of psychotherapeutics,Condition,ICD8fi,3-digit ICD8fi,NA,970,1970-01-01,2299-11-03,NA,Psyykkisissä häiriöissä käytettävät aineet
6029,"Adverse effect of psychotherapeutics, Antidepressants",Condition,ICD8fi,5-digit ICD8fi,NA,97000,1970-01-01,2299-11-03,NA,"Psyykkisissä häiriöissä käytettävät aineet, Psykostimulantit"
6030,"Adverse effect of psychotherapeutics, Tranquillisers",Condition,ICD8fi,5-digit ICD8fi,NA,97010,1970-01-01,2299-11-03,NA,"Psyykkisissä häiriöissä käytettävät aineet, Psykosedatiivit (neuroleptit ja trankoilloivat aineet)"
6031,"Psyykkisissä häiriöissä käytettävät aineet, Antidepressiiviset aineet (trisykliset ""tymolepti"")",Condition,ICD8fi,5-digit ICD8fi,NA,97090,1970-01-01,2299-11-03,NA,"Psyykkisissä häiriöissä käytettävät aineet, Antidepressiiviset aineet (trisykliset ""tymolepti"")"
6032,Muut psyykkisissä häiriössä käytettävät aineet,Condition,ICD8fi,5-digit ICD8fi,NA,97098,1970-01-01,2299-11-03,NA,Muut psyykkisissä häiriössä käytettävät aineet
6033,"Adverse effect of psychotherapeutics, Other psychotherapeutic agents",Condition,ICD8fi,5-digit ICD8fi,NA,97099,1970-01-01,2299-11-03,NA,"Psyykkisissä häiriöissä käytettävät aineet, Ei tietoa"
6034,Adverse effect of other central nervous system stimulants,Condition,ICD8fi,3-digit ICD8fi,NA,971,1970-01-01,2299-11-03,NA,Psykotomimeetit (Ks. Narkomania 304)
6035,"Adverse effect of other central nervous system stimulants, LSD",Condition,ICD8fi,5-digit ICD8fi,NA,97100,1970-01-01,2299-11-03,NA,"Psykotomimeetit (Ks. Narkomania 304), LSD"
6036,"Psykotomimeetit (Ks. Narkomania 304), Psilosybiini",Condition,ICD8fi,5-digit ICD8fi,NA,97101,1970-01-01,2299-11-03,NA,"Psykotomimeetit (Ks. Narkomania 304), Psilosybiini"
6037,"Adverse effect of other central nervous system stimulants, Marijuana",Condition,ICD8fi,5-digit ICD8fi,NA,97103,1970-01-01,2299-11-03,NA,"Psykotomimeetit (Ks. Narkomania 304), Marihuana"
6038,"Psykotomimeetit (Ks. Narkomania 304), Hashish",Condition,ICD8fi,5-digit ICD8fi,NA,97104,1970-01-01,2299-11-03,NA,"Psykotomimeetit (Ks. Narkomania 304), Hashish"
6039,Muut psykotomimeetit,Condition,ICD8fi,5-digit ICD8fi,NA,97108,1970-01-01,2299-11-03,NA,Muut psykotomimeetit
6040,"Adverse effect of other central nervous system stimulants, UD",Condition,ICD8fi,5-digit ICD8fi,NA,97199,1970-01-01,2299-11-03,NA,"Psykotomimeetit (Ks. Narkomania 304), Ei tietoa"
6041,Adverse effect of agents primarily affecting the autonomic nervous system,Condition,ICD8fi,3-digit ICD8fi,NA,972,1970-01-01,2299-11-03,NA,Pääasiassa autonomisen hermostoon vaikuttavat aineet
6042,"Adverse effect of agents primarily affecting the autonomic nervous system, Parasympathomimetics (cholinergics)",Condition,ICD8fi,5-digit ICD8fi,NA,97200,1970-01-01,2299-11-03,NA,"Pääasiassa autonomisen hermostoon vaikuttavat aineet, Kolinergiset aineet"
6043,"Adverse effect of agents primarily affecting the autonomic nervous system, Parasympatholytics (anticholinergics)",Condition,ICD8fi,5-digit ICD8fi,NA,97210,1970-01-01,2299-11-03,NA,"Pääasiassa autonomisen hermostoon vaikuttavat aineet, Antikolinergiset aineet"
6044,"Adverse effect of agents primarily affecting the autonomic nervous system, Sympathomimetics (adrenergics)",Condition,ICD8fi,5-digit ICD8fi,NA,97220,1970-01-01,2299-11-03,NA,"Pääasiassa autonomisen hermostoon vaikuttavat aineet, Adrenergiset aineet"
6045,"Adverse effect of agents primarily affecting the autonomic nervous system, Autonomic nervous system relaxants",Condition,ICD8fi,5-digit ICD8fi,NA,97230,1970-01-01,2299-11-03,NA,"Pääasiassa autonomisen hermostoon vaikuttavat aineet, Antiadrenergiset aineet"
6046,Muut pääasiassa autonomiseen hermostoon vaikuttavat aineet,Condition,ICD8fi,5-digit ICD8fi,NA,97298,1970-01-01,2299-11-03,NA,Muut pääasiassa autonomiseen hermostoon vaikuttavat aineet
