Code	DF6_Freq	Latin	Finnish	Swedish	English	Uncertain_language	Needs_LAT_trans	Finnish_requires_review	Needs_FIN_trans	English_requires_review	needs_ENG_trans	Comments
99960	2		Muut lääketietellisen hoidon aiheuttamat komplikaatiot, ABO-vastareaktiot	Andra komplikationer av medicinisk vård, ABO-inkompatibilitet	Other complications of medical care, ABO incompatibility reaction		1	0	0	0	0	
99970	1		Muut lääketietellisen hoidon aiheuttamat komplikaatiot, Rh-vastareaktiot	Andra komplikationer av medicinisk vård, Rh-inkompatibilitet	Other complications of medical care, Rh incompatibility reaction		1	0	0	0	0	
99980	2		Muut lääketietellisen hoidon aiheuttamat komplikaatiot, Muut verensiirron aiheuttamat reaktiot	Andra komplikationer av medicinisk vård, Andra reaktioner mot transfusion	Other complications of medical care, Other transfusion reaction		1	0	0	0	0	
99998	66		Muut lääketietellisen hoidon aiheuttamat komplikaatiot, Muut lääketieteellisen hoidon aiheuttamat komplikaatiot	Andra komplikationer av medicinisk vård, Andra komplikationer av medicinsk vård			1	0	0	1	1	
99999	19		Muut lääketietellisen hoidon aiheuttamat komplikaatiot, Lääketieteellisen hoidon aiheuttama tarkemmin määrittelemätön komplikaatio	Andra komplikationer av medicinisk vård, Komplikation av medicinks vård UNS	Other complications of medical care, Other		1	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
E807-E999	0		B. Tapaturmien ulkoiset syyt (E-sarja)	B. Skadans yttre orsak (E-serien)			1	0	0	1	1	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
E807-E846	0		LIIKENNETAPATURMAT (LYHENNETTY SARJA) 	TRAFIKOLYCKOR (FÖRKORTAD SERIE) 			1	0	0	1	1	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
E807	0		Tarkemmin määrittelemätön rautatietapaturma	Järnvägsolycka UNS	Railway accident of unspecified nature		1	0	0	0	0	
	NA						0	0	0	0	0	
E8070	7		Tarkemmin määrittelemätön rautatietapaturma, Rautatiehenkilökuntaan kuuluu jokainen, joka työsuhteensa vuoksi rautatielaitoksessa tai muuten on vaarassa joutua rautatieonnettomuuteen, kuten kuljettaja, rahastaja, junassa oleva ravintolahenkilökunta, palomies, ratavartija, kantaja, junassa oleva postihenkilökunta, vaihdemies, makuuvaunujen henkilökunta	Järnvägsolycka UNS, Järnvägspersonal, inkluderar varje person, som till följd av anställning i järnvägsföretag eller annorstädes är utsatt för ökad risk att bli inblandad i järnvägsolycka, såsom förare, konduktör, förplägnadspersonal på tåg, brandman, vakt, bärare, postpersonal på tåg, kopplare, sovvagnspersonal	Railway accident of unspecified nature, Railway employee		1	0	0	0	0	
	NA						0	0	0	0	0	
E8071	10		Tarkemmin määrittelemätön rautatietapaturma, Rautatiematkustajiin ei kuulu matkustaja, joka odottaa asemalla, eikä henkilö, joka ilman lupaa on noussut junaan	Järnvägsolycka UNS, Järnvägspassagerare Exkluderar passagerare, som väntar på station, person som utan tillstånd följt med tåget	Railway accident of unspecified nature, Passenger on railway		1	0	0	0	0	
	NA						0	0	0	0	0	
E8072	6		Tarkemmin määrittelemätön rautatietapaturma, Jalankulkija	Järnvägsolycka UNS, Fotgängare	Railway accident of unspecified nature, Pedestrian		1	0	0	0	0	
	NA						0	0	0	0	0	
E8073	2		Tarkemmin määrittelemätön rautatietapaturma, Polkupyöräilijä	Järnvägsolycka UNS, Trampcyklist	Railway accident of unspecified nature, Pedal cyclist		1	0	0	0	0	
	NA						0	0	0	0	0	
E8078	2		Tarkemmin määrittelemätön rautatietapaturma, Muu henkilö, käsittää matkustajan, joka odottaa asemalla, hevosen vetämässä ajoneuvossa olevan henkilön, ratsastajan, polkupyöräilijän, vapaamatkustajan. Ei kuulu henkilö, joka matkustaa moottoriajoneuvossa (E 819), ilma-aluksessa (E 846) tai vesialuksessa (E 838)	Järnvägsolycka UNS, Annan specificerad person, inkluderar passagerare som väntar på station, person i hästdraget fordon, ryttare, trampcyklist, fripassagerare. Exkluderar person som färdas i (på) motorfordon (E 819), LUFTFARTYG (e 846), vattenfartyg (E 838)	Railway accident of unspecified nature, Other specified person		1	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
E819	1		Auton ja muun ajoneuvon kuljettaja, lukuunottamatta moottoripyörän kuljettajaa	Förare av bil eller annat motorfordon utom motorcykel	Motor vehicle traffic accident of unspecified nature		1	0	0	0	0	
	NA						0	0	0	0	0	
E8190	829		Auton ja muun ajoneuvon kuljettaja, lukuunottamatta moottoripyörän kuljettajaa	Förare av bil eller annat motorfordon utom motorcykel	Motor vehicle traffic accident of unspecified nature, Driver of motor vehicle other than motorcycle		1	0	0	0	0	
	NA						0	0	0	0	0	
E8191	778		Auton ja muun ajoneuvon kuljettaja, lukuunottamatta moottoripyörän kuljettajaa, Matkustaja autossa tai muussa moottoriajoneuvossa lukuunottamatta moottoripyörää	Förare av bil eller annat motorfordon utom motorcykel, Passagerare i (på) bil eller annat motorfordon utom motorcykel	Motor vehicle traffic accident of unspecified nature, Passenger in motor vehicle other than motorcycle		1	0	0	0	0	
	NA						0	0	0	0	0	
E8192	549		Auton ja muun ajoneuvon kuljettaja, lukuunottamatta moottoripyörän kuljettajaa, Moottoripyörän kuljettaja	Förare av bil eller annat motorfordon utom motorcykel, Förare av motorcykel	Motor vehicle traffic accident of unspecified nature, Motorcyclist		1	0	0	0	0	
	NA						0	0	0	0	0	
E8193	50		Auton ja muun ajoneuvon kuljettaja, lukuunottamatta moottoripyörän kuljettajaa, Moottoripyörän (sivuvaunussa) matkustaja	Förare av bil eller annat motorfordon utom motorcykel, Passagerare på motorcykel (i sidovagn)	Motor vehicle traffic accident of unspecified nature, Passenger on motorcycle		1	0	0	0	0	
	NA						0	0	0	0	0	
E8194	2		Auton ja muun ajoneuvon kuljettaja, lukuunottamatta moottoripyörän kuljettajaa, Raitiovaunun matkustaja	Förare av bil eller annat motorfordon utom motorcykel, Person som färdas med spårvagn	Motor vehicle traffic accident of unspecified nature, Occupant of street car		1	0	0	0	0	
	NA						0	0	0	0	0	
E8195	10		Auton ja muun ajoneuvon kuljettaja, lukuunottamatta moottoripyörän kuljettajaa, Henkilö, joka matkustaa eläimen vetämässä kulkuneuvossa, ratsastaja	Förare av bil eller annat motorfordon utom motorcykel, Person som färdas i fordon draget av djur; ryttare på djur	Motor vehicle traffic accident of unspecified nature, Rider of animal; occupant of animal-drawn vehicle		1	0	0	0	0	
	NA						0	0	0	0	0	
E8196	429		Auton ja muun ajoneuvon kuljettaja, lukuunottamatta moottoripyörän kuljettajaa, Polkupyöräilijä (myös matkustaja) (määritelmä g)	Förare av bil eller annat motorfordon utom motorcykel, Tranpcyklist (även passagerare) (definition g)	Motor vehicle traffic accident of unspecified nature, Pedal cyclist		1	0	0	0	0	
	NA						0	0	0	0	0	
E8197	413		Auton ja muun ajoneuvon kuljettaja, lukuunottamatta moottoripyörän kuljettajaa, Jalankulkija (määritelmä i)	Förare av bil eller annat motorfordon utom motorcykel, Fotgängare (definition i)	Motor vehicle traffic accident of unspecified nature, Pedestrian		1	0	0	0	0	
	NA						0	0	0	0	0	
E8198	36		Auton ja muun ajoneuvon kuljettaja, lukuunottamatta moottoripyörän kuljettajaa, Muu vahingoittunut henkilö. Sisältää henkilön, joka on rautatiekulkuneuvossa, raitiovaunussa ja vapaamatkustajan	Förare av bil eller annat motorfordon utom motorcykel, Annan skadad person.  Inkuderar person på järnvägsfordon, spårvagn, fripassagerare	Motor vehicle traffic accident of unspecified nature, Other specified person		1	0	0	0	0	
	NA						0	0	0	0	0	
E8199	29		Auton ja muun ajoneuvon kuljettaja, lukuunottamatta moottoripyörän kuljettajaa, Henkilö, tarkemmin määrittelemätön	Förare av bil eller annat motorfordon utom motorcykel, Person UNS	Motor vehicle traffic accident of unspecified nature, Unspecified person		1	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	Sisältää kahden raitiovaunun yhteentörmäyksen sekä raitiovaunun ja polkupyörän, hevosajoneuvon, ratsastajan, jalankulkijan, raiteilla olevan esineen välisen yhteentörmäyksen, raiteilta suistumisen yms. (Ks. Edellä olevia määritelmiä (a) ja (f).) Ei sisällä yhteentörmäystä moottoriajoneuvon (E 819), ilma-aluksen (E 846), vesikulkuneuvon (E 807) kanssa
	NA						0	0	0	0	0	Inkluderar kollision spårvagnar sinsemellan och med trampcykel, hästfordon, ryttare, fotgängare, föremål på spårbanan, urspårning etc. Se i övrigt definitionerna (a) och (f). Exkluderar kollision med motorfordon (E 819), luftfartyg (E 846), vattenfartyg (E 838), järnvägsfordom (E 807)
	NA						0	0	0	0	0	
E825	0		Raitiovaunutapaturma	Spårvagnsolycka	Street car accident		1	0	0	0	0	
	NA						0	0	0	0	0	
E8250	0		Raitiovaunutapaturma, Jalankulkija (määritelmä i)	Spårvagnsolycka, Fotgängare (definition i)	Street car accident, Pedestrian		1	0	0	0	0	
E8251	7		Raitiovaunutapaturma, Polkupyöräilijä (määritelmä g)	Spårvagnsolycka, Trampcyklist (definition g)	Street car accident, Pedal cyclist		1	0	0	0	0	
E8252	0		Raitiovaunutapaturma, Raitiovaunussa oleva henkilö	Spårvagnsolycka, Person i spårvagnen	Street car accident, Occupant of street car		1	0	0	0	0	
E8258	1		Raitiovaunutapaturma, Muu henkilö	Spårvagnsolycka, Annan person	Street car accident, Other specified person		1	0	0	0	0	
E8259	7		Raitiovaunutapaturma, Henkilö, tarkemmin määrittelemätön	Spårvagnsolycka, Person UNS	Street car accident, Unspecified person		1	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	Sisältää kahden polkupyörän välisen yhteentörmäyksen ja polkupyörän ja hevosen vetämän kulkuneuvon, ratsastajan, jalankulkijan, muun esineen yhteentörmäykseen, kumoonajon, pyörältä putoamisen, pyörän tai muun liikkeellä olevan polkupyörän osan vahingoittumisen. Ei sisällä yhteentötmäystä moottoriajoneuvon (E 807) eikä raitiovaunun (E 825) kanssa
	NA						0	0	0	0	0	Inkluderar kollision trampcyklar sinsemellan och med hästdraget fordon, ryttare, fotgängare, annat föremål, kullkörning, fall från cykel, skada av hjul eller annan del av cykel i rörelse. Exkluderar kollision med motorfordon (E 819), luftfartyg (E 846), vattenfartyg (E 838), järnvägsfordom (E 807), spårvagn (E 825)
	NA						0	0	0	0	0	
E826	0		Polkupyörätapaturma	Trampcykelolycka	Pedal cycle accident		1	0	0	0	0	
	NA						0	0	0	0	0	
E8260	24		Polkupyörätapaturma, Jalankulkija (määritelmä i)	Trampcykelolycka, Fotgängare (definition i)	Pedal cycle accident, Pedestrian		1	0	0	0	0	
E8261	514		Polkupyörätapaturma, Polkupyöräilijä (määritelmä g)	Trampcykelolycka, Trampcyklist (definition g)	Pedal cycle accident, Pedal cyclist		1	0	0	0	0	
E8268	16		Polkupyörätapaturma, Muu henkilö, ei sisällä muussa tiellä kulkuvassa ajoneuvossa olevaa henkiloä määritelmän (h) mukaan	Trampcykelolycka, Annan person, inkluderar person i "annat vägfordon" enligt definition (h)	Pedal cycle accident, Other specified person		1	0	0	0	0	
E8269	18		Polkupyörätapaturma, Henkilö, tarkemmin määrittelemätön	Trampcykelolycka, Person UNS	Pedal cycle accident, Unspecified person		1	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	Sisältää kahden muun "tieajoneuvon" välisen yhteentörmäyksen sekä "tieajoneuvon" ja jalankulkijan, eläimen, toisen esineen välisen törmäykseen, kumoonajon, pyörän aiheuttaman vamman, putoamisen ajoneuvosta, putoamisen ajoneuvoon astuttaessa tai siitä poistuttaessa. (Ks. myös määritelmiä (a) ja (h). Ei sisällä yhteentörmäystä moottoriajoneuvon (E 819), ilma-aluksen (E 846), vesikulkuneuvon (E 838), rautatieajoneuvon (E 807), raitiovaunun (E 825) ja polkupyörän (E 826) kanssa
	NA						0	0	0	0	0	Inkluderar kollision "andra vägfordon" sinsemellan, mellan sådant fordon och fotgängare, djur, annat, föremål, kullkörning, skada i hjul, fall från fordonet (även vid på- eller avstigning). Se också definitionerna (a) och (h). Exkluderar kollision med motorfordon (E 819), luftfartyg (E 846), vattenfartyg (E 838),järnvägsfordon (E 807), spårvagn (E 825), tramcykel (E 826)
	NA						0	0	0	0	0	
E827	0		Muun tiellä liikkuvan ajoneuvon aiheuttama tapaturma	Olycka med annat motorfordon	Other nonmotor road vehicle accident		1	0	0	0	0	
	NA						0	0	0	0	0	
E8270	17		Muun tiellä liikkuvan ajoneuvon aiheuttama tapaturma, Jalankulkija (määritelmä i)	Olycka med annat motorfordon, Fotgängare (definition i)	Other nonmotor road vehicle accident, Pedestrian		1	0	0	0	0	
E8278	10		Muun tiellä liikkuvan ajoneuvon aiheuttama tapaturma, Muu henkilö. Sisältää määritelmän (h) mukaan toisessa "tieajoneuvossa" olevan henkilön	Olycka med annat motorfordon, Annan person. Inkluderar person i "annat vägfordon" enligt definition (h)	Other nonmotor road vehicle accident, Other specified person		1	0	0	0	0	
E8279	18		Muun tiellä liikkuvan ajoneuvon aiheuttama tapaturma, Henkilö, tarkemmin määritelemätön	Olycka med annat motorfordon, Person UNS	Other nonmotor road vehicle accident, Unspecified person		1	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	Sisältää yhteentörmäykset, putoamisen veteen, hukkumisen vesiliikenteessä, kaatumisen aluksen kannella tai maihin astuessa, räjähdyksen, tulipalon aluksella (ilman rajoituksia), koneen aiheutman vahingon. (Ks. Myös edellä olevia määritelmiä a ja c), ei sisällä yhteentörmäystä ilma-aluksen kanssa (E 846)
	NA						0	0	0	0	0	Inkluderar kollisioner, fall i vatten eller drunkning i samband med vattentrafik, fall ombord på fartyg eller landgång, explosion, eldsvåda på fartyg (utan inskränkning), maskinolycka. Se också definitionerna a och c ovan. Exkluderar kollision med luftfartyg (E 846)
	NA						0	0	0	0	0	
E838	0		Tarkemmin määrittelemätön tapaturma vesikuljetuksen aikana	Olycka vid vattentransport UNS	Other and unspecified water transport accident		1	0	0	0	0	
	NA						0	0	0	0	0	
E8380	12		Tarkemmin määrittelemätön tapaturma vesikuljetuksen aikana, "Pikkuveneessä" oleva henkilö. "Pikkuvene" on alus, joka liikkuu airojen, melan tai pienen moottoron avulla ja joka voi kuljettaa enintään yhdeksän matkustajaa. Ei sisällä proomua, lauttaa (ankkuroitua), jota käytetään uimalaiturina eikä purjevenettä	Olycka vid vattentransport UNS, Person i "småbåt". "Småbåt" är et fartyg framdrivet genom åra, paddelåra eller liten motor och som kan ta högst nio passagerare. Exkluderar pråm, flotte (förankrad) använd som dykplattform, segeljakt	Other and unspecified water transport accident, Occupant of small boat		1	0	0	0	0	
	NA						0	0	0	0	0	
E8382	0		Tarkemmin määrittelemätön tapaturma vesikuljetuksen aikana, Matkustaja. Sisältää matkustajien lisäksi kaikki henkilöt, lukuunottamatta miehistöön kuuluvia, jotka haaksirikon tapahduttua ovat pelastusveneessä, kun alus on hylätty	Olycka vid vattentransport UNS, Passagerare. Inkluderar förutom passagerare varje person, utom besättningen, som vid skeppsbrott befinner sig i livbåt, sedan fartyget övergivits	Other and unspecified water transport accident, Occupant of other water craft-other than crew		1	0	0	0	0	
	NA						0	0	0	0	0	
E8383	0		Tarkemmin määrittelemätön tapaturma vesikuljetuksen aikana, Satamatyöläiset, ahtaajat. Sisältää henkilön, joka työskentelee satamassa lastaamassa ja purkamassa aluksia	Olycka vid vattentransport UNS, Hamnarbetare, stuvare. Inkluderar person som i hamn arbetar med lasting och lossning av fartyget	Other and unspecified water transport accident, Dockers, stevedores		1	0	0	0	0	
	NA						0	0	0	0	0	
E8388	1		Tarkemmin määrittelemätön tapaturma vesikuljetuksen aikana, Muu henkilö. Sisältää toiselta alukselta vierailemaan tulleen miehistön jäsenen, tullivirkailijan, luotsin, uimarin, vesisuksilla liikkuvan henkilön, jota alus tai sen osa on vahingoittanut	Olycka vid vattentransport UNS, Annan person. Inkluderar besökande besättningsman från annan båt, tulltjänsteman, lots, simmare, person på vattenskidor, som skadas av fartyget eller del därav	Other and unspecified water transport accident, Other specified person		1	0	0	0	0	
	NA						0	0	0	0	0	
E8389	1		Tarkemmin määrittelemätön tapaturma vesikuljetuksen aikana, Henkilö, tarkemmin määrittelemätön. Ilma-aluksilla (avaruusalukset mukaan luettuna) tapahtuva tapaturma.	Olycka vid vattentransport UNS, Person UNS. Olycka vid lufttrafik (inklusive rymdfärder).	Other and unspecified water transport accident, Unspecified person		1	0	0	0	0	Sisältää koneen putoamisen, ilma-aluksesta putoavan esineen, potkurin iskun, suihkumoottorin imun, yhteentörmäyksen maan pinnalla muuhun kulkuneuvoon, ihmiseen, eläimeen tai esineeseen. (Ks. myös edellä olevia määritelmiä (a) ja (b)). Ei sisällä kylmyyttä (E 901), ilmanpainevaurioita (E 902), matkasairautta (E 903)__Inkluderar krash, fallande föremål från luftfartyg, slag av propeller, insugning i reaktionsaggregat, kollision på marken med annat fordon, människa, djur eller föremål. Se också definitionerna (a) och (b) ovan. Exkluderar köld (E 901), barotrauma (E 902), ressjuka (E 903)
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
E846	0		Ilma-aluksilla (avaruusalukset mukaan luettuna) tapahtuva tapaturma	Olycka vid lufttrafik (inklusive rymdfärder)			1	0	0	1	1	
	NA						0	0	0	0	0	
E8460	0		Ilma-aluksilla (avaruusalukset mukaan luettuna) tapahtuva tapaturma, Avaruusmatkustaja	Olycka vid lufttrafik (inklusive rymdfärder), Rymdfarare			1	0	0	1	1	
E8461	1		Ilma-aluksilla (avaruusalukset mukaan luettuna) tapahtuva tapaturma, Sotilaslentoaluksessa oleva henkilö, sisältää miehistön, joukot, sotilas- ja siviilimatkustajat	Olycka vid lufttrafik (inklusive rymdfärder), Person i militärt luftfartyg, inkluderar besättning, trupper, militära och civila passagerare			1	0	0	1	1	
E8462	0		Ilma-aluksilla (avaruusalukset mukaan luettuna) tapahtuva tapaturma, Kaupallisessa tarkoituksessa käytetyn lentoaluksen miehistö, sisältää lentokoneen ohjaajan, stuertin, lentoemännän	Olycka vid lufttrafik (inklusive rymdfärder), Besättning i kommersiellt luftfartyg, inkluderar pilot, steward, flygvärdinna			1	0	0	1	1	
E8463	1		Ilma-aluksilla (avaruusalukset mukaan luettuna) tapahtuva tapaturma, Kaupallisessa tarkoituksessa käytetyn lentoaluksen oleva matkustaja, sisältää lentohenkilökunnan, joka ei kuulu miehistöön	Olycka vid lufttrafik (inklusive rymdfärder), Passagerare i kommersiellt luftfartyg, inkluderar flygpersonal, som icke är del av besättningenbesättningen			1	0	0	1	1	
E8464	4		Ilma-aluksilla (avaruusalukset mukaan luettuna) tapahtuva tapaturma, Henkilö, joka on muunlaisessa tai tarkemmin määrittelemättömässä ilmaaluksessa. Sisältää yksityislentokoneen miehistön ja matkustajat	Olycka vid lufttrafik (inklusive rymdfärder), Person i annat slag av luftfartyg och luftfartyg UNS. Inkluderar besättning och passagerare i privat flygplan			1	0	0	1	1	
E8465	0		Ilma-aluksilla (avaruusalukset mukaan luettuna) tapahtuva tapaturma, Maassa oleva henkilökunta (Kenttähenkilökunta)	Olycka vid lufttrafik (inklusive rymdfärder), Markpersonal			1	0	0	1	1	
E8468	1		Ilma-aluksilla (avaruusalukset mukaan luettuna) tapahtuva tapaturma, Muu henkilö. Sisältää lentokentällä olevan vierailijan, lentokentän ulkopuolella olevan henkilön, vapaaehtoisen laskuvarjohyppääjän	Olycka vid lufttrafik (inklusive rymdfärder), Annan person. Inkluderar besökande på flygfält, person utanför, frivillig fallskärmshoppare			1	0	0	1	1	
E8469	1		Ilma-aluksilla (avaruusalukset mukaan luettuna) tapahtuva tapaturma, Henkilö, tarkemmin määrittelemätön	Olycka vid lufttrafik (inklusive rymdfärder), Person UNS			1	0	0	1	1	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
E859-E877	0		MYRKYTYSTAPATURMAT (LYHENNETTY SARJA) 	FÖRGIFTNING GENOM OLYCKSHÄNDELSE (FÖRKORTAD SERIE) 			1	0	0	1	1	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
E859	0		Tarkemmin määrittelemättömien rohtojen ja lääkkeiden aiheuttama tapaturmainen myrkytys.	Förgiftning av droger och läkemedel genom olyckshändelse UNS.	Accidental poisoning by other and unspecified drugs and medicaments		1	0	0	0	0	Sisältää vahingossa tapahtuneen lääkkeen yliannostelun ja erehdyksessä annetun väärän lääkkeen, myös narkomaanin lääkemyrkytyksen. Ei sisällä rohtojen ja lääkkeiden aiheuttamaa kosketusihottumaa (692), lisäoireita eikä epäonnistumista lääketieteellisesti käytetyn anestesian aikana (E 939,9), yliherkkyyttä terapeuttisista, diagnostisista tai muusta syystä määrätyille lääkkeille (E 939,9), rohdosten ja lääkkeiden epäsuotuissa vaikutusta (E 939,9) eikä väärinkäsitystä lääkettä määrättäessä (E 939,9)__Inkluderar överdosering av läkemedel genom olyckshändelse ocj felaktigt läkemedel givet av rent misstag, även narkomans förgiftning av drog. Exkluderar kontaktdermatit av droger och läkemedel (692), komplikation av och missöde vid anestesi i medicinskt bruk (E 939,9), överkänslighet mot droger givna i terapeutiska, diagnostiska och andra syften (E 939,9), ogynnsam effekt av droger och läkemedel (E 939,9), felbedömning vid ordination (E 939,9)
	NA						0	0	0	0	0	
E8599	266		Tarkemmin määrittelemättömien rohtojen ja lääkkeiden aiheuttama tapaturmainen myrkytys.	Förgiftning av droger och läkemedel genom olyckshändelse UNS.	Accidental poisoning by other and unspecified drugs and medicaments, Drugs, unspecified		1	0	0	0	0	Sisältää vahingossa tapahtuneen lääkkeen yliannostelun ja erehdyksessä annetun väärän lääkkeen, myös narkomaanin lääkemyrkytyksen. Ei sisällä rohtojen ja lääkkeiden aiheuttamaa kosketusihottumaa (692), lisäoireita eikä epäonnistumista lääketieteellisesti käytetyn anestesian aikana (E 939,9), yliherkkyyttä terapeuttisista, diagnostisista tai muusta syystä määrätyille lääkkeille (E 939,9), rohdosten ja lääkkeiden epäsuotuissa vaikutusta (E 939,9) eikä väärinkäsitystä lääkettä määrättäessä (E 939,9)__Inkluderar överdosering av läkemedel genom olyckshändelse ocj felaktigt läkemedel givet av rent misstag, även narkomans förgiftning av drog. Exkluderar kontaktdermatit av droger och läkemedel (692), komplikation av och missöde vid anestesi i medicinskt bruk (E 939,9), överkänslighet mot droger givna i terapeutiska, diagnostiska och andra syften (E 939,9), ogynnsam effekt av droger och läkemedel (E 939,9), felbedömning vid ordination (E 939,9)
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
E869	0		Vahingossa nautittujen muiden ja tarkemmin määrittelemättömien kiinteiden ja juoksevien aineiden aiheuttama myrkytys.	Förgiftning av andra och ospecificerade fasta och flytande ämnen genom olyckshändelse.	Accidental poisoning by other and unspecified solid and liquid substances		1	0	0	0	0	Sisältää seuraavien aineiden aiheuttamat myrkytykset: alkoholit, siivous- ja puhdistusaineet, kosmeettiset aineet, maalausvärit, väriaineet, petroolia sisältävät tuotteet, tinnerit, raskaat metallit ja niiden höyryt, hapot ja emäkset (lipeä), myrkylliset sienet, myrkkykatko (koiso), digitalis ja muut myrkylliset kasvit (marjat), myrkylliset kalat, myrkylliset simpukkaeläimet, säilöntäaineet. Ei sisällä seuraavista aineista aiheutunutta kosketusihottumaa: puhdistusaineet (692), öljyt ja rasvat (692), liotusaineet (692) ja muut kemikaalit (692)__Inkluderar förgiftning av alkoholer, putsoch rengöringsmedel, kosmetika, målarfärg, färgämnen, petroleumprodukter, lösningsmedel, tunga metaller och avdunstningar från dem, syror och alkali (lut), giftiga svampar, odört, digitalis och andra giftiga växter (bär), giftiga fiskar, giftiga skaldjur, konserveringsmedel. Exkluderar kontaktdermatit av rengöringsmedel (602), oljor och fetter (692), lösningsmedel (692), andra kemikalier (692)
	NA						0	0	0	0	0	
E8699	228		Vahingossa nautittujen muiden ja tarkemmin määrittelemättömien kiinteiden ja juoksevien aineiden aiheuttama myrkytys.	Förgiftning av andra och ospecificerade fasta och flytande ämnen genom olyckshändelse.	Accidental poisoning by other and unspecified solid and liquid substances		1	0	0	0	0	Sisältää seuraavien aineiden aiheuttamat myrkytykset: alkoholit, siivous- ja puhdistusaineet, kosmeettiset aineet, maalausvärit, väriaineet, petroolia sisältävät tuotteet, tinnerit, raskaat metallit ja niiden höyryt, hapot ja emäkset (lipeä), myrkylliset sienet, myrkkykatko (koiso), digitalis ja muut myrkylliset kasvit (marjat), myrkylliset kalat, myrkylliset simpukkaeläimet, säilöntäaineet. Ei sisällä seuraavista aineista aiheutunutta kosketusihottumaa: puhdistusaineet (692), öljyt ja rasvat (692), liotusaineet (692) ja muut kemikaalit (692)__Inkluderar förgiftning av alkoholer, putsoch rengöringsmedel, kosmetika, målarfärg, färgämnen, petroleumprodukter, lösningsmedel, tunga metaller och avdunstningar från dem, syror och alkali (lut), giftiga svampar, odört, digitalis och andra giftiga växter (bär), giftiga fiskar, giftiga skaldjur, konserveringsmedel. Exkluderar kontaktdermatit av rengöringsmedel (602), oljor och fetter (692), lösningsmedel (692), andra kemikalier (692)
	NA						0	0	0	0	0	
	NA						0	0	0	0	0	
E877	0		Vahingossa tapahtunut tarkemmin määrittelemättömien kaasujen ja höyryjen aiheuttama myrkytys.	Förgiftning av ospecificerade gaser och ångor genom olyckshändelse.	Accidental poisoning by unspecified gases and vapours		1	0	0	0	0	Sisältää asuntojen ja tehtaiden tulisijoista peräisin olevan häkäkaasun, taloussun, koneiden jätekaasut (myös paikallaan olevan ajoneuvon pakokaasun). Ei sisällä tulipalon yhteydessä saatua savumyrkytystä (E 890,0 - E 893,9), liikkeellä olevasta moottoriajoneuvosta ja ilma-aluksesta tulevaa häkäkaasua (E 819, E 846) samoin kuin paikallaan olevissa tai liikkuvissa vesikulkuneuvoissa tapahtuneita myrkytyksiä (E 838), raskaista metalleista tulevia höyryjä (E 869,9) eikä nukutuksessa käytettäviä kaasuja (E 939,9)__Inkluderar os från eldstäder i bostäder och fabriker, hushållsgas, avgaser från maskiner (även från stillastående motorfordon). Exkluderar rökförgiftning vid eldsvåda (E 890,9 - E 893,9), koloxid från motorfordon och luftfartyg i rörelse (E 819, E 846), från vattenfartyg vare sig stillastående eller i rörelse (E 838), ångor från tunga metaller (E 969,9) och gaser använda vid anestesi (E 939,9)
	NA						0	0	0	0	0	
